 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      49647        0        49647       353         0         353        137         0         137        117       0.8782     0.8782     0.0000     0.0000      0.49     82.5469     0.0000    82.5469    213.8373    0.0000    213.8373   65449.85 
109166.00    26180        0        26180      23820        0        23820       821         0         821        231       0.7768     0.7768     0.0000     0.0000      0.39     402.0806    0.0000    402.0806  11567.3835   0.0000   11567.3835  65449.85 
218332.00    28859        0        28859      21141        0        21141       598         0         598        220       0.7803     0.7803     0.0000     0.0000      0.39     287.3768    0.0000    287.3768  10238.1745   0.0000   10238.1745  65449.85 
327498.00    26987        0        26987      23013        0        23013       964         0         964        277       0.7671     0.7671     0.0000     0.0000      0.39     467.5543    0.0000    467.5543  11147.2765   0.0000   11147.2765  65449.85 
436664.00    25733        0        25733      24267        0        24267       1099        0         1099       272       0.7849     0.7849     0.0000     0.0000      0.39     531.8353    0.0000    531.8353  11727.6694   0.0000   11727.6694  65449.85 
545830.00    25818        0        25818      24182        0        24182       1497        0         1497       271       0.7837     0.7837     0.0000     0.0000      0.39     716.4235    0.0000    716.4235  11679.0218   0.0000   11679.0218  65449.85 
654996.00    28387        0        28387      21613        0        21613       1116        0         1116       251       0.7810     0.7810     0.0000     0.0000      0.39     537.5316    0.0000    537.5316  10429.0974   0.0000   10429.0974  65449.85 
764162.00    27870        0        27870      22130        0        22130       1191        0         1191       263       0.7762     0.7762     0.0000     0.0000      0.39     567.9326    0.0000    567.9326  10653.6046   0.0000   10653.6046  65449.85 
873328.00    26642        0        26642      23358        0        23358       1725        0         1725       268       0.7913     0.7913     0.0000     0.0000      0.39     827.5865    0.0000    827.5865  11240.7142   0.0000   11240.7142  65449.85 
982494.00    25578        0        25578      24422        0        24422       1102        0         1102       280       0.7767     0.7767     0.0000     0.0000      0.39     532.8104    0.0000    532.8104  11743.8688   0.0000   11743.8688  65449.85 
1091660.00   26657        0        26657      23343        0        23343       1294        0         1294       284       0.7809     0.7809     0.0000     0.0000      0.39     564.2832    0.0000    564.2832  11193.6833   0.0000   11193.6833  65449.85 
1200826.00   27553        0        27553      22447        0        22447       2040        0         2040       307       0.7706     0.7706     0.0000     0.0000      0.39     900.3608    0.0000    900.3608  10721.4339   0.0000   10721.4339  65449.85 
1309992.00   29232        0        29232      20768        0        20768       1999        0         1999       309       0.7772     0.7772     0.0000     0.0000      0.39     868.3036    0.0000    868.3036  9874.0852    0.0000   9874.0852   65449.85 
1419158.00   28503        0        28503      21497        0        21497       2474        0         2474       311       0.7753     0.7753     0.0000     0.0000      0.39    1089.7252    0.0000   1089.7252  10174.7245   0.0000   10174.7245  65449.85 
1528324.00   27997        0        27997      22003        0        22003       3101        0         3101       305       0.7888     0.7888     0.0000     0.0000      0.39    1376.1579    0.0000   1376.1579  10430.8979   0.0000   10430.8979  65449.85 
1637490.00   28296        0        28296      21704        0        21704       3017        0         3017       297       0.7793     0.7793     0.0000     0.0000      0.39    1303.4993    0.0000   1303.4993  10226.0072   0.0000   10226.0072  65449.85 
1746656.00   29530        0        29530      20470        0        20470       3134        0         3134       301       0.7766     0.7766     0.0000     0.0000      0.39    1320.1950    0.0000   1320.1950  9535.6194    0.0000   9535.6194   65449.85 
1855822.00   30046        0        30046      19954        0        19954       3801        0         3801       338       0.7748     0.7748     0.0000     0.0000      0.39    1575.7078    0.0000   1575.7078  9180.7687    0.0000   9180.7687   65449.85 
1964988.00   29127        0        29127      20873        0        20873       4127        0         4127       347       0.7763     0.7763     0.0000     0.0000      0.39    1666.1772    0.0000   1666.1772  9526.3629    0.0000   9526.3629   65449.85 
2074154.00   30250        0        30250      19750        0        19750       4827        0         4827       387       0.7720     0.7720     0.0000     0.0000      0.39    1920.9790    0.0000   1920.9790  8866.8251    0.0000   8866.8251   65449.85 
2183320.00   30483        0        30483      19517        0        19517       5603        0         5603       406       0.7743     0.7743     0.0000     0.0000      0.39    2192.8309    0.0000   2192.8309  8622.5908    0.0000   8622.5908   65449.85 
2292486.00   29225        0        29225      20775        0        20775       6578        0         6578       399       0.7728     0.7728     0.0000     0.0000      0.38    2547.8520    0.0000   2547.8520  9054.6495    0.0000   9054.6495   65449.85 
2401652.00   30367        0        30367      19633        0        19633       7458        0         7458       560       0.7797     0.7797     0.0000     0.0000      0.38    2865.3385    0.0000   2865.3385  8277.3569    0.0000   8277.3569   65449.85 
2510818.00   31569        0        31569      18431        0        18431       8508        0         8508       970       0.7052     0.7052     0.0000     0.0000      0.38    3256.1213    0.0000   3256.1213  7457.1159    0.0000   7457.1159   65449.85 
2619984.00   28670        0        28670      21330        0        21330       9621        0         9621       888       0.7032     0.7032     0.0000     0.0000      0.38    3670.1403    0.0000   3670.1403  8623.5907    0.0000   8623.5907   65449.85 
2729150.00   28438        0        28438      21562        0        21562      10655        0        10655       1658      0.6968     0.6968     0.0000     0.0000      0.37    4042.8157    0.0000   4042.8157  8472.9479    0.0000   8472.9479   65449.85 
2838316.00   26943        0        26943      23057        0        23057      11609        0        11609       2096      0.6936     0.6936     0.0000     0.0000      0.37    4378.3069    0.0000   4378.3069  8940.4925    0.0000   8940.4925   65449.85 
2947482.00   25524        0        25524      24476        0        24476      12646        0        12646       3496      0.6948     0.6948     0.0000     0.0000      0.37    4762.8808    0.0000   4762.8808  9407.2500    0.0000   9407.2500   65449.85 
3056648.00   24489        0        24489      25511        0        25511      13600        0        13600       8503      0.6858     0.6858     0.0000     0.0000      0.36    5105.3865    0.0000   5105.3865  9682.5690    0.0000   9682.5690   65449.85 
3165814.00   22513        0        22513      27487        0        27487      14608        0        14608       9162      0.6996     0.6996     0.0000     0.0000      0.36    5471.7824    0.0000   5471.7824  10397.9068   0.0000   10397.9068  65449.85 
3274980.00   20790        0        20790      29210        0        29210      15502        0        15502      14605      0.6903     0.6903     0.0000     0.0000      0.36    5807.0987    0.0000   5807.0987  11034.9080   0.0000   11034.9080  65449.85 
3384146.00   19213        0        19213      30787        0        30787      16372        0        16372      15393      0.6928     0.6928     0.0000     0.0000      0.35    6126.2707    0.0000   6126.2707  11616.2957   0.0000   11616.2957  65449.85 
3493312.00   17473        0        17473      32527        0        32527      17275        0        17275      16263      0.6883     0.6883     0.0000     0.0000      0.35    6464.6021    0.0000   6464.6021  12281.6536   0.0000   12281.6536  65449.85 
3602478.00   15853        0        15853      34147        0        34147      18158        0        18158      17073      0.6947     0.6947     0.0000     0.0000      0.35    6784.9143    0.0000   6784.9143  12859.4849   0.0000   12859.4849  65449.85 
3711644.00   14431        0        14431      35569        0        35569      18881        0        18881      17784      0.6938     0.6938     0.0000     0.0000      0.34    7031.1535    0.0000   7031.1535  13401.4230   0.0000   13401.4230  65449.85 
3820810.00   13176        0        13176      36824        0        36824      19501        0        19501      18412      0.6884     0.6884     0.0000     0.0000      0.34    7281.2315    0.0000   7281.2315  13869.2748   0.0000   13869.2748  65449.85 
3929976.00   12055        0        12055      37945        0        37945      20147        0        20147      18972      0.6908     0.6908     0.0000     0.0000      0.34    7550.1988    0.0000   7550.1988  14325.3284   0.0000   14325.3284  65449.85 
4039142.00   10774        0        10774      39226        0        39226      20806        0        20806      19613      0.6902     0.6902     0.0000     0.0000      0.33    7816.0382    0.0000   7816.0382  14834.6727   0.0000   14834.6727  65449.85 
4148308.00    9827        0         9827      40173        0        40173      21313        0        21313      20086      0.6930     0.6930     0.0000     0.0000      0.33    8032.1582    0.0000   8032.1582  15242.7769   0.0000   15242.7769  65449.85 
4257474.00    9006        0         9006      40994        0        40994      21781        0        21781      20497      0.6992     0.6992     0.0000     0.0000      0.33    8233.0601    0.0000   8233.0601  15586.9877   0.0000   15586.9877  65449.85 
4366640.00    8270        0         8270      41730        0        41730      22165        0        22165      20865      0.6969     0.6969     0.0000     0.0000      0.33    8409.9236    0.0000   8409.9236  15909.8772   0.0000   15909.8772  65449.85 
4475806.00    7594        0         7594      42406        0        42406      22592        0        22592      21203      0.7042     0.7042     0.0000     0.0000      0.33    8604.9123    0.0000   8604.9123  16252.4697   0.0000   16252.4697  65449.85 
4584972.00    7110        0         7110      42890        0        42890      22860        0        22860      21445      0.7090     0.7090     0.0000     0.0000      0.33    8744.0311    0.0000   8744.0311  16503.7696   0.0000   16503.7696  65449.85 
4694138.00    6731        0         6731      43269        0        43269      23128        0        23128      21634      0.7096     0.7096     0.0000     0.0000      0.33    8879.2888    0.0000   8879.2888  16694.7647   0.0000   16694.7647  65449.85 
4803304.00    6342        0         6342      43658        0        43658      23412        0        23412      21829      0.7084     0.7084     0.0000     0.0000      0.33    9038.0218    0.0000   9038.0218  16933.8793   0.0000   16933.8793  65449.85 
4912470.00    6030        0         6030      43970        0        43970      23608        0        23608      21985      0.7132     0.7132     0.0000     0.0000      0.33    9155.6106    0.0000   9155.6106  17121.4641   0.0000   17121.4641  65449.85 
5021636.00    5793        0         5793      44207        0        44207      23809        0        23809      22103      0.7135     0.7135     0.0000     0.0000      0.33    9277.7553    0.0000   9277.7553  17278.4440   0.0000   17278.4440  65449.85 
5130802.00    5689        0         5689      44311        0        44311      23919        0        23919      22155      0.7126     0.7126     0.0000     0.0000      0.33    9331.6700    0.0000   9331.6700  17350.8873   0.0000   17350.8873  65449.85 
5239968.00    5676        0         5676      44324        0        44324      24062        0        24062      22162      0.7160     0.7160     0.0000     0.0000      0.33    9403.5626    0.0000   9403.5626  17389.6114   0.0000   17389.6114  65449.85 
5349134.00    5729        0         5729      44271        0        44271      24138        0        24138      22135      0.7135     0.7135     0.0000     0.0000      0.33    9446.0838    0.0000   9446.0838  17351.4248   0.0000   17351.4248  65449.85 
5458300.00    5662        0         5662      44338        0        44338      24274        0        24274      22169      0.7129     0.7129     0.0000     0.0000      0.33    9496.6159    0.0000   9496.6159  17375.7191   0.0000   17375.7191  65449.85 
5567466.00    5640        0         5640      44360        0        44360      24393        0        24393      22180      0.7077     0.7077     0.0000     0.0000      0.33    9547.1523    0.0000   9547.1523  17391.8239   0.0000   17391.8239  65449.85 
5676632.00    5650        0         5650      44350        0        44350      24511        0        24511      22175      0.7130     0.7130     0.0000     0.0000      0.33    9593.3532    0.0000   9593.3532  17391.8742   0.0000   17391.8742  65449.85 
5785798.00    5761        0         5761      44239        0        44239      24589        0        24589      22119      0.7151     0.7151     0.0000     0.0000      0.33    9625.8815    0.0000   9625.8815  17347.2807   0.0000   17347.2807  65449.85 
5894964.00    5742        0         5742      44258        0        44258      24708        0        24708      22129      0.7140     0.7140     0.0000     0.0000      0.33    9685.4955    0.0000   9685.4955  17371.7663   0.0000   17371.7663  65449.85 
6004130.00    5915        0         5915      44085        0        44085      24691        0        24691      22042      0.7166     0.7166     0.0000     0.0000      0.33    9677.8623    0.0000   9677.8623  17327.9923   0.0000   17327.9923  65449.85 
