           tauB                     NinLC                      phiL          
           0.00                     22326                    0.51038                   1.70528         
           0.10                     23244                    0.49189                   1.87936         
           0.20                     25075                    0.47979                   1.93933         
           0.30                     26726                    0.46873                   1.97812         
           0.40                     28404                    0.45994                   2.00535         
           0.50                     30076                    0.45205                   2.02645         
           0.60                     31941                    0.44193                   2.03765         
           0.70                     33705                    0.43534                   2.04608         
           0.80                     35570                    0.42603                   2.05135         
           0.90                     37410                    0.41717                   2.06412         
           1.00                     39242                    0.40888                   2.07440         
           1.10                     40988                    0.40111                   2.07588         
           1.20                     42861                    0.39282                   2.07472         
           1.30                     44746                    0.38318                   2.07427         
           1.40                     46877                    0.37271                   2.07444         
           1.50                     48641                    0.36479                   2.07650         
           1.60                     50533                    0.35358                   2.07578         
           1.70                     52248                    0.34469                   2.07378         
           1.80                     54170                    0.33489                   2.06787         
           1.90                     55867                    0.32471                   2.07280         
           2.00                     57636                    0.31562                   2.07409         
           2.10                     59469                    0.30462                   2.07066         
           2.20                     61095                    0.29577                   2.06957         
           2.30                     62600                    0.28672                   2.06701         
           2.40                     64183                    0.27758                   2.06028         
           2.50                     65533                    0.26899                   2.05209         
           2.60                     67000                    0.26028                   2.04406         
           2.70                     68275                    0.25283                   2.04035         
           2.80                     69594                    0.24503                   2.03780         
           2.90                     70801                    0.23627                   2.03427         
           3.00                     71870                    0.22989                   2.02983         
           3.10                     72799                    0.22454                   2.02360         
           3.20                     73815                    0.21723                   2.01529         
           3.30                     74509                    0.21378                   2.01108         
           3.40                     75305                    0.20878                   2.00876         
           3.50                     76025                    0.20435                   2.00694         
           3.60                     76698                    0.19960                   2.00229         
           3.70                     77265                    0.19645                   1.99759         
           3.80                     77832                    0.19266                   1.98829         
           3.90                     78200                    0.19060                   1.98538         
           4.00                     78526                    0.18845                   1.98644         
           4.10                     78826                    0.18630                   1.98785         
           4.20                     78847                    0.18735                   1.99067         
           4.30                     78904                    0.18679                   1.99246         
           4.40                     79091                    0.18572                   1.99021         
           4.50                     79362                    0.18283                   1.98461         
           4.60                     79621                    0.18192                   1.97999         
           4.70                     79432                    0.18345                   1.98074         
           4.80                     79319                    0.18383                   1.98272         
           4.90                     79243                    0.18366                   1.98157         
           5.00                     78922                    0.18758                   1.98868         
           5.10                     78945                    0.18599                   1.98989         
           5.20                     79090                    0.18447                   1.98906         
           5.30                     79104                    0.18545                   1.98752         
           5.40                     79141                    0.18440                   1.98812         
           5.50                     79504                    0.18163                   1.98063         
           5.60                     79509                    0.18458                   1.97497         
           5.70                     79397                    0.18329                   1.96972         
           5.80                     79243                    0.18500                   1.96369         
           5.90                     79047                    0.18766                   1.96109         
           6.00                     78887                    0.18918                   1.95728         
           6.10                     78552                    0.19115                   1.96104         
           6.20                     78229                    0.19364                   1.96736         
           6.30                     78136                    0.19301                   1.96972         
           6.40                     78281                    0.19189                   1.97110         
           6.50                     78232                    0.19132                   1.97157         
           6.60                     78239                    0.19130                   1.97299         
           6.70                     78112                    0.19328                   1.97339         
           6.80                     77860                    0.19531                   1.97897         
           6.90                     77835                    0.19480                   1.98167         
           7.00                     77772                    0.19383                   1.98393         
           7.10                     77888                    0.19474                   1.97798         
           7.20                     78097                    0.19238                   1.96858         
           7.30                     77909                    0.19472                   1.96464         
           7.40                     77619                    0.19673                   1.97283         
           7.50                     77580                    0.19810                   1.97484         
           7.60                     77480                    0.19743                   1.97933         
           7.70                     77517                    0.19606                   1.98449         
           7.80                     77399                    0.19714                   1.98776         
           7.90                     77404                    0.19647                   1.98916         
           8.00                     77415                    0.19596                   1.98812         
           8.10                     77576                    0.19523                   1.98542         
           8.20                     77899                    0.19338                   1.97996         
           8.30                     77907                    0.19405                   1.98190         
           8.40                     77850                    0.19510                   1.98303         
           8.50                     77964                    0.19389                   1.98250         
           8.60                     78057                    0.19326                   1.98342         
           8.70                     78181                    0.19190                   1.98038         
           8.80                     78287                    0.19093                   1.98157         
           8.90                     78358                    0.19099                   1.98170         
           9.00                     78360                    0.18992                   1.98089         
           9.10                     78406                    0.19033                   1.98111         
           9.20                     78593                    0.18874                   1.97998         
           9.30                     78594                    0.18954                   1.98079         
           9.40                     78686                    0.18776                   1.97617         
           9.50                     78772                    0.18844                   1.97607         
           9.60                     78769                    0.18869                   1.97857         
           9.70                     78804                    0.18776                   1.98413         
           9.80                     78927                    0.18771                   1.98546         
           9.90                     78954                    0.18682                   1.98411         
          10.00                     78899                    0.18777                   1.98096         
          10.10                     78888                    0.18816                   1.98146         
          10.20                     78801                    0.18820                   1.98416         
          10.30                     78967                    0.18673                   1.98018         
          10.40                     78790                    0.18739                   1.97679         
          10.50                     78749                    0.18914                   1.97389         
          10.60                     78643                    0.18916                   1.97284         
          10.70                     78681                    0.18823                   1.97384         
          10.80                     78598                    0.18905                   1.97915         
          10.90                     78599                    0.18853                   1.98342         
          11.00                     78765                    0.18809                   1.97830         
          11.10                     78757                    0.18880                   1.97783         
          11.20                     78658                    0.18846                   1.98125         
          11.30                     78660                    0.18755                   1.98246         
          11.40                     78403                    0.18955                   1.98851         
          11.50                     78404                    0.18982                   1.99089         
          11.60                     78405                    0.18903                   1.99389         
          11.70                     78540                    0.18877                   1.99210         
          11.80                     78627                    0.18739                   1.98909         
          11.90                     78748                    0.18664                   1.98422         
          12.00                     78990                    0.18484                   1.97963         
          12.10                     79090                    0.18602                   1.97506         
          12.20                     78891                    0.18726                   1.97723         
          12.30                     78816                    0.18740                   1.97807         
          12.40                     78773                    0.18838                   1.97667         
          12.50                     78909                    0.18706                   1.97477         
          12.60                     78764                    0.18866                   1.98129         
          12.70                     78786                    0.18641                   1.98526         
          12.80                     79022                    0.18495                   1.98365         
          12.90                     79194                    0.18535                   1.97889         
