           tauB                     NinLC                      phiL          
           0.00                     21079                    0.51680                   1.64801         
           0.10                     21810                    0.50365                   1.77481         
           0.20                     23111                    0.49018                   1.82725         
           0.30                     24481                    0.47976                   1.84903         
           0.40                     25546                    0.47817                   1.87056         
           0.50                     26795                    0.46993                   1.88652         
           0.60                     27899                    0.46368                   1.90269         
           0.70                     29159                    0.45564                   1.90727         
           0.80                     30449                    0.45316                   1.90502         
           0.90                     31539                    0.44630                   1.91570         
           1.00                     32775                    0.44180                   1.92024         
           1.10                     34028                    0.43504                   1.92129         
           1.20                     35177                    0.43050                   1.92634         
           1.30                     36399                    0.42678                   1.92984         
           1.40                     37712                    0.41941                   1.93158         
           1.50                     38888                    0.41411                   1.92999         
           1.60                     40085                    0.40816                   1.93830         
           1.70                     41251                    0.40475                   1.94375         
           1.80                     42641                    0.39714                   1.94262         
           1.90                     43874                    0.39094                   1.93972         
           2.00                     45013                    0.38623                   1.93824         
           2.10                     46191                    0.37870                   1.93719         
           2.20                     47511                    0.37268                   1.93308         
           2.30                     48767                    0.36691                   1.93363         
           2.40                     49859                    0.36124                   1.93684         
           2.50                     51065                    0.35434                   1.94119         
           2.60                     52210                    0.34815                   1.94067         
           2.70                     53326                    0.34269                   1.93821         
           2.80                     54328                    0.33745                   1.93860         
           2.90                     55300                    0.33197                   1.93729         
           3.00                     56463                    0.32523                   1.93278         
           3.10                     57552                    0.31932                   1.93154         
           3.20                     58665                    0.31308                   1.92732         
           3.30                     59621                    0.30868                   1.92483         
           3.40                     60489                    0.30264                   1.92480         
           3.50                     61373                    0.29767                   1.92239         
           3.60                     62312                    0.29288                   1.91464         
           3.70                     63241                    0.28709                   1.90998         
           3.80                     63934                    0.28291                   1.91127         
           3.90                     64564                    0.27906                   1.91060         
           4.00                     65078                    0.27656                   1.90959         
           4.10                     65700                    0.27209                   1.91292         
           4.20                     66392                    0.26819                   1.91126         
           4.30                     66992                    0.26445                   1.91137         
           4.40                     67457                    0.26196                   1.91152         
           4.50                     67909                    0.25858                   1.90978         
           4.60                     68400                    0.25545                   1.90915         
           4.70                     68798                    0.25356                   1.90799         
           4.80                     69322                    0.25047                   1.90453         
           4.90                     69791                    0.24681                   1.90165         
           5.00                     70218                    0.24446                   1.89803         
           5.10                     70754                    0.24151                   1.89613         
           5.20                     71179                    0.23870                   1.89058         
           5.30                     71345                    0.23759                   1.88815         
           5.40                     71627                    0.23674                   1.88362         
           5.50                     71667                    0.23621                   1.88236         
           5.60                     71734                    0.23621                   1.88418         
           5.70                     71783                    0.23519                   1.88443         
           5.80                     71890                    0.23531                   1.88713         
           5.90                     72056                    0.23321                   1.88803         
           6.00                     72135                    0.23284                   1.88512         
           6.10                     72264                    0.23240                   1.88304         
           6.20                     72237                    0.23261                   1.88092         
           6.30                     72326                    0.23250                   1.87867         
           6.40                     72549                    0.23039                   1.87556         
           6.50                     72722                    0.22952                   1.87379         
           6.60                     72810                    0.22970                   1.87343         
           6.70                     73083                    0.22706                   1.86722         
           6.80                     73083                    0.22808                   1.86372         
           6.90                     72979                    0.22818                   1.86218         
           7.00                     72936                    0.22728                   1.86379         
           7.10                     72717                    0.23041                   1.86711         
           7.20                     72737                    0.23054                   1.86873         
           7.30                     72739                    0.22967                   1.87123         
           7.40                     72644                    0.23041                   1.87557         
           7.50                     72813                    0.22902                   1.87412         
           7.60                     72889                    0.22883                   1.87771         
           7.70                     73132                    0.22584                   1.88035         
           7.80                     73243                    0.22570                   1.87946         
           7.90                     73327                    0.22561                   1.87398         
           8.00                     73268                    0.22632                   1.87404         
           8.10                     73369                    0.22504                   1.87307         
           8.20                     73435                    0.22450                   1.87280         
           8.30                     73355                    0.22496                   1.87478         
           8.40                     73079                    0.22776                   1.88018         
           8.50                     73061                    0.22770                   1.87993         
           8.60                     73163                    0.22680                   1.87776         
           8.70                     73185                    0.22628                   1.87672         
           8.80                     73090                    0.22724                   1.87877         
           8.90                     72912                    0.22834                   1.88278         
           9.00                     72893                    0.22728                   1.88585         
           9.10                     73241                    0.22496                   1.88357         
           9.20                     73315                    0.22566                   1.88619         
           9.30                     73642                    0.22329                   1.88265         
           9.40                     73923                    0.22135                   1.87740         
           9.50                     73933                    0.22097                   1.87689         
           9.60                     73892                    0.22236                   1.87493         
           9.70                     73913                    0.22178                   1.87356         
           9.80                     73753                    0.22316                   1.87478         
           9.90                     73844                    0.22306                   1.86890         
          10.00                     73711                    0.22431                   1.86942         
          10.10                     73675                    0.22413                   1.86749         
          10.20                     73464                    0.22532                   1.86682         
          10.30                     73417                    0.22604                   1.86479         
          10.40                     73434                    0.22520                   1.86459         
          10.50                     73401                    0.22598                   1.86874         
          10.60                     73334                    0.22752                   1.87303         
          10.70                     73353                    0.22622                   1.87432         
          10.80                     73395                    0.22549                   1.87270         
          10.90                     73250                    0.22745                   1.87375         
          11.00                     73263                    0.22686                   1.87394         
          11.10                     73251                    0.22651                   1.87688         
          11.20                     73231                    0.22601                   1.88019         
          11.30                     73315                    0.22577                   1.88027         
          11.40                     73213                    0.22611                   1.88141         
          11.50                     73312                    0.22516                   1.87852         
          11.60                     73253                    0.22690                   1.87992         
          11.70                     73386                    0.22593                   1.87718         
          11.80                     73234                    0.22622                   1.87552         
          11.90                     73132                    0.22703                   1.87543         
          12.00                     72948                    0.22830                   1.87586         
          12.10                     72938                    0.22772                   1.87455         
          12.20                     72902                    0.22822                   1.87761         
          12.30                     72856                    0.22903                   1.87933         
          12.40                     72690                    0.22942                   1.88339         
          12.50                     72790                    0.22860                   1.88586         
          12.60                     72869                    0.22847                   1.88684         
          12.70                     72980                    0.22700                   1.88353         
          12.80                     72950                    0.22750                   1.88720         
          12.90                     72857                    0.22741                   1.89154         
          13.00                     72902                    0.22757                   1.88960         
          13.10                     73040                    0.22742                   1.88589         
          13.20                     73023                    0.22667                   1.88673         
          13.30                     73013                    0.22802                   1.87906         
          13.40                     72874                    0.22914                   1.87727         
          13.50                     72947                    0.22857                   1.87545         
          13.60                     73114                    0.22666                   1.87331         
          13.70                     73037                    0.22671                   1.87527         
          13.80                     72956                    0.22710                   1.87840         
          13.90                     73067                    0.22752                   1.87544         
          14.00                     73028                    0.22719                   1.87438         
          14.10                     72905                    0.22994                   1.87634         
          14.20                     73057                    0.22723                   1.87331         
          14.30                     72876                    0.22909                   1.87623         
          14.40                     72829                    0.22877                   1.87752         
          14.50                     72972                    0.22831                   1.87821         
          14.60                     72883                    0.22841                   1.88096         
          14.70                     72881                    0.22821                   1.88178         
          14.80                     72899                    0.22833                   1.88324         
          14.90                     72891                    0.22912                   1.88205         
          15.00                     72996                    0.22691                   1.88554         
          15.10                     73118                    0.22693                   1.88591         
          15.20                     73359                    0.22535                   1.88456         
          15.30                     73479                    0.22382                   1.88213         
          15.40                     73425                    0.22455                   1.88110         
          15.50                     73334                    0.22565                   1.88335         
          15.60                     73353                    0.22534                   1.88485         
          15.70                     73505                    0.22349                   1.88596         
          15.80                     73385                    0.22593                   1.88914         
          15.90                     73388                    0.22472                   1.89048         
          16.00                     73317                    0.22501                   1.89142         
          16.10                     73359                    0.22498                   1.89030         
          16.20                     73356                    0.22462                   1.88691         
          16.30                     73273                    0.22531                   1.88690         
          16.40                     73248                    0.22590                   1.89007         
          16.50                     73428                    0.22341                   1.89055         
          16.60                     73181                    0.22622                   1.89472         
          16.70                     73051                    0.22631                   1.89677         
          16.80                     73147                    0.22600                   1.89451         
          16.90                     73267                    0.22576                   1.89039         
          17.00                     73182                    0.22518                   1.89170         
          17.10                     73105                    0.22699                   1.89318         
          17.20                     73279                    0.22543                   1.88917         
          17.30                     73204                    0.22656                   1.89063         
          17.40                     73507                    0.22344                   1.88488         
          17.50                     73410                    0.22479                   1.88553         
          17.60                     73457                    0.22361                   1.88536         
          17.70                     73369                    0.22489                   1.88700         
          17.80                     73467                    0.22442                   1.88669         
          17.90                     73826                    0.22184                   1.88482         
          18.00                     73883                    0.22189                   1.88227         
          18.10                     73773                    0.22230                   1.88471         
          18.20                     73831                    0.22288                   1.88695         
          18.30                     73902                    0.22134                   1.88848         
          18.40                     74043                    0.22095                   1.88668         
          18.50                     74155                    0.21960                   1.88716         
          18.60                     74197                    0.22028                   1.88406         
          18.70                     74248                    0.21920                   1.88336         
          18.80                     74214                    0.21921                   1.88487         
          18.90                     74401                    0.21800                   1.88177         
          19.00                     74175                    0.22040                   1.88135         
          19.10                     74012                    0.22038                   1.87937         
          19.20                     74078                    0.21960                   1.87638         
          19.30                     74076                    0.22095                   1.87309         
          19.40                     74097                    0.22185                   1.86968         
          19.50                     73947                    0.22219                   1.86835         
          19.60                     74001                    0.22176                   1.86566         
          19.70                     73910                    0.22274                   1.86891         
          19.80                     74008                    0.22215                   1.86771         
          19.90                     73781                    0.22285                   1.87060         
          20.00                     73637                    0.22400                   1.87451         
          20.10                     73583                    0.22486                   1.87075         
          20.20                     73363                    0.22594                   1.87361         
          20.30                     73297                    0.22652                   1.87481         
          20.40                     73233                    0.22638                   1.87674         
          20.50                     73249                    0.22651                   1.88050         
          20.60                     73290                    0.22625                   1.88122         
          20.70                     73219                    0.22669                   1.88489         
          20.80                     73203                    0.22602                   1.88828         
          20.90                     73140                    0.22637                   1.89123         
          21.00                     73331                    0.22554                   1.88853         
          21.10                     73311                    0.22598                   1.88839         
          21.20                     73190                    0.22663                   1.88901         
          21.30                     73231                    0.22569                   1.88858         
          21.40                     73144                    0.22550                   1.88919         
          21.50                     73343                    0.22564                   1.88688         
          21.60                     73373                    0.22503                   1.88852         
          21.70                     73457                    0.22498                   1.88939         
          21.80                     73520                    0.22477                   1.88763         
          21.90                     73527                    0.22478                   1.88449         
          22.00                     73518                    0.22431                   1.88536         
          22.10                     73482                    0.22386                   1.88727         
          22.20                     73627                    0.22292                   1.88432         
          22.30                     73664                    0.22234                   1.88052         
          22.40                     73619                    0.22199                   1.88191         
          22.50                     73784                    0.22231                   1.88248         
          22.60                     73939                    0.22079                   1.88307         
          22.70                     73926                    0.22112                   1.88285         
          22.80                     73980                    0.22087                   1.87990         
          22.90                     74011                    0.22147                   1.87684         
          23.00                     73878                    0.22283                   1.87606         
          23.10                     73628                    0.22325                   1.87943         
          23.20                     73539                    0.22443                   1.87942         
          23.30                     73393                    0.22626                   1.87877         
          23.40                     73392                    0.22628                   1.87759         
          23.50                     73170                    0.22640                   1.87918         
          23.60                     73163                    0.22693                   1.88049         
          23.70                     73201                    0.22548                   1.88236         
          23.80                     73247                    0.22549                   1.88399         
          23.90                     73312                    0.22545                   1.88464         
          24.00                     73346                    0.22575                   1.88778         
          24.10                     73501                    0.22506                   1.88769         
          24.20                     73541                    0.22422                   1.88424         
          24.30                     73407                    0.22598                   1.88397         
          24.40                     73356                    0.22563                   1.88278         
          24.50                     73393                    0.22491                   1.88380         
          24.60                     73370                    0.22491                   1.88688         
          24.70                     73399                    0.22446                   1.88931         
          24.80                     73520                    0.22376                   1.88734         
          24.90                     73681                    0.22356                   1.88449         
          25.00                     73715                    0.22331                   1.88533         
          25.10                     73874                    0.22109                   1.88265         
          25.20                     73839                    0.22335                   1.88126         
          25.30                     73779                    0.22192                   1.88182         
          25.40                     73756                    0.22296                   1.88471         
          25.50                     73800                    0.22168                   1.88230         
          25.60                     73699                    0.22371                   1.88063         
          25.70                     73656                    0.22429                   1.88098         
          25.80                     73832                    0.22198                   1.87605         
          25.90                     73824                    0.22234                   1.87556         
          26.00                     73827                    0.22311                   1.87524         
          26.10                     73653                    0.22261                   1.88130         
          26.20                     73679                    0.22324                   1.88612         
          26.30                     73752                    0.22259                   1.88710         
          26.40                     73709                    0.22208                   1.88857         
          26.50                     73753                    0.22269                   1.88934         
          26.60                     73852                    0.22139                   1.88808         
          26.70                     73773                    0.22308                   1.88984         
          26.80                     73840                    0.22179                   1.88640         
          26.90                     73873                    0.22210                   1.88285         
          27.00                     74059                    0.22056                   1.87775         
          27.10                     74293                    0.22006                   1.87463         
          27.20                     74361                    0.21872                   1.87362         
          27.30                     74177                    0.22118                   1.87323         
          27.40                     74318                    0.21950                   1.87030         
          27.50                     74142                    0.22183                   1.87060         
          27.60                     73807                    0.22305                   1.87534         
          27.70                     73529                    0.22429                   1.87879         
          27.80                     73145                    0.22705                   1.88852         
          27.90                     72961                    0.22862                   1.89342         
          28.00                     72992                    0.22752                   1.89609         
          28.10                     73132                    0.22679                   1.89560         
          28.20                     73281                    0.22573                   1.89590         
          28.30                     73319                    0.22498                   1.89748         
          28.40                     73424                    0.22423                   1.89479         
          28.50                     73526                    0.22426                   1.89321         
          28.60                     73544                    0.22429                   1.89315         
          28.70                     73674                    0.22319                   1.89356         
          28.80                     73710                    0.22301                   1.89291         
          28.90                     73728                    0.22276                   1.89244         
          29.00                     73846                    0.22140                   1.88951         
          29.10                     73970                    0.22230                   1.88742         
          29.20                     73969                    0.22112                   1.88597         
          29.30                     74012                    0.22096                   1.88438         
          29.40                     74207                    0.21967                   1.88011         
          29.50                     74227                    0.22072                   1.87589         
          29.60                     74235                    0.21976                   1.87494         
          29.70                     74157                    0.21995                   1.87750         
          29.80                     74195                    0.22046                   1.87811         
          29.90                     74117                    0.22060                   1.87744         
          30.00                     74063                    0.22159                   1.87569         
          30.10                     74073                    0.22183                   1.87670         
          30.20                     74154                    0.22037                   1.87520         
          30.30                     74273                    0.21985                   1.87268         
          30.40                     74267                    0.21960                   1.87381         
          30.50                     74313                    0.21959                   1.87280         
          30.60                     74470                    0.21824                   1.87045         
          30.70                     74471                    0.21787                   1.86805         
          30.80                     74411                    0.21890                   1.86896         
          30.90                     74287                    0.21975                   1.87035         
          31.00                     73916                    0.22214                   1.87731         
          31.10                     73858                    0.22233                   1.88230         
          31.20                     73708                    0.22272                   1.88749         
          31.30                     73727                    0.22229                   1.88712         
          31.40                     73757                    0.22258                   1.88672         
