           tauB                     NinLC                      phiL          
           0.00                     13345                    0.55481                   1.39868         
           0.10                     14009                    0.54285                   1.41721         
           0.20                     14535                    0.53580                   1.43029         
           0.30                     15367                    0.53379                   1.41844         
           0.40                     15940                    0.53295                   1.40954         
           0.50                     15953                    0.53329                   1.42402         
           0.60                     17692                    0.53176                   1.34808         
           0.70                     16877                    0.53072                   1.38976         
           0.80                     17925                    0.52979                   1.35681         
           0.90                     18004                    0.52870                   1.36672         
           1.00                     17652                    0.52757                   1.39617         
           1.10                     18465                    0.52665                   1.36851         
           1.20                     18031                    0.52924                   1.39579         
           1.30                     19275                    0.52734                   1.34645         
           1.40                     19235                    0.52772                   1.35425         
           1.50                     18928                    0.52646                   1.37764         
           1.60                     19587                    0.52507                   1.36112         
           1.70                     19324                    0.52427                   1.38401         
           1.80                     19965                    0.52476                   1.36655         
           1.90                     20535                    0.52318                   1.35264         
           2.00                     20643                    0.52495                   1.35502         
           2.10                     21325                    0.52355                   1.33455         
           2.20                     21247                    0.52340                   1.34168         
           2.30                     20930                    0.52265                   1.35834         
           2.40                     21490                    0.52202                   1.34249         
           2.50                     21954                    0.52080                   1.33280         
           2.60                     21464                    0.51897                   1.35545         
           2.70                     22528                    0.51848                   1.32016         
           2.80                     23482                    0.51884                   1.29703         
           2.90                     23222                    0.51902                   1.31027         
           3.00                     22599                    0.51956                   1.33474         
           3.10                     24324                    0.52062                   1.28205         
           3.20                     24597                    0.52019                   1.27747         
           3.30                     25243                    0.51978                   1.26051         
           3.40                     23597                    0.51844                   1.31104         
           3.50                     23329                    0.51683                   1.32349         
           3.60                     25360                    0.51747                   1.26709         
           3.70                     24224                    0.51645                   1.30139         
           3.80                     25780                    0.51555                   1.25835         
           3.90                     24837                    0.51424                   1.28410         
           4.00                     25856                    0.51626                   1.25331         
           4.10                     26423                    0.51475                   1.23902         
           4.20                     26431                    0.51550                   1.24150         
           4.30                     25699                    0.51432                   1.26238         
           4.40                     26445                    0.51405                   1.24592         
           4.50                     27393                    0.51251                   1.22146         
           4.60                     27357                    0.51238                   1.22055         
           4.70                     26159                    0.51405                   1.25171         
           4.80                     27221                    0.51547                   1.22644         
           4.90                     26734                    0.51556                   1.24195         
           5.00                     25927                    0.51257                   1.26900         
           5.10                     28748                    0.51534                   1.20360         
           5.20                     27255                    0.51396                   1.23903         
           5.30                     27730                    0.51481                   1.22850         
           5.40                     27465                    0.51249                   1.23423         
           5.50                     27720                    0.51192                   1.22378         
           5.60                     27603                    0.51288                   1.22697         
           5.70                     27454                    0.51270                   1.22897         
           5.80                     29026                    0.51445                   1.19442         
           5.90                     27509                    0.51259                   1.23108         
           6.00                     29219                    0.51242                   1.19508         
           6.10                     28320                    0.51412                   1.21535         
           6.20                     29373                    0.51396                   1.19357         
           6.30                     28104                    0.51334                   1.22075         
           6.40                     29087                    0.51284                   1.19820         
           6.50                     29209                    0.51315                   1.19220         
           6.60                     29097                    0.51246                   1.18962         
           6.70                     28855                    0.51273                   1.19093         
           6.80                     28485                    0.51307                   1.19888         
           6.90                     29356                    0.51368                   1.18386         
           7.00                     30098                    0.51187                   1.17023         
           7.10                     30675                    0.51471                   1.15472         
           7.20                     31096                    0.51272                   1.14263         
           7.30                     30638                    0.51321                   1.14997         
           7.40                     31199                    0.51070                   1.13794         
           7.50                     30927                    0.51309                   1.14583         
           7.60                     30981                    0.51216                   1.14914         
           7.70                     31996                    0.51285                   1.12891         
           7.80                     31493                    0.51252                   1.13493         
           7.90                     31142                    0.51396                   1.14229         
           8.00                     30902                    0.51301                   1.14478         
           8.10                     30320                    0.51310                   1.15467         
           8.20                     31013                    0.51159                   1.14229         
           8.30                     32158                    0.51351                   1.11898         
           8.40                     31063                    0.51370                   1.13320         
           8.50                     30960                    0.51417                   1.13415         
           8.60                     30864                    0.51382                   1.13149         
           8.70                     32092                    0.51357                   1.11027         
           8.80                     32095                    0.51324                   1.10667         
           8.90                     30915                    0.51487                   1.12402         
           9.00                     29830                    0.51436                   1.13839         
           9.10                     32650                    0.51454                   1.08525         
           9.20                     33547                    0.51414                   1.06466         
           9.30                     33634                    0.51595                   1.05703         
           9.40                     31494                    0.51678                   1.08297         
           9.50                     35633                    0.51679                   1.01900         
           9.60                     34665                    0.51766                   1.02856         
           9.70                     33610                    0.51656                   1.04262         
           9.80                     34544                    0.51669                   1.02761         
           9.90                     33923                    0.51853                   1.03452         
          10.00                     33985                    0.51936                   1.03166         
          10.10                     36433                    0.51777                   0.99702         
          10.20                     33365                    0.51713                   1.03128         
          10.30                     35359                    0.51599                   1.00476         
          10.40                     36574                    0.51769                   0.98780         
          10.50                     34888                    0.51936                   1.00338         
          10.60                     36324                    0.52068                   0.98094         
