           tauB                     NinLC                      phiL          
           0.00                     15655                    0.54370                   1.47980         
           0.10                     16337                    0.52953                   1.52033         
           0.20                     17895                    0.52408                   1.47886         
           0.30                     18594                    0.52347                   1.46916         
           0.40                     19189                    0.52160                   1.46412         
           0.50                     19463                    0.52118                   1.47424         
           0.60                     19531                    0.51865                   1.49539         
           0.70                     20887                    0.51852                   1.46010         
           0.80                     20911                    0.51728                   1.47988         
           0.90                     20956                    0.51610                   1.50647         
           1.00                     20893                    0.51651                   1.53132         
           1.10                     21699                    0.51376                   1.51573         
           1.20                     21896                    0.51147                   1.52987         
           1.30                     21514                    0.51039                   1.56779         
           1.40                     22773                    0.50922                   1.52759         
           1.50                     22469                    0.50606                   1.55629         
           1.60                     23002                    0.50356                   1.54195         
           1.70                     23404                    0.50159                   1.53969         
           1.80                     24180                    0.50024                   1.52259         
           1.90                     24437                    0.50180                   1.53422         
           2.00                     24373                    0.50107                   1.55464         
           2.10                     25612                    0.49910                   1.51341         
           2.20                     25152                    0.49897                   1.53733         
           2.30                     26105                    0.49720                   1.51069         
           2.40                     26509                    0.49684                   1.50596         
           2.50                     26301                    0.49666                   1.52584         
           2.60                     26735                    0.49493                   1.52302         
           2.70                     27282                    0.49522                   1.51579         
           2.80                     27880                    0.49239                   1.50610         
           2.90                     27620                    0.49258                   1.52420         
           3.00                     28448                    0.48977                   1.50508         
           3.10                     28029                    0.48782                   1.53229         
           3.20                     28607                    0.48862                   1.52143         
           3.30                     28973                    0.48855                   1.51468         
           3.40                     29056                    0.48652                   1.52062         
           3.50                     29211                    0.48623                   1.52302         
           3.60                     29385                    0.48578                   1.52712         
           3.70                     30342                    0.48424                   1.50131         
           3.80                     30767                    0.48231                   1.49389         
           3.90                     31070                    0.48142                   1.49132         
           4.00                     31324                    0.48081                   1.49198         
           4.10                     31159                    0.48092                   1.50670         
           4.20                     31559                    0.47789                   1.50359         
           4.30                     31997                    0.47960                   1.49876         
           4.40                     32146                    0.47803                   1.49928         
           4.50                     31465                    0.47819                   1.52015         
