           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     89476                    0.57408                   0.61098         
           0.20                     88555                    0.56796                   0.61401         
           0.30                     87751                    0.56844                   0.61577         
           0.40                     88409                    0.56835                   0.61491         
           0.50                     88059                    0.56597                   0.61590         
           0.60                     87585                    0.56182                   0.61734         
           0.70                     88486                    0.56588                   0.61584         
           0.80                     87974                    0.56491                   0.61659         
           0.90                     87908                    0.56384                   0.61680         
           1.00                     86994                    0.56506                   0.61747         
           1.10                     88127                    0.56640                   0.61605         
           1.20                     88348                    0.56530                   0.61556         
           1.30                     87582                    0.56675                   0.61589         
           1.40                     87396                    0.56502                   0.61653         
           1.50                     89311                    0.56610                   0.61530         
           1.60                     86905                    0.56635                   0.61645         
           1.70                     88342                    0.56783                   0.61556         
           1.80                     88967                    0.56521                   0.61566         
           1.90                     87287                    0.56286                   0.61758         
           2.00                     87219                    0.56239                   0.61838         
           2.10                     87841                    0.56512                   0.61650         
           2.20                     87658                    0.56559                   0.61666         
           2.30                     86916                    0.56383                   0.61722         
           2.40                     89019                    0.56785                   0.61478         
           2.50                     85720                    0.56427                   0.61744         
           2.60                     86909                    0.56380                   0.61843         
           2.70                     87750                    0.56173                   0.61834         
           2.80                     87403                    0.56432                   0.61799         
           2.90                     87410                    0.56311                   0.61769         
           3.00                     88073                    0.56699                   0.61574         
           3.10                     87588                    0.56594                   0.61578         
           3.20                     88939                    0.56976                   0.61377         
           3.30                     89098                    0.56879                   0.61454         
           3.40                     86803                    0.56241                   0.61824         
           3.50                     87391                    0.56493                   0.61762         
           3.60                     88148                    0.56392                   0.61651         
           3.70                     87557                    0.56792                   0.61549         
           3.80                     88516                    0.56916                   0.61433         
           3.90                     88767                    0.56735                   0.61500         
           4.00                     87787                    0.56335                   0.61659         
           4.10                     88171                    0.56392                   0.61688         
           4.20                     88188                    0.56521                   0.61686         
           4.30                     88918                    0.56840                   0.61465         
           4.40                     87796                    0.56655                   0.61618         
           4.50                     88507                    0.56706                   0.61557         
           4.60                     87621                    0.56599                   0.61643         
           4.70                     88358                    0.56624                   0.61585         
           4.80                     87230                    0.56588                   0.61700         
           4.90                     86974                    0.56575                   0.61733         
           5.00                     88239                    0.56535                   0.61614         
           5.10                     87359                    0.56536                   0.61633         
           5.20                     86034                    0.56369                   0.61856         
           5.30                     88564                    0.56584                   0.61579         
           5.40                     88025                    0.56470                   0.61625         
           5.50                     87697                    0.56639                   0.61614         
           5.60                     88223                    0.56543                   0.61607         
           5.70                     88331                    0.56538                   0.61651         
           5.80                     88499                    0.56378                   0.61647         
           5.90                     86015                    0.56557                   0.61745         
           6.00                     88809                    0.56493                   0.61529         
           6.10                     89412                    0.56533                   0.61468         
           6.20                     86636                    0.56583                   0.61659         
           6.30                     88480                    0.56565                   0.61525         
           6.40                     88366                    0.56687                   0.61442         
           6.50                     87708                    0.56850                   0.61540         
           6.60                     86761                    0.56687                   0.61720         
           6.70                     87369                    0.56346                   0.61805         
           6.80                     86496                    0.56741                   0.61791         
           6.90                     88945                    0.56344                   0.61631         
           7.00                     87086                    0.56709                   0.61624         
           7.10                     87068                    0.56522                   0.61688         
           7.20                     87901                    0.56745                   0.61562         
           7.30                     89077                    0.56814                   0.61482         
           7.40                     87269                    0.56329                   0.61809         
           7.50                     87112                    0.56074                   0.61817         
           7.60                     86403                    0.56611                   0.61711         
           7.70                     88435                    0.56383                   0.61636         
           7.80                     87883                    0.56614                   0.61677         
           7.90                     86667                    0.56266                   0.61838         
           8.00                     88422                    0.56393                   0.61646         
           8.10                     88187                    0.56455                   0.61649         
           8.20                     87637                    0.56518                   0.61638         
           8.30                     88838                    0.56709                   0.61532         
           8.40                     88683                    0.56576                   0.61559         
           8.50                     85927                    0.56667                   0.61685         
           8.60                     87513                    0.56792                   0.61608         
           8.70                     88711                    0.56833                   0.61445         
           8.80                     89230                    0.56795                   0.61412         
           8.90                     88490                    0.56482                   0.61616         
           9.00                     87629                    0.56358                   0.61657         
           9.10                     88283                    0.56722                   0.61520         
           9.20                     88003                    0.56524                   0.61545         
           9.30                     88609                    0.56824                   0.61459         
           9.40                     88491                    0.56816                   0.61506         
           9.50                     87226                    0.56665                   0.61623         
           9.60                     87747                    0.57081                   0.61413         
           9.70                     87474                    0.56972                   0.61480         
           9.80                     87893                    0.56992                   0.61499         
           9.90                     87150                    0.56775                   0.61589         
          10.00                     88972                    0.56527                   0.61470         
          10.10                     89327                    0.57008                   0.61310         
          10.20                     88388                    0.56996                   0.61388         
          10.30                     89127                    0.56917                   0.61334         
          10.40                     88033                    0.56683                   0.61530         
          10.50                     88839                    0.57008                   0.61322         
          10.60                     89180                    0.57000                   0.61395         
          10.70                     87767                    0.56824                   0.61580         
          10.80                     87705                    0.56570                   0.61695         
          10.90                     87356                    0.56737                   0.61495         
          11.00                     88753                    0.56731                   0.61529         
          11.10                     88466                    0.56418                   0.61539         
          11.20                     89767                    0.56634                   0.61414         
          11.30                     88432                    0.56788                   0.61461         
          11.40                     89184                    0.56471                   0.61498         
          11.50                     87843                    0.56787                   0.61526         
          11.60                     88574                    0.56667                   0.61532         
          11.70                     88030                    0.56820                   0.61532         
          11.80                     88662                    0.56559                   0.61541         
          11.90                     88598                    0.56447                   0.61530         
          12.00                     87956                    0.56565                   0.61601         
          12.10                     88606                    0.56816                   0.61483         
          12.20                     88770                    0.56819                   0.61456         
          12.30                     88874                    0.57334                   0.61301         
          12.40                     89615                    0.57182                   0.61272         
          12.50                     88603                    0.57000                   0.61325         
          12.60                     87820                    0.56782                   0.61499         
          12.70                     88694                    0.56784                   0.61466         
          12.80                     86783                    0.56687                   0.61634         
          12.90                     88489                    0.56730                   0.61450         
          13.00                     88494                    0.56535                   0.61620         
          13.10                     89038                    0.56847                   0.61441         
          13.20                     88120                    0.56628                   0.61523         
          13.30                     87291                    0.56309                   0.61762         
          13.40                     87838                    0.56178                   0.61791         
          13.50                     87209                    0.56119                   0.61819         
          13.60                     88171                    0.56459                   0.61646         
          13.70                     87184                    0.56514                   0.61716         
          13.80                     88667                    0.56799                   0.61493         
          13.90                     88360                    0.56542                   0.61608         
          14.00                     87017                    0.56931                   0.61645         
          14.10                     87302                    0.56673                   0.61628         
          14.20                     88645                    0.56525                   0.61526         
          14.30                     88273                    0.56743                   0.61508         
          14.40                     87688                    0.56749                   0.61590         
          14.50                     88552                    0.56666                   0.61519         
          14.60                     88131                    0.56787                   0.61481         
          14.70                     88350                    0.56461                   0.61626         
          14.80                     87511                    0.56300                   0.61734         
          14.90                     88212                    0.56863                   0.61541         
          15.00                     89095                    0.56864                   0.61537         
          15.10                     87843                    0.56359                   0.61675         
          15.20                     87817                    0.56456                   0.61745         
          15.30                     89060                    0.56149                   0.61635         
          15.40                     86208                    0.56834                   0.61683         
          15.50                     87552                    0.56515                   0.61676         
          15.60                     89377                    0.56746                   0.61444         
          15.70                     87810                    0.56690                   0.61596         
          15.80                     87629                    0.56888                   0.61580         
          15.90                     88448                    0.56536                   0.61625         
          16.00                     86167                    0.56775                   0.61642         
          16.10                     87959                    0.56372                   0.61679         
          16.20                     87589                    0.56755                   0.61538         
          16.30                     87651                    0.56857                   0.61590         
          16.40                     87700                    0.56891                   0.61551         
          16.50                     87916                    0.56552                   0.61634         
          16.60                     88509                    0.56783                   0.61442         
          16.70                     88667                    0.56448                   0.61602         
          16.80                     86847                    0.56357                   0.61778         
          16.90                     86743                    0.56434                   0.61858         
          17.00                     88419                    0.56710                   0.61500         
          17.10                     88982                    0.56707                   0.61437         
          17.20                     88155                    0.56894                   0.61501         
          17.30                     87906                    0.56329                   0.61683         
          17.40                     87047                    0.56520                   0.61741         
          17.50                     88680                    0.56740                   0.61481         
          17.60                     88210                    0.56610                   0.61557         
          17.70                     88000                    0.56452                   0.61640         
          17.80                     88821                    0.56739                   0.61471         
          17.90                     88730                    0.56868                   0.61481         
          18.00                     88619                    0.56821                   0.61502         
          18.10                     87917                    0.56896                   0.61468         
          18.20                     89307                    0.56752                   0.61490         
          18.30                     89031                    0.56523                   0.61484         
          18.40                     88721                    0.56889                   0.61425         
          18.50                     88279                    0.56849                   0.61426         
          18.60                     87964                    0.56862                   0.61448         
          18.70                     87274                    0.56623                   0.61692         
          18.80                     87417                    0.56575                   0.61628         
          18.90                     86488                    0.56730                   0.61575         
          19.00                     89109                    0.56823                   0.61467         
          19.10                     88581                    0.56532                   0.61498         
          19.20                     87422                    0.56815                   0.61592         
          19.30                     87950                    0.56445                   0.61701         
          19.40                     87969                    0.56597                   0.61566         
          19.50                     88130                    0.56821                   0.61508         
          19.60                     88361                    0.56833                   0.61404         
          19.70                     86992                    0.56692                   0.61567         
          19.80                     87700                    0.56775                   0.61561         
          19.90                     87363                    0.56637                   0.61597         
          20.00                     87562                    0.56955                   0.61473         
          20.10                     87682                    0.56750                   0.61638         
          20.20                     87567                    0.56554                   0.61704         
          20.30                     87148                    0.56584                   0.61772         
          20.40                     87526                    0.56410                   0.61659         
          20.50                     87985                    0.56713                   0.61629         
          20.60                     87561                    0.56358                   0.61693         
          20.70                     87568                    0.56714                   0.61572         
          20.80                     88433                    0.56771                   0.61484         
