           tauB                     NinLC                      phiL          
           0.00                     22956                    0.50651                   1.76136         
           0.10                     24367                    0.48463                   1.96609         
           0.20                     26537                    0.47125                   2.03311         
           0.30                     28794                    0.45860                   2.08621         
           0.40                     30802                    0.44648                   2.11672         
           0.50                     33263                    0.43674                   2.13155         
           0.60                     35546                    0.42634                   2.15405         
           0.70                     37935                    0.41533                   2.16820         
           0.80                     40053                    0.40396                   2.17275         
           0.90                     42579                    0.39258                   2.16915         
           1.00                     44785                    0.38214                   2.17995         
           1.10                     47077                    0.37081                   2.18719         
           1.20                     49431                    0.35760                   2.19036         
           1.30                     51754                    0.34598                   2.19319         
           1.40                     54117                    0.33274                   2.18956         
           1.50                     56355                    0.32009                   2.18944         
           1.60                     58553                    0.30708                   2.19240         
           1.70                     60752                    0.29410                   2.19345         
           1.80                     62809                    0.28192                   2.18903         
           1.90                     64777                    0.27044                   2.18263         
           2.00                     66701                    0.25901                   2.17352         
           2.10                     68521                    0.24759                   2.16420         
           2.20                     70089                    0.23840                   2.15869         
           2.30                     71734                    0.22789                   2.15193         
           2.40                     73208                    0.21836                   2.14507         
           2.50                     74711                    0.20942                   2.13972         
           2.60                     75955                    0.20169                   2.12996         
           2.70                     77064                    0.19396                   2.11918         
           2.80                     78237                    0.18638                   2.10790         
           2.90                     79205                    0.18137                   2.09595         
           3.00                     80077                    0.17558                   2.08911         
           3.10                     80802                    0.17096                   2.08276         
           3.20                     81258                    0.16927                   2.07615         
           3.30                     81539                    0.16795                   2.06875         
           3.40                     81701                    0.16764                   2.06058         
           3.50                     81827                    0.16598                   2.05688         
           3.60                     81677                    0.16898                   2.05655         
           3.70                     81766                    0.16661                   2.05220         
           3.80                     81740                    0.16621                   2.04921         
           3.90                     81792                    0.16563                   2.04261         
           4.00                     81874                    0.16736                   2.03891         
           4.10                     81851                    0.16655                   2.03601         
           4.20                     81715                    0.16751                   2.03714         
           4.30                     81749                    0.16755                   2.03921         
           4.40                     81852                    0.16647                   2.03875         
           4.50                     81604                    0.16761                   2.04405         
           4.60                     81357                    0.17133                   2.04830         
           4.70                     81329                    0.17137                   2.05250         
           4.80                     81298                    0.17120                   2.05194         
           4.90                     81340                    0.16968                   2.05088         
           5.00                     81261                    0.17021                   2.05258         
           5.10                     81108                    0.17279                   2.05422         
           5.20                     81162                    0.17144                   2.05336         
           5.30                     81244                    0.17011                   2.04918         
           5.40                     81287                    0.16960                   2.04779         
           5.50                     81259                    0.17066                   2.04655         
           5.60                     81275                    0.17049                   2.04161         
           5.70                     80803                    0.17423                   2.04751         
           5.80                     80716                    0.17588                   2.04762         
           5.90                     80869                    0.17274                   2.04955         
           6.00                     80507                    0.17655                   2.05909         
           6.10                     80196                    0.17822                   2.06715         
           6.20                     80065                    0.17808                   2.06657         
           6.30                     79915                    0.18006                   2.06393         
           6.40                     79441                    0.18233                   2.07636         
           6.50                     79328                    0.18329                   2.07870         
           6.60                     79331                    0.18269                   2.07723         
           6.70                     79348                    0.18243                   2.07780         
           6.80                     79478                    0.18102                   2.07209         
           6.90                     79659                    0.18149                   2.07032         
           7.00                     79888                    0.17788                   2.06907         
           7.10                     79948                    0.17814                   2.06973         
           7.20                     79941                    0.17869                   2.06758         
           7.30                     80167                    0.17708                   2.06429         
           7.40                     80302                    0.17530                   2.06170         
           7.50                     80293                    0.17553                   2.06140         
           7.60                     80545                    0.17373                   2.05421         
           7.70                     80693                    0.17440                   2.05027         
           7.80                     80693                    0.17421                   2.05199         
           7.90                     80629                    0.17449                   2.05221         
           8.00                     80602                    0.17529                   2.05039         
           8.10                     80468                    0.17696                   2.05495         
           8.20                     80420                    0.17522                   2.05738         
           8.30                     80347                    0.17728                   2.06085         
           8.40                     80365                    0.17579                   2.05876         
           8.50                     80376                    0.17596                   2.05128         
           8.60                     80286                    0.17828                   2.04601         
           8.70                     80152                    0.17887                   2.04935         
           8.80                     79903                    0.18112                   2.05453         
           8.90                     79803                    0.18013                   2.06414         
