           tauB                     NinLC                      phiL          
           0.00                     19752                    0.52420                   1.59834         
           0.10                     20389                    0.50774                   1.70990         
           0.20                     21790                    0.50068                   1.72185         
           0.30                     22375                    0.49776                   1.76164         
           0.40                     23126                    0.49598                   1.78288         
           0.50                     23918                    0.48997                   1.80299         
           0.60                     24279                    0.48705                   1.83493         
           0.70                     25036                    0.48638                   1.83938         
           0.80                     26622                    0.48214                   1.80329         
           0.90                     26916                    0.47768                   1.83681         
           1.00                     27933                    0.47527                   1.83211         
           1.10                     28401                    0.47155                   1.85598         
           1.20                     29314                    0.46624                   1.85471         
           1.30                     30228                    0.46344                   1.84874         
           1.40                     31029                    0.45947                   1.84205         
           1.50                     31939                    0.45731                   1.82851         
           1.60                     32794                    0.45553                   1.81687         
           1.70                     33146                    0.45126                   1.82965         
           1.80                     33453                    0.44804                   1.83936         
           1.90                     34183                    0.44524                   1.83296         
           2.00                     34994                    0.44234                   1.82119         
           2.10                     35577                    0.44033                   1.82220         
           2.20                     36115                    0.43702                   1.82418         
           2.30                     36599                    0.43523                   1.82965         
           2.40                     36860                    0.43394                   1.83774         
           2.50                     37211                    0.43022                   1.84212         
           2.60                     38116                    0.42834                   1.82310         
           2.70                     38698                    0.42775                   1.81288         
           2.80                     39089                    0.42428                   1.81522         
           2.90                     38952                    0.42410                   1.83662         
           3.00                     39773                    0.42082                   1.82661         
           3.10                     40394                    0.41770                   1.81708         
           3.20                     40579                    0.41822                   1.81952         
           3.30                     40754                    0.41517                   1.81905         
           3.40                     40887                    0.41413                   1.82351         
           3.50                     41085                    0.41409                   1.81983         
           3.60                     41397                    0.41239                   1.81837         
           3.70                     41780                    0.41147                   1.81118         
           3.80                     41006                    0.41091                   1.83665         
           3.90                     41402                    0.41200                   1.82768         
           4.00                     41571                    0.41114                   1.82906         
           4.10                     41472                    0.40904                   1.83463         
           4.20                     42224                    0.40916                   1.81336         
           4.30                     42545                    0.40976                   1.80751         
           4.40                     41954                    0.40865                   1.83107         
           4.50                     41757                    0.40976                   1.84214         
           4.60                     41958                    0.40788                   1.84725         
           4.70                     42242                    0.40712                   1.84678         
           4.80                     43038                    0.40486                   1.82705         
