           tauB                     NinLC                      phiL          
           0.00                     19859                    0.52397                   1.59404         
           0.10                     21074                    0.50781                   1.65207         
           0.20                     22508                    0.50053                   1.66110         
           0.30                     23003                    0.49892                   1.69944         
           0.40                     23783                    0.49796                   1.71668         
           0.50                     24429                    0.49419                   1.74241         
           0.60                     25240                    0.49088                   1.75778         
           0.70                     25918                    0.48701                   1.77519         
           0.80                     26672                    0.48506                   1.78467         
           0.90                     27341                    0.48180                   1.80280         
           1.00                     27855                    0.47689                   1.83795         
           1.10                     28787                    0.47216                   1.85097         
           1.20                     29575                    0.46808                   1.86418         
           1.30                     30459                    0.46504                   1.87160         
           1.40                     31867                    0.45887                   1.86226         
           1.50                     32685                    0.45423                   1.87250         
           1.60                     33633                    0.45024                   1.87404         
           1.70                     34729                    0.44399                   1.86238         
           1.80                     35265                    0.44192                   1.86864         
           1.90                     36139                    0.43888                   1.86470         
           2.00                     37122                    0.43403                   1.85928         
           2.10                     37676                    0.43138                   1.86587         
           2.20                     38472                    0.42754                   1.86118         
           2.30                     39696                    0.42474                   1.83419         
           2.40                     39705                    0.42176                   1.85384         
           2.50                     40206                    0.41953                   1.85443         
           2.60                     40847                    0.41718                   1.85247         
           2.70                     41724                    0.41361                   1.83832         
           2.80                     42307                    0.41174                   1.83168         
           2.90                     42841                    0.40828                   1.82561         
           3.00                     43345                    0.40650                   1.82325         
           3.10                     43607                    0.40500                   1.82358         
           3.20                     43654                    0.40464                   1.82880         
           3.30                     44314                    0.40317                   1.81230         
           3.40                     44640                    0.40245                   1.80481         
           3.50                     44547                    0.40165                   1.80960         
           3.60                     45102                    0.40085                   1.79416         
           3.70                     45225                    0.40057                   1.78516         
           3.80                     45451                    0.39915                   1.77647         
           3.90                     45750                    0.39975                   1.76542         
           4.00                     46309                    0.39852                   1.74162         
           4.10                     46153                    0.40084                   1.74021         
           4.20                     46182                    0.40134                   1.73155         
           4.30                     46308                    0.40167                   1.71736         
           4.40                     46408                    0.40424                   1.70492         
           4.50                     46729                    0.40469                   1.68223         
           4.60                     46852                    0.40595                   1.66920         
           4.70                     45432                    0.41103                   1.68865         
           4.80                     44485                    0.41299                   1.69566         
           4.90                     45137                    0.41458                   1.66399         
           5.00                     44665                    0.41731                   1.66739         
           5.10                     43334                    0.41888                   1.69155         
           5.20                     43439                    0.42043                   1.68368         
           5.30                     40587                    0.42000                   1.75183         
           5.40                     41793                    0.42031                   1.72007         
           5.50                     41067                    0.42292                   1.73880         
           5.60                     40717                    0.42560                   1.74806         
           5.70                     41859                    0.42313                   1.71763         
           5.80                     39943                    0.42467                   1.77011         
           5.90                     40388                    0.42290                   1.75721         
           6.00                     40976                    0.42228                   1.74044         
           6.10                     43084                    0.42117                   1.68390         
           6.20                     41831                    0.42068                   1.71581         
           6.30                     41671                    0.42090                   1.71775         
           6.40                     41882                    0.42194                   1.71135         
           6.50                     41827                    0.42218                   1.71285         
           6.60                     42276                    0.42279                   1.70341         
           6.70                     41636                    0.42090                   1.72284         
           6.80                     41567                    0.41989                   1.72176         
           6.90                     42189                    0.42182                   1.70859         
           7.00                     43018                    0.42216                   1.67675         
           7.10                     42208                    0.42572                   1.69022         
           7.20                     38838                    0.42637                   1.77845         
           7.30                     41338                    0.42494                   1.70513         
           7.40                     43267                    0.42573                   1.65621         
           7.50                     39952                    0.42612                   1.73795         
           7.60                     39429                    0.42492                   1.75891         
           7.70                     40275                    0.42340                   1.73553         
           7.80                     40565                    0.42513                   1.72871         
           7.90                     42351                    0.42504                   1.68334         
           8.00                     40439                    0.42551                   1.73832         
           8.10                     41052                    0.42585                   1.71987         
           8.20                     41320                    0.42447                   1.71177         
           8.30                     41069                    0.42262                   1.71328         
           8.40                     40858                    0.42260                   1.71097         
           8.50                     38874                    0.42264                   1.76978         
           8.60                     42293                    0.42627                   1.67720         
           8.70                     39316                    0.42619                   1.75564         
           8.80                     38968                    0.42664                   1.76707         
           8.90                     38970                    0.42654                   1.76656         
           9.00                     38371                    0.42800                   1.78411         
           9.10                     38845                    0.42669                   1.76765         
           9.20                     39415                    0.42767                   1.74758         
           9.30                     39722                    0.42686                   1.73396         
           9.40                     39011                    0.42683                   1.75899         
           9.50                     39629                    0.42628                   1.74360         
           9.60                     39136                    0.42672                   1.75193         
           9.70                     39417                    0.42726                   1.73720         
           9.80                     39797                    0.42813                   1.73097         
           9.90                     40095                    0.42734                   1.72692         
          10.00                     39531                    0.42872                   1.74235         
          10.10                     40188                    0.42753                   1.72844         
          10.20                     39517                    0.42776                   1.74548         
          10.30                     40336                    0.42702                   1.72439         
          10.40                     40278                    0.42507                   1.72781         
          10.50                     40344                    0.42561                   1.72560         
          10.60                     40324                    0.42603                   1.73073         
          10.70                     41214                    0.42508                   1.70957         
          10.80                     42101                    0.42275                   1.68910         
          10.90                     40899                    0.42333                   1.72271         
          11.00                     41369                    0.42467                   1.70973         
