           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     86933                    0.57325                   0.61418         
           0.20                     85975                    0.56628                   0.61744         
           0.30                     85979                    0.56771                   0.61778         
           0.40                     84480                    0.56614                   0.61858         
           0.50                     85805                    0.56496                   0.61905         
           0.60                     84837                    0.56753                   0.61872         
           0.70                     83882                    0.56905                   0.61868         
           0.80                     85818                    0.56669                   0.61742         
           0.90                     86057                    0.56567                   0.61727         
           1.00                     84006                    0.56695                   0.61915         
           1.10                     84864                    0.56834                   0.61780         
           1.20                     73941                    0.56600                   0.62019         
           1.30                     83182                    0.56464                   0.62029         
           1.40                     84234                    0.56560                   0.62016         
           1.50                     85064                    0.56462                   0.61953         
           1.60                     86454                    0.56791                   0.61663         
           1.70                     83639                    0.56466                   0.61997         
           1.80                     84825                    0.56342                   0.61980         
           1.90                     82686                    0.56631                   0.61806         
           2.00                     84602                    0.56379                   0.62082         
           2.10                     79078                    0.56624                   0.61930         
           2.20                     85247                    0.56379                   0.62038         
           2.30                     85216                    0.56418                   0.62000         
           2.40                     85370                    0.56624                   0.61807         
           2.50                     82238                    0.56725                   0.62025         
           2.60                     86304                    0.56731                   0.61759         
           2.70                     84767                    0.56034                   0.62020         
           2.80                     84195                    0.56519                   0.61974         
           2.90                     84736                    0.56527                   0.61885         
           3.00                     82365                    0.56660                   0.62190         
           3.10                     84814                    0.56101                   0.62179         
           3.20                     85054                    0.56754                   0.61787         
           3.30                     85955                    0.56890                   0.61636         
           3.40                     85940                    0.56778                   0.61640         
           3.50                     83837                    0.56590                   0.61854         
           3.60                     84595                    0.56770                   0.61879         
           3.70                     83583                    0.56753                   0.61913         
           3.80                     85015                    0.56772                   0.61781         
           3.90                     86246                    0.56649                   0.61818         
           4.00                     85994                    0.56611                   0.61867         
           4.10                     83440                    0.56697                   0.61922         
           4.20                     82581                    0.56395                   0.62038         
           4.30                     85659                    0.56304                   0.61857         
           4.40                     85679                    0.56508                   0.61837         
           4.50                     83797                    0.56338                   0.61993         
           4.60                     85649                    0.56586                   0.61873         
           4.70                     86175                    0.56708                   0.61870         
           4.80                     84442                    0.56569                   0.62032         
           4.90                     86598                    0.56612                   0.61762         
           5.00                     84901                    0.56544                   0.61951         
           5.10                     83849                    0.56296                   0.62094         
           5.20                     84159                    0.56509                   0.62031         
           5.30                     86017                    0.56747                   0.61741         
           5.40                     84951                    0.56487                   0.61932         
           5.50                     77870                    0.56425                   0.62273         
           5.60                     85381                    0.56624                   0.61945         
           5.70                     83924                    0.55832                   0.62243         
           5.80                     84664                    0.56493                   0.61992         
           5.90                     84322                    0.56645                   0.62051         
           6.00                     85457                    0.56347                   0.62026         
           6.10                     84968                    0.56830                   0.61842         
           6.20                     83489                    0.56597                   0.62044         
           6.30                     84338                    0.55961                   0.62176         
           6.40                     85406                    0.56370                   0.61957         
           6.50                     84697                    0.56461                   0.61974         
           6.60                     83985                    0.56594                   0.61990         
           6.70                     84759                    0.56558                   0.62000         
           6.80                     85753                    0.56537                   0.61923         
           6.90                     83721                    0.56367                   0.62142         
           7.00                     85320                    0.56466                   0.61943         
           7.10                     82537                    0.56486                   0.62150         
           7.20                     85525                    0.56449                   0.62035         
           7.30                     84198                    0.56602                   0.61977         
           7.40                     82936                    0.56599                   0.62050         
           7.50                     85454                    0.56684                   0.61935         
           7.60                     85225                    0.56957                   0.61749         
           7.70                     83997                    0.56267                   0.62101         
           7.80                     86490                    0.57023                   0.61634         
           7.90                     85254                    0.56842                   0.61753         
           8.00                     85409                    0.56741                   0.61773         
           8.10                     84921                    0.56221                   0.62016         
           8.20                     82383                    0.56222                   0.62413         
           8.30                     81650                    0.56507                   0.62311         
           8.40                     84411                    0.56703                   0.61939         
           8.50                     85125                    0.56219                   0.62019         
           8.60                     82894                    0.56792                   0.61988         
           8.70                     85743                    0.56092                   0.62069         
           8.80                     84183                    0.56275                   0.62245         
           8.90                     85460                    0.56092                   0.62025         
           9.00                     84888                    0.56838                   0.61795         
           9.10                     84045                    0.56326                   0.61937         
           9.20                     85894                    0.56474                   0.61802         
           9.30                     81763                    0.56619                   0.61976         
           9.40                     83552                    0.56786                   0.61884         
           9.50                     83295                    0.56882                   0.61769         
           9.60                     84995                    0.56663                   0.61848         
           9.70                     85226                    0.56553                   0.61900         
           9.80                     82380                    0.56074                   0.62120         
           9.90                     85919                    0.56724                   0.61766         
          10.00                     86207                    0.56341                   0.61848         
          10.10                     84015                    0.56466                   0.61959         
          10.20                     84345                    0.56414                   0.62103         
          10.30                     85311                    0.56159                   0.62014         
          10.40                     84180                    0.56199                   0.62124         
          10.50                     85438                    0.56551                   0.61790         
          10.60                     84526                    0.56471                   0.61966         
          10.70                     84513                    0.56598                   0.61969         
          10.80                     83753                    0.56534                   0.61904         
          10.90                     79933                    0.56451                   0.61994         
          11.00                     83870                    0.56230                   0.62229         
          11.10                     84699                    0.56624                   0.61859         
          11.20                     85954                    0.56738                   0.61756         
          11.30                     85959                    0.56560                   0.61833         
          11.40                     83964                    0.56393                   0.62022         
          11.50                     82957                    0.56562                   0.61890         
          11.60                     84747                    0.56434                   0.61970         
          11.70                     84776                    0.56072                   0.62062         
          11.80                     85678                    0.56365                   0.61965         
          11.90                     86406                    0.56385                   0.61924         
          12.00                     84715                    0.56459                   0.61887         
          12.10                     83663                    0.56843                   0.61938         
          12.20                     83947                    0.56549                   0.61951         
          12.30                     85005                    0.56627                   0.61994         
