           tauB                     NinLC                      phiL          
           0.00                     23734                    0.50197                   1.80410         
           0.10                     25643                    0.47629                   2.05103         
           0.20                     28277                    0.46137                   2.15157         
           0.30                     30994                    0.44489                   2.19646         
           0.40                     33919                    0.43269                   2.23248         
           0.50                     36701                    0.42036                   2.26394         
           0.60                     39852                    0.40552                   2.28319         
           0.70                     42919                    0.39005                   2.29681         
           0.80                     45982                    0.37383                   2.30935         
           0.90                     49086                    0.35665                   2.31805         
           1.00                     51974                    0.34178                   2.31959         
           1.10                     54675                    0.32642                   2.31922         
           1.20                     57484                    0.31082                   2.32019         
           1.30                     60228                    0.29458                   2.31397         
           1.40                     62729                    0.27938                   2.31233         
           1.50                     65222                    0.26544                   2.30210         
           1.60                     67493                    0.25145                   2.29017         
           1.70                     69606                    0.23904                   2.27606         
           1.80                     71577                    0.22703                   2.27129         
           1.90                     73530                    0.21453                   2.26098         
           2.00                     75403                    0.20170                   2.24785         
           2.10                     76942                    0.19335                   2.23608         
           2.20                     78436                    0.18373                   2.22294         
           2.30                     79768                    0.17384                   2.21396         
           2.40                     81018                    0.16741                   2.20236         
           2.50                     82113                    0.16073                   2.19071         
           2.60                     82871                    0.15605                   2.17903         
           2.70                     83432                    0.15421                   2.16448         
           2.80                     83968                    0.15154                   2.15097         
           2.90                     84144                    0.15160                   2.13891         
           3.00                     84181                    0.15062                   2.13095         
           3.10                     84148                    0.15107                   2.12908         
           3.20                     84041                    0.15256                   2.12998         
           3.30                     83892                    0.15212                   2.12734         
           3.40                     83555                    0.15586                   2.13122         
           3.50                     83442                    0.15488                   2.12688         
           3.60                     83002                    0.15914                   2.13207         
           3.70                     82826                    0.15997                   2.13992         
           3.80                     82467                    0.16289                   2.14389         
           3.90                     81985                    0.16519                   2.15089         
           4.00                     81595                    0.16656                   2.16116         
           4.10                     81506                    0.16723                   2.15980         
           4.20                     81539                    0.16884                   2.15104         
           4.30                     81404                    0.16881                   2.15433         
           4.40                     81668                    0.16589                   2.15269         
           4.50                     81839                    0.16474                   2.14924         
           4.60                     81910                    0.16406                   2.14207         
           4.70                     82026                    0.16663                   2.13493         
           4.80                     81964                    0.16510                   2.14200         
           4.90                     81753                    0.16682                   2.15136         
           5.00                     81616                    0.16698                   2.15725         
           5.10                     81652                    0.16633                   2.15813         
           5.20                     81504                    0.16876                   2.15054         
