           tauB                     NinLC                      phiL          
           0.00                     23013                    0.50615                   1.75926         
           0.10                     24399                    0.48404                   1.96365         
           0.20                     26529                    0.46932                   2.04434         
           0.30                     28667                    0.45738                   2.09054         
           0.40                     30798                    0.44767                   2.11719         
           0.50                     33168                    0.43564                   2.13686         
           0.60                     35356                    0.42605                   2.15367         
           0.70                     37793                    0.41513                   2.17054         
           0.80                     40008                    0.40486                   2.18166         
           0.90                     42395                    0.39446                   2.18861         
           1.00                     44763                    0.38198                   2.19149         
           1.10                     47119                    0.36952                   2.18869         
           1.20                     49513                    0.35777                   2.18888         
           1.30                     51818                    0.34556                   2.18583         
           1.40                     54049                    0.33207                   2.18878         
           1.50                     56232                    0.32038                   2.18527         
           1.60                     58285                    0.30893                   2.18334         
           1.70                     60302                    0.29774                   2.18250         
           1.80                     62434                    0.28438                   2.17307         
           1.90                     64403                    0.27345                   2.16581         
           2.00                     66202                    0.26188                   2.15901         
           2.10                     67918                    0.25232                   2.15434         
           2.20                     69499                    0.24243                   2.15009         
           2.30                     71125                    0.23123                   2.14247         
           2.40                     72485                    0.22278                   2.13673         
           2.50                     73835                    0.21468                   2.13132         
           2.60                     75255                    0.20621                   2.12151         
           2.70                     76424                    0.19846                   2.11489         
           2.80                     77414                    0.19364                   2.10783         
           2.90                     78524                    0.18500                   2.09776         
           3.00                     79306                    0.18069                   2.09590         
           3.10                     79982                    0.17620                   2.08876         
           3.20                     80538                    0.17255                   2.07929         
           3.30                     81028                    0.17011                   2.07105         
           3.40                     81130                    0.17069                   2.07344         
           3.50                     81437                    0.16770                   2.06805         
           3.60                     81591                    0.16815                   2.06384         
           3.70                     81682                    0.16747                   2.05586         
           3.80                     81727                    0.16760                   2.05114         
           3.90                     81746                    0.16756                   2.04597         
           4.00                     81723                    0.16788                   2.04401         
           4.10                     81398                    0.17034                   2.04545         
           4.20                     81250                    0.17130                   2.04262         
           4.30                     81318                    0.17091                   2.04125         
           4.40                     81137                    0.17137                   2.03987         
           4.50                     80871                    0.17350                   2.04094         
           4.60                     80467                    0.17627                   2.04437         
           4.70                     80087                    0.17933                   2.05055         
           4.80                     79599                    0.18268                   2.05971         
           4.90                     79412                    0.18279                   2.06637         
           5.00                     79308                    0.18278                   2.07333         
           5.10                     79499                    0.18085                   2.07403         
           5.20                     79658                    0.18021                   2.07230         
           5.30                     79734                    0.18053                   2.07129         
           5.40                     79849                    0.17857                   2.06709         
           5.50                     80103                    0.17720                   2.06523         
           5.60                     80023                    0.17857                   2.06492         
           5.70                     80035                    0.17796                   2.06241         
           5.80                     80082                    0.17819                   2.06211         
           5.90                     79797                    0.18083                   2.06761         
           6.00                     79441                    0.18260                   2.06608         
           6.10                     79072                    0.18584                   2.06761         
           6.20                     79173                    0.18313                   2.06551         
           6.30                     78997                    0.18460                   2.06618         
           6.40                     79224                    0.18343                   2.05951         
           6.50                     79061                    0.18512                   2.06213         
           6.60                     79301                    0.18293                   2.06187         
           6.70                     79337                    0.18431                   2.05560         
           6.80                     79270                    0.18434                   2.05525         
           6.90                     79016                    0.18514                   2.06209         
           7.00                     79083                    0.18402                   2.06117         
           7.10                     79188                    0.18281                   2.06279         
           7.20                     79241                    0.18373                   2.06305         
           7.30                     79156                    0.18372                   2.07025         
           7.40                     79263                    0.18297                   2.07124         
           7.50                     79204                    0.18332                   2.07212         
           7.60                     79218                    0.18408                   2.07318         
           7.70                     79185                    0.18502                   2.07156         
           7.80                     79049                    0.18619                   2.07468         
           7.90                     78873                    0.18638                   2.07632         
           8.00                     78732                    0.18706                   2.07658         
           8.10                     78770                    0.18623                   2.07527         
           8.20                     78763                    0.18633                   2.07648         
           8.30                     78840                    0.18565                   2.07782         
           8.40                     78929                    0.18493                   2.07027         
           8.50                     79097                    0.18316                   2.06050         
           8.60                     79356                    0.18228                   2.05651         
           8.70                     79394                    0.18216                   2.05427         
           8.80                     79697                    0.17889                   2.04988         
           8.90                     79874                    0.17861                   2.05104         
           9.00                     79857                    0.17956                   2.05318         
           9.10                     79858                    0.17977                   2.05260         
           9.20                     79653                    0.18189                   2.05786         
           9.30                     79462                    0.18241                   2.06456         
           9.40                     79518                    0.18220                   2.06493         
           9.50                     79385                    0.18132                   2.06524         
           9.60                     79391                    0.18238                   2.06712         
           9.70                     79511                    0.18155                   2.06700         
           9.80                     79761                    0.17782                   2.06654         
           9.90                     80093                    0.17748                   2.06653         
          10.00                     80143                    0.17764                   2.06995         
          10.10                     80446                    0.17508                   2.06733         
          10.20                     80587                    0.17400                   2.06466         
          10.30                     80413                    0.17783                   2.06540         
          10.40                     80691                    0.17293                   2.06640         
          10.50                     80894                    0.17289                   2.06613         
          10.60                     81111                    0.17103                   2.05842         
          10.70                     80967                    0.17366                   2.05502         
          10.80                     80759                    0.17487                   2.05789         
          10.90                     80749                    0.17453                   2.05512         
          11.00                     80595                    0.17639                   2.05333         
          11.10                     80456                    0.17620                   2.05333         
          11.20                     80295                    0.17742                   2.04976         
          11.30                     80010                    0.18016                   2.05216         
          11.40                     79763                    0.18185                   2.05199         
          11.50                     79585                    0.18245                   2.05433         
          11.60                     79288                    0.18414                   2.06088         
          11.70                     79156                    0.18392                   2.06350         
          11.80                     79022                    0.18430                   2.06594         
          11.90                     78920                    0.18490                   2.06736         
          12.00                     78761                    0.18565                   2.06727         
          12.10                     78785                    0.18612                   2.06856         
          12.20                     78936                    0.18654                   2.07050         
          12.30                     79198                    0.18333                   2.06835         
          12.40                     79418                    0.18292                   2.06314         
          12.50                     79712                    0.18047                   2.06065         
          12.60                     79653                    0.18085                   2.06396         
          12.70                     79489                    0.18376                   2.06880         
          12.80                     79590                    0.18193                   2.06872         
          12.90                     79507                    0.18196                   2.06662         
          13.00                     79383                    0.18373                   2.06878         
          13.10                     79206                    0.18295                   2.07218         
          13.20                     79199                    0.18282                   2.07334         
          13.30                     79318                    0.18220                   2.07585         
          13.40                     79322                    0.18264                   2.07854         
          13.50                     79315                    0.18234                   2.08048         
          13.60                     79541                    0.18086                   2.07469         
          13.70                     79673                    0.17998                   2.07342         
          13.80                     79963                    0.17932                   2.06721         
          13.90                     80211                    0.17651                   2.05863         
          14.00                     80187                    0.17608                   2.06309         
          14.10                     80487                    0.17407                   2.06630         
          14.20                     80597                    0.17521                   2.06877         
          14.30                     80663                    0.17295                   2.07029         
          14.40                     80733                    0.17295                   2.06881         
          14.50                     80726                    0.17467                   2.06525         
          14.60                     80704                    0.17453                   2.06349         
          14.70                     80769                    0.17383                   2.05931         
          14.80                     80758                    0.17441                   2.05582         
          14.90                     80714                    0.17478                   2.05687         
          15.00                     80831                    0.17300                   2.05175         
          15.10                     80734                    0.17322                   2.05130         
          15.20                     80411                    0.17704                   2.05513         
          15.30                     80314                    0.17566                   2.05243         
          15.40                     80010                    0.17946                   2.05582         
          15.50                     79642                    0.18152                   2.06369         
          15.60                     79569                    0.18220                   2.06705         
          15.70                     79670                    0.18029                   2.06476         
          15.80                     79745                    0.18041                   2.05821         
          15.90                     79680                    0.18131                   2.05782         
          16.00                     79775                    0.17991                   2.05500         
          16.10                     79758                    0.18171                   2.05642         
          16.20                     79907                    0.17950                   2.05796         
          16.30                     79720                    0.18081                   2.06563         
          16.40                     79923                    0.17862                   2.06841         
          16.50                     80013                    0.17721                   2.06755         
          16.60                     79886                    0.17948                   2.06417         
          16.70                     79568                    0.18170                   2.07133         
