           tauB                     NinLC                      phiL          
           0.00                     17672                    0.53446                   1.52549         
           0.10                     18412                    0.52030                   1.58634         
           0.20                     19610                    0.51258                   1.58790         
           0.30                     20581                    0.51035                   1.58341         
           0.40                     20913                    0.50939                   1.61358         
           0.50                     21542                    0.50699                   1.62151         
           0.60                     22375                    0.50536                   1.61283         
           0.70                     23263                    0.50252                   1.60123         
           0.80                     23614                    0.50093                   1.61818         
           0.90                     23994                    0.50071                   1.62913         
           1.00                     24465                    0.49911                   1.63433         
           1.10                     24877                    0.49510                   1.63743         
           1.20                     25210                    0.49500                   1.64971         
           1.30                     25520                    0.49181                   1.66409         
           1.40                     26365                    0.48994                   1.65563         
           1.50                     26614                    0.48672                   1.66459         
           1.60                     27239                    0.48461                   1.65779         
           1.70                     27800                    0.48298                   1.65086         
           1.80                     28130                    0.48220                   1.65436         
           1.90                     28536                    0.48075                   1.65591         
           2.00                     28808                    0.47900                   1.66558         
           2.10                     29279                    0.47808                   1.67050         
           2.20                     30196                    0.47398                   1.65213         
           2.30                     30707                    0.47378                   1.65376         
           2.40                     30921                    0.47126                   1.66667         
           2.50                     31299                    0.46852                   1.66709         
           2.60                     31258                    0.46752                   1.68438         
           2.70                     31659                    0.46657                   1.69053         
           2.80                     33161                    0.46367                   1.65788         
           2.90                     33157                    0.46142                   1.67154         
           3.00                     33505                    0.46029                   1.67211         
           3.10                     33660                    0.45896                   1.67827         
           3.20                     34465                    0.45779                   1.65710         
           3.30                     34390                    0.45592                   1.66566         
           3.40                     35109                    0.45358                   1.65200         
           3.50                     35553                    0.45395                   1.64362         
           3.60                     35908                    0.45195                   1.63481         
           3.70                     36351                    0.45180                   1.62550         
           3.80                     36862                    0.44905                   1.62043         
           3.90                     36895                    0.44680                   1.62758         
           4.00                     38132                    0.44646                   1.59979         
           4.10                     37910                    0.44510                   1.61232         
           4.20                     37694                    0.44548                   1.62607         
           4.30                     37582                    0.44511                   1.63466         
           4.40                     38511                    0.44450                   1.61324         
           4.50                     37258                    0.44348                   1.65404         
           4.60                     38300                    0.44326                   1.62684         
           4.70                     39001                    0.44143                   1.60551         
           4.80                     39091                    0.44171                   1.60182         
           4.90                     39109                    0.44210                   1.60238         
           5.00                     39047                    0.44184                   1.60780         
           5.10                     39815                    0.44126                   1.58804         
           5.20                     39516                    0.44015                   1.59496         
           5.30                     39678                    0.44248                   1.58803         
           5.40                     39181                    0.44221                   1.60024         
           5.50                     39967                    0.44164                   1.58188         
           5.60                     39614                    0.44202                   1.58901         
           5.70                     39059                    0.44265                   1.60382         
           5.80                     39372                    0.44376                   1.60031         
           5.90                     40232                    0.44203                   1.57567         
           6.00                     40713                    0.44251                   1.56267         
           6.10                     39297                    0.44054                   1.59874         
           6.20                     39990                    0.44059                   1.57429         
           6.30                     40399                    0.43987                   1.56382         
           6.40                     39096                    0.43941                   1.59485         
           6.50                     40214                    0.43982                   1.56433         
           6.60                     40385                    0.43999                   1.55648         
           6.70                     40786                    0.44286                   1.54160         
           6.80                     40436                    0.44269                   1.54484         
           6.90                     39920                    0.44427                   1.55329         
           7.00                     39209                    0.44411                   1.56587         
           7.10                     39298                    0.44444                   1.55831         
           7.20                     39728                    0.44382                   1.53878         
           7.30                     39585                    0.44627                   1.53528         
           7.40                     39644                    0.44662                   1.53310         
           7.50                     39427                    0.44719                   1.53785         
           7.60                     39296                    0.44581                   1.53721         
           7.70                     40033                    0.44834                   1.51628         
           7.80                     39989                    0.44847                   1.51659         
           7.90                     40737                    0.44829                   1.49627         
           8.00                     39237                    0.44881                   1.53062         
           8.10                     40137                    0.44848                   1.50516         
           8.20                     39693                    0.44947                   1.50686         
           8.30                     39280                    0.44935                   1.51230         
           8.40                     39712                    0.45096                   1.49372         
           8.50                     40840                    0.45096                   1.46290         
           8.60                     40768                    0.45148                   1.45769         
           8.70                     39996                    0.45338                   1.46345         
           8.80                     38604                    0.45375                   1.48452         
           8.90                     40776                    0.45557                   1.43312         
           9.00                     40833                    0.45482                   1.42910         
           9.10                     39383                    0.45604                   1.45883         
           9.20                     39621                    0.45743                   1.45487         
           9.30                     40232                    0.45836                   1.43711         
           9.40                     39719                    0.45921                   1.44699         
           9.50                     40745                    0.46076                   1.42018         
           9.60                     38492                    0.45872                   1.46967         
           9.70                     38966                    0.46155                   1.45718         
           9.80                     37117                    0.45990                   1.49721         
           9.90                     36247                    0.46029                   1.51138         
          10.00                     37816                    0.46087                   1.46981         
          10.10                     37885                    0.46071                   1.46188         
          10.20                     40213                    0.46057                   1.41024         
          10.30                     40738                    0.45982                   1.39294         
          10.40                     39008                    0.45965                   1.42213         
          10.50                     39950                    0.46260                   1.39625         
          10.60                     41254                    0.46229                   1.36365         
          10.70                     40194                    0.46490                   1.37495         
          10.80                     35540                    0.46549                   1.46803         
          10.90                     40123                    0.46652                   1.36693         
          11.00                     40463                    0.46887                   1.35720         
          11.10                     36662                    0.46832                   1.43427         
          11.20                     36186                    0.47088                   1.44545         
          11.30                     32174                    0.47205                   1.54575         
          11.40                     32275                    0.46877                   1.55244         
          11.50                     33208                    0.47012                   1.53246         
          11.60                     34336                    0.46857                   1.51254         
          11.70                     37906                    0.46723                   1.42903         
          11.80                     31706                    0.47063                   1.59188         
          11.90                     33310                    0.47141                   1.55078         
          12.00                     32150                    0.47219                   1.58264         
          12.10                     33413                    0.46909                   1.55041         
          12.20                     32470                    0.46896                   1.57918         
          12.30                     33344                    0.46760                   1.55885         
          12.40                     34122                    0.46890                   1.53766         
          12.50                     31271                    0.46861                   1.62150         
          12.60                     31096                    0.46844                   1.62721         
          12.70                     31243                    0.46844                   1.62137         
          12.80                     33808                    0.46828                   1.54055         
          12.90                     32459                    0.46739                   1.57904         
          13.00                     31161                    0.46706                   1.61729         
          13.10                     32594                    0.46733                   1.57293         
          13.20                     31688                    0.46663                   1.60381         
          13.30                     32936                    0.46539                   1.56960         
          13.40                     34825                    0.46727                   1.51778         
