           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     84396                    0.57339                   0.61524         
           0.20                     83868                    0.56503                   0.61963         
           0.30                     83467                    0.56112                   0.62356         
           0.40                     81441                    0.55921                   0.62480         
           0.50                     83520                    0.55593                   0.62547         
           0.60                     80716                    0.55609                   0.62566         
           0.70                     79504                    0.55260                   0.62806         
           0.80                     83199                    0.55799                   0.62688         
           0.90                     77144                    0.55486                   0.62883         
           1.00                     80674                    0.55842                   0.62801         
           1.10                     82252                    0.56084                   0.62533         
           1.20                     83257                    0.56154                   0.62487         
           1.30                     81877                    0.55567                   0.62655         
           1.40                     79289                    0.55694                   0.63090         
           1.50                     82825                    0.55600                   0.62622         
           1.60                     82796                    0.56053                   0.62497         
           1.70                     84826                    0.55957                   0.62335         
           1.80                     84262                    0.55570                   0.62540         
           1.90                     82844                    0.55357                   0.62659         
           2.00                     80548                    0.55511                   0.63175         
           2.10                     82920                    0.56003                   0.62579         
           2.20                     76563                    0.55555                   0.62909         
           2.30                     81728                    0.55537                   0.62808         
           2.40                     80362                    0.56177                   0.62523         
           2.50                     83937                    0.55632                   0.62537         
           2.60                     82904                    0.55744                   0.62684         
           2.70                     82425                    0.56101                   0.62574         
           2.80                     83628                    0.55943                   0.62475         
           2.90                     81149                    0.56273                   0.62523         
           3.00                     81251                    0.55884                   0.62620         
           3.10                     80699                    0.55427                   0.62993         
           3.20                     80599                    0.55579                   0.62772         
           3.30                     81677                    0.55553                   0.62928         
           3.40                     81765                    0.55360                   0.62974         
           3.50                     82424                    0.55857                   0.62680         
           3.60                     83152                    0.55939                   0.62534         
           3.70                     81995                    0.55663                   0.62833         
           3.80                     80837                    0.55803                   0.62911         
           3.90                     82731                    0.55717                   0.62784         
           4.00                     81617                    0.55950                   0.62724         
           4.10                     83786                    0.56318                   0.62398         
           4.20                     81532                    0.55530                   0.62931         
           4.30                     84266                    0.55523                   0.62557         
           4.40                     84822                    0.56007                   0.62321         
           4.50                     82660                    0.55771                   0.62531         
           4.60                     84863                    0.56127                   0.62386         
           4.70                     81446                    0.55715                   0.62680         
           4.80                     82903                    0.56102                   0.62493         
           4.90                     84264                    0.56005                   0.62417         
           5.00                     82177                    0.55860                   0.62659         
           5.10                     82576                    0.56055                   0.62480         
           5.20                     85237                    0.55890                   0.62355         
           5.30                     83621                    0.55776                   0.62482         
           5.40                     83329                    0.55810                   0.62586         
           5.50                     82837                    0.55724                   0.62578         
           5.60                     81059                    0.55490                   0.62634         
           5.70                     83069                    0.55487                   0.62704         
           5.80                     82270                    0.55682                   0.62704         
           5.90                     82634                    0.55450                   0.62912         
           6.00                     79299                    0.55616                   0.62716         
