           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     94143                    0.59227                   0.60250         
           0.20                     92589                    0.58120                   0.60627         
           0.30                     92137                    0.57381                   0.60901         
           0.40                     91902                    0.56941                   0.61075         
           0.50                     91242                    0.56647                   0.61185         
           0.60                     91252                    0.56611                   0.61234         
           0.70                     91256                    0.56665                   0.61232         
           0.80                     91224                    0.56120                   0.61291         
           0.90                     91725                    0.56456                   0.61271         
           1.00                     91131                    0.56345                   0.61323         
           1.10                     91572                    0.56572                   0.61276         
           1.20                     91201                    0.56453                   0.61324         
           1.30                     91526                    0.56195                   0.61324         
           1.40                     90846                    0.56199                   0.61442         
           1.50                     90871                    0.56240                   0.61431         
           1.60                     91078                    0.56055                   0.61412         
           1.70                     91135                    0.56172                   0.61424         
           1.80                     91066                    0.56118                   0.61483         
           1.90                     91180                    0.55823                   0.61519         
           2.00                     90214                    0.55859                   0.61604         
           2.10                     91004                    0.55661                   0.61580         
           2.20                     90258                    0.55787                   0.61648         
           2.30                     89929                    0.55673                   0.61733         
           2.40                     90827                    0.55683                   0.61665         
           2.50                     90988                    0.55748                   0.61602         
           2.60                     90194                    0.55630                   0.61675         
           2.70                     90613                    0.55606                   0.61674         
           2.80                     90768                    0.55866                   0.61634         
           2.90                     90111                    0.55585                   0.61739         
           3.00                     90171                    0.55592                   0.61756         
           3.10                     90174                    0.55478                   0.61724         
           3.20                     90196                    0.55528                   0.61739         
           3.30                     90547                    0.55500                   0.61694         
           3.40                     90193                    0.55603                   0.61722         
           3.50                     90703                    0.55640                   0.61667         
           3.60                     89640                    0.55527                   0.61756         
           3.70                     91021                    0.55578                   0.61634         
           3.80                     90717                    0.55488                   0.61717         
           3.90                     90696                    0.55659                   0.61658         
           4.00                     90215                    0.55668                   0.61682         
           4.10                     90983                    0.55726                   0.61646         
           4.20                     90923                    0.55895                   0.61627         
           4.30                     90995                    0.55642                   0.61620         
           4.40                     90275                    0.55652                   0.61708         
           4.50                     90926                    0.55455                   0.61656         
           4.60                     90356                    0.55534                   0.61739         
           4.70                     90008                    0.55655                   0.61779         
           4.80                     90381                    0.55640                   0.61759         
           4.90                     90232                    0.55353                   0.61856         
           5.00                     90799                    0.55363                   0.61793         
           5.10                     89822                    0.55628                   0.61893         
           5.20                     90123                    0.55428                   0.61851         
           5.30                     90217                    0.55091                   0.61884         
           5.40                     90495                    0.55223                   0.61834         
           5.50                     90121                    0.55349                   0.61836         
           5.60                     89585                    0.55471                   0.61809         
           5.70                     89908                    0.55580                   0.61840         
