           tauB                     NinLC                      phiL          
           0.00                     21480                    0.51512                   1.67285         
           0.10                     22739                    0.49808                   1.79215         
           0.20                     24124                    0.49190                   1.84396         
           0.30                     25412                    0.48494                   1.88340         
           0.40                     26425                    0.47840                   1.92819         
           0.50                     27717                    0.47283                   1.95296         
           0.60                     28841                    0.46938                   1.97596         
           0.70                     30213                    0.46214                   1.98866         
           0.80                     31111                    0.45491                   2.01094         
           0.90                     32708                    0.44822                   1.99329         
           1.00                     33785                    0.44577                   2.01656         
           1.10                     35227                    0.43718                   2.01338         
           1.20                     36072                    0.43312                   2.02731         
           1.30                     37454                    0.42651                   2.02233         
           1.40                     38234                    0.42072                   2.03426         
           1.50                     39893                    0.41379                   2.00908         
           1.60                     40621                    0.40935                   2.01707         
           1.70                     41656                    0.40449                   2.01082         
           1.80                     42247                    0.40031                   2.01878         
           1.90                     43479                    0.39498                   2.00236         
           2.00                     44436                    0.39030                   1.99557         
           2.10                     45174                    0.38586                   1.98956         
           2.20                     45656                    0.38319                   1.99465         
           2.30                     46246                    0.38190                   1.99634         
           2.40                     46652                    0.37977                   1.99667         
           2.50                     47443                    0.37625                   1.97631         
           2.60                     47716                    0.37553                   1.97379         
           2.70                     47801                    0.37412                   1.97575         
           2.80                     47973                    0.37254                   1.97886         
           2.90                     48693                    0.37170                   1.95355         
           3.00                     48187                    0.37226                   1.96642         
           3.10                     48240                    0.37309                   1.95825         
           3.20                     47958                    0.37303                   1.96698         
           3.30                     48281                    0.37327                   1.96100         
           3.40                     47542                    0.37281                   1.98055         
           3.50                     47733                    0.37593                   1.96282         
           3.60                     47691                    0.37532                   1.95165         
           3.70                     47248                    0.37738                   1.95535         
           3.80                     46995                    0.37862                   1.95105         
           3.90                     46962                    0.38164                   1.94156         
           4.00                     46044                    0.38487                   1.96669         
           4.10                     45813                    0.38453                   1.97163         
           4.20                     45808                    0.38407                   1.96960         
           4.30                     45582                    0.38334                   1.97758         
           4.40                     45876                    0.38378                   1.96739         
           4.50                     46014                    0.38421                   1.95875         
