           tauB                     NinLC                      phiL          
           0.00                     23145                    0.50501                   1.77303         
           0.10                     24782                    0.48294                   1.99517         
           0.20                     27061                    0.46735                   2.08137         
           0.30                     29122                    0.45470                   2.13064         
           0.40                     31364                    0.44504                   2.16008         
           0.50                     33728                    0.43442                   2.18014         
           0.60                     36056                    0.42449                   2.19563         
           0.70                     38520                    0.41243                   2.20734         
           0.80                     41026                    0.40100                   2.21004         
           0.90                     43431                    0.38821                   2.21834         
           1.00                     45968                    0.37466                   2.22009         
           1.10                     48491                    0.36248                   2.22141         
           1.20                     51023                    0.34898                   2.22094         
           1.30                     53351                    0.33587                   2.22086         
           1.40                     55551                    0.32400                   2.21844         
           1.50                     57856                    0.31036                   2.21538         
           1.60                     59952                    0.29845                   2.21082         
           1.70                     62163                    0.28552                   2.20261         
           1.80                     64238                    0.27298                   2.19585         
           1.90                     66169                    0.26087                   2.19009         
           2.00                     67996                    0.25044                   2.18252         
           2.10                     69599                    0.24005                   2.17326         
           2.20                     71215                    0.23107                   2.16860         
           2.30                     72603                    0.22219                   2.16486         
           2.40                     74025                    0.21357                   2.15445         
           2.50                     75428                    0.20443                   2.14648         
           2.60                     76677                    0.19694                   2.13749         
           2.70                     77789                    0.18973                   2.12916         
           2.80                     78904                    0.18250                   2.12305         
           2.90                     79617                    0.17858                   2.11829         
           3.00                     80156                    0.17626                   2.11563         
           3.10                     80699                    0.17209                   2.11013         
           3.20                     81179                    0.16836                   2.10245         
           3.30                     81595                    0.16642                   2.09168         
           3.40                     81765                    0.16725                   2.07967         
           3.50                     81814                    0.16600                   2.07242         
           3.60                     81548                    0.16953                   2.07128         
           3.70                     81263                    0.17177                   2.07144         
           3.80                     80718                    0.17614                   2.07235         
           3.90                     80068                    0.17901                   2.07861         
           4.00                     79387                    0.18302                   2.09290         
           4.10                     79226                    0.18422                   2.09712         
           4.20                     79210                    0.18198                   2.09870         
           4.30                     79507                    0.18001                   2.09359         
           4.40                     79520                    0.18187                   2.09160         
           4.50                     79628                    0.17909                   2.09116         
           4.60                     79667                    0.17928                   2.08745         
           4.70                     79765                    0.17966                   2.08438         
           4.80                     79616                    0.18035                   2.08471         
           4.90                     79508                    0.17990                   2.08491         
           5.00                     79496                    0.18068                   2.08652         
           5.10                     79253                    0.18254                   2.08774         
           5.20                     79149                    0.18361                   2.08609         
           5.30                     79395                    0.18043                   2.08709         
           5.40                     79363                    0.18168                   2.08515         
           5.50                     79008                    0.18515                   2.08858         
           5.60                     79246                    0.18159                   2.09161         
           5.70                     79574                    0.17861                   2.08984         
           5.80                     79873                    0.17877                   2.08299         
           5.90                     79935                    0.18072                   2.07832         
           6.00                     80231                    0.17589                   2.07361         
           6.10                     80144                    0.17696                   2.07518         
           6.20                     79964                    0.17964                   2.08087         
           6.30                     79992                    0.17737                   2.08228         
           6.40                     79829                    0.17997                   2.08044         
           6.50                     79662                    0.18025                   2.08049         
           6.60                     79272                    0.18372                   2.08630         
           6.70                     79043                    0.18535                   2.09467         
           6.80                     78971                    0.18505                   2.09449         
           6.90                     79204                    0.18305                   2.08768         
           7.00                     79119                    0.18498                   2.09013         
           7.10                     79169                    0.18316                   2.09355         
           7.20                     79268                    0.18317                   2.09234         
           7.30                     79295                    0.18123                   2.09395         
           7.40                     79441                    0.18055                   2.09326         
           7.50                     79450                    0.18237                   2.09184         
           7.60                     79400                    0.18242                   2.09262         
           7.70                     79399                    0.18271                   2.09074         
           7.80                     79582                    0.18065                   2.08922         
           7.90                     79418                    0.18120                   2.09025         
           8.00                     79269                    0.18336                   2.09328         
           8.10                     79171                    0.18442                   2.09741         
           8.20                     79194                    0.18228                   2.09981         
