           tauB                     NinLC                      phiL          
           0.00                     22171                    0.51077                   1.71402         
           0.10                     23377                    0.49174                   1.88537         
           0.20                     24926                    0.48166                   1.95565         
           0.30                     26285                    0.47565                   2.00808         
           0.40                     27924                    0.46707                   2.03452         
           0.50                     29496                    0.45930                   2.05073         
           0.60                     30881                    0.45407                   2.07494         
           0.70                     32501                    0.44712                   2.08162         
           0.80                     33846                    0.43942                   2.09318         
           0.90                     35381                    0.43312                   2.10373         
           1.00                     36820                    0.42455                   2.11211         
           1.10                     38348                    0.41655                   2.10957         
           1.20                     39890                    0.40984                   2.10794         
           1.30                     41359                    0.40063                   2.11024         
           1.40                     42884                    0.39476                   2.10167         
           1.50                     44232                    0.38887                   2.09999         
           1.60                     45611                    0.38010                   2.10023         
           1.70                     46975                    0.37354                   2.10170         
           1.80                     48215                    0.36637                   2.10161         
           1.90                     49536                    0.35989                   2.09673         
           2.00                     50799                    0.35338                   2.08977         
           2.10                     51882                    0.34659                   2.08857         
           2.20                     52963                    0.34061                   2.08488         
           2.30                     53860                    0.33568                   2.08154         
           2.40                     54889                    0.33156                   2.07258         
           2.50                     55804                    0.32567                   2.06677         
           2.60                     56610                    0.32143                   2.06388         
           2.70                     57490                    0.31631                   2.05620         
           2.80                     58253                    0.31094                   2.05163         
           2.90                     58669                    0.31003                   2.05352         
           3.00                     59355                    0.30632                   2.05051         
           3.10                     59941                    0.30231                   2.04506         
           3.20                     60079                    0.30179                   2.04199         
           3.30                     60342                    0.30126                   2.03191         
           3.40                     60384                    0.30040                   2.03034         
           3.50                     60570                    0.29892                   2.02925         
           3.60                     60622                    0.29917                   2.03045         
           3.70                     60695                    0.29766                   2.02794         
           3.80                     60451                    0.29937                   2.03436         
           3.90                     60410                    0.30004                   2.03691         
           4.00                     60438                    0.30010                   2.03245         
           4.10                     60394                    0.30031                   2.02905         
           4.20                     60471                    0.29957                   2.03286         
           4.30                     60548                    0.29939                   2.03702         
           4.40                     60703                    0.29842                   2.03820         
           4.50                     61046                    0.29663                   2.03299         
           4.60                     61186                    0.29608                   2.02807         
           4.70                     61343                    0.29469                   2.02303         
           4.80                     61472                    0.29411                   2.02161         
           4.90                     61571                    0.29451                   2.01922         
           5.00                     61464                    0.29412                   2.02379         
           5.10                     61320                    0.29467                   2.02690         
           5.20                     61340                    0.29415                   2.03053         
           5.30                     61298                    0.29461                   2.03626         
           5.40                     60971                    0.29673                   2.04057         
           5.50                     61040                    0.29629                   2.03823         
           5.60                     60971                    0.29601                   2.03632         
           5.70                     61057                    0.29737                   2.02552         
           5.80                     60905                    0.29719                   2.02281         
           5.90                     61292                    0.29558                   2.00957         
           6.00                     61238                    0.29584                   2.01087         
           6.10                     61265                    0.29577                   2.00975         
           6.20                     61301                    0.29493                   2.00830         
           6.30                     60911                    0.29716                   2.01509         
           6.40                     60626                    0.29904                   2.02323         
           6.50                     60527                    0.29892                   2.03151         
           6.60                     60452                    0.30008                   2.03404         
           6.70                     60479                    0.30001                   2.03291         
           6.80                     60715                    0.29783                   2.03008         
           6.90                     60620                    0.29832                   2.03825         
           7.00                     60946                    0.29684                   2.03631         
           7.10                     61205                    0.29561                   2.03688         
           7.20                     61530                    0.29399                   2.03371         
           7.30                     61625                    0.29282                   2.04208         
           7.40                     61799                    0.29104                   2.04512         
           7.50                     62254                    0.28919                   2.03394         
           7.60                     62415                    0.28783                   2.02922         
           7.70                     62605                    0.28672                   2.02773         
           7.80                     62916                    0.28518                   2.02453         
           7.90                     63228                    0.28373                   2.01982         
           8.00                     63317                    0.28255                   2.01657         
           8.10                     63598                    0.28163                   2.01683         
           8.20                     63931                    0.27985                   2.01716         
           8.30                     64221                    0.27762                   2.00566         
           8.40                     64229                    0.27912                   1.99660         
           8.50                     63940                    0.28040                   1.99293         
           8.60                     63874                    0.28166                   1.99444         
           8.70                     63352                    0.28297                   2.00046         
           8.80                     63106                    0.28497                   1.99808         
           8.90                     62597                    0.28746                   2.00106         
           9.00                     62172                    0.29116                   2.00614         
           9.10                     61898                    0.29348                   2.01318         
           9.20                     61528                    0.29394                   2.02562         
           9.30                     61575                    0.29227                   2.02595         
           9.40                     61330                    0.29456                   2.03207         
           9.50                     61478                    0.29428                   2.02992         
           9.60                     61661                    0.29280                   2.02729         
           9.70                     61342                    0.29444                   2.03742         
           9.80                     61597                    0.29365                   2.04138         
           9.90                     61738                    0.29188                   2.04178         
          10.00                     61747                    0.29259                   2.04503         
          10.10                     62088                    0.29010                   2.03859         
          10.20                     62251                    0.28886                   2.03011         
          10.30                     62038                    0.29009                   2.03331         
          10.40                     62243                    0.28866                   2.03160         
          10.50                     62309                    0.28849                   2.03477         
          10.60                     62355                    0.28871                   2.03088         
          10.70                     62400                    0.28867                   2.02664         
          10.80                     62320                    0.28877                   2.03103         
          10.90                     62517                    0.28837                   2.03087         
          11.00                     62412                    0.28698                   2.03511         
          11.10                     62591                    0.28812                   2.02861         
          11.20                     62476                    0.28730                   2.03248         
          11.30                     62593                    0.28717                   2.02937         
          11.40                     62436                    0.28788                   2.03088         
          11.50                     62380                    0.28786                   2.03632         
          11.60                     62409                    0.28864                   2.03941         
          11.70                     62438                    0.28753                   2.03794         
          11.80                     62564                    0.28761                   2.03900         
          11.90                     62480                    0.28764                   2.04133         
          12.00                     62676                    0.28641                   2.04091         
          12.10                     62997                    0.28486                   2.03121         
          12.20                     62981                    0.28476                   2.03308         
          12.30                     62976                    0.28429                   2.03114         
          12.40                     62955                    0.28536                   2.02863         
          12.50                     62880                    0.28530                   2.03149         
          12.60                     63022                    0.28444                   2.03412         
          12.70                     62896                    0.28586                   2.03635         
          12.80                     62949                    0.28586                   2.03253         
          12.90                     62954                    0.28509                   2.03298         
          13.00                     63070                    0.28305                   2.02816         
          13.10                     62992                    0.28486                   2.02710         
          13.20                     63047                    0.28414                   2.02256         
          13.30                     63162                    0.28446                   2.02014         
          13.40                     63420                    0.28223                   2.01545         
          13.50                     63465                    0.28291                   2.01764         
          13.60                     63510                    0.28283                   2.01446         
          13.70                     63433                    0.28304                   2.01401         
          13.80                     63441                    0.28324                   2.01202         
          13.90                     63254                    0.28443                   2.01209         
          14.00                     63114                    0.28432                   2.00716         
          14.10                     62908                    0.28648                   2.00858         
          14.20                     62189                    0.28859                   2.02140         
          14.30                     62339                    0.28927                   2.01534         
          14.40                     61971                    0.29047                   2.02380         
          14.50                     61926                    0.29223                   2.02752         
          14.60                     61775                    0.29196                   2.03705         
          14.70                     61955                    0.29095                   2.03841         
          14.80                     62230                    0.28923                   2.03739         
          14.90                     62808                    0.28599                   2.02956         
          15.00                     63028                    0.28437                   2.02185         
          15.10                     63259                    0.28384                   2.01570         
          15.20                     63319                    0.28442                   2.01046         
          15.30                     63063                    0.28441                   2.01786         
          15.40                     62952                    0.28530                   2.02667         
          15.50                     63057                    0.28479                   2.02755         
          15.60                     63109                    0.28395                   2.03190         
          15.70                     63284                    0.28339                   2.02741         
          15.80                     63436                    0.28291                   2.02425         
          15.90                     63758                    0.28094                   2.02031         
          16.00                     63852                    0.28091                   2.02280         
          16.10                     64115                    0.27852                   2.02375         
          16.20                     64048                    0.27848                   2.02817         
          16.30                     64194                    0.27793                   2.02081         
          16.40                     64376                    0.27738                   2.01036         
          16.50                     64067                    0.27887                   2.01112         
          16.60                     64054                    0.27951                   2.00670         
          16.70                     64056                    0.27991                   2.00218         
          16.80                     63851                    0.27964                   2.00861         
          16.90                     63803                    0.28080                   2.00862         
          17.00                     63696                    0.28176                   2.00715         
          17.10                     63427                    0.28189                   2.01533         
          17.20                     63464                    0.28191                   2.02341         
          17.30                     63376                    0.28263                   2.02744         
          17.40                     63348                    0.28335                   2.02949         
          17.50                     63528                    0.28243                   2.02410         
          17.60                     63751                    0.28057                   2.01607         
