           tauB                     NinLC                      phiL          
           0.00                     19648                    0.52378                   1.60391         
           0.10                     20382                    0.50793                   1.70019         
           0.20                     21378                    0.49875                   1.74004         
           0.30                     22094                    0.49689                   1.77307         
           0.40                     22753                    0.49263                   1.79055         
           0.50                     23694                    0.48963                   1.79590         
           0.60                     24242                    0.48487                   1.81749         
           0.70                     25067                    0.48144                   1.82253         
           0.80                     25853                    0.47791                   1.82289         
           0.90                     26497                    0.47351                   1.83534         
           1.00                     27246                    0.47257                   1.83427         
           1.10                     27735                    0.46760                   1.85343         
           1.20                     28668                    0.46543                   1.84353         
           1.30                     29282                    0.46103                   1.85155         
           1.40                     30056                    0.45941                   1.85034         
           1.50                     30645                    0.45680                   1.85130         
           1.60                     31309                    0.45572                   1.84856         
           1.70                     32065                    0.45180                   1.84485         
           1.80                     32646                    0.44868                   1.84593         
           1.90                     33383                    0.44592                   1.84386         
           2.00                     34129                    0.44424                   1.84711         
           2.10                     34738                    0.44083                   1.85182         
           2.20                     35523                    0.43424                   1.85105         
           2.30                     36172                    0.43357                   1.85982         
           2.40                     36833                    0.42964                   1.86316         
           2.50                     37559                    0.42720                   1.85840         
           2.60                     38603                    0.42107                   1.84846         
           2.70                     39030                    0.41767                   1.85124         
           2.80                     39706                    0.41499                   1.84729         
           2.90                     40316                    0.41201                   1.84382         
           3.00                     40681                    0.41098                   1.85189         
           3.10                     41227                    0.40764                   1.85001         
           3.20                     41916                    0.40504                   1.84099         
           3.30                     42429                    0.40274                   1.84202         
           3.40                     42828                    0.40182                   1.84634         
           3.50                     43507                    0.39829                   1.83850         
           3.60                     43935                    0.39577                   1.83116         
           3.70                     44327                    0.39411                   1.83224         
           3.80                     44636                    0.39183                   1.83908         
           3.90                     44970                    0.39139                   1.84271         
           4.00                     45452                    0.38810                   1.83850         
           4.10                     45811                    0.38628                   1.83890         
           4.20                     46141                    0.38457                   1.84397         
           4.30                     46727                    0.38161                   1.83969         
           4.40                     46925                    0.38077                   1.84414         
           4.50                     47059                    0.38011                   1.84631         
           4.60                     47463                    0.37682                   1.84477         
           4.70                     47909                    0.37513                   1.84192         
           4.80                     48081                    0.37348                   1.84500         
           4.90                     48414                    0.37305                   1.84041         
           5.00                     48571                    0.37129                   1.84199         
           5.10                     48801                    0.37096                   1.83585         
           5.20                     48875                    0.36990                   1.83416         
           5.30                     48783                    0.37184                   1.84069         
           5.40                     49107                    0.37095                   1.83823         
           5.50                     49064                    0.36983                   1.84746         
           5.60                     49451                    0.36753                   1.84750         
           5.70                     49553                    0.36657                   1.84830         
           5.80                     49708                    0.36542                   1.84802         
           5.90                     49972                    0.36513                   1.84037         
           6.00                     50181                    0.36389                   1.83984         
           6.10                     50443                    0.36331                   1.83795         
           6.20                     50542                    0.36268                   1.83574         
           6.30                     50701                    0.36171                   1.83735         
           6.40                     50587                    0.36237                   1.84640         
           6.50                     50842                    0.36086                   1.84500         
           6.60                     50976                    0.35928                   1.84693         
           6.70                     51206                    0.35906                   1.83982         
           6.80                     51272                    0.35774                   1.84191         
           6.90                     51597                    0.35499                   1.84201         
           7.00                     51763                    0.35495                   1.84454         
           7.10                     51972                    0.35432                   1.84255         
           7.20                     52237                    0.35224                   1.84048         
           7.30                     52369                    0.35292                   1.83787         
           7.40                     52489                    0.35242                   1.83734         
           7.50                     52455                    0.35244                   1.83742         
           7.60                     52715                    0.35055                   1.82723         
           7.70                     52606                    0.35025                   1.83087         
           7.80                     52813                    0.35037                   1.82748         
           7.90                     53032                    0.34911                   1.82772         
           8.00                     52933                    0.34902                   1.82666         
           8.10                     53173                    0.34866                   1.81858         
           8.20                     52658                    0.35126                   1.83002         
           8.30                     52673                    0.35145                   1.83326         
           8.40                     52560                    0.35111                   1.84072         
           8.50                     52755                    0.35032                   1.83918         
           8.60                     52844                    0.34932                   1.83945         
           8.70                     53035                    0.34871                   1.83645         
           8.80                     52913                    0.35042                   1.83870         
           8.90                     52984                    0.34882                   1.83940         
           9.00                     53077                    0.34793                   1.84034         
           9.10                     53301                    0.34751                   1.83238         
           9.20                     53288                    0.34843                   1.82918         
           9.30                     53214                    0.34860                   1.82905         
           9.40                     53028                    0.34908                   1.83153         
           9.50                     52978                    0.34957                   1.83238         
           9.60                     52859                    0.34988                   1.83579         
           9.70                     52755                    0.34875                   1.83647         
           9.80                     52482                    0.35095                   1.84400         
           9.90                     52644                    0.35177                   1.83587         
          10.00                     52542                    0.35102                   1.83682         
          10.10                     52645                    0.35080                   1.83371         
          10.20                     52683                    0.35116                   1.82877         
          10.30                     52736                    0.35038                   1.82676         
          10.40                     52882                    0.35022                   1.81923         
          10.50                     52717                    0.35148                   1.82233         
          10.60                     52663                    0.35161                   1.82058         
          10.70                     52581                    0.35121                   1.81952         
          10.80                     52556                    0.35230                   1.81864         
          10.90                     52690                    0.35178                   1.80848         
          11.00                     52508                    0.35231                   1.81211         
          11.10                     52157                    0.35343                   1.82453         
          11.20                     52275                    0.35215                   1.82470         
          11.30                     52251                    0.35348                   1.83067         
          11.40                     52153                    0.35397                   1.83919         
          11.50                     52000                    0.35403                   1.84822         
          11.60                     52151                    0.35280                   1.84804         
          11.70                     52170                    0.35224                   1.85219         
          11.80                     52426                    0.35160                   1.85016         
          11.90                     52502                    0.35188                   1.84645         
          12.00                     52858                    0.35146                   1.83456         
          12.10                     52840                    0.34905                   1.83343         
          12.20                     53039                    0.34933                   1.82807         
          12.30                     52741                    0.35008                   1.83763         
          12.40                     52865                    0.35000                   1.83201         
          12.50                     52965                    0.35023                   1.82627         
          12.60                     52858                    0.34911                   1.82827         
          12.70                     52689                    0.35073                   1.83383         
          12.80                     52541                    0.35138                   1.84237         
          12.90                     52652                    0.35058                   1.84121         
          13.00                     52798                    0.35083                   1.83741         
          13.10                     52711                    0.34916                   1.84016         
          13.20                     52922                    0.34967                   1.83654         
          13.30                     53090                    0.34845                   1.83489         
          13.40                     53045                    0.34840                   1.83829         
          13.50                     53386                    0.34811                   1.83182         
          13.60                     53256                    0.34691                   1.83829         
          13.70                     53369                    0.34727                   1.83457         
          13.80                     53409                    0.34681                   1.83107         
          13.90                     53419                    0.34834                   1.82954         
          14.00                     53574                    0.34645                   1.82231         
          14.10                     53533                    0.34606                   1.82613         
          14.20                     53676                    0.34538                   1.82260         
          14.30                     53497                    0.34698                   1.82464         
          14.40                     53315                    0.34808                   1.83102         
          14.50                     53052                    0.34789                   1.83926         
          14.60                     53156                    0.34760                   1.83721         
          14.70                     53281                    0.34742                   1.83417         
          14.80                     53130                    0.34809                   1.83596         
          14.90                     53146                    0.34863                   1.83541         
          15.00                     53351                    0.34714                   1.83535         
          15.10                     53379                    0.34645                   1.83456         
          15.20                     53132                    0.34842                   1.84163         
          15.30                     53198                    0.34760                   1.83810         
          15.40                     53463                    0.34707                   1.83118         
          15.50                     53543                    0.34576                   1.82853         
          15.60                     53774                    0.34455                   1.82132         
          15.70                     53991                    0.34501                   1.81401         
          15.80                     53597                    0.34526                   1.82606         
          15.90                     53668                    0.34565                   1.82812         
          16.00                     53416                    0.34635                   1.83855         
          16.10                     53618                    0.34544                   1.84085         
          16.20                     53688                    0.34336                   1.84332         
          16.30                     53784                    0.34346                   1.84665         
          16.40                     53962                    0.34303                   1.84780         
          16.50                     53984                    0.34312                   1.85014         
          16.60                     53974                    0.34271                   1.84730         
          16.70                     54147                    0.34158                   1.83754         
          16.80                     54214                    0.34290                   1.83334         
          16.90                     54251                    0.34244                   1.83185         
          17.00                     54029                    0.34247                   1.83873         
          17.10                     54535                    0.34068                   1.82946         
          17.20                     54743                    0.34004                   1.82582         
          17.30                     54723                    0.33928                   1.82990         
          17.40                     54959                    0.33697                   1.82467         
          17.50                     54809                    0.33850                   1.82954         
          17.60                     54971                    0.33800                   1.82614         
          17.70                     54632                    0.33962                   1.83249         
          17.80                     54290                    0.34234                   1.83688         
          17.90                     54259                    0.34174                   1.83964         
          18.00                     54390                    0.34044                   1.83570         
          18.10                     54323                    0.34071                   1.83880         
          18.20                     54331                    0.34171                   1.84067         
          18.30                     54382                    0.34122                   1.84154         
          18.40                     54290                    0.34171                   1.84172         
          18.50                     54407                    0.34116                   1.83823         
          18.60                     54419                    0.34080                   1.83822         
          18.70                     54380                    0.34066                   1.83919         
          18.80                     54610                    0.34109                   1.83380         
          18.90                     54634                    0.34051                   1.83715         
          19.00                     54617                    0.33969                   1.83625         
          19.10                     54602                    0.33970                   1.83430         
          19.20                     54706                    0.34031                   1.83028         
          19.30                     54727                    0.33895                   1.82993         
          19.40                     54830                    0.33909                   1.82677         
          19.50                     54997                    0.33838                   1.82261         
          19.60                     55058                    0.33916                   1.82000         
          19.70                     55050                    0.33850                   1.81497         
          19.80                     54752                    0.33944                   1.81725         
          19.90                     54668                    0.34075                   1.81587         
          20.00                     54361                    0.34135                   1.81706         
          20.10                     54219                    0.34302                   1.81245         
          20.20                     54333                    0.34330                   1.80415         
          20.30                     54189                    0.34343                   1.80002         
          20.40                     53921                    0.34424                   1.80549         
          20.50                     53689                    0.34618                   1.81175         
          20.60                     53605                    0.34557                   1.81240         
          20.70                     53414                    0.34630                   1.81967         
          20.80                     53472                    0.34762                   1.81679         
          20.90                     53212                    0.34764                   1.82089         
          21.00                     53283                    0.34861                   1.81728         
          21.10                     53285                    0.34948                   1.81384         
          21.20                     53361                    0.34844                   1.81368         
          21.30                     53522                    0.34806                   1.81573         
          21.40                     53565                    0.34659                   1.81591         
          21.50                     53613                    0.34721                   1.81273         
          21.60                     53388                    0.34734                   1.81926         
          21.70                     53339                    0.34740                   1.82612         
          21.80                     53399                    0.34690                   1.82708         
          21.90                     53439                    0.34663                   1.83186         
          22.00                     53336                    0.34652                   1.84008         
          22.10                     53633                    0.34617                   1.83297         
          22.20                     53952                    0.34434                   1.82435         
          22.30                     53798                    0.34361                   1.82892         
          22.40                     53769                    0.34553                   1.83020         
          22.50                     53890                    0.34489                   1.82859         
          22.60                     53790                    0.34543                   1.83401         
          22.70                     53690                    0.34493                   1.83583         
          22.80                     53777                    0.34467                   1.83657         
          22.90                     53887                    0.34352                   1.83341         
          23.00                     54142                    0.34214                   1.83077         
          23.10                     54035                    0.34383                   1.83414         
          23.20                     54244                    0.34237                   1.83146         
          23.30                     54550                    0.34171                   1.83023         
          23.40                     54337                    0.34244                   1.83737         
          23.50                     54426                    0.34192                   1.83188         
          23.60                     54519                    0.34011                   1.82564         
          23.70                     54423                    0.34179                   1.82478         
          23.80                     54392                    0.34102                   1.82653         
          23.90                     54416                    0.34143                   1.82876         
          24.00                     54450                    0.34131                   1.82683         
          24.10                     54168                    0.34213                   1.83496         
          24.20                     54238                    0.34199                   1.83701         
          24.30                     54261                    0.34188                   1.83577         
          24.40                     54598                    0.34083                   1.83128         
          24.50                     54714                    0.34066                   1.82817         
          24.60                     54767                    0.33917                   1.82835         
          24.70                     54625                    0.34127                   1.83131         
          24.80                     54326                    0.34139                   1.83539         
          24.90                     54460                    0.34062                   1.83390         
          25.00                     54495                    0.34098                   1.83505         
          25.10                     54565                    0.34002                   1.83628         
          25.20                     54685                    0.34105                   1.83645         
          25.30                     54320                    0.34017                   1.84677         
          25.40                     54341                    0.34050                   1.84893         
          25.50                     54582                    0.33997                   1.84363         
          25.60                     54776                    0.33820                   1.83860         
          25.70                     54897                    0.33813                   1.83606         
          25.80                     55144                    0.33706                   1.83018         
          25.90                     55104                    0.33663                   1.82763         
          26.00                     55099                    0.33754                   1.82447         
          26.10                     54910                    0.33775                   1.82534         
          26.20                     55004                    0.33763                   1.81834         
          26.30                     54979                    0.33783                   1.81246         
          26.40                     55196                    0.33764                   1.80137         
          26.50                     55292                    0.33780                   1.80081         
          26.60                     55117                    0.33749                   1.80424         
          26.70                     54944                    0.33837                   1.80717         
