           tauB                     NinLC                      phiL          
           0.00                     22783                    0.50718                   1.74503         
           0.10                     24058                    0.48661                   1.94209         
           0.20                     26096                    0.47062                   2.01097         
           0.30                     28198                    0.45765                   2.04496         
           0.40                     30092                    0.44816                   2.07119         
           0.50                     32001                    0.44185                   2.08957         
           0.60                     34049                    0.43236                   2.10715         
           0.70                     36103                    0.42395                   2.12596         
           0.80                     38192                    0.41325                   2.13529         
           0.90                     40553                    0.40423                   2.13553         
           1.00                     42805                    0.39388                   2.14203         
           1.10                     45042                    0.38101                   2.14817         
           1.20                     47311                    0.36958                   2.15426         
           1.30                     49541                    0.35845                   2.15405         
           1.40                     51663                    0.34641                   2.15673         
           1.50                     53881                    0.33392                   2.15536         
           1.60                     55895                    0.32361                   2.15538         
           1.70                     57835                    0.31198                   2.15263         
           1.80                     59798                    0.30125                   2.15075         
           1.90                     61840                    0.28864                   2.14407         
           2.00                     63549                    0.27941                   2.14248         
           2.10                     65373                    0.26763                   2.13421         
           2.20                     67003                    0.25775                   2.13017         
           2.30                     68628                    0.24824                   2.12558         
           2.40                     70323                    0.23744                   2.11883         
           2.50                     71859                    0.22760                   2.11197         
           2.60                     73166                    0.21991                   2.10271         
           2.70                     74376                    0.21233                   2.08785         
           2.80                     75412                    0.20599                   2.08149         
           2.90                     76475                    0.19895                   2.07608         
           3.00                     77326                    0.19445                   2.06986         
           3.10                     78183                    0.18888                   2.06206         
           3.20                     78825                    0.18500                   2.05590         
           3.30                     79347                    0.18314                   2.04835         
           3.40                     79753                    0.17910                   2.04729         
           3.50                     80091                    0.17868                   2.04161         
           3.60                     80365                    0.17693                   2.03318         
           3.70                     80428                    0.17699                   2.03278         
           3.80                     80537                    0.17478                   2.03201         
           3.90                     80375                    0.17693                   2.03072         
           4.00                     80292                    0.17740                   2.02722         
           4.10                     80114                    0.17956                   2.02615         
           4.20                     79903                    0.18053                   2.02905         
           4.30                     79578                    0.18196                   2.03878         
           4.40                     79435                    0.18186                   2.04610         
           4.50                     79447                    0.18303                   2.04901         
           4.60                     79455                    0.18265                   2.05173         
           4.70                     79627                    0.18104                   2.04834         
           4.80                     79775                    0.18005                   2.04552         
           4.90                     79826                    0.17891                   2.04950         
           5.00                     80080                    0.17644                   2.04770         
           5.10                     80223                    0.17507                   2.04398         
           5.20                     80223                    0.17793                   2.03653         
           5.30                     80218                    0.17750                   2.03167         
           5.40                     80256                    0.17764                   2.03112         
           5.50                     80263                    0.17797                   2.02984         
           5.60                     80495                    0.17494                   2.02918         
           5.70                     80343                    0.17706                   2.03142         
           5.80                     80199                    0.17766                   2.03154         
           5.90                     80374                    0.17612                   2.02692         
           6.00                     80299                    0.17752                   2.02691         
           6.10                     80199                    0.17817                   2.02585         
           6.20                     80196                    0.17927                   2.02648         
           6.30                     80096                    0.17917                   2.02820         
           6.40                     79846                    0.17944                   2.03400         
           6.50                     79733                    0.18160                   2.03421         
           6.60                     79650                    0.18219                   2.03728         
           6.70                     79705                    0.18262                   2.03540         
           6.80                     79801                    0.18102                   2.03486         
           6.90                     80024                    0.17873                   2.03313         
           7.00                     80107                    0.17908                   2.03086         
           7.10                     79937                    0.18090                   2.02941         
           7.20                     79883                    0.17960                   2.02861         
           7.30                     79903                    0.17974                   2.02809         
           7.40                     79825                    0.18036                   2.03243         
           7.50                     79599                    0.18375                   2.03422         
           7.60                     79518                    0.18263                   2.03327         
           7.70                     79482                    0.18322                   2.02969         
           7.80                     79333                    0.18507                   2.03036         
           7.90                     79178                    0.18505                   2.03356         
           8.00                     79051                    0.18666                   2.03097         
