           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     86599                    0.57305                   0.61395         
           0.20                     85209                    0.56946                   0.61708         
           0.30                     82516                    0.57185                   0.61609         
           0.40                     87008                    0.56721                   0.61641         
           0.50                     86148                    0.56894                   0.61605         
           0.60                     82583                    0.56579                   0.62047         
           0.70                     83679                    0.56912                   0.61839         
           0.80                     85187                    0.56549                   0.61801         
           0.90                     85619                    0.56717                   0.61805         
           1.00                     81380                    0.56718                   0.62076         
           1.10                     85038                    0.56756                   0.61808         
           1.20                     85030                    0.56580                   0.61823         
           1.30                     78200                    0.56886                   0.62064         
           1.40                     85690                    0.56775                   0.61733         
           1.50                     83703                    0.57183                   0.61688         
           1.60                     84657                    0.56890                   0.61769         
           1.70                     83726                    0.56942                   0.61755         
           1.80                     83177                    0.56497                   0.62071         
           1.90                     87464                    0.56713                   0.61701         
           2.00                     85149                    0.56252                   0.61955         
           2.10                     85237                    0.56794                   0.61761         
           2.20                     83461                    0.56743                   0.62032         
           2.30                     84331                    0.56892                   0.61803         
           2.40                     83214                    0.56514                   0.61843         
           2.50                     84973                    0.56672                   0.61763         
           2.60                     83473                    0.56480                   0.61973         
           2.70                     85007                    0.56774                   0.61713         
           2.80                     85270                    0.56441                   0.61851         
           2.90                     84976                    0.56569                   0.61794         
           3.00                     81832                    0.56977                   0.61989         
           3.10                     86170                    0.56734                   0.61686         
           3.20                     84663                    0.56562                   0.61882         
           3.30                     84570                    0.56842                   0.61746         
           3.40                     83346                    0.56741                   0.61924         
           3.50                     86228                    0.56620                   0.61719         
           3.60                     83560                    0.56863                   0.61873         
           3.70                     85132                    0.56858                   0.61727         
           3.80                     81622                    0.56606                   0.62032         
           3.90                     83480                    0.57025                   0.61791         
           4.00                     86054                    0.56673                   0.61759         
           4.10                     84483                    0.56756                   0.61876         
           4.20                     84841                    0.56575                   0.61959         
           4.30                     85167                    0.56755                   0.61846         
           4.40                     82273                    0.56355                   0.62249         
           4.50                     84209                    0.56749                   0.61878         
           4.60                     85514                    0.56322                   0.61959         
           4.70                     83757                    0.56800                   0.61804         
           4.80                     85958                    0.56429                   0.61917         
           4.90                     81367                    0.56531                   0.62198         
           5.00                     82542                    0.56311                   0.62076         
           5.10                     85563                    0.56612                   0.61797         
           5.20                     84367                    0.57145                   0.61703         
           5.30                     80259                    0.57049                   0.61677         
           5.40                     84166                    0.56680                   0.61874         
           5.50                     84125                    0.56742                   0.61862         
           5.60                     84799                    0.56893                   0.61731         
           5.70                     85237                    0.56529                   0.61917         
           5.80                     83107                    0.56555                   0.62027         
           5.90                     84021                    0.56754                   0.61773         
           6.00                     84987                    0.56770                   0.61822         
           6.10                     81855                    0.56555                   0.61974         
           6.20                     85974                    0.56679                   0.61795         
           6.30                     86017                    0.56760                   0.61710         
           6.40                     85224                    0.56681                   0.61861         
           6.50                     83979                    0.56497                   0.62117         
           6.60                     84812                    0.56765                   0.61731         
           6.70                     82821                    0.56774                   0.61829         
           6.80                     84966                    0.56752                   0.61854         
           6.90                     84248                    0.56614                   0.61852         
           7.00                     83404                    0.56578                   0.61982         
           7.10                     84808                    0.56739                   0.61835         
           7.20                     82498                    0.56590                   0.61995         
           7.30                     85096                    0.56673                   0.61856         
           7.40                     84097                    0.56907                   0.61672         
           7.50                     81029                    0.56448                   0.61874         
           7.60                     83802                    0.56648                   0.61914         
           7.70                     84729                    0.56964                   0.61750         
           7.80                     84304                    0.56899                   0.61707         
           7.90                     86204                    0.56821                   0.61632         
           8.00                     82092                    0.56633                   0.61836         
           8.10                     84525                    0.56429                   0.61973         
           8.20                     84103                    0.56699                   0.61984         
           8.30                     83100                    0.56730                   0.61900         
           8.40                     82779                    0.56873                   0.61824         
           8.50                     83689                    0.56507                   0.61994         
           8.60                     81490                    0.56797                   0.62128         
           8.70                     85384                    0.56668                   0.61852         
           8.80                     82830                    0.57095                   0.61771         
           8.90                     82876                    0.56749                   0.61955         
           9.00                     84954                    0.56865                   0.61632         
           9.10                     84542                    0.56578                   0.61902         
           9.20                     85184                    0.56883                   0.61735         
           9.30                     85090                    0.56982                   0.61678         
           9.40                     84090                    0.56855                   0.61651         
           9.50                     85628                    0.56810                   0.61769         
           9.60                     85039                    0.56743                   0.61658         
           9.70                     84553                    0.56561                   0.61927         
           9.80                     83384                    0.56727                   0.62025         
           9.90                     84162                    0.56458                   0.61840         
          10.00                     85104                    0.56338                   0.62038         
          10.10                     84339                    0.56652                   0.61940         
          10.20                     84536                    0.56388                   0.62127         
          10.30                     81184                    0.56643                   0.62123         
