           tauB                     NinLC                      phiL          
           0.00                     22616                    0.50848                   1.72507         
           0.10                     23690                    0.49005                   1.91512         
           0.20                     25496                    0.47915                   1.98563         
           0.30                     27004                    0.46976                   2.03537         
           0.40                     28653                    0.46200                   2.05673         
           0.50                     30365                    0.45435                   2.07972         
           0.60                     32095                    0.44489                   2.10041         
           0.70                     33908                    0.43609                   2.11349         
           0.80                     35843                    0.42725                   2.12019         
           0.90                     37518                    0.41995                   2.12820         
           1.00                     39343                    0.40985                   2.13754         
           1.10                     41136                    0.40117                   2.13993         
           1.20                     42743                    0.39260                   2.14348         
           1.30                     44559                    0.38342                   2.13600         
           1.40                     46095                    0.37567                   2.13224         
           1.50                     47822                    0.36666                   2.12742         
           1.60                     49529                    0.35829                   2.12230         
           1.70                     50995                    0.35084                   2.12185         
           1.80                     52553                    0.34249                   2.11730         
           1.90                     54062                    0.33371                   2.11328         
           2.00                     55453                    0.32693                   2.10699         
           2.10                     56754                    0.31924                   2.10410         
           2.20                     58022                    0.31225                   2.10125         
           2.30                     59405                    0.30452                   2.09519         
           2.40                     60445                    0.29840                   2.08790         
           2.50                     61319                    0.29335                   2.08168         
           2.60                     62323                    0.28766                   2.07357         
           2.70                     63271                    0.28311                   2.06958         
           2.80                     64023                    0.27718                   2.06622         
           2.90                     64805                    0.27294                   2.05726         
           3.00                     65673                    0.26784                   2.05855         
           3.10                     66418                    0.26327                   2.05457         
           3.20                     66974                    0.26013                   2.04664         
           3.30                     67413                    0.25718                   2.04198         
           3.40                     67858                    0.25498                   2.04096         
           3.50                     68307                    0.25226                   2.03213         
           3.60                     68480                    0.25069                   2.02987         
           3.70                     68686                    0.25004                   2.02813         
           3.80                     68814                    0.24993                   2.03226         
           3.90                     69192                    0.24668                   2.03245         
           4.00                     69183                    0.24741                   2.03795         
           4.10                     69331                    0.24656                   2.04106         
           4.20                     69498                    0.24478                   2.04396         
           4.30                     69522                    0.24380                   2.04993         
           4.40                     69663                    0.24337                   2.04821         
           4.50                     69687                    0.24401                   2.03888         
           4.60                     69839                    0.24295                   2.03094         
           4.70                     70021                    0.24187                   2.02512         
           4.80                     70082                    0.24130                   2.02539         
           4.90                     70139                    0.24128                   2.02465         
           5.00                     70466                    0.23978                   2.02524         
           5.10                     70597                    0.23868                   2.02075         
           5.20                     70514                    0.23926                   2.01916         
           5.30                     70258                    0.24077                   2.02728         
           5.40                     70280                    0.24130                   2.02420         
           5.50                     69758                    0.24447                   2.03023         
           5.60                     69525                    0.24560                   2.02682         
           5.70                     69123                    0.24796                   2.03076         
           5.80                     69023                    0.24798                   2.03546         
           5.90                     69141                    0.24808                   2.03321         
           6.00                     69170                    0.24662                   2.03167         
           6.10                     69312                    0.24512                   2.02976         
           6.20                     69350                    0.24647                   2.03115         
           6.30                     69385                    0.24576                   2.03678         
           6.40                     69671                    0.24285                   2.03720         
           6.50                     69701                    0.24414                   2.04065         
