           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     83157                    0.56878                   0.62003         
           0.20                     79772                    0.55967                   0.62773         
           0.30                     77589                    0.55454                   0.63444         
           0.40                     77083                    0.55123                   0.63735         
           0.50                     79953                    0.54949                   0.63592         
           0.60                     77639                    0.54931                   0.64007         
           0.70                     79402                    0.54995                   0.64144         
           0.80                     74148                    0.54647                   0.65114         
           0.90                     67037                    0.53915                   0.66218         
           1.00                     61921                    0.54022                   0.66174         
           1.10                     70937                    0.53444                   0.67011         
           1.20                     48724                    0.53451                   0.70689         
           1.30                     36192                    0.52515                   0.66957         
           1.40                     50909                    0.51695                   0.68412         
           1.50                     43741                    0.50682                   0.74452         
           1.60                     13310                    0.49810                   0.74751         
           1.70                     17142                    0.49082                   0.86442         
           1.80                      9152                    0.47897                   1.10353         
           1.90                      8438                    0.46194                   1.22201         
           2.00                     15398                    0.44737                   0.97394         
           2.10                      9227                    0.43597                   1.30399         
           2.20                     14511                    0.42076                   1.28696         
           2.30                     15696                    0.40390                   1.30118         
           2.40                     17773                    0.38651                   1.29708         
           2.50                     23484                    0.36851                   1.34317         
           2.60                     24934                    0.34967                   1.35685         
           2.70                     26297                    0.33250                   1.36628         
           2.80                     27411                    0.31622                   1.37178         
           2.90                     28451                    0.30239                   1.37690         
           3.00                     29447                    0.28893                   1.37532         
           3.10                     30184                    0.27962                   1.37799         
           3.20                     31034                    0.26622                   1.37391         
           3.30                     31786                    0.25633                   1.37394         
           3.40                     32262                    0.24784                   1.37324         
           3.50                     33063                    0.23739                   1.36335         
           3.60                     33465                    0.23221                   1.36054         
           3.70                     33768                    0.22838                   1.35875         
           3.80                     40159                    0.22590                   1.33530         
           3.90                     34617                    0.22031                   1.35158         
           4.00                     34894                    0.21720                   1.34978         
           4.10                     35064                    0.21740                   1.34966         
           4.20                     35231                    0.21694                   1.35314         
           4.30                     35464                    0.21638                   1.35067         
           4.40                     35683                    0.21451                   1.34756         
           4.50                     35588                    0.21579                   1.35005         
           4.60                     35616                    0.21791                   1.34922         
           4.70                     35685                    0.21984                   1.34983         
           4.80                     35715                    0.21967                   1.35254         
           4.90                     35833                    0.21752                   1.35236         
           5.00                     36051                    0.21687                   1.34763         
           5.10                     36206                    0.21407                   1.34533         
           5.20                     36268                    0.21709                   1.34783         
           5.30                     36519                    0.21427                   1.34396         
           5.40                     36583                    0.21327                   1.34582         
           5.50                     36649                    0.21574                   1.34919         
           5.60                     36886                    0.21478                   1.34877         
           5.70                     37066                    0.21545                   1.34736         
           5.80                     37108                    0.21500                   1.34448         
           5.90                     37160                    0.21539                   1.34354         
           6.00                     37235                    0.21566                   1.34000         
           6.10                     37201                    0.21674                   1.34212         
           6.20                     37112                    0.21844                   1.34247         
           6.30                     36985                    0.21873                   1.34434         
           6.40                     37000                    0.21926                   1.34465         
           6.50                     36942                    0.22146                   1.34797         
           6.60                     37042                    0.22247                   1.35256         
           6.70                     37276                    0.22143                   1.35421         
           6.80                     37571                    0.22231                   1.35425         
           6.90                     37733                    0.22400                   1.35826         
           7.00                     37925                    0.22115                   1.35940         
           7.10                     38268                    0.21608                   1.35855         
           7.20                     38645                    0.21282                   1.36146         
           7.30                     39059                    0.20979                   1.35877         
           7.40                     39213                    0.20687                   1.36087         
           7.50                     39295                    0.20739                   1.36351         
           7.60                     39383                    0.20571                   1.36121         
           7.70                     39549                    0.20769                   1.35928         
           7.80                     39690                    0.20571                   1.36015         
           7.90                     39949                    0.20431                   1.36428         
           8.00                     40163                    0.20307                   1.36360         
           8.10                     40172                    0.20251                   1.36294         
           8.20                     40333                    0.20492                   1.35793         
           8.30                     40345                    0.20668                   1.35840         
           8.40                     40426                    0.20626                   1.36050         
           8.50                     40760                    0.20266                   1.36290         
           8.60                     77149                    0.19908                   1.35736         
           8.70                     77359                    0.19657                   1.35618         
           8.80                     77599                    0.19686                   1.35317         
           8.90                     77541                    0.20000                   1.35311         
           9.00                     41559                    0.19971                   1.35599         
           9.10                     41604                    0.20079                   1.35149         
           9.20                     41735                    0.19996                   1.35191         
           9.30                     41732                    0.20077                   1.35440         
           9.40                     41913                    0.19910                   1.35131         
           9.50                     41772                    0.20278                   1.35098         
           9.60                     41665                    0.20348                   1.35463         
           9.70                     41619                    0.20521                   1.35484         
           9.80                     41630                    0.20688                   1.35482         
           9.90                     41629                    0.20518                   1.35591         
          10.00                     41609                    0.20697                   1.35633         
          10.10                     41754                    0.20532                   1.35364         
          10.20                     41841                    0.20289                   1.35808         
          10.30                     41953                    0.20499                   1.36233         
          10.40                     42156                    0.20445                   1.35940         
          10.50                     42178                    0.20626                   1.35701         
          10.60                     42416                    0.20644                   1.35202         
          10.70                     42576                    0.20528                   1.35340         
          10.80                     42623                    0.20648                   1.35524         
          10.90                     42769                    0.20681                   1.35766         
          11.00                     42877                    0.20840                   1.36145         
          11.10                     42993                    0.20625                   1.35922         
          11.20                     43105                    0.20737                   1.36011         
          11.30                     43227                    0.20715                   1.36171         
          11.40                     43423                    0.20654                   1.36278         
          11.50                     43592                    0.20339                   1.36477         
          11.60                     43797                    0.20107                   1.36421         
          11.70                     43991                    0.19944                   1.36464         
          11.80                     44088                    0.19863                   1.36783         
          11.90                     44250                    0.19736                   1.36965         
          12.00                     44448                    0.19670                   1.36585         
          12.10                     44597                    0.19553                   1.36513         
          12.20                     44526                    0.19497                   1.36466         
          12.30                     44638                    0.19470                   1.36365         
          12.40                     44649                    0.19419                   1.36556         
          12.50                     44543                    0.19507                   1.36857         
          12.60                     44468                    0.19337                   1.37056         
          12.70                     44532                    0.19456                   1.37179         
          12.80                     44618                    0.19497                   1.37151         
          12.90                     44718                    0.19423                   1.36926         
          13.00                     44841                    0.19362                   1.36568         
          13.10                     44895                    0.19282                   1.36194         
          13.20                     45025                    0.19182                   1.36027         
          13.30                     44950                    0.19471                   1.35938         
          13.40                     45082                    0.19344                   1.35369         
          13.50                     44945                    0.19641                   1.35542         
          13.60                     44813                    0.19869                   1.35955         
          13.70                     44784                    0.19652                   1.36434         
          13.80                     44891                    0.19728                   1.36549         
          13.90                     45079                    0.19535                   1.36859         
          14.00                     45141                    0.19424                   1.36662         
          14.10                     45191                    0.19451                   1.36684         
          14.20                     45321                    0.19163                   1.36661         
          14.30                     45287                    0.19325                   1.36865         
          14.40                     45446                    0.19462                   1.36719         
          14.50                     45505                    0.19248                   1.36460         
          14.60                     45646                    0.19405                   1.36150         
          14.70                     45761                    0.19259                   1.36050         
          14.80                     45770                    0.19438                   1.36215         
          14.90                     45841                    0.19285                   1.36690         
          15.00                     46109                    0.19149                   1.36118         
          15.10                     46271                    0.19214                   1.35731         
          15.20                     46344                    0.19089                   1.35490         
