           tauB                     NinLC                      phiL          
           0.00                     23138                    0.50491                   1.77382         
           0.10                     24725                    0.48270                   1.99541         
           0.20                     26816                    0.46848                   2.07622         
           0.30                     28963                    0.45477                   2.11991         
           0.40                     30998                    0.44701                   2.14976         
           0.50                     33349                    0.43634                   2.17264         
           0.60                     35944                    0.42471                   2.17985         
           0.70                     38608                    0.41252                   2.19190         
           0.80                     41028                    0.40017                   2.20476         
           0.90                     43491                    0.38817                   2.22351         
           1.00                     46158                    0.37338                   2.22751         
           1.10                     48715                    0.36115                   2.22945         
           1.20                     51265                    0.34649                   2.22784         
           1.30                     53674                    0.33468                   2.22662         
           1.40                     55997                    0.32176                   2.22362         
           1.50                     58493                    0.30707                   2.21510         
           1.60                     60790                    0.29420                   2.21025         
           1.70                     62866                    0.28192                   2.20770         
           1.80                     65016                    0.26803                   2.19948         
           1.90                     66975                    0.25662                   2.19356         
           2.00                     68969                    0.24429                   2.18731         
           2.10                     70823                    0.23283                   2.18150         
           2.20                     72544                    0.22146                   2.17404         
           2.30                     74112                    0.21141                   2.16811         
           2.40                     75586                    0.20402                   2.16128         
           2.50                     76883                    0.19530                   2.14866         
           2.60                     78103                    0.18685                   2.13995         
           2.70                     79158                    0.18032                   2.12809         
           2.80                     80194                    0.17455                   2.11867         
           2.90                     81037                    0.16807                   2.11070         
           3.00                     81411                    0.16639                   2.10793         
           3.10                     82087                    0.16288                   2.09730         
           3.20                     82308                    0.16347                   2.09124         
           3.30                     82466                    0.16163                   2.08834         
           3.40                     82716                    0.15894                   2.08242         
           3.50                     82933                    0.15804                   2.08185         
           3.60                     83248                    0.15490                   2.07529         
           3.70                     83292                    0.15715                   2.06694         
           3.80                     83207                    0.15819                   2.06358         
           3.90                     83029                    0.15788                   2.06648         
           4.00                     82626                    0.16306                   2.06968         
           4.10                     82362                    0.16369                   2.07121         
           4.20                     82076                    0.16690                   2.07339         
           4.30                     81993                    0.16552                   2.07462         
           4.40                     81813                    0.16746                   2.07318         
           4.50                     81149                    0.17581                   2.07451         
           4.60                     80869                    0.17314                   2.08179         
           4.70                     80920                    0.17366                   2.08733         
           4.80                     80932                    0.17220                   2.08574         
           4.90                     80968                    0.17145                   2.08370         
           5.00                     80948                    0.17386                   2.08074         
           5.10                     80929                    0.17310                   2.08383         
           5.20                     80950                    0.17039                   2.08025         
           5.30                     80813                    0.17433                   2.07861         
           5.40                     80770                    0.17249                   2.08172         
           5.50                     80781                    0.17387                   2.08156         
           5.60                     80817                    0.17312                   2.08349         
           5.70                     80855                    0.17189                   2.08381         
           5.80                     81055                    0.16928                   2.08392         
           5.90                     81103                    0.17111                   2.08029         
           6.00                     81365                    0.16816                   2.07385         
           6.10                     81430                    0.16907                   2.06637         
           6.20                     81088                    0.17340                   2.06725         
           6.30                     80571                    0.17754                   2.07656         
           6.40                     80391                    0.17672                   2.08056         
           6.50                     79890                    0.17994                   2.08790         
           6.60                     79772                    0.17987                   2.08686         
           6.70                     79510                    0.18102                   2.09110         
           6.80                     79577                    0.18056                   2.09594         
           6.90                     79789                    0.17875                   2.09996         
           7.00                     80110                    0.17598                   2.09954         
           7.10                     80481                    0.17407                   2.09772         
           7.20                     80799                    0.17166                   2.09123         
           7.30                     81059                    0.17123                   2.07982         
           7.40                     81226                    0.17002                   2.07648         
           7.50                     81465                    0.16855                   2.07811         
           7.60                     81483                    0.16953                   2.07876         
           7.70                     81454                    0.16778                   2.07894         
           7.80                     81175                    0.17231                   2.07193         
           7.90                     80668                    0.17614                   2.07682         
           8.00                     80232                    0.17737                   2.08698         
           8.10                     80072                    0.17828                   2.08974         
           8.20                     80070                    0.17769                   2.08887         
           8.30                     80241                    0.17668                   2.08252         
           8.40                     80409                    0.17609                   2.08047         
           8.50                     80528                    0.17496                   2.07977         
           8.60                     80455                    0.17690                   2.07603         
           8.70                     80177                    0.17784                   2.07986         
           8.80                     80182                    0.17671                   2.08418         
           8.90                     80448                    0.17558                   2.08818         
           9.00                     80567                    0.17506                   2.08578         
           9.10                     80644                    0.17475                   2.08604         
           9.20                     80433                    0.17727                   2.09076         
           9.30                     80245                    0.17730                   2.09119         
           9.40                     80163                    0.17875                   2.09065         
           9.50                     80047                    0.17810                   2.09515         
           9.60                     80154                    0.17664                   2.09698         
           9.70                     80144                    0.17716                   2.09418         
           9.80                     80287                    0.17663                   2.08645         
           9.90                     80315                    0.17725                   2.08456         
          10.00                     80623                    0.17402                   2.08445         
          10.10                     80712                    0.17369                   2.08265         
          10.20                     80874                    0.17350                   2.08302         
          10.30                     81143                    0.17032                   2.08579         
          10.40                     81106                    0.17291                   2.08307         
          10.50                     81200                    0.17117                   2.08298         
          10.60                     81201                    0.17134                   2.08136         
          10.70                     81202                    0.17154                   2.08378         
          10.80                     81464                    0.16703                   2.08056         
          10.90                     81590                    0.16721                   2.07677         
          11.00                     81834                    0.16542                   2.07657         
          11.10                     82039                    0.16615                   2.07579         
          11.20                     82184                    0.16268                   2.07747         
          11.30                     82172                    0.16395                   2.07805         
          11.40                     82192                    0.16428                   2.07820         
          11.50                     82161                    0.16468                   2.07511         
          11.60                     82108                    0.16530                   2.07449         
          11.70                     81953                    0.16710                   2.07152         
          11.80                     81694                    0.16764                   2.07427         
          11.90                     81618                    0.16788                   2.07615         
          12.00                     81533                    0.16940                   2.07115         
          12.10                     81361                    0.16908                   2.07076         
          12.20                     81119                    0.17244                   2.07249         
          12.30                     80604                    0.17675                   2.07920         
          12.40                     80249                    0.17647                   2.08206         
          12.50                     80039                    0.17815                   2.07822         
          12.60                     79788                    0.18099                   2.07777         
          12.70                     79645                    0.18142                   2.08001         
          12.80                     79506                    0.18282                   2.08672         
          12.90                     79461                    0.18119                   2.08748         
          13.00                     79198                    0.18429                   2.09760         
          13.10                     79030                    0.18397                   2.10729         
          13.20                     79539                    0.17997                   2.10522         
          13.30                     79848                    0.17827                   2.09874         
          13.40                     79994                    0.17636                   2.09367         
          13.50                     80077                    0.17795                   2.09454         
          13.60                     80136                    0.17640                   2.09957         
          13.70                     80555                    0.17163                   2.09422         
          13.80                     80839                    0.17339                   2.08954         
          13.90                     81072                    0.17091                   2.08615         
          14.00                     81077                    0.17280                   2.08431         
