           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     73654                    0.56665                   0.62479         
           0.20                     44858                    0.55566                   0.63540         
           0.30                     66645                    0.55168                   0.64191         
           0.40                     68222                    0.54517                   0.64713         
           0.50                     62462                    0.54423                   0.64919         
           0.60                     29988                    0.53703                   0.65878         
           0.70                     22378                    0.53616                   0.67139         
           0.80                     20662                    0.52903                   0.65400         
           0.90                     29533                    0.52341                   0.68318         
           1.00                     20496                    0.51590                   0.75038         
           1.10                     10105                    0.50306                   0.82070         
           1.20                      7914                    0.48536                   0.65034         
           1.30                      6566                    0.46441                   1.24173         
           1.40                      9615                    0.44322                   1.23935         
           1.50                      8490                    0.42202                   1.29324         
           1.60                     11151                    0.39758                   1.25301         
           1.70                     12718                    0.37651                   1.31027         
           1.80                     13293                    0.35509                   1.35505         
           1.90                     14001                    0.33813                   1.36892         
           2.00                     14770                    0.32064                   1.37237         
           2.10                     25768                    0.30498                   1.36900         
           2.20                     26841                    0.28933                   1.37675         
           2.30                     27561                    0.27547                   1.38863         
           2.40                     28187                    0.26269                   1.40701         
           2.50                     29339                    0.24943                   1.40165         
           2.60                     30248                    0.23741                   1.39397         
           2.70                     43306                    0.22310                   1.39053         
           2.80                     44241                    0.21501                   1.39478         
           2.90                     45042                    0.20608                   1.39359         
           3.00                     45656                    0.20017                   1.39094         
           3.10                     46081                    0.19379                   1.38694         
           3.20                     46609                    0.18786                   1.38177         
           3.30                     46832                    0.18259                   1.38138         
           3.40                     46912                    0.18321                   1.38173         
           3.50                     47033                    0.18410                   1.38377         
           3.60                     47179                    0.18329                   1.38281         
           3.70                     47118                    0.18214                   1.38019         
           3.80                     47104                    0.18416                   1.37920         
           3.90                     47052                    0.18622                   1.38055         
           4.00                     47041                    0.18719                   1.38289         
           4.10                     46935                    0.18829                   1.38388         
           4.20                     46846                    0.18947                   1.38531         
           4.30                     46932                    0.18698                   1.38797         
           4.40                     46989                    0.18747                   1.39187         
           4.50                     46832                    0.18680                   1.39209         
           4.60                     46855                    0.18931                   1.39243         
           4.70                     46831                    0.18887                   1.39573         
           4.80                     47073                    0.18165                   1.39703         
           4.90                     47082                    0.18300                   1.39817         
           5.00                     47297                    0.18140                   1.40067         
           5.10                     47553                    0.18009                   1.39791         
           5.20                     47545                    0.18034                   1.39517         
           5.30                     47405                    0.18133                   1.39249         
           5.40                     47282                    0.18510                   1.39126         
           5.50                     47178                    0.18520                   1.39527         
           5.60                     47495                    0.18552                   1.39669         
           5.70                     47780                    0.18501                   1.39584         
           5.80                     65482                    0.18438                   1.38953         
           5.90                     65561                    0.18480                   1.38769         
           6.00                     48266                    0.18328                   1.39893         
           6.10                     48376                    0.18021                   1.39850         
           6.20                     48641                    0.18055                   1.39552         
           6.30                     48809                    0.18245                   1.39078         
           6.40                     65821                    0.17909                   1.37972         
           6.50                     65843                    0.18003                   1.38030         
           6.60                     65951                    0.17811                   1.37995         
           6.70                     66115                    0.17693                   1.37618         
           6.80                     66265                    0.17800                   1.37515         
           6.90                     66226                    0.18221                   1.37526         
           7.00                     66072                    0.18083                   1.37783         
           7.10                     66068                    0.18122                   1.37747         
           7.20                     65730                    0.18384                   1.38598         
           7.30                     49585                    0.18843                   1.40045         
           7.40                     49602                    0.18814                   1.40152         
           7.50                     49756                    0.18623                   1.40268         
           7.60                     49903                    0.18699                   1.40393         
           7.70                     49797                    0.19050                   1.40831         
           7.80                     50003                    0.18691                   1.41145         
           7.90                     50133                    0.18536                   1.41095         
           8.00                     50240                    0.18286                   1.40799         
           8.10                     50288                    0.18465                   1.40406         
           8.20                     50300                    0.18770                   1.40454         
           8.30                     50444                    0.18587                   1.40820         
           8.40                     50754                    0.18161                   1.40960         
           8.50                     50916                    0.18018                   1.41068         
           8.60                     51163                    0.17979                   1.41095         
           8.70                     51413                    0.17895                   1.40762         
           8.80                     51606                    0.17744                   1.41154         
           8.90                     51866                    0.17700                   1.40973         
           9.00                     52043                    0.17677                   1.40737         
           9.10                     52232                    0.17866                   1.40627         
           9.20                     52462                    0.17655                   1.40351         
           9.30                     52601                    0.17672                   1.40367         
           9.40                     52390                    0.17802                   1.40636         
           9.50                     52107                    0.18107                   1.41167         
           9.60                     52226                    0.18072                   1.41513         
           9.70                     52230                    0.18164                   1.41582         
           9.80                     52247                    0.18429                   1.41771         
           9.90                     52403                    0.18169                   1.41818         
          10.00                     52511                    0.18144                   1.42206         
          10.10                     52579                    0.18349                   1.42568         
          10.20                     52815                    0.18259                   1.42956         
          10.30                     53083                    0.18487                   1.43019         
          10.40                     53414                    0.18312                   1.42969         
          10.50                     53723                    0.18252                   1.43249         
          10.60                     54375                    0.17593                   1.42853         
          10.70                     54663                    0.17583                   1.42781         
          10.80                     54865                    0.17456                   1.42414         
          10.90                     55184                    0.17224                   1.41984         
