           tauB                     NinLC                      phiL          
           0.00                     20545                    0.52006                   1.61990         
           0.10                     21025                    0.50433                   1.73892         
           0.20                     22148                    0.49649                   1.77799         
           0.30                     23227                    0.48959                   1.80221         
           0.40                     24184                    0.48420                   1.81726         
           0.50                     25049                    0.47809                   1.84243         
           0.60                     26180                    0.47288                   1.85292         
           0.70                     27079                    0.46689                   1.86246         
           0.80                     28100                    0.46304                   1.86070         
           0.90                     29210                    0.45849                   1.86104         
           1.00                     30200                    0.45368                   1.86995         
           1.10                     31211                    0.44925                   1.87543         
           1.20                     32365                    0.44182                   1.87160         
           1.30                     33500                    0.43926                   1.87056         
           1.40                     34716                    0.43341                   1.86631         
           1.50                     35706                    0.42828                   1.87252         
           1.60                     36711                    0.42486                   1.87462         
           1.70                     37831                    0.41895                   1.87380         
           1.80                     38867                    0.41515                   1.88101         
           1.90                     40081                    0.40767                   1.88396         
           2.00                     41121                    0.40413                   1.88430         
           2.10                     42340                    0.39706                   1.88144         
           2.20                     43252                    0.39333                   1.88148         
           2.30                     44353                    0.38859                   1.87933         
           2.40                     45421                    0.38396                   1.87968         
           2.50                     46529                    0.37877                   1.87709         
           2.60                     47552                    0.37362                   1.87620         
           2.70                     48498                    0.36855                   1.87527         
           2.80                     49459                    0.36373                   1.87226         
           2.90                     50572                    0.35833                   1.86860         
           3.00                     51438                    0.35432                   1.86761         
           3.10                     52499                    0.34924                   1.86678         
           3.20                     53291                    0.34445                   1.87120         
           3.30                     54227                    0.33946                   1.86666         
           3.40                     55058                    0.33434                   1.86336         
           3.50                     55861                    0.33107                   1.86264         
           3.60                     56705                    0.32670                   1.85914         
           3.70                     57407                    0.32263                   1.85695         
           3.80                     58247                    0.31903                   1.85445         
           3.90                     59005                    0.31408                   1.85848         
           4.00                     59658                    0.30983                   1.86284         
           4.10                     60377                    0.30617                   1.86526         
           4.20                     61124                    0.30169                   1.86603         
           4.30                     62101                    0.29631                   1.86794         
           4.40                     62788                    0.29188                   1.87057         
           4.50                     63598                    0.28685                   1.86675         
           4.60                     64022                    0.28346                   1.86559         
           4.70                     64668                    0.28050                   1.86331         
           4.80                     65204                    0.27717                   1.86435         
           4.90                     65731                    0.27352                   1.86478         
           5.00                     66364                    0.26948                   1.86371         
           5.10                     67013                    0.26564                   1.85832         
           5.20                     67534                    0.26299                   1.85531         
           5.30                     67994                    0.25961                   1.85826         
           5.40                     68459                    0.25638                   1.86066         
           5.50                     68983                    0.25355                   1.85665         
           5.60                     69398                    0.25071                   1.85455         
           5.70                     69768                    0.24979                   1.85091         
           5.80                     70118                    0.24768                   1.84635         
           5.90                     70551                    0.24486                   1.84127         
           6.00                     70855                    0.24292                   1.83872         
           6.10                     71106                    0.24105                   1.83640         
           6.20                     71192                    0.24063                   1.83486         
           6.30                     71222                    0.24039                   1.83315         
           6.40                     71323                    0.23923                   1.83718         
           6.50                     71430                    0.23886                   1.83963         
           6.60                     71615                    0.23833                   1.83809         
           6.70                     71739                    0.23625                   1.83566         
           6.80                     72111                    0.23499                   1.83332         
           6.90                     72157                    0.23520                   1.83521         
           7.00                     72269                    0.23331                   1.83679         
           7.10                     72420                    0.23281                   1.84018         
           7.20                     72399                    0.23143                   1.84501         
           7.30                     72563                    0.23146                   1.84325         
           7.40                     72570                    0.23144                   1.84170         
           7.50                     72612                    0.23194                   1.84126         
           7.60                     72585                    0.23150                   1.83972         
           7.70                     72493                    0.23174                   1.84081         
           7.80                     72614                    0.23174                   1.83783         
           7.90                     72760                    0.23063                   1.83501         
           8.00                     72877                    0.23022                   1.82996         
           8.10                     73201                    0.22841                   1.82545         
           8.20                     73129                    0.22826                   1.82853         
           8.30                     73052                    0.22859                   1.82976         
           8.40                     73121                    0.22787                   1.82950         
           8.50                     73037                    0.22882                   1.82898         
           8.60                     73093                    0.22896                   1.83026         
           8.70                     73116                    0.22879                   1.83216         
           8.80                     73246                    0.22735                   1.83249         
           8.90                     73321                    0.22684                   1.83530         
           9.00                     73461                    0.22581                   1.83487         
           9.10                     73644                    0.22521                   1.83221         
           9.20                     73553                    0.22548                   1.83449         
           9.30                     73484                    0.22642                   1.83798         
           9.40                     73580                    0.22479                   1.84160         
           9.50                     73555                    0.22638                   1.84561         
           9.60                     73490                    0.22669                   1.84849         
           9.70                     73519                    0.22672                   1.85121         
           9.80                     73563                    0.22535                   1.85110         
           9.90                     73642                    0.22513                   1.84954         
          10.00                     73636                    0.22416                   1.85002         
          10.10                     73770                    0.22367                   1.84685         
          10.20                     73869                    0.22321                   1.84442         
          10.30                     73773                    0.22433                   1.84571         
          10.40                     73874                    0.22405                   1.84297         
          10.50                     73784                    0.22393                   1.84267         
          10.60                     73781                    0.22435                   1.84211         
          10.70                     73616                    0.22481                   1.84463         
          10.80                     73460                    0.22646                   1.84975         
          10.90                     73718                    0.22425                   1.84806         
          11.00                     73912                    0.22287                   1.84625         
          11.10                     74075                    0.22215                   1.84321         
          11.20                     74109                    0.22378                   1.84094         
          11.30                     74225                    0.22092                   1.83840         
          11.40                     74228                    0.22007                   1.83567         
          11.50                     74188                    0.22206                   1.83581         
          11.60                     74215                    0.22204                   1.83444         
          11.70                     74244                    0.22147                   1.83451         
          11.80                     74148                    0.22174                   1.83651         
          11.90                     74068                    0.22254                   1.83743         
          12.00                     73913                    0.22362                   1.83826         
          12.10                     73957                    0.22373                   1.83549         
          12.20                     73903                    0.22354                   1.83610         
          12.30                     73727                    0.22406                   1.83800         
          12.40                     73752                    0.22471                   1.83950         
          12.50                     73687                    0.22412                   1.84096         
          12.60                     73725                    0.22423                   1.84191         
          12.70                     73821                    0.22290                   1.84061         
          12.80                     73809                    0.22425                   1.84180         
          12.90                     73749                    0.22416                   1.84373         
          13.00                     73835                    0.22429                   1.84434         
          13.10                     73821                    0.22357                   1.84533         
          13.20                     73641                    0.22529                   1.84777         
          13.30                     73681                    0.22482                   1.84566         
          13.40                     73705                    0.22447                   1.84513         
          13.50                     73696                    0.22452                   1.84366         
          13.60                     73734                    0.22485                   1.84337         
          13.70                     73677                    0.22356                   1.84566         
          13.80                     73663                    0.22498                   1.84673         
          13.90                     73692                    0.22407                   1.84717         
          14.00                     73733                    0.22334                   1.84961         
          14.10                     73657                    0.22397                   1.85128         
          14.20                     73524                    0.22513                   1.84885         
          14.30                     73658                    0.22533                   1.84496         
          14.40                     73715                    0.22365                   1.84481         
          14.50                     73861                    0.22335                   1.84042         
          14.60                     73909                    0.22301                   1.83594         
          14.70                     74084                    0.22233                   1.83097         
          14.80                     73851                    0.22384                   1.83382         
          14.90                     73603                    0.22527                   1.83688         
          15.00                     73553                    0.22572                   1.83480         
          15.10                     73464                    0.22508                   1.83437         
          15.20                     73478                    0.22543                   1.83440         
          15.30                     73434                    0.22593                   1.83818         
          15.40                     73475                    0.22535                   1.83794         
          15.50                     73503                    0.22607                   1.83564         
          15.60                     73324                    0.22772                   1.83665         
          15.70                     73138                    0.22772                   1.83857         
          15.80                     73056                    0.22780                   1.83817         
          15.90                     72975                    0.22904                   1.83808         
          16.00                     72969                    0.22889                   1.83794         
          16.10                     73028                    0.22852                   1.83618         
          16.20                     73110                    0.22921                   1.83396         
          16.30                     73319                    0.22716                   1.83300         
          16.40                     73390                    0.22663                   1.83520         
          16.50                     73411                    0.22646                   1.83704         
          16.60                     73220                    0.22764                   1.84279         
          16.70                     73033                    0.22820                   1.84663         
          16.80                     73033                    0.22801                   1.84773         
          16.90                     72960                    0.22872                   1.84761         
          17.00                     72965                    0.22826                   1.84502         
          17.10                     73014                    0.22855                   1.84418         
          17.20                     72905                    0.22934                   1.84761         
          17.30                     72996                    0.22789                   1.84847         
          17.40                     73046                    0.22807                   1.84651         
          17.50                     73104                    0.22789                   1.84313         
          17.60                     73007                    0.22879                   1.83958         
          17.70                     72891                    0.22966                   1.83969         
          17.80                     72813                    0.22967                   1.84414         
          17.90                     72771                    0.23027                   1.84706         
          18.00                     72782                    0.23031                   1.85125         
          18.10                     73051                    0.22837                   1.84914         
          18.20                     73086                    0.22812                   1.84637         
          18.30                     73125                    0.22778                   1.84359         
          18.40                     73194                    0.22699                   1.84260         
          18.50                     73228                    0.22730                   1.84326         
          18.60                     73441                    0.22508                   1.84443         
          18.70                     73534                    0.22543                   1.84453         
          18.80                     73698                    0.22379                   1.84160         
          18.90                     73831                    0.22312                   1.83742         
          19.00                     73879                    0.22362                   1.83622         
          19.10                     74014                    0.22190                   1.83401         
          19.20                     74042                    0.22261                   1.83334         
          19.30                     73828                    0.22289                   1.83688         
          19.40                     73746                    0.22400                   1.83995         
          19.50                     73750                    0.22305                   1.84235         
          19.60                     73744                    0.22432                   1.84498         
          19.70                     73778                    0.22431                   1.84685         
          19.80                     73641                    0.22494                   1.85089         
          19.90                     73647                    0.22495                   1.85167         
          20.00                     73702                    0.22427                   1.85122         
          20.10                     73939                    0.22161                   1.84917         
          20.20                     73985                    0.22180                   1.84788         
          20.30                     73998                    0.22088                   1.84808         
          20.40                     73909                    0.22259                   1.84686         
          20.50                     73838                    0.22389                   1.84423         
          20.60                     74080                    0.22154                   1.83563         
          20.70                     74178                    0.22141                   1.83412         
          20.80                     74109                    0.22220                   1.83269         
          20.90                     73881                    0.22427                   1.83413         
          21.00                     73935                    0.22177                   1.83454         
          21.10                     73942                    0.22379                   1.83543         
          21.20                     73914                    0.22421                   1.83598         
          21.30                     73958                    0.22322                   1.83523         
          21.40                     73955                    0.22277                   1.83772         
          21.50                     73999                    0.22282                   1.83788         
          21.60                     74119                    0.22265                   1.83371         
          21.70                     73835                    0.22392                   1.83517         
          21.80                     73782                    0.22565                   1.83423         
          21.90                     73811                    0.22387                   1.83130         
          22.00                     73724                    0.22431                   1.83236         
          22.10                     73715                    0.22461                   1.83300         
          22.20                     73707                    0.22499                   1.83338         
          22.30                     73580                    0.22603                   1.83615         
          22.40                     73306                    0.22703                   1.84229         
          22.50                     73103                    0.22844                   1.84791         
          22.60                     73148                    0.22841                   1.84903         
          22.70                     73325                    0.22699                   1.84641         
          22.80                     73488                    0.22557                   1.84629         
          22.90                     73730                    0.22444                   1.84795         
          23.00                     74018                    0.22267                   1.84719         
          23.10                     74236                    0.22082                   1.84511         
          23.20                     74328                    0.22052                   1.84217         
          23.30                     74412                    0.21991                   1.84060         
          23.40                     74383                    0.22046                   1.83903         
          23.50                     74490                    0.21945                   1.83667         
          23.60                     74588                    0.21859                   1.83596         
          23.70                     74643                    0.21821                   1.83587         
          23.80                     74712                    0.21816                   1.83302         
          23.90                     74468                    0.22043                   1.83511         
          24.00                     74391                    0.22107                   1.83389         
          24.10                     74253                    0.22084                   1.82977         
          24.20                     74053                    0.22424                   1.82757         
          24.30                     73890                    0.22468                   1.83085         
          24.40                     73822                    0.22469                   1.83478         
          24.50                     73760                    0.22511                   1.83733         
          24.60                     73574                    0.22661                   1.84180         
          24.70                     73597                    0.22565                   1.84291         
          24.80                     73559                    0.22525                   1.84682         
          24.90                     73540                    0.22576                   1.84488         
          25.00                     73655                    0.22522                   1.83658         
          25.10                     73580                    0.22652                   1.83615         
          25.20                     73405                    0.22601                   1.83840         
          25.30                     73396                    0.22654                   1.84007         
          25.40                     73565                    0.22536                   1.84023         
          25.50                     73484                    0.22594                   1.84263         
          25.60                     73709                    0.22422                   1.83968         
          25.70                     73688                    0.22535                   1.83818         
          25.80                     73692                    0.22457                   1.83551         
          25.90                     73785                    0.22524                   1.83385         
          26.00                     73766                    0.22387                   1.83780         
          26.10                     73775                    0.22423                   1.84060         
          26.20                     73796                    0.22441                   1.83954         
