           tauB                     NinLC                      phiL          
           0.00                     21478                    0.51436                   1.67384         
           0.10                     22284                    0.49771                   1.81718         
           0.20                     23839                    0.48542                   1.86256         
           0.30                     25328                    0.47774                   1.90178         
           0.40                     26465                    0.47279                   1.93853         
           0.50                     27785                    0.46528                   1.95752         
           0.60                     29201                    0.45940                   1.96395         
           0.70                     30483                    0.45332                   1.97395         
           0.80                     31756                    0.44743                   1.97760         
           0.90                     33408                    0.43861                   1.98157         
           1.00                     34659                    0.43256                   1.99913         
           1.10                     36055                    0.42332                   2.00048         
           1.20                     37378                    0.41816                   2.00215         
           1.30                     38766                    0.41405                   1.99923         
           1.40                     40188                    0.40654                   1.99494         
           1.50                     41560                    0.40077                   1.99402         
           1.60                     42924                    0.39310                   1.99429         
           1.70                     44345                    0.38730                   1.99145         
           1.80                     45661                    0.38070                   1.98721         
           1.90                     46946                    0.37560                   1.98565         
           2.00                     48216                    0.36888                   1.98671         
           2.10                     49447                    0.36216                   1.98987         
           2.20                     50865                    0.35453                   1.98851         
           2.30                     52152                    0.34799                   1.98626         
           2.40                     53340                    0.34229                   1.98409         
           2.50                     54512                    0.33567                   1.97957         
           2.60                     55788                    0.32807                   1.97268         
           2.70                     56804                    0.32286                   1.97001         
           2.80                     57845                    0.31733                   1.96721         
           2.90                     58822                    0.31215                   1.96638         
           3.00                     59850                    0.30528                   1.96521         
           3.10                     61042                    0.29877                   1.95917         
           3.20                     61943                    0.29401                   1.95502         
           3.30                     62823                    0.28782                   1.95002         
           3.40                     63706                    0.28375                   1.94861         
           3.50                     64552                    0.27786                   1.94545         
           3.60                     65174                    0.27438                   1.94639         
           3.70                     65812                    0.27003                   1.94642         
           3.80                     66438                    0.26734                   1.94484         
           3.90                     67166                    0.26254                   1.94046         
           4.00                     67674                    0.26021                   1.93888         
           4.10                     68368                    0.25452                   1.93409         
           4.20                     68765                    0.25214                   1.93702         
           4.30                     69127                    0.25044                   1.93588         
           4.40                     69433                    0.24929                   1.93652         
           4.50                     69839                    0.24583                   1.93591         
           4.60                     70162                    0.24365                   1.93715         
           4.70                     70434                    0.24246                   1.93594         
           4.80                     70887                    0.23970                   1.93477         
           4.90                     71239                    0.23596                   1.93300         
           5.00                     71216                    0.23694                   1.93835         
           5.10                     71540                    0.23496                   1.93524         
           5.20                     71750                    0.23400                   1.93359         
           5.30                     72030                    0.23185                   1.92516         
           5.40                     72101                    0.23268                   1.92139         
           5.50                     72286                    0.23134                   1.92001         
           5.60                     72477                    0.22883                   1.92275         
           5.70                     72611                    0.22918                   1.92197         
           5.80                     72804                    0.22765                   1.91438         
           5.90                     72755                    0.22857                   1.91428         
           6.00                     72939                    0.22667                   1.91269         
           6.10                     72919                    0.22743                   1.91525         
           6.20                     72944                    0.22681                   1.91832         
           6.30                     73027                    0.22671                   1.91926         
           6.40                     72932                    0.22772                   1.91844         
           6.50                     73027                    0.22570                   1.91921         
           6.60                     73030                    0.22563                   1.91777         
           6.70                     72999                    0.22579                   1.91685         
           6.80                     73041                    0.22555                   1.91711         
           6.90                     72992                    0.22722                   1.91198         
           7.00                     72753                    0.22864                   1.91154         
           7.10                     72686                    0.22906                   1.91209         
           7.20                     72691                    0.22897                   1.91139         
           7.30                     72715                    0.22855                   1.91145         
           7.40                     72593                    0.22907                   1.91373         
           7.50                     72527                    0.23027                   1.91696         
           7.60                     72795                    0.22775                   1.90917         
           7.70                     72734                    0.22775                   1.90889         
           7.80                     72692                    0.22942                   1.91138         
           7.90                     72744                    0.22885                   1.90905         
           8.00                     72756                    0.22971                   1.90623         
           8.10                     72663                    0.23070                   1.90789         
           8.20                     72643                    0.23080                   1.91044         
           8.30                     72628                    0.23008                   1.91178         
           8.40                     72674                    0.22935                   1.90769         
           8.50                     72542                    0.23148                   1.90959         
           8.60                     72470                    0.23115                   1.90813         
           8.70                     72457                    0.23118                   1.90710         
           8.80                     72548                    0.23049                   1.90736         
           8.90                     72757                    0.22878                   1.90450         
           9.00                     72655                    0.22938                   1.90655         
           9.10                     72838                    0.22797                   1.90632         
           9.20                     72844                    0.22861                   1.91290         
           9.30                     72742                    0.22836                   1.91974         
           9.40                     72586                    0.22831                   1.92520         
           9.50                     72537                    0.22935                   1.92705         
           9.60                     72635                    0.22860                   1.92539         
           9.70                     72684                    0.22837                   1.92224         
           9.80                     72828                    0.22762                   1.91905         
           9.90                     72821                    0.22783                   1.91891         
          10.00                     72613                    0.22877                   1.92132         
          10.10                     72665                    0.22966                   1.91763         
          10.20                     72617                    0.22967                   1.91320         
          10.30                     72541                    0.22814                   1.91534         
          10.40                     72653                    0.22836                   1.91529         
          10.50                     72777                    0.22795                   1.91462         
          10.60                     72722                    0.22866                   1.91589         
          10.70                     72749                    0.22835                   1.91730         
          10.80                     72850                    0.22778                   1.91660         
          10.90                     72800                    0.22785                   1.91804         
          11.00                     72941                    0.22688                   1.91698         
          11.10                     73149                    0.22536                   1.91429         
          11.20                     73254                    0.22434                   1.91207         
          11.30                     73392                    0.22377                   1.91266         
          11.40                     73566                    0.22218                   1.91289         
          11.50                     73666                    0.22210                   1.91012         
          11.60                     73751                    0.22220                   1.90890         
          11.70                     73730                    0.22195                   1.91125         
          11.80                     73683                    0.22212                   1.91519         
          11.90                     73771                    0.22155                   1.91342         
          12.00                     73964                    0.22023                   1.90862         
          12.10                     73832                    0.22120                   1.90862         
          12.20                     73651                    0.22206                   1.91517         
          12.30                     73683                    0.22320                   1.91598         
          12.40                     73780                    0.22167                   1.91802         
          12.50                     73731                    0.22186                   1.92281         
          12.60                     73801                    0.22098                   1.92029         
          12.70                     73861                    0.22080                   1.91572         
          12.80                     73759                    0.22310                   1.91502         
          12.90                     73806                    0.22042                   1.91653         
          13.00                     73721                    0.22123                   1.92085         
          13.10                     73810                    0.22105                   1.92018         
          13.20                     74000                    0.22049                   1.91453         
          13.30                     73974                    0.22062                   1.91158         
          13.40                     73984                    0.22081                   1.90771         
          13.50                     73790                    0.22117                   1.91255         
          13.60                     73555                    0.22311                   1.91841         
          13.70                     73575                    0.22294                   1.91848         
          13.80                     73541                    0.22291                   1.91827         
          13.90                     73401                    0.22380                   1.92177         
          14.00                     73326                    0.22483                   1.92591         
          14.10                     73290                    0.22424                   1.93114         
          14.20                     73439                    0.22323                   1.92833         
          14.30                     73513                    0.22391                   1.92678         
          14.40                     73738                    0.22209                   1.92427         
          14.50                     73862                    0.22029                   1.92035         
          14.60                     73838                    0.22077                   1.91516         
          14.70                     73901                    0.22155                   1.91381         
          14.80                     73864                    0.22201                   1.91535         
          14.90                     73922                    0.22004                   1.91427         
          15.00                     73843                    0.22151                   1.91453         
          15.10                     73707                    0.22249                   1.91785         
          15.20                     73714                    0.22171                   1.91726         
          15.30                     73650                    0.22185                   1.91635         
          15.40                     73469                    0.22398                   1.91708         
          15.50                     73579                    0.22274                   1.91377         
          15.60                     73340                    0.22478                   1.91734         
          15.70                     73248                    0.22546                   1.92122         
          15.80                     73139                    0.22614                   1.92472         
          15.90                     73298                    0.22450                   1.92630         
          16.00                     73305                    0.22433                   1.93049         
          16.10                     73479                    0.22299                   1.93129         
          16.20                     73621                    0.22214                   1.92720         
          16.30                     73671                    0.22091                   1.92552         
          16.40                     73820                    0.22122                   1.92021         
          16.50                     73769                    0.22112                   1.91578         
          16.60                     73726                    0.22048                   1.91464         
          16.70                     73773                    0.22173                   1.91555         
          16.80                     73636                    0.22270                   1.91849         
          16.90                     73687                    0.22209                   1.92171         
          17.00                     73738                    0.22217                   1.92139         
          17.10                     73828                    0.22050                   1.92003         
          17.20                     73592                    0.22359                   1.92183         
          17.30                     73545                    0.22329                   1.91842         
          17.40                     73215                    0.22504                   1.92108         
          17.50                     73123                    0.22570                   1.92378         
          17.60                     73192                    0.22538                   1.92177         
          17.70                     73300                    0.22462                   1.92037         
          17.80                     73465                    0.22327                   1.91753         
          17.90                     73469                    0.22390                   1.91516         
          18.00                     73510                    0.22276                   1.91640         
          18.10                     73314                    0.22417                   1.92228         
          18.20                     73359                    0.22442                   1.92470         
          18.30                     73610                    0.22250                   1.92140         
          18.40                     73495                    0.22295                   1.92094         
          18.50                     73386                    0.22429                   1.92078         
          18.60                     73148                    0.22704                   1.92529         
          18.70                     73218                    0.22500                   1.92784         
          18.80                     73036                    0.22675                   1.93427         
          18.90                     73084                    0.22504                   1.94099         
          19.00                     73214                    0.22385                   1.94028         
          19.10                     73204                    0.22460                   1.93766         
          19.20                     73076                    0.22589                   1.93447         
          19.30                     73107                    0.22675                   1.93238         
          19.40                     73096                    0.22496                   1.93314         
          19.50                     73163                    0.22492                   1.93065         
          19.60                     73117                    0.22613                   1.93063         
          19.70                     73210                    0.22493                   1.92944         
          19.80                     73332                    0.22434                   1.92622         
          19.90                     73582                    0.22242                   1.92141         
          20.00                     73537                    0.22360                   1.91915         
          20.10                     73571                    0.22228                   1.91536         
          20.20                     73561                    0.22370                   1.91422         
          20.30                     73408                    0.22458                   1.91765         
          20.40                     73262                    0.22538                   1.92317         
          20.50                     73103                    0.22570                   1.93183         
          20.60                     72902                    0.22749                   1.93890         
          20.70                     73089                    0.22541                   1.93612         
          20.80                     73024                    0.22537                   1.93509         
          20.90                     72974                    0.22616                   1.93655         
          21.00                     72958                    0.22577                   1.93553         
          21.10                     73067                    0.22567                   1.93028         
          21.20                     73102                    0.22598                   1.92674         
          21.30                     73371                    0.22380                   1.91695         
          21.40                     73462                    0.22290                   1.91043         
          21.50                     73526                    0.22399                   1.91052         
          21.60                     73364                    0.22417                   1.91500         
          21.70                     73326                    0.22434                   1.91923         
          21.80                     73305                    0.22483                   1.91983         
