           tauB                     NinLC                      phiL          
           0.00                     21508                    0.51443                   1.67270         
           0.10                     22402                    0.49915                   1.81820         
           0.20                     23958                    0.48785                   1.86604         
           0.30                     25135                    0.48081                   1.91066         
           0.40                     26151                    0.47498                   1.94807         
           0.50                     27365                    0.47156                   1.96747         
           0.60                     28432                    0.46628                   1.98931         
           0.70                     29662                    0.46101                   2.00427         
           0.80                     30967                    0.45430                   2.01175         
           0.90                     32325                    0.44969                   2.01479         
           1.00                     33400                    0.44367                   2.02556         
           1.10                     34408                    0.43810                   2.03505         
           1.20                     35684                    0.43093                   2.02563         
           1.30                     36569                    0.42784                   2.03728         
           1.40                     37525                    0.42329                   2.03399         
           1.50                     38666                    0.41862                   2.02951         
           1.60                     39729                    0.41291                   2.02496         
           1.70                     40638                    0.40878                   2.01948         
           1.80                     41574                    0.40253                   2.02063         
           1.90                     42596                    0.39756                   2.02383         
           2.00                     43698                    0.39264                   2.01763         
           2.10                     44434                    0.38872                   2.01459         
           2.20                     45213                    0.38470                   2.01756         
           2.30                     45885                    0.38063                   2.01751         
           2.40                     46674                    0.37681                   2.00465         
           2.50                     47296                    0.37471                   1.99332         
           2.60                     47552                    0.37266                   2.00407         
           2.70                     48102                    0.37007                   2.00229         
           2.80                     48572                    0.36832                   2.00049         
           2.90                     48863                    0.36567                   2.00455         
           3.00                     49372                    0.36316                   2.00126         
           3.10                     49804                    0.36127                   2.00043         
           3.20                     49980                    0.36009                   1.99868         
           3.30                     50304                    0.35868                   1.99735         
           3.40                     50554                    0.35762                   1.99914         
           3.50                     50782                    0.35534                   1.99166         
           3.60                     51027                    0.35547                   1.98303         
           3.70                     51033                    0.35536                   1.98642         
           3.80                     51173                    0.35493                   1.98238         
           3.90                     51209                    0.35345                   1.97859         
           4.00                     51287                    0.35405                   1.98081         
           4.10                     51289                    0.35398                   1.97959         
           4.20                     51095                    0.35449                   1.98489         
           4.30                     51355                    0.35314                   1.98235         
           4.40                     51236                    0.35254                   1.98637         
           4.50                     51384                    0.35349                   1.98383         
           4.60                     51004                    0.35459                   1.99318         
           4.70                     51019                    0.35417                   1.99107         
           4.80                     51024                    0.35563                   1.99513         
           4.90                     51385                    0.35293                   1.98881         
           5.00                     51022                    0.35446                   2.00084         
           5.10                     51192                    0.35266                   1.99828         
           5.20                     51406                    0.35336                   1.99011         
           5.30                     51711                    0.35132                   1.98402         
           5.40                     51749                    0.35077                   1.98642         
           5.50                     51892                    0.34924                   1.98067         
           5.60                     51889                    0.35010                   1.97891         
           5.70                     52185                    0.34891                   1.97367         
           5.80                     52000                    0.35023                   1.98688         
           5.90                     51947                    0.35015                   1.99019         
           6.00                     52202                    0.34827                   1.98350         
           6.10                     52190                    0.34890                   1.98385         
           6.20                     52041                    0.34947                   1.98996         
           6.30                     52196                    0.34787                   1.98524         
           6.40                     52071                    0.34796                   1.98540         
           6.50                     52084                    0.34851                   1.98673         
           6.60                     52080                    0.34842                   1.98922         
           6.70                     52201                    0.34829                   1.98443         
           6.80                     52437                    0.34733                   1.98460         
           6.90                     52268                    0.34796                   1.99158         
           7.00                     52658                    0.34576                   1.98068         
           7.10                     52183                    0.34816                   1.99143         
           7.20                     52423                    0.34736                   1.98384         
           7.30                     52574                    0.34674                   1.98030         
           7.40                     52438                    0.34761                   1.98564         
           7.50                     52570                    0.34601                   1.97945         
           7.60                     52755                    0.34591                   1.97184         
           7.70                     52523                    0.34727                   1.97933         
           7.80                     52404                    0.34786                   1.98352         
           7.90                     52173                    0.34873                   1.98925         
           8.00                     52301                    0.34637                   1.98571         
           8.10                     52268                    0.34731                   1.98301         
           8.20                     52560                    0.34815                   1.97219         
           8.30                     52349                    0.34809                   1.98231         
           8.40                     52303                    0.34809                   1.98727         
           8.50                     52531                    0.34744                   1.98694         
           8.60                     52776                    0.34620                   1.98232         
           8.70                     52470                    0.34647                   1.99485         
           8.80                     52950                    0.34465                   1.98253         
           8.90                     53247                    0.34338                   1.97342         
           9.00                     53306                    0.34390                   1.96248         
           9.10                     52847                    0.34544                   1.97529         
           9.20                     52722                    0.34552                   1.98417         
           9.30                     52884                    0.34569                   1.98367         
           9.40                     53036                    0.34475                   1.97673         
           9.50                     53014                    0.34374                   1.97608         
           9.60                     53182                    0.34574                   1.96707         
           9.70                     52564                    0.34638                   1.98170         
           9.80                     52396                    0.34588                   1.98723         
           9.90                     52469                    0.34866                   1.98228         
          10.00                     52322                    0.34781                   1.99083         
          10.10                     52257                    0.34857                   1.99307         
          10.20                     52255                    0.34760                   1.98187         
          10.30                     52205                    0.34920                   1.97374         
          10.40                     51988                    0.35002                   1.97970         
          10.50                     51944                    0.35028                   1.98190         
          10.60                     52327                    0.34886                   1.97561         
          10.70                     51995                    0.34932                   1.98629         
          10.80                     51941                    0.34998                   1.98212         
          10.90                     51855                    0.35083                   1.97810         
          11.00                     51702                    0.35084                   1.98798         
          11.10                     51829                    0.35018                   1.98615         
          11.20                     51895                    0.35090                   1.98371         
          11.30                     51929                    0.35036                   1.98358         
          11.40                     52045                    0.35036                   1.97669         
          11.50                     51710                    0.35146                   1.98064         
          11.60                     51647                    0.35263                   1.97995         
          11.70                     51653                    0.35179                   1.97792         
          11.80                     52004                    0.35092                   1.96423         
          11.90                     51548                    0.35196                   1.97785         
          12.00                     51377                    0.35265                   1.98924         
          12.10                     51465                    0.35248                   1.98478         
          12.20                     51450                    0.35226                   1.99101         
          12.30                     51444                    0.35202                   1.99681         
          12.40                     51880                    0.35039                   1.98356         
          12.50                     51617                    0.35178                   1.98067         
          12.60                     51699                    0.35096                   1.98606         
          12.70                     51513                    0.35095                   2.00267         
          12.80                     51893                    0.34873                   1.99916         
          12.90                     52014                    0.34975                   1.99910         
          13.00                     52439                    0.34720                   1.99397         
          13.10                     52514                    0.34712                   1.98424         
          13.20                     52477                    0.34659                   1.98232         
          13.30                     52513                    0.34685                   1.98561         
          13.40                     52796                    0.34523                   1.98138         
          13.50                     52840                    0.34595                   1.97904         
          13.60                     53156                    0.34437                   1.96455         
          13.70                     53014                    0.34562                   1.96147         
          13.80                     52573                    0.34572                   1.97099         
          13.90                     52589                    0.34639                   1.96837         
          14.00                     52341                    0.34774                   1.97202         
          14.10                     52047                    0.34838                   1.98455         
          14.20                     52091                    0.34852                   1.98713         
          14.30                     52134                    0.34900                   1.98608         
          14.40                     52249                    0.34740                   1.98167         
          14.50                     52342                    0.34816                   1.97806         
          14.60                     52173                    0.34811                   1.98759         
          14.70                     52352                    0.34761                   1.99033         
          14.80                     52240                    0.34727                   1.99905         
          14.90                     52499                    0.34659                   1.99076         
