           tauB                     NinLC                      phiL          
           0.00                     22721                    0.50749                   1.74696         
           0.10                     24065                    0.48728                   1.94400         
           0.20                     26038                    0.47313                   2.01670         
           0.30                     27845                    0.46259                   2.05154         
           0.40                     29832                    0.45164                   2.07505         
           0.50                     31839                    0.44419                   2.09993         
           0.60                     33953                    0.43550                   2.11452         
           0.70                     36146                    0.42461                   2.13090         
           0.80                     38311                    0.41283                   2.14086         
           0.90                     40432                    0.40509                   2.14386         
           1.00                     42549                    0.39284                   2.14815         
           1.10                     44671                    0.38387                   2.14838         
           1.20                     46880                    0.37138                   2.14828         
           1.30                     48930                    0.36134                   2.15288         
           1.40                     51084                    0.34905                   2.15575         
           1.50                     53107                    0.33840                   2.15732         
           1.60                     55244                    0.32673                   2.15682         
           1.70                     57222                    0.31401                   2.15269         
           1.80                     59141                    0.30413                   2.14822         
           1.90                     60936                    0.29421                   2.14066         
           2.00                     62667                    0.28449                   2.13609         
           2.10                     64445                    0.27393                   2.12986         
           2.20                     66148                    0.26260                   2.12386         
           2.30                     67660                    0.25380                   2.12027         
           2.40                     69029                    0.24588                   2.11540         
           2.50                     70379                    0.23763                   2.10735         
           2.60                     71583                    0.22975                   2.09776         
           2.70                     72764                    0.22252                   2.08746         
           2.80                     73881                    0.21654                   2.07949         
           2.90                     74900                    0.20948                   2.07438         
           3.00                     75859                    0.20337                   2.06726         
           3.10                     76581                    0.20013                   2.06248         
           3.20                     77393                    0.19372                   2.05861         
           3.30                     78093                    0.18890                   2.05309         
           3.40                     78648                    0.18617                   2.04823         
           3.50                     79049                    0.18392                   2.04438         
           3.60                     79473                    0.18110                   2.03937         
           3.70                     79774                    0.17838                   2.03553         
           3.80                     79766                    0.17965                   2.03115         
           3.90                     79720                    0.18058                   2.03050         
           4.00                     79712                    0.18031                   2.03120         
           4.10                     79457                    0.18390                   2.03130         
           4.20                     79209                    0.18465                   2.03037         
           4.30                     79008                    0.18456                   2.03164         
           4.40                     78477                    0.18901                   2.03809         
           4.50                     78383                    0.18946                   2.03821         
           4.60                     78325                    0.19044                   2.03611         
           4.70                     78116                    0.19168                   2.03656         
           4.80                     78063                    0.19134                   2.03647         
           4.90                     77954                    0.19230                   2.03915         
           5.00                     77957                    0.19242                   2.04200         
           5.10                     78078                    0.18972                   2.04150         
           5.20                     78114                    0.18951                   2.04232         
           5.30                     78306                    0.18931                   2.03837         
           5.40                     78522                    0.18681                   2.03074         
           5.50                     78564                    0.18767                   2.03111         
           5.60                     78405                    0.19015                   2.03311         
           5.70                     78064                    0.19194                   2.04077         
           5.80                     78113                    0.19055                   2.04455         
           5.90                     78082                    0.18989                   2.04497         
           6.00                     78093                    0.18990                   2.04649         
           6.10                     78022                    0.18979                   2.05188         
           6.20                     78363                    0.18782                   2.04975         
           6.30                     78678                    0.18675                   2.04490         
           6.40                     78855                    0.18549                   2.04648         
           6.50                     78877                    0.18560                   2.05125         
           6.60                     78955                    0.18419                   2.05012         
           6.70                     78787                    0.18707                   2.04870         
           6.80                     78439                    0.18871                   2.05236         
           6.90                     78412                    0.18856                   2.04941         
           7.00                     78454                    0.18863                   2.04577         
           7.10                     78421                    0.18987                   2.03907         
           7.20                     78315                    0.18983                   2.03760         
           7.30                     78309                    0.18986                   2.03719         
           7.40                     78455                    0.18833                   2.03938         
           7.50                     78255                    0.19025                   2.04228         
           7.60                     78162                    0.18999                   2.04372         
           7.70                     78029                    0.19185                   2.04590         
           7.80                     77919                    0.19277                   2.05148         
           7.90                     78180                    0.18973                   2.04808         
           8.00                     78329                    0.18982                   2.04063         
           8.10                     78548                    0.18648                   2.03541         
           8.20                     78725                    0.18603                   2.03132         
           8.30                     78543                    0.18870                   2.02980         
           8.40                     78325                    0.19063                   2.02902         
           8.50                     78431                    0.18966                   2.03023         
           8.60                     78639                    0.18837                   2.02790         
           8.70                     78769                    0.18776                   2.02749         
           8.80                     78726                    0.18765                   2.02695         
           8.90                     78632                    0.18784                   2.02627         
           9.00                     78670                    0.18692                   2.02672         
           9.10                     78617                    0.18843                   2.02460         
           9.20                     78472                    0.18988                   2.02310         
           9.30                     78298                    0.19075                   2.02683         
           9.40                     78222                    0.19078                   2.02787         
           9.50                     77904                    0.19242                   2.03399         
           9.60                     77946                    0.19245                   2.03505         
           9.70                     77797                    0.19277                   2.03557         
           9.80                     77656                    0.19423                   2.03982         
           9.90                     77760                    0.19338                   2.03952         
          10.00                     77969                    0.19183                   2.03642         
          10.10                     77993                    0.19154                   2.03631         
          10.20                     77998                    0.19251                   2.03473         
          10.30                     78333                    0.18873                   2.02614         
          10.40                     78206                    0.19186                   2.02674         
          10.50                     78233                    0.19054                   2.02708         
          10.60                     78244                    0.19038                   2.02735         
          10.70                     78209                    0.19107                   2.02892         
          10.80                     78328                    0.18928                   2.03349         
          10.90                     78439                    0.18978                   2.03192         
          11.00                     78521                    0.18895                   2.03228         
          11.10                     78591                    0.18924                   2.02931         
          11.20                     78601                    0.18844                   2.02726         
          11.30                     78719                    0.18725                   2.02526         
          11.40                     78480                    0.18973                   2.02300         
          11.50                     77984                    0.19387                   2.02812         
          11.60                     78020                    0.19192                   2.02697         
          11.70                     77830                    0.19374                   2.02781         
          11.80                     77725                    0.19309                   2.03118         
          11.90                     77792                    0.19192                   2.02788         
          12.00                     77583                    0.19559                   2.03292         
          12.10                     77424                    0.19600                   2.04020         
          12.20                     77424                    0.19585                   2.04332         
          12.30                     77554                    0.19524                   2.03875         
          12.40                     77554                    0.19471                   2.03962         
          12.50                     77598                    0.19453                   2.04277         
          12.60                     77579                    0.19472                   2.04864         
          12.70                     77725                    0.19521                   2.04380         
          12.80                     77669                    0.19456                   2.04359         
          12.90                     77708                    0.19377                   2.04957         
          13.00                     77780                    0.19335                   2.05135         
          13.10                     77916                    0.19203                   2.05158         
          13.20                     78168                    0.19010                   2.05237         
          13.30                     78340                    0.18825                   2.04821         
          13.40                     78526                    0.18788                   2.04620         
          13.50                     78627                    0.18785                   2.04295         
