           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     86761                    0.57296                   0.61408         
           0.20                     85266                    0.57131                   0.61590         
           0.30                     85157                    0.57029                   0.61576         
           0.40                     87005                    0.57191                   0.61346         
           0.50                     85793                    0.57290                   0.61440         
           0.60                     86037                    0.57023                   0.61471         
           0.70                     85578                    0.57420                   0.61393         
           0.80                     84042                    0.57188                   0.61615         
           0.90                     85156                    0.57553                   0.61484         
           1.00                     85674                    0.57214                   0.61520         
           1.10                     85243                    0.57172                   0.61522         
           1.20                     84749                    0.57109                   0.61600         
           1.30                     84740                    0.57186                   0.61547         
           1.40                     84089                    0.57179                   0.61553         
           1.50                     84541                    0.57328                   0.61513         
           1.60                     85092                    0.57438                   0.61354         
           1.70                     85560                    0.57332                   0.61520         
           1.80                     85519                    0.57385                   0.61448         
           1.90                     83156                    0.57257                   0.61601         
           2.00                     82875                    0.57429                   0.61375         
           2.10                     86138                    0.57535                   0.61281         
           2.20                     83187                    0.57063                   0.61636         
           2.30                     86680                    0.57092                   0.61483         
           2.40                     85458                    0.57098                   0.61473         
           2.50                     85349                    0.57425                   0.61297         
           2.60                     85059                    0.57488                   0.61334         
           2.70                     86216                    0.57254                   0.61434         
           2.80                     86557                    0.57151                   0.61526         
           2.90                     86310                    0.57632                   0.61347         
           3.00                     85754                    0.57358                   0.61393         
           3.10                     84531                    0.57451                   0.61547         
           3.20                     85056                    0.57065                   0.61592         
           3.30                     85105                    0.57360                   0.61408         
           3.40                     85515                    0.57329                   0.61468         
           3.50                     82868                    0.57341                   0.61595         
           3.60                     84550                    0.57373                   0.61540         
           3.70                     86247                    0.57608                   0.61319         
           3.80                     84853                    0.57383                   0.61504         
           3.90                     85748                    0.57088                   0.61468         
           4.00                     85909                    0.57310                   0.61473         
           4.10                     84859                    0.57269                   0.61488         
           4.20                     85306                    0.57153                   0.61589         
           4.30                     85625                    0.57339                   0.61361         
           4.40                     85230                    0.57215                   0.61584         
           4.50                     85354                    0.57473                   0.61389         
           4.60                     86525                    0.57408                   0.61261         
           4.70                     83199                    0.57338                   0.61434         
           4.80                     87405                    0.57618                   0.61239         
           4.90                     85346                    0.57207                   0.61510         
           5.00                     85880                    0.57210                   0.61349         
           5.10                     84299                    0.57456                   0.61413         
           5.20                     81914                    0.57288                   0.61460         
           5.30                     85436                    0.57419                   0.61415         
           5.40                     85674                    0.57270                   0.61403         
           5.50                     85088                    0.57168                   0.61486         
           5.60                     85215                    0.57311                   0.61570         
           5.70                     86179                    0.57334                   0.61413         
           5.80                     86115                    0.57393                   0.61341         
           5.90                     86651                    0.57363                   0.61316         
           6.00                     84447                    0.57136                   0.61448         
           6.10                     86120                    0.57256                   0.61429         
           6.20                     85970                    0.57300                   0.61464         
           6.30                     84029                    0.57249                   0.61495         
           6.40                     85540                    0.57459                   0.61373         
           6.50                     85656                    0.57337                   0.61547         
           6.60                     85404                    0.56858                   0.61692         
           6.70                     86767                    0.57476                   0.61345         
           6.80                     83345                    0.56965                   0.61579         
           6.90                     86764                    0.57283                   0.61370         
           7.00                     84654                    0.57403                   0.61531         
           7.10                     83787                    0.57549                   0.61489         
           7.20                     85119                    0.57433                   0.61327         
           7.30                     82771                    0.57282                   0.61650         
           7.40                     86290                    0.57067                   0.61559         
           7.50                     85347                    0.57259                   0.61520         
           7.60                     86056                    0.57151                   0.61437         
           7.70                     86242                    0.57125                   0.61427         
           7.80                     84138                    0.57472                   0.61390         
           7.90                     86254                    0.57270                   0.61342         
           8.00                     85336                    0.57295                   0.61469         
           8.10                     85664                    0.57158                   0.61489         
           8.20                     84814                    0.57032                   0.61680         
           8.30                     85778                    0.57063                   0.61514         
           8.40                     85915                    0.57358                   0.61519         
           8.50                     85441                    0.57344                   0.61479         
           8.60                     86670                    0.57358                   0.61390         
           8.70                     84554                    0.57183                   0.61510         
           8.80                     79239                    0.57237                   0.61559         
           8.90                     84176                    0.57369                   0.61519         
           9.00                     85708                    0.57459                   0.61343         
           9.10                     86075                    0.57350                   0.61346         
           9.20                     84742                    0.57349                   0.61446         
           9.30                     83976                    0.57451                   0.61405         
           9.40                     85131                    0.57057                   0.61559         
           9.50                     85490                    0.57543                   0.61370         
           9.60                     84967                    0.57522                   0.61339         
           9.70                     86208                    0.56925                   0.61583         
           9.80                     84320                    0.56769                   0.61632         
           9.90                     86036                    0.57248                   0.61345         
          10.00                     85734                    0.57309                   0.61323         
          10.10                     85890                    0.57230                   0.61358         
          10.20                     85150                    0.57443                   0.61420         
          10.30                     85011                    0.57271                   0.61496         
          10.40                     85395                    0.57465                   0.61413         
          10.50                     85504                    0.57159                   0.61449         
          10.60                     83132                    0.57331                   0.61649         
          10.70                     86417                    0.57208                   0.61435         
          10.80                     84839                    0.57351                   0.61378         
          10.90                     86713                    0.57415                   0.61300         
          11.00                     86667                    0.57561                   0.61322         
          11.10                     83059                    0.57310                   0.61501         
          11.20                     85035                    0.57292                   0.61501         
          11.30                     86979                    0.57524                   0.61297         
          11.40                     86319                    0.57519                   0.61321         
          11.50                     85954                    0.57035                   0.61454         
          11.60                     86246                    0.57322                   0.61370         
          11.70                     86174                    0.57299                   0.61417         
          11.80                     86478                    0.57591                   0.61281         
          11.90                     86680                    0.57417                   0.61326         
          12.00                     85107                    0.57283                   0.61517         
          12.10                     85536                    0.57272                   0.61458         
          12.20                     86169                    0.57197                   0.61455         
          12.30                     86249                    0.57396                   0.61446         
          12.40                     85666                    0.56834                   0.61600         
          12.50                     84755                    0.57255                   0.61502         
          12.60                     83990                    0.57308                   0.61460         
          12.70                     84646                    0.57143                   0.61578         
          12.80                     85554                    0.57249                   0.61483         
          12.90                     85778                    0.57189                   0.61483         
          13.00                     86311                    0.57540                   0.61330         
          13.10                     82625                    0.57470                   0.61583         
          13.20                     85302                    0.57440                   0.61408         
          13.30                     85900                    0.57136                   0.61481         
          13.40                     83466                    0.56894                   0.61733         
          13.50                     85114                    0.57322                   0.61445         
          13.60                     83011                    0.57432                   0.61539         
          13.70                     84785                    0.57406                   0.61466         
          13.80                     84821                    0.57522                   0.61401         
          13.90                     81050                    0.57297                   0.61549         
          14.00                     84698                    0.57308                   0.61499         
          14.10                     84975                    0.57214                   0.61485         
          14.20                     86050                    0.56983                   0.61452         
          14.30                     86091                    0.57201                   0.61467         
          14.40                     85294                    0.57268                   0.61519         
          14.50                     85723                    0.57083                   0.61537         
          14.60                     84685                    0.57204                   0.61546         
          14.70                     83268                    0.56982                   0.61689         
          14.80                     86061                    0.57177                   0.61467         
          14.90                     85997                    0.57425                   0.61310         
          15.00                     84658                    0.57137                   0.61631         
          15.10                     84450                    0.57220                   0.61449         
          15.20                     84104                    0.57541                   0.61449         
          15.30                     85398                    0.57332                   0.61409         
          15.40                     85117                    0.57348                   0.61446         
          15.50                     85163                    0.57272                   0.61517         
          15.60                     84253                    0.57531                   0.61558         
          15.70                     84357                    0.57275                   0.61565         
          15.80                     84919                    0.56693                   0.61658         
          15.90                     85017                    0.57208                   0.61524         
          16.00                     85925                    0.57122                   0.61466         
          16.10                     85360                    0.57325                   0.61487         
          16.20                     82368                    0.57080                   0.61839         
          16.30                     85581                    0.57282                   0.61462         
          16.40                     85423                    0.57235                   0.61587         
          16.50                     85102                    0.57044                   0.61558         
          16.60                     84996                    0.57001                   0.61605         
          16.70                     85270                    0.57157                   0.61626         
          16.80                     82186                    0.57514                   0.61444         
          16.90                     85843                    0.57077                   0.61525         
          17.00                     86321                    0.57128                   0.61528         
          17.10                     83674                    0.57160                   0.61621         
          17.20                     83742                    0.57000                   0.61635         
          17.30                     82759                    0.56802                   0.61648         
          17.40                     85775                    0.57243                   0.61518         
          17.50                     86925                    0.57135                   0.61420         
          17.60                     84722                    0.57260                   0.61497         
          17.70                     85900                    0.57752                   0.61291         
          17.80                     83666                    0.57308                   0.61494         
          17.90                     85936                    0.57520                   0.61423         
          18.00                     84868                    0.57311                   0.61517         
          18.10                     86094                    0.56797                   0.61641         
          18.20                     83847                    0.57296                   0.61580         
          18.30                     84142                    0.57158                   0.61566         
          18.40                     86296                    0.57642                   0.61340         
          18.50                     85567                    0.57169                   0.61451         
          18.60                     85106                    0.56994                   0.61601         
          18.70                     87005                    0.57072                   0.61467         
          18.80                     85957                    0.57451                   0.61379         
          18.90                     84239                    0.57232                   0.61562         
          19.00                     85112                    0.57025                   0.61560         
          19.10                     84755                    0.57407                   0.61403         
          19.20                     86201                    0.57139                   0.61420         
          19.30                     86632                    0.57244                   0.61372         
          19.40                     86502                    0.56987                   0.61560         
          19.50                     84284                    0.56965                   0.61729         
          19.60                     84460                    0.57021                   0.61746         
          19.70                     85673                    0.57174                   0.61529         
          19.80                     85361                    0.57447                   0.61443         
          19.90                     86311                    0.57163                   0.61451         
          20.00                     84029                    0.57135                   0.61511         
          20.10                     85917                    0.56985                   0.61514         
          20.20                     86265                    0.57351                   0.61451         
          20.30                     85247                    0.57065                   0.61571         
          20.40                     85720                    0.57508                   0.61400         
          20.50                     82726                    0.56979                   0.61644         
          20.60                     84853                    0.57200                   0.61517         
          20.70                     85328                    0.57132                   0.61506         
          20.80                     86412                    0.57400                   0.61359         
          20.90                     84285                    0.57178                   0.61545         
          21.00                     86482                    0.56953                   0.61527         
          21.10                     85616                    0.57468                   0.61294         
          21.20                     85946                    0.57003                   0.61576         
          21.30                     87057                    0.57410                   0.61347         
          21.40                     87321                    0.57561                   0.61218         
          21.50                     85642                    0.57309                   0.61447         
          21.60                     84760                    0.57294                   0.61547         
          21.70                     84938                    0.57223                   0.61533         
          21.80                     82064                    0.56959                   0.61838         
          21.90                     84595                    0.57279                   0.61543         
          22.00                     86204                    0.57138                   0.61461         
          22.10                     84909                    0.57433                   0.61421         
          22.20                     82265                    0.57341                   0.61492         
          22.30                     84889                    0.57026                   0.61521         
          22.40                     86206                    0.57501                   0.61370         
          22.50                     85081                    0.57244                   0.61485         
          22.60                     84016                    0.57284                   0.61605         
          22.70                     85967                    0.57266                   0.61454         
          22.80                     86145                    0.57357                   0.61391         
          22.90                     85055                    0.57283                   0.61456         
          23.00                     85271                    0.57396                   0.61397         
          23.10                     84976                    0.57315                   0.61517         
          23.20                     82399                    0.57458                   0.61347         
          23.30                     86703                    0.57299                   0.61362         
          23.40                     82062                    0.57123                   0.61656         
          23.50                     86858                    0.57086                   0.61449         
          23.60                     84973                    0.57248                   0.61483         
          23.70                     84811                    0.57061                   0.61501         
          23.80                     85071                    0.57221                   0.61526         
          23.90                     86031                    0.57468                   0.61373         
          24.00                     85655                    0.57222                   0.61499         
          24.10                     86327                    0.57325                   0.61461         
          24.20                     86383                    0.57117                   0.61407         
          24.30                     85191                    0.57514                   0.61378         
          24.40                     83794                    0.57360                   0.61343         
          24.50                     86595                    0.57371                   0.61331         
          24.60                     86852                    0.57209                   0.61380         
          24.70                     84383                    0.57104                   0.61551         
          24.80                     84882                    0.57087                   0.61608         
          24.90                     80966                    0.57438                   0.61619         
          25.00                     86176                    0.57374                   0.61420         
          25.10                     85466                    0.57473                   0.61448         
          25.20                     85949                    0.57407                   0.61416         
          25.30                     85120                    0.57173                   0.61511         
          25.40                     86539                    0.57384                   0.61423         
          25.50                     84696                    0.57279                   0.61518         
          25.60                     82791                    0.57398                   0.61367         
          25.70                     84735                    0.57216                   0.61528         
          25.80                     85591                    0.57360                   0.61457         
          25.90                     84399                    0.57051                   0.61732         
          26.00                     84500                    0.57016                   0.61511         
          26.10                     86198                    0.57368                   0.61368         
          26.20                     83463                    0.57343                   0.61611         
          26.30                     85431                    0.57261                   0.61538         
          26.40                     86592                    0.57200                   0.61517         
          26.50                     85324                    0.57230                   0.61534         
          26.60                     84473                    0.57303                   0.61487         
          26.70                     85418                    0.57233                   0.61627         
          26.80                     86383                    0.57263                   0.61421         
          26.90                     86020                    0.57311                   0.61541         
          27.00                     85505                    0.57253                   0.61490         
          27.10                     87003                    0.57553                   0.61280         
          27.20                     85684                    0.57397                   0.61459         
          27.30                     87233                    0.57343                   0.61364         
          27.40                     85194                    0.57222                   0.61500         
          27.50                     78705                    0.57169                   0.61801         
          27.60                     84771                    0.57211                   0.61581         
          27.70                     85677                    0.57206                   0.61436         
          27.80                     85011                    0.57224                   0.61441         
          27.90                     84489                    0.57193                   0.61522         
          28.00                     85587                    0.57292                   0.61443         
          28.10                     85409                    0.57490                   0.61359         
          28.20                     86362                    0.57097                   0.61532         
          28.30                     85627                    0.57347                   0.61393         
          28.40                     85313                    0.57001                   0.61540         
          28.50                     85026                    0.57249                   0.61532         
          28.60                     85354                    0.57448                   0.61442         
          28.70                     84770                    0.57231                   0.61591         
          28.80                     85005                    0.57228                   0.61537         
          28.90                     85348                    0.57065                   0.61516         
          29.00                     85006                    0.57149                   0.61540         
          29.10                     87612                    0.57482                   0.61276         
          29.20                     84100                    0.57080                   0.61641         
          29.30                     87222                    0.57188                   0.61340         
          29.40                     84960                    0.57021                   0.61581         
          29.50                     84483                    0.57272                   0.61549         
          29.60                     84060                    0.57194                   0.61679         
          29.70                     86288                    0.57084                   0.61504         
          29.80                     86858                    0.57271                   0.61425         
          29.90                     85978                    0.57557                   0.61386         
          30.00                     84364                    0.57184                   0.61653         
          30.10                     83155                    0.56957                   0.61611         
          30.20                     85852                    0.57455                   0.61440         
