           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                      5482                    0.59591                   0.60685         
           0.20                      3782                    0.59562                   0.60617         
           0.30                      2617                    0.59669                   0.61055         
           0.40                      2834                    0.59672                   0.60701         
           0.50                      3031                    0.59741                   0.60999         
           0.60                      4920                    0.59725                   0.60590         
           0.70                      3143                    0.59777                   0.60252         
           0.80                      1928                    0.59744                   0.60751         
           0.90                      3595                    0.59759                   0.60694         
           1.00                      2332                    0.59773                   0.60719         
           1.10                      1973                    0.59779                   0.60943         
           1.20                      1641                    0.59781                   0.60477         
           1.30                      1892                    0.59804                   0.60912         
           1.40                      2977                    0.59844                   0.60483         
           1.50                      2536                    0.59816                   0.60648         
           1.60                      2415                    0.59838                   0.61192         
           1.70                      3486                    0.59825                   0.60611         
           1.80                      3366                    0.59849                   0.60656         
           1.90                      2190                    0.59816                   0.60826         
           2.00                      3667                    0.59833                   0.60755         
           2.10                      1880                    0.59848                   0.60349         
           2.20                      4291                    0.59840                   0.60861         
           2.30                      2471                    0.59849                   0.60923         
           2.40                      2386                    0.59843                   0.60890         
           2.50                      1729                    0.59865                   0.60659         
           2.60                      2462                    0.59880                   0.60634         
           2.70                      2917                    0.59860                   0.60373         
           2.80                      1824                    0.59848                   0.61139         
           2.90                      1374                    0.59858                   0.60987         
           3.00                      2189                    0.59888                   0.61157         
           3.10                      1944                    0.59884                   0.60843         
           3.20                      2034                    0.59870                   0.60559         
           3.30                      2087                    0.59862                   0.60348         
           3.40                      1792                    0.59881                   0.60252         
           3.50                      3765                    0.59884                   0.60419         
           3.60                      2725                    0.59886                   0.60802         
           3.70                      2419                    0.59883                   0.60211         
           3.80                      3611                    0.59868                   0.60262         
           3.90                      1543                    0.59884                   0.60646         
           4.00                      3357                    0.59888                   0.60660         
           4.10                      2194                    0.59869                   0.60758         
           4.20                      1955                    0.59885                   0.60601         
           4.30                      2103                    0.59903                   0.60780         
           4.40                      2591                    0.59894                   0.60681         
           4.50                      5793                    0.59902                   0.60677         
           4.60                      2484                    0.59920                   0.60743         
           4.70                      1745                    0.59891                   0.59944         
           4.80                      2615                    0.59883                   0.60602         
           4.90                      2043                    0.59897                   0.60690         
           5.00                      3071                    0.59898                   0.60688         
           5.10                      2061                    0.59892                   0.60568         
           5.20                      1939                    0.59899                   0.60502         
           5.30                      1346                    0.59886                   0.60781         
           5.40                      3298                    0.59891                   0.60447         
           5.50                      5248                    0.59916                   0.60572         
           5.60                      2015                    0.59920                   0.60373         
           5.70                      3643                    0.59912                   0.60343         
           5.80                      2635                    0.59895                   0.60879         
           5.90                      2260                    0.59915                   0.60548         
           6.00                      2586                    0.59893                   0.60548         
           6.10                      2236                    0.59919                   0.60388         
           6.20                      1988                    0.59924                   0.60623         
           6.30                      2110                    0.59908                   0.60775         
           6.40                      2188                    0.59913                   0.60588         
           6.50                      1654                    0.59917                   0.60547         
           6.60                      3450                    0.59928                   0.60819         
           6.70                      1965                    0.59922                   0.60755         
           6.80                      2742                    0.59898                   0.60595         
           6.90                      2607                    0.59924                   0.60727         
           7.00                      2372                    0.59904                   0.60057         
           7.10                      4002                    0.59888                   0.60606         
           7.20                      2048                    0.59924                   0.60579         
           7.30                      3931                    0.59914                   0.60497         
           7.40                      3556                    0.59911                   0.60470         
           7.50                      2326                    0.59914                   0.60298         
           7.60                      1683                    0.59921                   0.60762         
           7.70                      1447                    0.59895                   0.60238         
           7.80                      1879                    0.59897                   0.60213         
           7.90                      2070                    0.59900                   0.60463         
           8.00                      3210                    0.59901                   0.60660         
           8.10                      2447                    0.59907                   0.60430         
           8.20                      4530                    0.59911                   0.60596         
           8.30                      2523                    0.59913                   0.60743         
           8.40                      2744                    0.59927                   0.60326         
           8.50                      3039                    0.59914                   0.60435         
           8.60                      1912                    0.59910                   0.60242         
           8.70                      1607                    0.59914                   0.60180         
           8.80                      2394                    0.59902                   0.60455         
           8.90                      2773                    0.59913                   0.60436         
           9.00                      2203                    0.59901                   0.60308         
           9.10                      1725                    0.59911                   0.60530         
           9.20                      2142                    0.59911                   0.60370         
           9.30                      1970                    0.59919                   0.60732         
           9.40                      4394                    0.59907                   0.60554         
           9.50                      2290                    0.59925                   0.60724         
           9.60                      1992                    0.59921                   0.60464         
           9.70                      2699                    0.59912                   0.60514         
           9.80                      1808                    0.59899                   0.60133         
