           tauB                     NinLC                      phiL          
           0.00                     12369                    0.55732                   1.42434         
           0.10                     13428                    0.55133                   1.40733         
           0.20                     13110                    0.54157                   1.46337         
           0.30                     13455                    0.53469                   1.46808         
           0.40                     13877                    0.52961                   1.45957         
           0.50                     13957                    0.52925                   1.46956         
           0.60                     14235                    0.52816                   1.46112         
           0.70                     14816                    0.52730                   1.43622         
           0.80                     14882                    0.52810                   1.44725         
           0.90                     15683                    0.52567                   1.41685         
           1.00                     15238                    0.52468                   1.45390         
           1.10                     15606                    0.52543                   1.44286         
           1.20                     15914                    0.52462                   1.43652         
           1.30                     16395                    0.52556                   1.41993         
           1.40                     15970                    0.52282                   1.45333         
           1.50                     16570                    0.52345                   1.42666         
           1.60                     16805                    0.52336                   1.42367         
           1.70                     16215                    0.52290                   1.46474         
           1.80                     16391                    0.52212                   1.46354         
           1.90                     16866                    0.52301                   1.44362         
           2.00                     16923                    0.52039                   1.44657         
           2.10                     17195                    0.52008                   1.44113         
           2.20                     17741                    0.51798                   1.42025         
           2.30                     17189                    0.51928                   1.46166         
           2.40                     17369                    0.51760                   1.46230         
           2.50                     17606                    0.51790                   1.45737         
           2.60                     17557                    0.51872                   1.46747         
           2.70                     17909                    0.51676                   1.45820         
           2.80                     17880                    0.51529                   1.47506         
           2.90                     18013                    0.51597                   1.48154         
           3.00                     18468                    0.51432                   1.47324         
           3.10                     18709                    0.51356                   1.47209         
           3.20                     18721                    0.51100                   1.48072         
           3.30                     18947                    0.50983                   1.47734         
           3.40                     19228                    0.50850                   1.47122         
           3.50                     19519                    0.50741                   1.46836         
           3.60                     19653                    0.50829                   1.47086         
           3.70                     19695                    0.50872                   1.47839         
           3.80                     20112                    0.50721                   1.46277         
           3.90                     20255                    0.50617                   1.46208         
           4.00                     20421                    0.50492                   1.46224         
           4.10                     20562                    0.50583                   1.46518         
           4.20                     20731                    0.50542                   1.46566         
           4.30                     21097                    0.50157                   1.45693         
           4.40                     21094                    0.50129                   1.45920         
           4.50                     21392                    0.50295                   1.45212         
           4.60                     21112                    0.50280                   1.47107         
           4.70                     21350                    0.50180                   1.47004         
           4.80                     21345                    0.49950                   1.48048         
           4.90                     21646                    0.50209                   1.47472         
           5.00                     21449                    0.49986                   1.48749         
           5.10                     21744                    0.49820                   1.47828         
           5.20                     21881                    0.50121                   1.47497         
           5.30                     22282                    0.49958                   1.46198         
           5.40                     22353                    0.49804                   1.46431         
           5.50                     22314                    0.49758                   1.47056         
           5.60                     22499                    0.49717                   1.47086         
           5.70                     22894                    0.50010                   1.46118         
           5.80                     22819                    0.49825                   1.47136         
           5.90                     22853                    0.49720                   1.48214         
           6.00                     23001                    0.49743                   1.48361         
           6.10                     23112                    0.49582                   1.48492         
           6.20                     23406                    0.49789                   1.48123         
           6.30                     23437                    0.49570                   1.48722         
           6.40                     23802                    0.49333                   1.47739         
           6.50                     23843                    0.49361                   1.48004         
           6.60                     24173                    0.49296                   1.46992         
           6.70                     24206                    0.49218                   1.47382         
           6.80                     24762                    0.48995                   1.45813         
           6.90                     24413                    0.49119                   1.47590         
           7.00                     24647                    0.49061                   1.47001         
           7.10                     24379                    0.49070                   1.48343         
           7.20                     24538                    0.48968                   1.48221         
           7.30                     24838                    0.48779                   1.47682         
           7.40                     24776                    0.48949                   1.48401         
           7.50                     24896                    0.48735                   1.48815         
           7.60                     24963                    0.48519                   1.49417         
           7.70                     25233                    0.48447                   1.49231         
           7.80                     25448                    0.48218                   1.49383         
           7.90                     25567                    0.48504                   1.49772         
           8.00                     25561                    0.48651                   1.50074         
           8.10                     25745                    0.48361                   1.49903         
           8.20                     25871                    0.48256                   1.50084         
           8.30                     26293                    0.48193                   1.49136         
           8.40                     26471                    0.47977                   1.49019         
           8.50                     26390                    0.48008                   1.49722         
           8.60                     26592                    0.47928                   1.49204         
           8.70                     27083                    0.47990                   1.47648         
           8.80                     26959                    0.47879                   1.48159         
           8.90                     26996                    0.47993                   1.48488         
           9.00                     27073                    0.47951                   1.48703         
           9.10                     27031                    0.48053                   1.49240         
           9.20                     27283                    0.47942                   1.49001         
           9.30                     27607                    0.47814                   1.48316         
           9.40                     27774                    0.47644                   1.48078         
           9.50                     27897                    0.47745                   1.47969         
           9.60                     27935                    0.47597                   1.48202         
           9.70                     27932                    0.47550                   1.48661         
           9.80                     28150                    0.47546                   1.48211         
           9.90                     28058                    0.47728                   1.48429         
          10.00                     28486                    0.47515                   1.47202         
          10.10                     28085                    0.47607                   1.49079         
          10.20                     28492                    0.47519                   1.48356         
          10.30                     28698                    0.47524                   1.48198         
          10.40                     28449                    0.47330                   1.49446         
          10.50                     28753                    0.47359                   1.49035         
          10.60                     29016                    0.47307                   1.48516         
          10.70                     28954                    0.47455                   1.49046         
          10.80                     29073                    0.47290                   1.49075         
          10.90                     29210                    0.47269                   1.48567         
          11.00                     29337                    0.47072                   1.48135         
          11.10                     29615                    0.47112                   1.47521         
          11.20                     29860                    0.46951                   1.47145         
          11.30                     29670                    0.46924                   1.48127         
          11.40                     29818                    0.46953                   1.48087         
          11.50                     29910                    0.46890                   1.48306         
          11.60                     30332                    0.46770                   1.47273         
          11.70                     30192                    0.46903                   1.47925         
          11.80                     30462                    0.46915                   1.47523         
          11.90                     30609                    0.46827                   1.47781         
          12.00                     30911                    0.46802                   1.47641         
          12.10                     30988                    0.46782                   1.48094         
          12.20                     31000                    0.46667                   1.48516         
          12.30                     30975                    0.46454                   1.49099         
          12.40                     31144                    0.46581                   1.48998         
          12.50                     31423                    0.46408                   1.48259         
          12.60                     31226                    0.46449                   1.48924         
          12.70                     31499                    0.46391                   1.48414         
          12.80                     31682                    0.46470                   1.48167         
          12.90                     32012                    0.46295                   1.47695         
          13.00                     31986                    0.46292                   1.48192         
          13.10                     31991                    0.46238                   1.48746         
          13.20                     31754                    0.46241                   1.49869         
          13.30                     31966                    0.46229                   1.49576         
          13.40                     31898                    0.46203                   1.50242         
          13.50                     32055                    0.46231                   1.50297         
          13.60                     32495                    0.46093                   1.49512         
          13.70                     32482                    0.46074                   1.50102         
          13.80                     32433                    0.45917                   1.50980         
          13.90                     32966                    0.45771                   1.50015         
          14.00                     32814                    0.45686                   1.50641         
          14.10                     32960                    0.45798                   1.50307         
          14.20                     33095                    0.45718                   1.50166         
          14.30                     33418                    0.45809                   1.49385         
          14.40                     33553                    0.45637                   1.49228         
          14.50                     33654                    0.45715                   1.49105         
          14.60                     33807                    0.45428                   1.49078         
          14.70                     33985                    0.45556                   1.49001         
          14.80                     33911                    0.45562                   1.49712         
          14.90                     34041                    0.45376                   1.49753         
          15.00                     34088                    0.45258                   1.49920         
          15.10                     34074                    0.45273                   1.50366         
          15.20                     34186                    0.45277                   1.50535         
          15.30                     34355                    0.45181                   1.50222         
          15.40                     34733                    0.45200                   1.49522         
          15.50                     34693                    0.44996                   1.50175         
          15.60                     34897                    0.45027                   1.49877         
          15.70                     35185                    0.45022                   1.49698         
          15.80                     35096                    0.45015                   1.50289         
          15.90                     35238                    0.44891                   1.50438         
          16.00                     35366                    0.44769                   1.50274         
          16.10                     35560                    0.44636                   1.50132         
          16.20                     35572                    0.44571                   1.50499         
