           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     89992                    0.58701                   0.60629         
           0.20                     88858                    0.56722                   0.61449         
           0.30                     88663                    0.55532                   0.61988         
           0.40                     84913                    0.55080                   0.62435         
           0.50                     85345                    0.54648                   0.62898         
           0.60                     86316                    0.54374                   0.63011         
           0.70                     85150                    0.54068                   0.63432         
           0.80                     83619                    0.53760                   0.63746         
           0.90                     82036                    0.53261                   0.64158         
           1.00                     82132                    0.52875                   0.64488         
           1.10                     82815                    0.53005                   0.64717         
           1.20                     83568                    0.52968                   0.64632         
           1.30                     80354                    0.52593                   0.65031         
           1.40                     82960                    0.52820                   0.65193         
           1.50                     82197                    0.52389                   0.65708         
           1.60                     80439                    0.51716                   0.66464         
           1.70                     61053                    0.51629                   0.67582         
           1.80                     75035                    0.51130                   0.67664         
           1.90                     75892                    0.50800                   0.68427         
           2.00                     73838                    0.50399                   0.68442         
           2.10                     66521                    0.50556                   0.69248         
           2.20                     64248                    0.50170                   0.69582         
           2.30                     53829                    0.49533                   0.71829         
           2.40                     39473                    0.48842                   0.72893         
           2.50                     60826                    0.48271                   0.71797         
           2.60                     31559                    0.48046                   0.71766         
           2.70                     14626                    0.48150                   0.72845         
           2.80                     20164                    0.47310                   0.76702         
           2.90                     28162                    0.46981                   0.79244         
           3.00                     21242                    0.46831                   0.82375         
           3.10                     36371                    0.46045                   0.81864         
           3.20                     12717                    0.45503                   0.77701         
           3.30                     15891                    0.44740                   0.87670         
           3.40                     12284                    0.44187                   0.81276         
           3.50                      8838                    0.43556                   0.92972         
           3.60                     16398                    0.43026                   0.82942         
           3.70                     16269                    0.42403                   0.92002         
           3.80                     14247                    0.41704                   0.78454         
           3.90                     13541                    0.41201                   0.92063         
           4.00                     11031                    0.40985                   0.97281         
           4.10                     11187                    0.40605                   0.96467         
           4.20                     11119                    0.39914                   0.99219         
           4.30                     11016                    0.39432                   0.99956         
           4.40                     11734                    0.38729                   0.95654         
           4.50                     11307                    0.38461                   0.99628         
           4.60                      9959                    0.37993                   1.04507         
           4.70                     12121                    0.37684                   0.96285         
           4.80                     11393                    0.37164                   1.00666         
           4.90                     10623                    0.36782                   1.03440         
           5.00                     10477                    0.36275                   1.05705         
           5.10                     10526                    0.35902                   1.06634         
           5.20                     11342                    0.35757                   1.03604         
           5.30                     10903                    0.35365                   1.05985         
           5.40                     10875                    0.35268                   1.06962         
           5.50                     11101                    0.34984                   1.06551         
           5.60                     11281                    0.34700                   1.06611         
           5.70                     11307                    0.34915                   1.07619         
           5.80                     15187                    0.34637                   1.00926         
           5.90                     11396                    0.34312                   1.08393         
           6.00                     11427                    0.34038                   1.08711         
           6.10                     11623                    0.33594                   1.07971         
           6.20                     11657                    0.33440                   1.08390         
           6.30                     11806                    0.33314                   1.08489         
           6.40                     11891                    0.33036                   1.08560         
           6.50                     12084                    0.32783                   1.08155         
           6.60                     12212                    0.32406                   1.07642         
           6.70                     12188                    0.32434                   1.07955         
           6.80                     12301                    0.32157                   1.07288         
           6.90                     12306                    0.32254                   1.07142         
           7.00                     17042                    0.32341                   1.03903         
           7.10                     12143                    0.32306                   1.07387         
           7.20                     12121                    0.32541                   1.07580         
           7.30                     12230                    0.32559                   1.07537         
           7.40                     12246                    0.32428                   1.08215         
           7.50                     12421                    0.32241                   1.07938         
           7.60                     12466                    0.31935                   1.08443         
           7.70                     12577                    0.31870                   1.08378         
           7.80                     12591                    0.31440                   1.08759         
           7.90                     12769                    0.31442                   1.08401         
           8.00                     12859                    0.31497                   1.08398         
           8.10                     12937                    0.31937                   1.08632         
           8.20                     12893                    0.31987                   1.09598         
           8.30                     12968                    0.32238                   1.09722         
           8.40                     12962                    0.32298                   1.09819         
           8.50                     13087                    0.32180                   1.09402         
           8.60                     13252                    0.32016                   1.08962         
           8.70                     13210                    0.31829                   1.09457         
           8.80                     13367                    0.31654                   1.09094         
           8.90                     13368                    0.31569                   1.09940         
           9.00                     13477                    0.31486                   1.09975         
           9.10                     13624                    0.31382                   1.09716         
           9.20                     13635                    0.31478                   1.10006         
           9.30                     13703                    0.31569                   1.09811         
           9.40                     13803                    0.31504                   1.09111         
           9.50                     13726                    0.31775                   1.09131         
           9.60                     18296                    0.31793                   1.04150         
