           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     86291                    0.57422                   0.61413         
           0.20                     85539                    0.56580                   0.61879         
           0.30                     83411                    0.56156                   0.62334         
           0.40                     81164                    0.55904                   0.62553         
           0.50                     84447                    0.55870                   0.62530         
           0.60                     84553                    0.55833                   0.62475         
           0.70                     81517                    0.55321                   0.62921         
           0.80                     80287                    0.55621                   0.62785         
           0.90                     83843                    0.55311                   0.62806         
           1.00                     83871                    0.55690                   0.62609         
           1.10                     80098                    0.55507                   0.63002         
           1.20                     84959                    0.55464                   0.62649         
           1.30                     82990                    0.55261                   0.62985         
           1.40                     82898                    0.55277                   0.63015         
           1.50                     82308                    0.55538                   0.63011         
           1.60                     78664                    0.55212                   0.63098         
           1.70                     81705                    0.55317                   0.63026         
           1.80                     77030                    0.54969                   0.63351         
           1.90                     82904                    0.55092                   0.63119         
           2.00                     81763                    0.54784                   0.63446         
           2.10                     79994                    0.55066                   0.63234         
           2.20                     77383                    0.55133                   0.63062         
           2.30                     81576                    0.55356                   0.63040         
           2.40                     81996                    0.55531                   0.62847         
           2.50                     82779                    0.55622                   0.62803         
           2.60                     80116                    0.55418                   0.62942         
           2.70                     83182                    0.55063                   0.62998         
           2.80                     78964                    0.55109                   0.63389         
           2.90                     82542                    0.55859                   0.62671         
           3.00                     79383                    0.55543                   0.63101         
           3.10                     83004                    0.55664                   0.62573         
           3.20                     82131                    0.55042                   0.63096         
           3.30                     78791                    0.55251                   0.63001         
           3.40                     83584                    0.55032                   0.62968         
           3.50                     80117                    0.55013                   0.63305         
           3.60                     82002                    0.55631                   0.62907         
           3.70                     81198                    0.55368                   0.63115         
           3.80                     81297                    0.55008                   0.63210         
           3.90                     80467                    0.54979                   0.63237         
           4.00                     79185                    0.55380                   0.62370         
           4.10                     82376                    0.55582                   0.63052         
           4.20                     78719                    0.54980                   0.63487         
           4.30                     80953                    0.55300                   0.63395         
           4.40                     80975                    0.55231                   0.63388         
           4.50                     75614                    0.55480                   0.63627         
           4.60                     81525                    0.54767                   0.64139         
           4.70                     82354                    0.54724                   0.64220         
           4.80                     83010                    0.54682                   0.64323         
           4.90                     77337                    0.54616                   0.65252         
           5.00                     78681                    0.54191                   0.65657         
           5.10                     76603                    0.53920                   0.66347         
           5.20                     78328                    0.53887                   0.66468         
           5.30                     77245                    0.53896                   0.67348         
           5.40                     54624                    0.53420                   0.61865         
           5.50                     63041                    0.52934                   0.61549         
           5.60                     52812                    0.52544                   0.61757         
           5.70                     68123                    0.52043                   0.72579         
           5.80                     68648                    0.51599                   0.73496         
           5.90                     62005                    0.51415                   0.76645         
           6.00                     48999                    0.51303                   0.60659         
           6.10                     41721                    0.51183                   0.60440         
           6.20                     40034                    0.50326                   0.60119         
           6.30                     38807                    0.50461                   0.59596         
           6.40                     28643                    0.49981                   0.59959         
           6.50                     29157                    0.49482                   0.59446         
           6.60                     23444                    0.49385                   0.59407         
           6.70                     22999                    0.48750                   1.36805         
           6.80                     24659                    0.48453                   1.36319         
           6.90                     25911                    0.47972                   1.36924         
           7.00                     28501                    0.47446                   1.33696         
           7.10                     28802                    0.46742                   1.37612         
           7.20                     30399                    0.46208                   1.37508         
           7.30                     31462                    0.46153                   1.38410         
           7.40                     32407                    0.45558                   1.39629         
           7.50                     33808                    0.44908                   1.39906         
           7.60                     34606                    0.44581                   1.41506         
           7.70                     36019                    0.44017                   1.41145         
           7.80                     37275                    0.43472                   1.41239         
           7.90                     38516                    0.43076                   1.41714         
           8.00                     40312                    0.42496                   1.40855         
           8.10                     41484                    0.42006                   1.41035         
           8.20                     42577                    0.41530                   1.41471         
           8.30                     43879                    0.40906                   1.41302         
           8.40                     45254                    0.40196                   1.41006         
           8.50                     46367                    0.39946                   1.40832         
           8.60                     47551                    0.39310                   1.40501         
           8.70                     48614                    0.39039                   1.40484         
           8.80                     49744                    0.38333                   1.40269         
           8.90                     50786                    0.37889                   1.39972         
           9.00                     51836                    0.37385                   1.39876         
           9.10                     53048                    0.36990                   1.39340         
           9.20                     54353                    0.36282                   1.38823         
           9.30                     54832                    0.35910                   1.39320         
           9.40                     55698                    0.35598                   1.39155         
           9.50                     56418                    0.35039                   1.39308         
           9.60                     57206                    0.34520                   1.39070         
           9.70                     57805                    0.34429                   1.38692         
           9.80                     58461                    0.34048                   1.38347         
           9.90                     59166                    0.33630                   1.38195         
          10.00                     59601                    0.33420                   1.38034         
          10.10                     60260                    0.33062                   1.37450         
          10.20                     60678                    0.32765                   1.37636         
          10.30                     61426                    0.32499                   1.37011         
          10.40                     61730                    0.32316                   1.37090         
          10.50                     62204                    0.31957                   1.37148         
          10.60                     62242                    0.32004                   1.37608         
          10.70                     62794                    0.31538                   1.37500         
          10.80                     63009                    0.31517                   1.37640         
          10.90                     63470                    0.31246                   1.37101         
          11.00                     63573                    0.31272                   1.36901         
          11.10                     63556                    0.31200                   1.36605         
          11.20                     63746                    0.31172                   1.35951         
          11.30                     63656                    0.31320                   1.35699         
          11.40                     63668                    0.31404                   1.35263         
          11.50                     63385                    0.31440                   1.35611         
          11.60                     63435                    0.31494                   1.35662         
          11.70                     63334                    0.31533                   1.35842         
          11.80                     63380                    0.31595                   1.35740         
          11.90                     63654                    0.31340                   1.35203         
          12.00                     63760                    0.31250                   1.35175         
          12.10                     63807                    0.31299                   1.34957         
          12.20                     63417                    0.31465                   1.35200         
          12.30                     63026                    0.31736                   1.35507         
          12.40                     62760                    0.31766                   1.35546         
          12.50                     62438                    0.32041                   1.35709         
          12.60                     62723                    0.31931                   1.35278         
          12.70                     62421                    0.31983                   1.35891         
          12.80                     62353                    0.32017                   1.36271         
          12.90                     62445                    0.31951                   1.36349         
          13.00                     62683                    0.31862                   1.36189         
          13.10                     62659                    0.31756                   1.36400         
          13.20                     62981                    0.31607                   1.36141         
          13.30                     63081                    0.31602                   1.36159         
          13.40                     63536                    0.31516                   1.35741         
          13.50                     63299                    0.31367                   1.36217         
          13.60                     63542                    0.31340                   1.35733         
          13.70                     63292                    0.31445                   1.35958         
          13.80                     63270                    0.31548                   1.36007         
          13.90                     63392                    0.31501                   1.35795         
          14.00                     63483                    0.31531                   1.35504         
          14.10                     63453                    0.31594                   1.35302         
          14.20                     63029                    0.31771                   1.35830         
          14.30                     62818                    0.31755                   1.36234         
          14.40                     62995                    0.31727                   1.35930         
          14.50                     62784                    0.31836                   1.36476         
          14.60                     62819                    0.31806                   1.36521         
          14.70                     63028                    0.31696                   1.35646         
          14.80                     63149                    0.31725                   1.35141         
          14.90                     63110                    0.31798                   1.35137         
          15.00                     62901                    0.31940                   1.35423         
          15.10                     62941                    0.31745                   1.35432         
          15.20                     63375                    0.31661                   1.34896         
          15.30                     63607                    0.31630                   1.34750         
          15.40                     63474                    0.31618                   1.34770         
          15.50                     63089                    0.31777                   1.35510         
          15.60                     62842                    0.31873                   1.36138         
          15.70                     63009                    0.31884                   1.36098         
          15.80                     62645                    0.31962                   1.36382         
          15.90                     62845                    0.31734                   1.36350         
          16.00                     62751                    0.31752                   1.36343         
          16.10                     62753                    0.31952                   1.35931         
          16.20                     62765                    0.32030                   1.35563         
          16.30                     62458                    0.32074                   1.35913         
          16.40                     62110                    0.32234                   1.36170         
          16.50                     62058                    0.32214                   1.35929         
          16.60                     61944                    0.32307                   1.35868         
          16.70                     62303                    0.32225                   1.35350         
          16.80                     62429                    0.32185                   1.35391         
          16.90                     62269                    0.32101                   1.35896         
          17.00                     63052                    0.31820                   1.34866         
          17.10                     63136                    0.31784                   1.34779         
          17.20                     62959                    0.31770                   1.35056         
          17.30                     62906                    0.31788                   1.35093         
          17.40                     62778                    0.31839                   1.35261         
          17.50                     62824                    0.31787                   1.35159         
          17.60                     62956                    0.31915                   1.34657         
          17.70                     62706                    0.31989                   1.34540         
          17.80                     62995                    0.31908                   1.34281         
          17.90                     62741                    0.32025                   1.34379         
          18.00                     63100                    0.31992                   1.33473         
          18.10                     62523                    0.32226                   1.34035         
          18.20                     62601                    0.32253                   1.33917         
          18.30                     62095                    0.32284                   1.34687         
          18.40                     62408                    0.32311                   1.34352         
          18.50                     61764                    0.32475                   1.35526         
          18.60                     61425                    0.32671                   1.36067         
          18.70                     61471                    0.32790                   1.36031         
          18.80                     61571                    0.32546                   1.36189         
          18.90                     61836                    0.32436                   1.36240         
          19.00                     61966                    0.32416                   1.36113         
          19.10                     62040                    0.32287                   1.36181         
          19.20                     62337                    0.32179                   1.35561         
          19.30                     62289                    0.32063                   1.35698         
          19.40                     62638                    0.32044                   1.35403         
          19.50                     62781                    0.31890                   1.35288         
          19.60                     62701                    0.32016                   1.35493         
          19.70                     62972                    0.31894                   1.35160         
          19.80                     62788                    0.31944                   1.35108         
