           tauB                     NinLC                      phiL          
           0.00                     14890                    0.54774                   1.43999         
           0.10                     15122                    0.53684                   1.49282         
           0.20                     15994                    0.52965                   1.48388         
           0.30                     16391                    0.52725                   1.49430         
           0.40                     17631                    0.52278                   1.45244         
           0.50                     17503                    0.52127                   1.47725         
           0.60                     18701                    0.52241                   1.43114         
           0.70                     18051                    0.52026                   1.47875         
           0.80                     18719                    0.51939                   1.45933         
           0.90                     18578                    0.51906                   1.48149         
           1.00                     19334                    0.51943                   1.45318         
           1.10                     19253                    0.51966                   1.45967         
           1.20                     21274                    0.51897                   1.37800         
           1.30                     20161                    0.51846                   1.42881         
           1.40                     21152                    0.51820                   1.39845         
           1.50                     20697                    0.51792                   1.42565         
           1.60                     20188                    0.51766                   1.46028         
           1.70                     22206                    0.51687                   1.38753         
           1.80                     21429                    0.51513                   1.42898         
           1.90                     22300                    0.51415                   1.39992         
           2.00                     22752                    0.51323                   1.38983         
           2.10                     22378                    0.51465                   1.40996         
           2.20                     22013                    0.51236                   1.43292         
           2.30                     22347                    0.51310                   1.43157         
           2.40                     22755                    0.51075                   1.42592         
           2.50                     22741                    0.50925                   1.43435         
           2.60                     22596                    0.50927                   1.44701         
           2.70                     23111                    0.50877                   1.43343         
           2.80                     23990                    0.51002                   1.40262         
           2.90                     24326                    0.50897                   1.39833         
           3.00                     23773                    0.50766                   1.42596         
           3.10                     24560                    0.50562                   1.40682         
           3.20                     25200                    0.50680                   1.38958         
           3.30                     24879                    0.50631                   1.40428         
           3.40                     25751                    0.50551                   1.37646         
           3.50                     25542                    0.50435                   1.38199         
           3.60                     26009                    0.50302                   1.36961         
           3.70                     26231                    0.50361                   1.36577         
           3.80                     25939                    0.50349                   1.37111         
           3.90                     26012                    0.50423                   1.37150         
           4.00                     26358                    0.50570                   1.36316         
           4.10                     25393                    0.50462                   1.38884         
           4.20                     26724                    0.50469                   1.34691         
           4.30                     27647                    0.50250                   1.32194         
           4.40                     26784                    0.50033                   1.34950         
           4.50                     27042                    0.50176                   1.34720         
           4.60                     28521                    0.50257                   1.30970         
           4.70                     28278                    0.50202                   1.31832         
           4.80                     27108                    0.50206                   1.35022         
           4.90                     28379                    0.50135                   1.31752         
           5.00                     28149                    0.50319                   1.32315         
           5.10                     27921                    0.50156                   1.32945         
           5.20                     29061                    0.50373                   1.29929         
           5.30                     29264                    0.50190                   1.29348         
           5.40                     28430                    0.50186                   1.31645         
           5.50                     27227                    0.50059                   1.35192         
           5.60                     29197                    0.49974                   1.29693         
           5.70                     29498                    0.50375                   1.28821         
           5.80                     28681                    0.50397                   1.30975         
           5.90                     28028                    0.50102                   1.33000         
           6.00                     29084                    0.49972                   1.30443         
           6.10                     30137                    0.50235                   1.27592         
           6.20                     28445                    0.50257                   1.32118         
           6.30                     30505                    0.50185                   1.27610         
           6.40                     27765                    0.50064                   1.35313         
           6.50                     26777                    0.50040                   1.39112         
           6.60                     27861                    0.49994                   1.36601         
           6.70                     28632                    0.49700                   1.35261         
           6.80                     28591                    0.49781                   1.35600         
           6.90                     29269                    0.49847                   1.33736         
           7.00                     29185                    0.49799                   1.33680         
           7.10                     29357                    0.49866                   1.33145         
           7.20                     28743                    0.49954                   1.34690         
           7.30                     29522                    0.49932                   1.32723         
           7.40                     29203                    0.49694                   1.33525         
           7.50                     29574                    0.49958                   1.32362         
           7.60                     28878                    0.49802                   1.33883         
           7.70                     30515                    0.49765                   1.29456         
           7.80                     31868                    0.49939                   1.26118         
           7.90                     30258                    0.49644                   1.30469         
           8.00                     30895                    0.49700                   1.29080         
           8.10                     31304                    0.49642                   1.27877         
           8.20                     32020                    0.49627                   1.26300         
           8.30                     31382                    0.49650                   1.27407         
           8.40                     29548                    0.49707                   1.31367         
