           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     60230                    0.56527                   0.62871         
           0.20                     61367                    0.55948                   0.63763         
           0.30                     71956                    0.55803                   0.63869         
           0.40                     53917                    0.55570                   0.65016         
           0.50                     42788                    0.54850                   0.65863         
           0.60                     41030                    0.54537                   0.67198         
           0.70                     21264                    0.54117                   0.64056         
           0.80                     14060                    0.53322                   0.67037         
           0.90                     18943                    0.52519                   0.78216         
           1.00                     19286                    0.50654                   0.83319         
           1.10                     12015                    0.49191                   0.81859         
           1.20                      8204                    0.47229                   0.94652         
           1.30                     14586                    0.44964                   1.24821         
           1.40                     15854                    0.41801                   1.32114         
           1.50                     17938                    0.38626                   1.36551         
           1.60                     19659                    0.36243                   1.40840         
           1.70                     21375                    0.33117                   1.43805         
           1.80                     23172                    0.30306                   1.45517         
           1.90                     24515                    0.27194                   1.47699         
           2.00                     25757                    0.24663                   1.48090         
           2.10                     26785                    0.22694                   1.48387         
           2.20                     27665                    0.21695                   1.48253         
           2.30                     28298                    0.20645                   1.47808         
           2.40                     28683                    0.20144                   1.47068         
           2.50                     29023                    0.19498                   1.46437         
           2.60                     29303                    0.20122                   1.46579         
           2.70                     29678                    0.19613                   1.46261         
           2.80                     30111                    0.18914                   1.45570         
           2.90                     30539                    0.18420                   1.45151         
           3.00                     30896                    0.17899                   1.45561         
           3.10                     31258                    0.17527                   1.45403         
           3.20                     31495                    0.17539                   1.44373         
           3.30                     31610                    0.17500                   1.44536         
           3.40                     31664                    0.17602                   1.44441         
           3.50                     31836                    0.17805                   1.44051         
           3.60                     31790                    0.17832                   1.43769         
           3.70                     31820                    0.17791                   1.43880         
           3.80                     31981                    0.17686                   1.43998         
           3.90                     32002                    0.18281                   1.43770         
           4.00                     32015                    0.18559                   1.43845         
           4.10                     32176                    0.18216                   1.44027         
           4.20                     32351                    0.17999                   1.43650         
           4.30                     32487                    0.18611                   1.43289         
           4.40                     32691                    0.18290                   1.43257         
           4.50                     32700                    0.18720                   1.44387         
           4.60                     32932                    0.18150                   1.44008         
           4.70                     32818                    0.18509                   1.44197         
           4.80                     32818                    0.18184                   1.44696         
           4.90                     32880                    0.18569                   1.44531         
           5.00                     32866                    0.18465                   1.45078         
           5.10                     33093                    0.18154                   1.44502         
           5.20                     33272                    0.17933                   1.43948         
           5.30                     33490                    0.17459                   1.44618         
           5.40                     33584                    0.17518                   1.44901         
           5.50                     33561                    0.17754                   1.44712         
           5.60                     33659                    0.17995                   1.44574         
           5.70                     33726                    0.17973                   1.44961         
