           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     90505                    0.57665                   0.60927         
           0.20                     86856                    0.56710                   0.61786         
           0.30                     86038                    0.56096                   0.62111         
           0.40                     86811                    0.55446                   0.62408         
           0.50                     81911                    0.55446                   0.62586         
           0.60                     84471                    0.54874                   0.63016         
           0.70                     84131                    0.54609                   0.63253         
           0.80                     81180                    0.54463                   0.63681         
           0.90                     83056                    0.54046                   0.63654         
           1.00                     84841                    0.54164                   0.63595         
           1.10                     80887                    0.54266                   0.64066         
           1.20                     83194                    0.53691                   0.63986         
           1.30                     80713                    0.53966                   0.64293         
           1.40                     83395                    0.53841                   0.64164         
           1.50                     82716                    0.53542                   0.64339         
           1.60                     81416                    0.53688                   0.64658         
           1.70                     82271                    0.53120                   0.64889         
           1.80                     68565                    0.53198                   0.64798         
           1.90                     76303                    0.53105                   0.65862         
           2.00                     80583                    0.52915                   0.65769         
           2.10                     81124                    0.52754                   0.66238         
           2.20                     73272                    0.52426                   0.66309         
           2.30                     72252                    0.51822                   0.67544         
           2.40                     61731                    0.51324                   0.69309         
           2.50                     64717                    0.51333                   0.68039         
           2.60                     48178                    0.50930                   0.69938         
           2.70                     52109                    0.50883                   0.66402         
           2.80                     18303                    0.50326                   0.64006         
           2.90                     51118                    0.49886                   0.71727         
           3.00                     34250                    0.49502                   0.63999         
           3.10                     21487                    0.49097                   0.67512         
           3.20                     20315                    0.48354                   0.63748         
           3.30                     42708                    0.48145                   0.79500         
           3.40                     11250                    0.47307                   0.59441         
           3.50                     18142                    0.46999                   1.07127         
           3.60                     14706                    0.46232                   1.15167         
           3.70                     19302                    0.45506                   0.64740         
           3.80                     12666                    0.44866                   1.03318         
           3.90                     14221                    0.44480                   1.04056         
           4.00                     14159                    0.44003                   1.02117         
           4.10                     23922                    0.43163                   1.10187         
           4.20                     22684                    0.42396                   1.15512         
           4.30                     23456                    0.42194                   1.16003         
           4.40                     24657                    0.41502                   1.15320         
           4.50                     24716                    0.41048                   1.17701         
           4.60                     25093                    0.40625                   1.18909         
           4.70                     25818                    0.39977                   1.19405         
           4.80                     26507                    0.39363                   1.20022         
           4.90                     27383                    0.38888                   1.19853         
           5.00                     27746                    0.38330                   1.20585         
           5.10                     28253                    0.37987                   1.20723         
           5.20                     29121                    0.37475                   1.20054         
           5.30                     29766                    0.36787                   1.20366         
           5.40                     30171                    0.36674                   1.20390         
           5.50                     30562                    0.36354                   1.20765         
           5.60                     31132                    0.35877                   1.20826         
           5.70                     31692                    0.35496                   1.20467         
           5.80                     32066                    0.35276                   1.20626         
           5.90                     32386                    0.34862                   1.21256         
           6.00                     32805                    0.34573                   1.21346         
           6.10                     33356                    0.34072                   1.20957         
           6.20                     33832                    0.33628                   1.20723         
           6.30                     34339                    0.33170                   1.20586         
           6.40                     34597                    0.32780                   1.20401         
           6.50                     34918                    0.32641                   1.19949         
           6.60                     35019                    0.32472                   1.20020         
           6.70                     35295                    0.31964                   1.19973         
           6.80                     35368                    0.31867                   1.19985         
           6.90                     35350                    0.31910                   1.20172         
           7.00                     35411                    0.31903                   1.20172         
           7.10                     35611                    0.31853                   1.20012         
           7.20                     35736                    0.31853                   1.20085         
           7.30                     35646                    0.32017                   1.20266         
           7.40                     35660                    0.32117                   1.20044         
           7.50                     35659                    0.32100                   1.20001         
           7.60                     35700                    0.32062                   1.19844         
           7.70                     35770                    0.31927                   1.19867         
           7.80                     35770                    0.31898                   1.20018         
           7.90                     35738                    0.32078                   1.20447         
           8.00                     35541                    0.32091                   1.20968         
           8.10                     35914                    0.31829                   1.20794         
           8.20                     36236                    0.31779                   1.20922         
           8.30                     36438                    0.31406                   1.20912         
           8.40                     36561                    0.31261                   1.21107         
           8.50                     36634                    0.31284                   1.21378         
           8.60                     36886                    0.30856                   1.20919         
           8.70                     37118                    0.31035                   1.20469         
           8.80                     37268                    0.31046                   1.20343         
           8.90                     37444                    0.30897                   1.20263         
           9.00                     37426                    0.30844                   1.20512         
           9.10                     37486                    0.30965                   1.20607         
           9.20                     37740                    0.30809                   1.20349         
           9.30                     37952                    0.30676                   1.20183         
           9.40                     37843                    0.30758                   1.20385         
           9.50                     37871                    0.31028                   1.20292         
           9.60                     37680                    0.31012                   1.20905         
           9.70                     37681                    0.31360                   1.21146         
           9.80                     37735                    0.31427                   1.21143         
           9.90                     38168                    0.31496                   1.20452         
          10.00                     38103                    0.31446                   1.20641         
          10.10                     38128                    0.31396                   1.20923         
          10.20                     38292                    0.31200                   1.21088         
          10.30                     38655                    0.31081                   1.20529         
          10.40                     38536                    0.31028                   1.20663         
          10.50                     38487                    0.31348                   1.20837         
          10.60                     38749                    0.31140                   1.20380         
          10.70                     38777                    0.31203                   1.20170         
          10.80                     38688                    0.31255                   1.20599         
          10.90                     38734                    0.31274                   1.20942         
          11.00                     38834                    0.31207                   1.21045         
          11.10                     39220                    0.31110                   1.20719         
          11.20                     39504                    0.31046                   1.20487         
          11.30                     39454                    0.31080                   1.20714         
          11.40                     41140                    0.31097                   1.18780         
          11.50                     41022                    0.31100                   1.18978         
          11.60                     39922                    0.31091                   1.20478         
