           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     74974                    0.56843                   0.61841         
           0.20                     81601                    0.55586                   0.62935         
           0.30                     72861                    0.54905                   0.63615         
           0.40                     74622                    0.54593                   0.64220         
           0.50                     60119                    0.54166                   0.65555         
           0.60                     72881                    0.54077                   0.65856         
           0.70                     37918                    0.53194                   0.66139         
           0.80                     36721                    0.52779                   0.67056         
           0.90                     37562                    0.51832                   0.70160         
           1.00                     12338                    0.50840                   0.68009         
           1.10                     14043                    0.50043                   0.81870         
           1.20                     21380                    0.48373                   0.75827         
           1.30                      6421                    0.46752                   1.18990         
           1.40                      7025                    0.44839                   1.21984         
           1.50                      7476                    0.43035                   1.27093         
           1.60                      8335                    0.40748                   1.26821         
           1.70                     10999                    0.39013                   1.15261         
           1.80                     11617                    0.36624                   1.16333         
           1.90                     11823                    0.34662                   1.18663         
           2.00                     18300                    0.32620                   1.30326         
           2.10                     19285                    0.30749                   1.30613         
           2.20                     20115                    0.29154                   1.30636         
           2.30                     20905                    0.27343                   1.31508         
           2.40                     23192                    0.26046                   1.29041         
           2.50                     23574                    0.24603                   1.29038         
           2.60                     23380                    0.23830                   1.31427         
           2.70                     23711                    0.23048                   1.32360         
           2.80                     24215                    0.22387                   1.32611         
           2.90                     24657                    0.21360                   1.32617         
           3.00                     25003                    0.20966                   1.32332         
           3.10                     25322                    0.20675                   1.31837         
           3.20                     25391                    0.20728                   1.31700         
           3.30                     25563                    0.20596                   1.30467         
           3.40                     25510                    0.20874                   1.30141         
           3.50                     25490                    0.21465                   1.30173         
           3.60                     25502                    0.21756                   1.29917         
           3.70                     25589                    0.21999                   1.30045         
           3.80                     25781                    0.22007                   1.30662         
           3.90                     26064                    0.21807                   1.30970         
           4.00                     42128                    0.21798                   1.31094         
           4.10                     26463                    0.21746                   1.31594         
           4.20                     26621                    0.22023                   1.31353         
           4.30                     26763                    0.21843                   1.31487         
           4.40                     26914                    0.22134                   1.31787         
           4.50                     27026                    0.21985                   1.32000         
           4.60                     27250                    0.21812                   1.32153         
           4.70                     27501                    0.21637                   1.32278         
           4.80                     27711                    0.21887                   1.32327         
