           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     85440                    0.57007                   0.61509         
           0.20                     82503                    0.55690                   0.62618         
           0.30                     78158                    0.55166                   0.63258         
           0.40                     78729                    0.54509                   0.63864         
           0.50                     77734                    0.54011                   0.64629         
           0.60                     78068                    0.53384                   0.65763         
           0.70                     62774                    0.52898                   0.66453         
           0.80                     29071                    0.51913                   0.70235         
           0.90                     53078                    0.51034                   0.70243         
           1.00                     37167                    0.50600                   0.71910         
           1.10                     26414                    0.49665                   0.74546         
           1.20                     25143                    0.48655                   0.83929         
           1.30                     11143                    0.47388                   0.85069         
           1.40                     18137                    0.46120                   0.94353         
           1.50                      8098                    0.44686                   0.98201         
           1.60                      7481                    0.43400                   1.13809         
           1.70                      8031                    0.41384                   1.15835         
           1.80                      8561                    0.39365                   1.18703         
           1.90                      9125                    0.37321                   1.12455         
           2.00                      9551                    0.35451                   1.13626         
           2.10                     10141                    0.33582                   1.22646         
           2.20                     10636                    0.31529                   1.23783         
           2.30                     11138                    0.30140                   1.23644         
           2.40                     11493                    0.28847                   1.23885         
           2.50                     14229                    0.27969                   1.13793         
           2.60                     14394                    0.27710                   1.14168         
           2.70                     14692                    0.27021                   1.13969         
           2.80                     14845                    0.26947                   1.14190         
           2.90                     14973                    0.26937                   1.14065         
           3.00                     15129                    0.26758                   1.14558         
           3.10                     15193                    0.26834                   1.14444         
           3.20                     15177                    0.27065                   1.14825         
           3.30                     15339                    0.26478                   1.15622         
           3.40                     15452                    0.26308                   1.16720         
           3.50                     13878                    0.26237                   1.23069         
           3.60                     15097                    0.25967                   1.18036         
           3.70                     15182                    0.25574                   1.17770         
           3.80                     15119                    0.25289                   1.18245         
           3.90                     15218                    0.24950                   1.18360         
           4.00                     15275                    0.24887                   1.18901         
           4.10                     15355                    0.24806                   1.18991         
           4.20                     15389                    0.24616                   1.18800         
           4.30                     18519                    0.24041                   1.20684         
           4.40                     18604                    0.24254                   1.20329         
           4.50                     18728                    0.24358                   1.19791         
           4.60                     18903                    0.24146                   1.18961         
           4.70                     18785                    0.24437                   1.19178         
           4.80                     18607                    0.24743                   1.19531         
           4.90                     18751                    0.24677                   1.19185         
           5.00                     18816                    0.24387                   1.19648         
           5.10                     18683                    0.24561                   1.20187         
           5.20                     15753                    0.24707                   1.23028         
           5.30                     15893                    0.24910                   1.23405         
           5.40                     15919                    0.24875                   1.23345         
           5.50                     15992                    0.24681                   1.23380         
           5.60                     16197                    0.24562                   1.23129         
           5.70                     30856                    0.24597                   1.22167         
