           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     80570                    0.57236                   0.61887         
           0.20                     80671                    0.55923                   0.62529         
           0.30                     79408                    0.55867                   0.63022         
           0.40                     74551                    0.55227                   0.63745         
           0.50                     79120                    0.54904                   0.63826         
           0.60                     73080                    0.54769                   0.64320         
           0.70                     49375                    0.54568                   0.63629         
           0.80                     75307                    0.54291                   0.64912         
           0.90                     65129                    0.54369                   0.65207         
           1.00                     67589                    0.54074                   0.65966         
           1.10                     60576                    0.53740                   0.67077         
           1.20                     19657                    0.53134                   0.73923         
           1.30                     12424                    0.52158                   0.64302         
           1.40                     22210                    0.50924                   0.63424         
           1.50                     17942                    0.49813                   0.63796         
           1.60                     22618                    0.49364                   0.64130         
           1.70                      7653                    0.48189                   0.99371         
           1.80                      7519                    0.46562                   1.30090         
           1.90                     15686                    0.45357                   1.27094         
           2.00                     16693                    0.44216                   1.32052         
           2.10                     18324                    0.42762                   1.34653         
           2.20                     19638                    0.41408                   1.38294         
           2.30                     21040                    0.40028                   1.40372         
           2.40                     22759                    0.38577                   1.41502         
           2.50                     24196                    0.37095                   1.42452         
           2.60                     25713                    0.35539                   1.42885         
           2.70                     27129                    0.34309                   1.42847         
           2.80                     28414                    0.32798                   1.42811         
           2.90                     29736                    0.31314                   1.43291         
           3.00                     30815                    0.30007                   1.43290         
           3.10                     31745                    0.28964                   1.42757         
           3.20                     32618                    0.27754                   1.42371         
           3.30                     33510                    0.26468                   1.41614         
           3.40                     34186                    0.25493                   1.41601         
           3.50                     35049                    0.24311                   1.40732         
           3.60                     41122                    0.23482                   1.36846         
           3.70                     36000                    0.23094                   1.39098         
           3.80                     36274                    0.22599                   1.39125         
           3.90                     36543                    0.22093                   1.38595         
           4.00                     36719                    0.21829                   1.37765         
           4.10                     59223                    0.21544                   1.36682         
           4.20                     36785                    0.21516                   1.36241         
           4.30                     59528                    0.21357                   1.35303         
           4.40                     59437                    0.21651                   1.35841         
           4.50                     36560                    0.21719                   1.37437         
           4.60                     59868                    0.21555                   1.35870         
           4.70                     36829                    0.21524                   1.37257         
           4.80                     60032                    0.21504                   1.35939         
           4.90                     60109                    0.21599                   1.36087         
           5.00                     37507                    0.21437                   1.36907         
           5.10                     42544                    0.21354                   1.32767         
           5.20                     37724                    0.21578                   1.36360         
           5.30                     37821                    0.21343                   1.36213         
           5.40                     37944                    0.21388                   1.36062         
           5.50                     37973                    0.21289                   1.36173         
           5.60                     37732                    0.21361                   1.36772         
           5.70                     37424                    0.21821                   1.37500         
           5.80                     37308                    0.21588                   1.38285         
           5.90                     37492                    0.21310                   1.37325         
           6.00                     37355                    0.21510                   1.37681         
           6.10                     37457                    0.21443                   1.37396         
           6.20                     37465                    0.21376                   1.37393         
           6.30                     37600                    0.21369                   1.37177         
           6.40                     37610                    0.21310                   1.37220         
           6.50                     37554                    0.21372                   1.37424         
           6.60                     37723                    0.21182                   1.37237         
           6.70                     37594                    0.21414                   1.37623         
           6.80                     37515                    0.21527                   1.37988         
           6.90                     37641                    0.21346                   1.37610         
           7.00                     37670                    0.21429                   1.37705         
           7.10                     37698                    0.21568                   1.37606         
           7.20                     37737                    0.21512                   1.37643         
           7.30                     60573                    0.21577                   1.36093         
           7.40                     37667                    0.21419                   1.37592         
           7.50                     37523                    0.21568                   1.37985         
           7.60                     37713                    0.21412                   1.37899         
           7.70                     37821                    0.21441                   1.37721         
           7.80                     37754                    0.21194                   1.38060         
           7.90                     42508                    0.21138                   1.33265         
           8.00                     42432                    0.20973                   1.33661         
           8.10                     42445                    0.20672                   1.33731         
           8.20                     38624                    0.20811                   1.38316         
           8.30                     38908                    0.20662                   1.37638         
           8.40                     38985                    0.20796                   1.38028         
           8.50                     41924                    0.20640                   1.32856         
           8.60                     39637                    0.20402                   1.37755         
           8.70                     39776                    0.20428                   1.37936         
           8.80                     40023                    0.20834                   1.37728         
           8.90                     40086                    0.20875                   1.37473         
           9.00                     40016                    0.20994                   1.37730         
           9.10                     39808                    0.21251                   1.38009         
           9.20                     40467                    0.21220                   1.34022         
           9.30                     40579                    0.21165                   1.34238         
           9.40                     40540                    0.20973                   1.34543         
           9.50                     40505                    0.20971                   1.34613         
           9.60                     40494                    0.20772                   1.34939         
           9.70                     40470                    0.20857                   1.35193         
           9.80                     40474                    0.20713                   1.34498         
           9.90                     40288                    0.21037                   1.34354         
          10.00                     40313                    0.21033                   1.34276         
          10.10                     40195                    0.21083                   1.34126         
          10.20                     40070                    0.21166                   1.39439         
          10.30                     40232                    0.21022                   1.38877         
          10.40                     40316                    0.21114                   1.38624         
          10.50                     62650                    0.21164                   1.37445         
          10.60                     62623                    0.21144                   1.37533         
          10.70                     40823                    0.20792                   1.38752         
          10.80                     40666                    0.21127                   1.39355         
          10.90                     40843                    0.21118                   1.39716         
          11.00                     41135                    0.20866                   1.39434         
          11.10                     41519                    0.20948                   1.38649         
          11.20                     41702                    0.20792                   1.38254         
          11.30                     41661                    0.20731                   1.38448         
          11.40                     41748                    0.20534                   1.38801         
          11.50                     41743                    0.20724                   1.39032         
          11.60                     41845                    0.20642                   1.39365         
          11.70                     41794                    0.20626                   1.39934         
          11.80                     41979                    0.20877                   1.39907         
          11.90                     42233                    0.21004                   1.39625         
          12.00                     42563                    0.20868                   1.39392         
          12.10                     42771                    0.20541                   1.39170         
          12.20                     43121                    0.20252                   1.38871         
          12.30                     43157                    0.20215                   1.38991         
          12.40                     43400                    0.20097                   1.38401         
          12.50                     43547                    0.20083                   1.37988         
          12.60                     43634                    0.20298                   1.37784         
          12.70                     43674                    0.20272                   1.37858         
          12.80                     43573                    0.20540                   1.38160         
          12.90                     43824                    0.20546                   1.37957         
          13.00                     43804                    0.20524                   1.37638         
          13.10                     43651                    0.20629                   1.38033         
          13.20                     43731                    0.20534                   1.38341         
          13.30                     43769                    0.20472                   1.38125         
          13.40                     43798                    0.20499                   1.38183         
          13.50                     43839                    0.20642                   1.38408         
          13.60                     43987                    0.20251                   1.38705         
          13.70                     44079                    0.20385                   1.38369         
          13.80                     44223                    0.20209                   1.38019         
          13.90                     44311                    0.20278                   1.37945         
          14.00                     44468                    0.20241                   1.37825         
          14.10                     44340                    0.20448                   1.38362         
          14.20                     44490                    0.20219                   1.38322         
          14.30                     44433                    0.20278                   1.38459         
          14.40                     44651                    0.20054                   1.38231         
