           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     75646                    0.57245                   0.61734         
           0.20                     80771                    0.56307                   0.62415         
           0.30                     74990                    0.55846                   0.62507         
           0.40                     73253                    0.55977                   0.62892         
           0.50                     82073                    0.56079                   0.62630         
           0.60                     78659                    0.55929                   0.62826         
           0.70                     82410                    0.56093                   0.62522         
           0.80                     77927                    0.55871                   0.62908         
           0.90                     77431                    0.55522                   0.63094         
           1.00                     78935                    0.55692                   0.63011         
           1.10                     78476                    0.55646                   0.63126         
           1.20                     78633                    0.55697                   0.63149         
           1.30                     81778                    0.55637                   0.63100         
           1.40                     78123                    0.55056                   0.63407         
           1.50                     75213                    0.55819                   0.63457         
           1.60                     74868                    0.55941                   0.62843         
           1.70                     78138                    0.55335                   0.62987         
           1.80                     77385                    0.55763                   0.63137         
           1.90                     76631                    0.55962                   0.62930         
           2.00                     81369                    0.55577                   0.63104         
           2.10                     74396                    0.55505                   0.63777         
           2.20                     78547                    0.55231                   0.63521         
           2.30                     73969                    0.55148                   0.63909         
           2.40                     76629                    0.55226                   0.63703         
           2.50                     72017                    0.54994                   0.64283         
           2.60                     80487                    0.55052                   0.63570         
           2.70                     77048                    0.55342                   0.63446         
           2.80                     79241                    0.55638                   0.63121         
           2.90                     78609                    0.55537                   0.63170         
           3.00                     76147                    0.56019                   0.63012         
           3.10                     78669                    0.55587                   0.63058         
           3.20                     80251                    0.55647                   0.63157         
           3.30                     75102                    0.55595                   0.63526         
           3.40                     76564                    0.55537                   0.63552         
           3.50                     76363                    0.55565                   0.63453         
           3.60                     76266                    0.55756                   0.63250         
           3.70                     73885                    0.55773                   0.63244         
           3.80                     80405                    0.56060                   0.62819         
           3.90                     72555                    0.55091                   0.63702         
           4.00                     77298                    0.55292                   0.63423         
           4.10                     73186                    0.55338                   0.63593         
           4.20                     75386                    0.55083                   0.63706         
           4.30                     72683                    0.55146                   0.63768         
           4.40                     78777                    0.55525                   0.63308         
           4.50                     80146                    0.55567                   0.63259         
           4.60                     79405                    0.55782                   0.63071         
           4.70                     80567                    0.55619                   0.63049         
           4.80                     77109                    0.55462                   0.63469         
           4.90                     77357                    0.55205                   0.63530         
           5.00                     55783                    0.55871                   0.63459         
           5.10                     80987                    0.55660                   0.62984         
           5.20                     75642                    0.55511                   0.63488         
           5.30                     78006                    0.55624                   0.63330         
           5.40                     74537                    0.55619                   0.63525         
           5.50                     81931                    0.55500                   0.62935         
           5.60                     80112                    0.55684                   0.62887         
           5.70                     76018                    0.55545                   0.63175         
           5.80                     76616                    0.55764                   0.63098         
           5.90                     69750                    0.55458                   0.63301         
           6.00                     79689                    0.55680                   0.63145         
           6.10                     79065                    0.55391                   0.63312         
