           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     83859                    0.56685                   0.61798         
           0.20                     77784                    0.55721                   0.62919         
           0.30                     74615                    0.55543                   0.63531         
           0.40                     75695                    0.54461                   0.64436         
           0.50                     72650                    0.54520                   0.64248         
           0.60                     70026                    0.54026                   0.65630         
           0.70                     76467                    0.53839                   0.65891         
           0.80                     60296                    0.52969                   0.66975         
           0.90                     65778                    0.52350                   0.68804         
           1.00                     46221                    0.52432                   0.68758         
           1.10                     51510                    0.51332                   0.73626         
           1.20                     15345                    0.50460                   0.69795         
           1.30                      9918                    0.49157                   0.65420         
           1.40                      8924                    0.48109                   0.66993         
           1.50                      9057                    0.46670                   0.98812         
           1.60                      7490                    0.45361                   1.13200         
           1.70                     12251                    0.43964                   1.11290         
           1.80                      8872                    0.42074                   1.17503         
           1.90                      9590                    0.40241                   1.19226         
           2.00                     10186                    0.38024                   1.22196         
           2.10                     11012                    0.35875                   1.23488         
           2.20                     11555                    0.33865                   1.25621         
           2.30                     12255                    0.32101                   1.26988         
           2.40                     12674                    0.30434                   1.27957         
           2.50                     13176                    0.29104                   1.27739         
           2.60                     13648                    0.27451                   1.27708         
           2.70                     14072                    0.26304                   1.27682         
           2.80                     14369                    0.25385                   1.27326         
           2.90                     22603                    0.24472                   1.25540         
           3.00                     19227                    0.24356                   1.26404         
           3.10                     19312                    0.24446                   1.25738         
           3.20                     22927                    0.24248                   1.24942         
           3.30                     23162                    0.23849                   1.24897         
           3.40                     23298                    0.24005                   1.24725         
           3.50                     23419                    0.24167                   1.24779         
           3.60                     23491                    0.24315                   1.24282         
           3.70                     23265                    0.24652                   1.24154         
           3.80                     23128                    0.24776                   1.24044         
           3.90                     22979                    0.24689                   1.23876         
           4.00                     23048                    0.24523                   1.23468         
           4.10                     23112                    0.24290                   1.23824         
           4.20                     23252                    0.24271                   1.24507         
           4.30                     38235                    0.24357                   1.25846         
           4.40                     23459                    0.24251                   1.24724         
           4.50                     38967                    0.24123                   1.25924         
           4.60                     23761                    0.24205                   1.24567         
           4.70                     23799                    0.24288                   1.24680         
           4.80                     23932                    0.24543                   1.24736         
           4.90                     23990                    0.24289                   1.24335         
           5.00                     23791                    0.24577                   1.24491         
           5.10                     23710                    0.24738                   1.24920         
           5.20                     23746                    0.24396                   1.25247         
           5.30                     23878                    0.24305                   1.25771         
           5.40                     24171                    0.23784                   1.26716         
           5.50                     24499                    0.23279                   1.26651         
           5.60                     24657                    0.22916                   1.26682         
           5.70                     45264                    0.22860                   1.27863         
           5.80                     45289                    0.23312                   1.27984         
           5.90                     66382                    0.23497                   1.27845         
           6.00                     45588                    0.23353                   1.28460         
           6.10                     45831                    0.23327                   1.28633         
           6.20                     46300                    0.23264                   1.28506         
           6.30                     46558                    0.23053                   1.28616         
           6.40                     46884                    0.23055                   1.28303         
           6.50                     46958                    0.22936                   1.28800         
           6.60                     47097                    0.22851                   1.29373         
           6.70                     47490                    0.22792                   1.29187         
           6.80                     47713                    0.22981                   1.29254         
           6.90                     55812                    0.23068                   1.28169         
           7.00                     48417                    0.22537                   1.29545         
           7.10                     48885                    0.22121                   1.29646         
           7.20                     56630                    0.21891                   1.28718         
           7.30                     49509                    0.21621                   1.29687         
           7.40                     49806                    0.21711                   1.29632         
           7.50                     49972                    0.21739                   1.29451         
           7.60                     49961                    0.21746                   1.29589         
           7.70                     49963                    0.21901                   1.30220         
           7.80                     50220                    0.21578                   1.30366         
           7.90                     50414                    0.21263                   1.30864         
           8.00                     57373                    0.21308                   1.29835         
           8.10                     50796                    0.21095                   1.31021         
           8.20                     50999                    0.21022                   1.30664         
           8.30                     50988                    0.21216                   1.30470         
           8.40                     51239                    0.21027                   1.30277         
           8.50                     57635                    0.20775                   1.28870         
           8.60                     51568                    0.20970                   1.29782         
           8.70                     51524                    0.20720                   1.29990         
           8.80                     51701                    0.20777                   1.30082         
           8.90                     51721                    0.20630                   1.30088         
           9.00                     51766                    0.20775                   1.30017         
           9.10                     51625                    0.20737                   1.30011         
           9.20                     51582                    0.20919                   1.29962         
           9.30                     51427                    0.21312                   1.30246         
           9.40                     51428                    0.21231                   1.29850         
           9.50                     51460                    0.21469                   1.30246         
           9.60                     51641                    0.21490                   1.30866         
           9.70                     51695                    0.21380                   1.31433         
           9.80                     51930                    0.21155                   1.31769         
           9.90                     52252                    0.20754                   1.31757         
          10.00                     52418                    0.20789                   1.31999         
          10.10                     52584                    0.20830                   1.32607         
          10.20                     52821                    0.20529                   1.32378         
          10.30                     52957                    0.20363                   1.32605         
          10.40                     53130                    0.20412                   1.32188         
          10.50                     53200                    0.20170                   1.31890         
          10.60                     53188                    0.20219                   1.31764         
          10.70                     53320                    0.20342                   1.31454         
          10.80                     53396                    0.20373                   1.31294         
          10.90                     53523                    0.20236                   1.31373         
          11.00                     53674                    0.20662                   1.31231         
          11.10                     53664                    0.20601                   1.31602         
          11.20                     53627                    0.20345                   1.31849         
          11.30                     53732                    0.20593                   1.31934         
          11.40                     53952                    0.20174                   1.31762         
          11.50                     53907                    0.20361                   1.31822         
          11.60                     53910                    0.20721                   1.32025         
          11.70                     53798                    0.20874                   1.32610         
          11.80                     53761                    0.20889                   1.32663         
          11.90                     53813                    0.20597                   1.32629         
          12.00                     53976                    0.20503                   1.32656         
          12.10                     54281                    0.20182                   1.32647         
          12.20                     54504                    0.19923                   1.32365         
          12.30                     54579                    0.19696                   1.31963         
          12.40                     54370                    0.19972                   1.32153         
          12.50                     54386                    0.19717                   1.32028         
          12.60                     54305                    0.19649                   1.32004         
          12.70                     54513                    0.19481                   1.31879         
          12.80                     54611                    0.19307                   1.31797         
          12.90                     54529                    0.19400                   1.31898         
          13.00                     54383                    0.19564                   1.32259         
          13.10                     54274                    0.19481                   1.32457         
          13.20                     54352                    0.19478                   1.32465         
          13.30                     54399                    0.19132                   1.32602         
          13.40                     54398                    0.18974                   1.32695         
          13.50                     54561                    0.18977                   1.32217         
          13.60                     54541                    0.18877                   1.32229         
          13.70                     54540                    0.19039                   1.32309         
          13.80                     54535                    0.18943                   1.32490         
          13.90                     54509                    0.19189                   1.32384         
          14.00                     54382                    0.18999                   1.32559         
          14.10                     54455                    0.18972                   1.32576         
          14.20                     54452                    0.18670                   1.32476         
          14.30                     54387                    0.19058                   1.32101         
          14.40                     54182                    0.19329                   1.31846         
          14.50                     54159                    0.19054                   1.31931         
          14.60                     53925                    0.19184                   1.31770         
          14.70                     53810                    0.19114                   1.31785         
          14.80                     53814                    0.19072                   1.31997         
          14.90                     53810                    0.19054                   1.32200         
          15.00                     53780                    0.19111                   1.32095         
          15.10                     53589                    0.19121                   1.32322         
          15.20                     53530                    0.19365                   1.32035         
          15.30                     53481                    0.19666                   1.31840         
          15.40                     53389                    0.19636                   1.31770         
          15.50                     53180                    0.19657                   1.31966         
          15.60                     53053                    0.19550                   1.32276         
          15.70                     52977                    0.19552                   1.32504         
          15.80                     52850                    0.19856                   1.32929         
          15.90                     52789                    0.19708                   1.33538         
          16.00                     52776                    0.19827                   1.33667         
          16.10                     52830                    0.19507                   1.33776         
          16.20                     53000                    0.19462                   1.33887         
          16.30                     53313                    0.19146                   1.33763         
          16.40                     53627                    0.19024                   1.33509         
          16.50                     53697                    0.19110                   1.33497         
          16.60                     53922                    0.18951                   1.33209         
          16.70                     53850                    0.19036                   1.32986         
          16.80                     53755                    0.18992                   1.32822         
          16.90                     53687                    0.19168                   1.32739         
          17.00                     53530                    0.19270                   1.33108         
