           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     88176                    0.57533                   0.61221         
           0.20                     86982                    0.56564                   0.61887         
           0.30                     87634                    0.55984                   0.61971         
           0.40                     86721                    0.55854                   0.62255         
           0.50                     84710                    0.55466                   0.62612         
           0.60                     84803                    0.55467                   0.62736         
           0.70                     85542                    0.54913                   0.62853         
           0.80                     83998                    0.55131                   0.62936         
           0.90                     85049                    0.54850                   0.62965         
           1.00                     84297                    0.55092                   0.62997         
           1.10                     84467                    0.54936                   0.63261         
           1.20                     84457                    0.54744                   0.63484         
           1.30                     84387                    0.55089                   0.63373         
           1.40                     82954                    0.54529                   0.63634         
           1.50                     84442                    0.54448                   0.63864         
           1.60                     81335                    0.54001                   0.64574         
           1.70                     81225                    0.54120                   0.64790         
           1.80                     80675                    0.53383                   0.65220         
           1.90                     80569                    0.53348                   0.65491         
           2.00                     79789                    0.53643                   0.65450         
           2.10                     73027                    0.53697                   0.62722         
           2.20                     76477                    0.53167                   0.66811         
           2.30                     75748                    0.52925                   0.67276         
           2.40                     60869                    0.52883                   0.63802         
           2.50                     76238                    0.52611                   0.68075         
           2.60                     71775                    0.52548                   0.69208         
           2.70                     74477                    0.52072                   0.69321         
           2.80                     75344                    0.51927                   0.69624         
           2.90                     56726                    0.51605                   0.62687         
           3.00                     60241                    0.51440                   0.61981         
           3.10                     55642                    0.51328                   0.74128         
           3.20                     32619                    0.50979                   0.62875         
           3.30                     52589                    0.50592                   0.62746         
           3.40                     48042                    0.50111                   0.62992         
           3.50                     48754                    0.49918                   0.62725         
           3.60                     54179                    0.50000                   0.81824         
           3.70                     18913                    0.49759                   1.19128         
           3.80                     18780                    0.49315                   1.23159         
           3.90                     27679                    0.48664                   0.65441         
           4.00                     24664                    0.48544                   0.67386         
           4.10                     20996                    0.48037                   1.26890         
           4.20                     22042                    0.47910                   1.27125         
           4.30                     23285                    0.47495                   1.26363         
           4.40                     23571                    0.46685                   1.28999         
           4.50                     24850                    0.46338                   1.28189         
           4.60                     25417                    0.46160                   1.29479         
           4.70                     26278                    0.45604                   1.29918         
           4.80                     27620                    0.45008                   1.28926         
           4.90                     28471                    0.44432                   1.29887         
           5.00                     29279                    0.44063                   1.30863         
           5.10                     30318                    0.43527                   1.30544         
           5.20                     30928                    0.42986                   1.31139         
           5.30                     31785                    0.42410                   1.31058         
           5.40                     32786                    0.41828                   1.30581         
           5.50                     33489                    0.41351                   1.31239         
           5.60                     34420                    0.40549                   1.31199         
           5.70                     35291                    0.39878                   1.30986         
           5.80                     36034                    0.39296                   1.31090         
           5.90                     36888                    0.38938                   1.30775         
           6.00                     37509                    0.38330                   1.31069         
           6.10                     38552                    0.37828                   1.30554         
           6.20                     38976                    0.37102                   1.31291         
           6.30                     39681                    0.36390                   1.31185         
           6.40                     40401                    0.35863                   1.31122         
           6.50                     40819                    0.35533                   1.31160         
           6.60                     41351                    0.35137                   1.31099         
           6.70                     42081                    0.34755                   1.30700         
           6.80                     42503                    0.34155                   1.30883         
           6.90                     42937                    0.33920                   1.31034         
           7.00                     43274                    0.33515                   1.31166         
           7.10                     43756                    0.33211                   1.30812         
           7.20                     44277                    0.32979                   1.30455         
           7.30                     44870                    0.32658                   1.29739         
           7.40                     45081                    0.32331                   1.30227         
           7.50                     45513                    0.32261                   1.30265         
           7.60                     45866                    0.31911                   1.30095         
           7.70                     46161                    0.31720                   1.29951         
           7.80                     46313                    0.31801                   1.30105         
           7.90                     46564                    0.31723                   1.29684         
           8.00                     46873                    0.31737                   1.29145         
           8.10                     47056                    0.31591                   1.28861         
           8.20                     47282                    0.31446                   1.28501         
           8.30                     47686                    0.31494                   1.27662         
           8.40                     47769                    0.31527                   1.27513         
           8.50                     47878                    0.31646                   1.27456         
           8.60                     47764                    0.31775                   1.27900         
           8.70                     47811                    0.31887                   1.28228         
           8.80                     48191                    0.31665                   1.27607         
           8.90                     48307                    0.31492                   1.27748         
           9.00                     48423                    0.31402                   1.27688         
           9.10                     48663                    0.31598                   1.27446         
           9.20                     48735                    0.31837                   1.27608         
           9.30                     49041                    0.31776                   1.27627         
           9.40                     49158                    0.31796                   1.27794         
           9.50                     53414                    0.31790                   1.24619         
           9.60                     49612                    0.31833                   1.27718         
           9.70                     49785                    0.31968                   1.27855         
           9.80                     49820                    0.31827                   1.28419         
           9.90                     50150                    0.31901                   1.28459         
          10.00                     50299                    0.31825                   1.28820         
          10.10                     50662                    0.31799                   1.28473         
          10.20                     51057                    0.31587                   1.28150         
          10.30                     51408                    0.31806                   1.28039         
          10.40                     51452                    0.32022                   1.28277         
          10.50                     51726                    0.31969                   1.27830         
          10.60                     51802                    0.32096                   1.27763         
          10.70                     51907                    0.32175                   1.27931         
          10.80                     52046                    0.32234                   1.27758         
          10.90                     52236                    0.32168                   1.27472         
          11.00                     52174                    0.32054                   1.27714         
          11.10                     52287                    0.31908                   1.27721         
          11.20                     52624                    0.31813                   1.27506         
          11.30                     52946                    0.31647                   1.27269         
          11.40                     52869                    0.31538                   1.27583         
          11.50                     53098                    0.31441                   1.27696         
          11.60                     53105                    0.31328                   1.27957         
          11.70                     53264                    0.31164                   1.28067         
          11.80                     53604                    0.31104                   1.27833         
          11.90                     53591                    0.31085                   1.27977         
          12.00                     53807                    0.31117                   1.27855         
          12.10                     53905                    0.30990                   1.27902         
          12.20                     54107                    0.30926                   1.28003         
          12.30                     54277                    0.31008                   1.28054         
          12.40                     54106                    0.31089                   1.28141         
          12.50                     54416                    0.30975                   1.27745         
          12.60                     54459                    0.30923                   1.27726         
          12.70                     54699                    0.31050                   1.27548         
          12.80                     54823                    0.30856                   1.27462         
          12.90                     55158                    0.30793                   1.27183         
          13.00                     55146                    0.30621                   1.27332         
          13.10                     55220                    0.30667                   1.27394         
          13.20                     55531                    0.30485                   1.27092         
          13.30                     55194                    0.30758                   1.27534         
          13.40                     55390                    0.30677                   1.27190         
          13.50                     55451                    0.30747                   1.27097         
          13.60                     55628                    0.30865                   1.26756         
          13.70                     55436                    0.30980                   1.27206         
          13.80                     55475                    0.31022                   1.27224         
          13.90                     55464                    0.30960                   1.27240         
          14.00                     55673                    0.31061                   1.26955         
          14.10                     55666                    0.31153                   1.26813         
          14.20                     55651                    0.31106                   1.26966         
          14.30                     55700                    0.31128                   1.27046         
          14.40                     55709                    0.31240                   1.27149         
          14.50                     55832                    0.31188                   1.26913         
          14.60                     55727                    0.31370                   1.26975         
          14.70                     55924                    0.31146                   1.26709         
          14.80                     55791                    0.31160                   1.26980         
          14.90                     55648                    0.31265                   1.27284         
          15.00                     55810                    0.31306                   1.27535         
          15.10                     56067                    0.31229                   1.27301         
          15.20                     56022                    0.31150                   1.27639         
          15.30                     56071                    0.31152                   1.27877         
          15.40                     56211                    0.31064                   1.27919         
          15.50                     56642                    0.31036                   1.27469         
          15.60                     56527                    0.31188                   1.27736         
          15.70                     56376                    0.31223                   1.27972         
          15.80                     56362                    0.31463                   1.28114         
          15.90                     56470                    0.31524                   1.28008         
          16.00                     56439                    0.31417                   1.28217         
          16.10                     56552                    0.31508                   1.28201         
          16.20                     56339                    0.31695                   1.28450         
          16.30                     56618                    0.31746                   1.28200         
          16.40                     56805                    0.31655                   1.28141         
          16.50                     56901                    0.31598                   1.28059         
          16.60                     57004                    0.31786                   1.28059         
          16.70                     57196                    0.31583                   1.28065         
          16.80                     57280                    0.31582                   1.28390         
          16.90                     57270                    0.31598                   1.28685         
          17.00                     57620                    0.31529                   1.28671         
          17.10                     57705                    0.31314                   1.29184         
          17.20                     57790                    0.31198                   1.29412         
          17.30                     58220                    0.31070                   1.29037         
          17.40                     58507                    0.30951                   1.28934         
          17.50                     58229                    0.31027                   1.29536         
          17.60                     58728                    0.30701                   1.29046         
          17.70                     58653                    0.30703                   1.29335         
          17.80                     58689                    0.30724                   1.29251         
          17.90                     58864                    0.30793                   1.28982         
          18.00                     59007                    0.30676                   1.28783         
          18.10                     59358                    0.30593                   1.28172         
          18.20                     59253                    0.30687                   1.28183         
          18.30                     59129                    0.30830                   1.28224         
          18.40                     59027                    0.30991                   1.28381         
          18.50                     59063                    0.30881                   1.28419         
          18.60                     59108                    0.30860                   1.28438         
          18.70                     59139                    0.31019                   1.28371         
          18.80                     59408                    0.30969                   1.28245         
          18.90                     59404                    0.30919                   1.28590         
          19.00                     59288                    0.30887                   1.28924         
          19.10                     59374                    0.30976                   1.28958         
          19.20                     59551                    0.30939                   1.28816         
          19.30                     59812                    0.30875                   1.28630         
          19.40                     60080                    0.30673                   1.28662         
          19.50                     60166                    0.30724                   1.28666         
          19.60                     60398                    0.30734                   1.28222         
          19.70                     60375                    0.30660                   1.28095         
          19.80                     66654                    0.30683                   1.25780         
          19.90                     60528                    0.30733                   1.27616         
          20.00                     60479                    0.30775                   1.27866         
          20.10                     60487                    0.31021                   1.27988         
          20.20                     60596                    0.31119                   1.28082         
          20.30                     60530                    0.31271                   1.28255         
          20.40                     60790                    0.31162                   1.27821         
          20.50                     60654                    0.31262                   1.28050         
          20.60                     60870                    0.31178                   1.27888         
          20.70                     60863                    0.31265                   1.27822         
          20.80                     60675                    0.31339                   1.28109         
          20.90                     60674                    0.31468                   1.28182         
          21.00                     65406                    0.31375                   1.26616         
          21.10                     60720                    0.31391                   1.29086         
          21.20                     65442                    0.31247                   1.27305         
          21.30                     65489                    0.31164                   1.27272         
          21.40                     65736                    0.30979                   1.27155         
          21.50                     65855                    0.30924                   1.27247         
          21.60                     65892                    0.30868                   1.27459         
          21.70                     65912                    0.30731                   1.27596         
          21.80                     66113                    0.30719                   1.27478         
          21.90                     66562                    0.30527                   1.26951         
          22.00                     66218                    0.30572                   1.27423         
          22.10                     66714                    0.30468                   1.26987         
          22.20                     66576                    0.30519                   1.27096         
          22.30                     66652                    0.30525                   1.26945         
          22.40                     66550                    0.30603                   1.26907         
          22.50                     66124                    0.30685                   1.27335         
          22.60                     65865                    0.30884                   1.27530         
          22.70                     65526                    0.30942                   1.27967         
          22.80                     65617                    0.30905                   1.27927         
          22.90                     65829                    0.30890                   1.27396         
          23.00                     65592                    0.30936                   1.27604         
          23.10                     65641                    0.30889                   1.27581         
          23.20                     65633                    0.30895                   1.27872         
          23.30                     65742                    0.30820                   1.27992         
          23.40                     65938                    0.30601                   1.28023         
          23.50                     65867                    0.30773                   1.28167         
          23.60                     65896                    0.30653                   1.28208         
          23.70                     65851                    0.30608                   1.28337         
          23.80                     65689                    0.30678                   1.28591         
          23.90                     65792                    0.30696                   1.28551         
