           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     86152                    0.57349                   0.61398         
           0.20                     86901                    0.57013                   0.61585         
           0.30                     86971                    0.57343                   0.61388         
           0.40                     86711                    0.57213                   0.61452         
           0.50                     86089                    0.56822                   0.61611         
           0.60                     85866                    0.56863                   0.61593         
           0.70                     84547                    0.57387                   0.61347         
           0.80                     85372                    0.57413                   0.61509         
           0.90                     86298                    0.56858                   0.61559         
           1.00                     85145                    0.56954                   0.61600         
           1.10                     85877                    0.57456                   0.61435         
           1.20                     85652                    0.57215                   0.61522         
           1.30                     87587                    0.57323                   0.61333         
           1.40                     87067                    0.57295                   0.61376         
           1.50                     87095                    0.57605                   0.61223         
           1.60                     87942                    0.57400                   0.61221         
           1.70                     86713                    0.57281                   0.61395         
           1.80                     86757                    0.57217                   0.61401         
           1.90                     83380                    0.56842                   0.61724         
           2.00                     85996                    0.56778                   0.61680         
           2.10                     86636                    0.56791                   0.61614         
           2.20                     84500                    0.57295                   0.61585         
           2.30                     86184                    0.57228                   0.61435         
           2.40                     86012                    0.57144                   0.61450         
           2.50                     83421                    0.57104                   0.61654         
           2.60                     86044                    0.57262                   0.61460         
           2.70                     85578                    0.57098                   0.61528         
           2.80                     85368                    0.56875                   0.61589         
           2.90                     84182                    0.57181                   0.61618         
           3.00                     86214                    0.57230                   0.61426         
           3.10                     86431                    0.57458                   0.61389         
           3.20                     85688                    0.56839                   0.61570         
           3.30                     82527                    0.57153                   0.61644         
           3.40                     86989                    0.56945                   0.61531         
           3.50                     86772                    0.56909                   0.61580         
           3.60                     86682                    0.57140                   0.61464         
           3.70                     88118                    0.57011                   0.61380         
           3.80                     85160                    0.56781                   0.61711         
           3.90                     84550                    0.56899                   0.61664         
           4.00                     86932                    0.57183                   0.61441         
           4.10                     86466                    0.57167                   0.61404         
           4.20                     87663                    0.57354                   0.61364         
           4.30                     86060                    0.57003                   0.61511         
           4.40                     86805                    0.57193                   0.61450         
           4.50                     85545                    0.57119                   0.61549         
           4.60                     86928                    0.57153                   0.61519         
           4.70                     85985                    0.57176                   0.61447         
           4.80                     86706                    0.57381                   0.61306         
           4.90                     86947                    0.57116                   0.61496         
           5.00                     86182                    0.57046                   0.61428         
           5.10                     86327                    0.56875                   0.61618         
           5.20                     86304                    0.57050                   0.61448         
           5.30                     86955                    0.57133                   0.61425         
           5.40                     86837                    0.57061                   0.61441         
           5.50                     86390                    0.57040                   0.61546         
           5.60                     85270                    0.56948                   0.61685         
           5.70                     84536                    0.56982                   0.61625         
           5.80                     86187                    0.57076                   0.61489         
           5.90                     86723                    0.56985                   0.61512         
           6.00                     81770                    0.57048                   0.61835         
           6.10                     84448                    0.57310                   0.61515         
           6.20                     87008                    0.57009                   0.61438         
           6.30                     86557                    0.57242                   0.61442         
           6.40                     86511                    0.56883                   0.61574         
           6.50                     85222                    0.57024                   0.61601         
           6.60                     85666                    0.57359                   0.61469         
           6.70                     85607                    0.57494                   0.61415         
           6.80                     85284                    0.57335                   0.61416         
           6.90                     85791                    0.57114                   0.61533         
           7.00                     85698                    0.57230                   0.61465         
           7.10                     86476                    0.57247                   0.61385         
           7.20                     85230                    0.57116                   0.61556         
           7.30                     85875                    0.56793                   0.61676         
           7.40                     85170                    0.57126                   0.61552         
           7.50                     86358                    0.57088                   0.61568         
           7.60                     86979                    0.57176                   0.61461         
           7.70                     83737                    0.57044                   0.61579         
           7.80                     86324                    0.57106                   0.61496         
           7.90                     87045                    0.57310                   0.61347         
           8.00                     84698                    0.57277                   0.61611         
           8.10                     85654                    0.57280                   0.61468         
           8.20                     86987                    0.57252                   0.61379         
           8.30                     86295                    0.57138                   0.61476         
           8.40                     87046                    0.56945                   0.61453         
           8.50                     86638                    0.56977                   0.61568         
           8.60                     87282                    0.57204                   0.61385         
           8.70                     86614                    0.56820                   0.61488         
           8.80                     86387                    0.56948                   0.61476         
           8.90                     84549                    0.57124                   0.61643         
           9.00                     87513                    0.57199                   0.61448         
           9.10                     85806                    0.57009                   0.61537         
           9.20                     86143                    0.56967                   0.61569         
           9.30                     85541                    0.57266                   0.61411         
           9.40                     85819                    0.57143                   0.61504         
           9.50                     87895                    0.57053                   0.61357         
           9.60                     86365                    0.57050                   0.61496         
           9.70                     85905                    0.56913                   0.61529         
           9.80                     86295                    0.57305                   0.61383         
           9.90                     87410                    0.57095                   0.61428         
          10.00                     85624                    0.57275                   0.61463         
          10.10                     86608                    0.57171                   0.61478         
          10.20                     86410                    0.56914                   0.61586         
          10.30                     85812                    0.57294                   0.61464         
          10.40                     84876                    0.57093                   0.61536         
          10.50                     86498                    0.56959                   0.61595         
          10.60                     86240                    0.57291                   0.61511         
          10.70                     87068                    0.56926                   0.61447         
          10.80                     87325                    0.57256                   0.61299         
          10.90                     86243                    0.57214                   0.61346         
          11.00                     86133                    0.57168                   0.61471         
          11.10                     86078                    0.56877                   0.61580         
          11.20                     86423                    0.56990                   0.61528         
          11.30                     85510                    0.57025                   0.61559         
          11.40                     86260                    0.57227                   0.61366         
          11.50                     85661                    0.57503                   0.61308         
          11.60                     86516                    0.57405                   0.61414         
          11.70                     84018                    0.57154                   0.61479         
          11.80                     85242                    0.57282                   0.61545         
          11.90                     86710                    0.57401                   0.61362         
          12.00                     84607                    0.57019                   0.61678         
          12.10                     88254                    0.57335                   0.61296         
          12.20                     85239                    0.57191                   0.61504         
          12.30                     86499                    0.56986                   0.61457         
          12.40                     86865                    0.57282                   0.61405         
          12.50                     86790                    0.57018                   0.61484         
          12.60                     87016                    0.57315                   0.61455         
          12.70                     84567                    0.57103                   0.61581         
          12.80                     85262                    0.57028                   0.61586         
          12.90                     86442                    0.57289                   0.61416         
          13.00                     88435                    0.57307                   0.61263         
          13.10                     85646                    0.57133                   0.61462         
