           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     70788                    0.56403                   0.62836         
           0.20                     56174                    0.55555                   0.63626         
           0.30                     72443                    0.55353                   0.64423         
           0.40                     58270                    0.55306                   0.64924         
           0.50                     38104                    0.54866                   0.65915         
           0.60                     51645                    0.54240                   0.65075         
           0.70                     29584                    0.54073                   0.66384         
           0.80                     15049                    0.53244                   0.69138         
           0.90                     30302                    0.52017                   0.70910         
           1.00                     12009                    0.50895                   0.64094         
           1.10                     19837                    0.49845                   0.76535         
           1.20                      6657                    0.47860                   0.77129         
           1.30                      7155                    0.45920                   1.30984         
           1.40                     13859                    0.43704                   1.32916         
           1.50                     22744                    0.41312                   1.33643         
           1.60                     27114                    0.38982                   1.34864         
           1.70                     29461                    0.36411                   1.38738         
           1.80                     32023                    0.33896                   1.41621         
           1.90                     34492                    0.31182                   1.43054         
           2.00                     36559                    0.28701                   1.44550         
           2.10                     38217                    0.26800                   1.46413         
           2.20                     40048                    0.24664                   1.46884         
           2.30                     41340                    0.23225                   1.47158         
           2.40                     42544                    0.21962                   1.47284         
           2.50                     43724                    0.20704                   1.47474         
           2.60                     44793                    0.20021                   1.47152         
           2.70                     45566                    0.19884                   1.47114         
           2.80                     46430                    0.19162                   1.46588         
           2.90                     47202                    0.18342                   1.46356         
           3.00                     48079                    0.17449                   1.45968         
           3.10                     48732                    0.16818                   1.45599         
           3.20                     49300                    0.16362                   1.44888         
           3.30                     49757                    0.16026                   1.44378         
           3.40                     50058                    0.16000                   1.43890         
           3.50                     50484                    0.15587                   1.43540         
           3.60                     50540                    0.16113                   1.43493         
           3.70                     50429                    0.16317                   1.43458         
           3.80                     50476                    0.16649                   1.43060         
           3.90                     50353                    0.16844                   1.43373         
           4.00                     50301                    0.16995                   1.43740         
           4.10                     50487                    0.16726                   1.43492         
           4.20                     50665                    0.16842                   1.43790         
           4.30                     51044                    0.16242                   1.43855         
           4.40                     51374                    0.16388                   1.43393         
           4.50                     51720                    0.16443                   1.42821         
           4.60                     52101                    0.16871                   1.42285         
           4.70                     52423                    0.16668                   1.42452         
           4.80                     52824                    0.16443                   1.42734         
           4.90                     52944                    0.17157                   1.43106         
           5.00                     53077                    0.17383                   1.43150         
           5.10                     53286                    0.17464                   1.43106         
           5.20                     53743                    0.17104                   1.43087         
           5.30                     54133                    0.17298                   1.43180         
           5.40                     54516                    0.17392                   1.43585         
           5.50                     54889                    0.16962                   1.43865         
           5.60                     55197                    0.16926                   1.43922         
           5.70                     55419                    0.16561                   1.44565         
           5.80                     55552                    0.16636                   1.44851         
           5.90                     55656                    0.16775                   1.45114         
           6.00                     55994                    0.16484                   1.45030         
           6.10                     56084                    0.16359                   1.45064         
           6.20                     56415                    0.16327                   1.44746         
           6.30                     56506                    0.16537                   1.44650         
           6.40                     56854                    0.16210                   1.44729         
           6.50                     57162                    0.15963                   1.44565         
           6.60                     57267                    0.16307                   1.44594         
           6.70                     57447                    0.16055                   1.44701         
           6.80                     57611                    0.15968                   1.44644         
           6.90                     57812                    0.16381                   1.44426         
           7.00                     57594                    0.16301                   1.44384         
           7.10                     57483                    0.16175                   1.44663         
           7.20                     57529                    0.16046                   1.44920         
           7.30                     57666                    0.16031                   1.44735         
           7.40                     57615                    0.16211                   1.44684         
           7.50                     57586                    0.16467                   1.44580         
           7.60                     57777                    0.15933                   1.44463         
           7.70                     57853                    0.16028                   1.44835         
           7.80                     58041                    0.15571                   1.44916         
           7.90                     58292                    0.15402                   1.44633         
           8.00                     58513                    0.15480                   1.44387         
           8.10                     58673                    0.15483                   1.44079         
           8.20                     58662                    0.15638                   1.43816         
           8.30                     58871                    0.15386                   1.43323         
           8.40                     58911                    0.15359                   1.43281         
           8.50                     58834                    0.15587                   1.43642         
           8.60                     58880                    0.15698                   1.43522         
           8.70                     58939                    0.15951                   1.43363         
           8.80                     58905                    0.16013                   1.43627         
           8.90                     58814                    0.15910                   1.44086         
           9.00                     58662                    0.16171                   1.44479         
           9.10                     59008                    0.15739                   1.44063         
           9.20                     59018                    0.15832                   1.44170         
           9.30                     58906                    0.15945                   1.44574         
           9.40                     59025                    0.15904                   1.44461         
           9.50                     59155                    0.15728                   1.44421         
           9.60                     59132                    0.15752                   1.44396         
           9.70                     59102                    0.15744                   1.44330         
           9.80                     59040                    0.15965                   1.44460         
           9.90                     58973                    0.16007                   1.44308         
          10.00                     58774                    0.16223                   1.44296         
          10.10                     58685                    0.16507                   1.44336         
          10.20                     58517                    0.16630                   1.44269         
          10.30                     58452                    0.16594                   1.44337         
          10.40                     58343                    0.16605                   1.44780         
          10.50                     58503                    0.16603                   1.44769         
          10.60                     58511                    0.16666                   1.45230         
          10.70                     58843                    0.16224                   1.45232         
          10.80                     59214                    0.15843                   1.44991         
          10.90                     59401                    0.15571                   1.44657         
          11.00                     59691                    0.15308                   1.44291         
          11.10                     59986                    0.15435                   1.43926         
          11.20                     60038                    0.15599                   1.43733         
          11.30                     60151                    0.15311                   1.43636         
          11.40                     60132                    0.15724                   1.43699         
          11.50                     60074                    0.15915                   1.43794         
          11.60                     60059                    0.15675                   1.43801         
          11.70                     60027                    0.15667                   1.44156         
          11.80                     59686                    0.15992                   1.44787         
          11.90                     59717                    0.15688                   1.45092         
          12.00                     59684                    0.15861                   1.45166         
          12.10                     59418                    0.16368                   1.45462         
          12.20                     59457                    0.16050                   1.45279         
          12.30                     59636                    0.16139                   1.44716         
          12.40                     59741                    0.16147                   1.44450         
          12.50                     59926                    0.16027                   1.44208         
          12.60                     59953                    0.16051                   1.44113         
          12.70                     60096                    0.16067                   1.43904         
          12.80                     60203                    0.16100                   1.44235         
          12.90                     60397                    0.15740                   1.44305         
          13.00                     60477                    0.16033                   1.44315         
          13.10                     60596                    0.16037                   1.44397         
          13.20                     60760                    0.16172                   1.44487         
          13.30                     60947                    0.15837                   1.44219         
          13.40                     61119                    0.15908                   1.44192         
          13.50                     61155                    0.16002                   1.44426         
          13.60                     61298                    0.16178                   1.44325         
          13.70                     61482                    0.15807                   1.44292         
          13.80                     61603                    0.16001                   1.44281         
          13.90                     61633                    0.16104                   1.44372         
          14.00                     61734                    0.15777                   1.44208         
          14.10                     61535                    0.16034                   1.44357         
          14.20                     61550                    0.15859                   1.44580         
          14.30                     61602                    0.16152                   1.44585         
          14.40                     61595                    0.16226                   1.44749         
          14.50                     61868                    0.15965                   1.44595         
          14.60                     61881                    0.16196                   1.44367         
          14.70                     62132                    0.15896                   1.44136         
          14.80                     62203                    0.15928                   1.44630         
          14.90                     62306                    0.15805                   1.45068         
          15.00                     62515                    0.15810                   1.44680         
          15.10                     62420                    0.16227                   1.44984         
          15.20                     62544                    0.15956                   1.44926         
          15.30                     62662                    0.15853                   1.44941         
          15.40                     62714                    0.16262                   1.44919         
          15.50                     62791                    0.16469                   1.44988         
          15.60                     62874                    0.16452                   1.44843         
          15.70                     62894                    0.16640                   1.45084         
          15.80                     63177                    0.16416                   1.44986         
          15.90                     63527                    0.16307                   1.45060         
          16.00                     63813                    0.16085                   1.45050         
          16.10                     64168                    0.16072                   1.44936         
          16.20                     64497                    0.15991                   1.44900         
          16.30                     65017                    0.15520                   1.45122         
          16.40                     65397                    0.15166                   1.45372         
          16.50                     65750                    0.15228                   1.45255         
          16.60                     66090                    0.15026                   1.45047         
          16.70                     66338                    0.15284                   1.44683         
          16.80                     66485                    0.15434                   1.44439         
          16.90                     66481                    0.15430                   1.44543         
          17.00                     66655                    0.15499                   1.44851         
          17.10                     66812                    0.15665                   1.44764         
          17.20                     66901                    0.16210                   1.44721         
          17.30                     66831                    0.16241                   1.44644         
          17.40                     66902                    0.16423                   1.44848         
          17.50                     67194                    0.16090                   1.45127         
          17.60                     67454                    0.16005                   1.45269         
          17.70                     67575                    0.16315                   1.45349         
          17.80                     67645                    0.16243                   1.45503         
          17.90                     67833                    0.16092                   1.45696         
          18.00                     68141                    0.16100                   1.45950         
          18.10                     68232                    0.16571                   1.46198         
          18.20                     68614                    0.16063                   1.46417         
          18.30                     68957                    0.16011                   1.46265         
          18.40                     69303                    0.15695                   1.46342         
          18.50                     69723                    0.15621                   1.46473         
          18.60                     70055                    0.15299                   1.46310         
          18.70                     70335                    0.15181                   1.46179         
          18.80                     70438                    0.15435                   1.46017         
          18.90                     70779                    0.15543                   1.45558         
          19.00                     70733                    0.15726                   1.45429         
          19.10                     70767                    0.15987                   1.45169         
          19.20                     70986                    0.15735                   1.45424         
          19.30                     71077                    0.15945                   1.45582         
          19.40                     71307                    0.15944                   1.45534         
          19.50                     71571                    0.15984                   1.45311         
          19.60                     71858                    0.15981                   1.45447         
          19.70                     71943                    0.16114                   1.45528         
          19.80                     72255                    0.15927                   1.45451         
          19.90                     72654                    0.15702                   1.45433         
          20.00                     73091                    0.15620                   1.45352         
          20.10                     73363                    0.15757                   1.45096         
          20.20                     73546                    0.15374                   1.45375         
          20.30                     73822                    0.15234                   1.45187         
          20.40                     74061                    0.15350                   1.45063         
          20.50                     74201                    0.15489                   1.45424         
          20.60                     74444                    0.15431                   1.45751         
          20.70                     74720                    0.15511                   1.45494         
          20.80                     74988                    0.15431                   1.45169         
          20.90                     75315                    0.15251                   1.44962         
          21.00                     75330                    0.15629                   1.44811         
          21.10                     75497                    0.15852                   1.44612         
          21.20                     75428                    0.16196                   1.44515         
          21.30                     75597                    0.16193                   1.44547         
          21.40                     75589                    0.16249                   1.44542         
          21.50                     75623                    0.16644                   1.44876         
          21.60                     75663                    0.16533                   1.45506         
