           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     90573                    0.57505                   0.60947         
           0.20                     89180                    0.56530                   0.61486         
           0.30                     89265                    0.56776                   0.61435         
           0.40                     88929                    0.56677                   0.61454         
           0.50                     88910                    0.56605                   0.61484         
           0.60                     88397                    0.56607                   0.61507         
           0.70                     88694                    0.56130                   0.61624         
           0.80                     89176                    0.56678                   0.61500         
           0.90                     88497                    0.56580                   0.61502         
           1.00                     88548                    0.56294                   0.61744         
           1.10                     87913                    0.56390                   0.61744         
           1.20                     87023                    0.56262                   0.61802         
           1.30                     88526                    0.56490                   0.61682         
           1.40                     88347                    0.56287                   0.61641         
           1.50                     88867                    0.56447                   0.61570         
           1.60                     88797                    0.56025                   0.61713         
           1.70                     88978                    0.56377                   0.61586         
           1.80                     89485                    0.56460                   0.61564         
           1.90                     89703                    0.56325                   0.61512         
           2.00                     88072                    0.56593                   0.61594         
           2.10                     89274                    0.56594                   0.61491         
           2.20                     87001                    0.56033                   0.61767         
           2.30                     87819                    0.55998                   0.61905         
           2.40                     89175                    0.56006                   0.61753         
           2.50                     87514                    0.56130                   0.61887         
           2.60                     87203                    0.55984                   0.61999         
           2.70                     88164                    0.55895                   0.61795         
           2.80                     87459                    0.56210                   0.61821         
           2.90                     85345                    0.56024                   0.62099         
           3.00                     87081                    0.55939                   0.62075         
           3.10                     88324                    0.55895                   0.61871         
           3.20                     87607                    0.56265                   0.61821         
           3.30                     88678                    0.56559                   0.61672         
           3.40                     89035                    0.56061                   0.61648         
           3.50                     89021                    0.56363                   0.61608         
           3.60                     89107                    0.56469                   0.61536         
           3.70                     88184                    0.56452                   0.61647         
           3.80                     88875                    0.56377                   0.61644         
           3.90                     88104                    0.56012                   0.61810         
           4.00                     89201                    0.56374                   0.61588         
           4.10                     88157                    0.56240                   0.61747         
           4.20                     88103                    0.56143                   0.61760         
           4.30                     87493                    0.56400                   0.61677         
           4.40                     86784                    0.56389                   0.61830         
           4.50                     89046                    0.56430                   0.61580         
           4.60                     89633                    0.56404                   0.61525         
           4.70                     87001                    0.56470                   0.61670         
           4.80                     88878                    0.56304                   0.61594         
           4.90                     88051                    0.56288                   0.61727         
           5.00                     89378                    0.56371                   0.61622         
           5.10                     86692                    0.56356                   0.61706         
           5.20                     89170                    0.56415                   0.61594         
           5.30                     86934                    0.56444                   0.61692         
           5.40                     88487                    0.56527                   0.61573         
           5.50                     89271                    0.56230                   0.61590         
           5.60                     86679                    0.56489                   0.61733         
           5.70                     89100                    0.56467                   0.61569         
           5.80                     89228                    0.56299                   0.61636         
           5.90                     88058                    0.56328                   0.61722         
           6.00                     87313                    0.56305                   0.61827         
           6.10                     87976                    0.56321                   0.61724         
           6.20                     88285                    0.56437                   0.61611         
           6.30                     89118                    0.56340                   0.61670         
           6.40                     88596                    0.56257                   0.61710         
           6.50                     89420                    0.56568                   0.61517         
           6.60                     88909                    0.56718                   0.61467         
           6.70                     89676                    0.56607                   0.61420         
           6.80                     89547                    0.56627                   0.61450         
           6.90                     90119                    0.56644                   0.61411         
           7.00                     86236                    0.56661                   0.61620         
           7.10                     89087                    0.56659                   0.61475         
           7.20                     88367                    0.56591                   0.61590         
           7.30                     88908                    0.56279                   0.61585         
           7.40                     88865                    0.56746                   0.61504         
           7.50                     89414                    0.56679                   0.61461         
           7.60                     88952                    0.56675                   0.61531         
           7.70                     89260                    0.56064                   0.61651         
           7.80                     89904                    0.56638                   0.61440         
           7.90                     88635                    0.56381                   0.61557         
           8.00                     89206                    0.56438                   0.61597         
           8.10                     89194                    0.56656                   0.61547         
           8.20                     88599                    0.56128                   0.61729         
           8.30                     88906                    0.56549                   0.61479         
           8.40                     88936                    0.56707                   0.61528         
           8.50                     89013                    0.56596                   0.61546         
           8.60                     88769                    0.56375                   0.61700         
           8.70                     85147                    0.55922                   0.62056         
           8.80                     88198                    0.56429                   0.61791         
           8.90                     88602                    0.56268                   0.61727         
           9.00                     88194                    0.56157                   0.61834         
           9.10                     88838                    0.56279                   0.61696         
           9.20                     88457                    0.56258                   0.61719         
           9.30                     87596                    0.56418                   0.61750         
           9.40                     88559                    0.56456                   0.61609         
           9.50                     89400                    0.56304                   0.61573         
           9.60                     87825                    0.56316                   0.61743         
           9.70                     89197                    0.56528                   0.61515         
           9.80                     89335                    0.56380                   0.61550         
           9.90                     88843                    0.56515                   0.61590         
          10.00                     89058                    0.56498                   0.61530         
          10.10                     88773                    0.56409                   0.61626         
          10.20                     88827                    0.56289                   0.61698         
          10.30                     86202                    0.56065                   0.61922         
          10.40                     87590                    0.56470                   0.61730         
          10.50                     88867                    0.56406                   0.61619         
          10.60                     88764                    0.56398                   0.61580         
          10.70                     88980                    0.56727                   0.61494         
          10.80                     90247                    0.56521                   0.61436         
          10.90                     89165                    0.56642                   0.61491         
          11.00                     88180                    0.56565                   0.61634         
          11.10                     89522                    0.56545                   0.61501         
          11.20                     88765                    0.56545                   0.61568         
          11.30                     88712                    0.56423                   0.61627         
          11.40                     89435                    0.56562                   0.61508         
          11.50                     88921                    0.56583                   0.61504         
          11.60                     88982                    0.56624                   0.61579         
          11.70                     88177                    0.56099                   0.61827         
          11.80                     88940                    0.56548                   0.61534         
          11.90                     88309                    0.56318                   0.61687         
          12.00                     89095                    0.56340                   0.61647         
          12.10                     88120                    0.56402                   0.61744         
          12.20                     89673                    0.56736                   0.61514         
          12.30                     89659                    0.56862                   0.61462         
          12.40                     88309                    0.56402                   0.61645         
          12.50                     88570                    0.56428                   0.61660         
          12.60                     89205                    0.56716                   0.61508         
          12.70                     89524                    0.56587                   0.61481         
          12.80                     89082                    0.56400                   0.61547         
          12.90                     88568                    0.56207                   0.61709         
          13.00                     88233                    0.56416                   0.61690         
          13.10                     87429                    0.56255                   0.61657         
          13.20                     89194                    0.56425                   0.61568         
          13.30                     89654                    0.56384                   0.61564         
          13.40                     89016                    0.56160                   0.61694         
          13.50                     88394                    0.56461                   0.61657         
          13.60                     88231                    0.56678                   0.61579         
          13.70                     88598                    0.56301                   0.61590         
          13.80                     86697                    0.56505                   0.61799         
          13.90                     88809                    0.56216                   0.61672         
          14.00                     89324                    0.56614                   0.61473         
          14.10                     89196                    0.56874                   0.61444         
          14.20                     88617                    0.56832                   0.61512         
          14.30                     88688                    0.56691                   0.61490         
          14.40                     88763                    0.56811                   0.61532         
          14.50                     90068                    0.56853                   0.61414         
          14.60                     88225                    0.56029                   0.61827         
          14.70                     87841                    0.56179                   0.61781         
          14.80                     88922                    0.56392                   0.61642         
          14.90                     88505                    0.56290                   0.61665         
          15.00                     88584                    0.56611                   0.61591         
          15.10                     88794                    0.56707                   0.61526         
          15.20                     88070                    0.56466                   0.61687         
          15.30                     88340                    0.56330                   0.61651         
          15.40                     89263                    0.56392                   0.61663         
          15.50                     89250                    0.56416                   0.61648         
          15.60                     88705                    0.56195                   0.61652         
          15.70                     86772                    0.56293                   0.61837         
          15.80                     88758                    0.56031                   0.61690         
          15.90                     89111                    0.56407                   0.61597         
          16.00                     88875                    0.56587                   0.61513         
          16.10                     89888                    0.56547                   0.61434         
          16.20                     89095                    0.56450                   0.61560         
          16.30                     87639                    0.56403                   0.61620         
          16.40                     89087                    0.56553                   0.61516         
          16.50                     88662                    0.56180                   0.61710         
