           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     71447                    0.56550                   0.62763         
           0.20                     36479                    0.55590                   0.63045         
           0.30                     39815                    0.54930                   0.65884         
           0.40                     32296                    0.54122                   0.65662         
           0.50                     34770                    0.53881                   0.65006         
           0.60                     14542                    0.53319                   0.69058         
           0.70                     10425                    0.52575                   0.72304         
           0.80                     14084                    0.50319                   0.74852         
           0.90                      9220                    0.47798                   0.67986         
           1.00                      9370                    0.45425                   1.04951         
           1.10                     10111                    0.43315                   1.27940         
           1.20                     11404                    0.40833                   1.31741         
           1.30                     12841                    0.37964                   1.34568         
           1.40                     14056                    0.35268                   1.36775         
           1.50                     22821                    0.32933                   1.36616         
           1.60                     16415                    0.30871                   1.41140         
           1.70                     17657                    0.29390                   1.42102         
           1.80                     27305                    0.27642                   1.40394         
           1.90                     28345                    0.26422                   1.41998         
           2.00                     29688                    0.24955                   1.42788         
           2.10                     30894                    0.23651                   1.44197         
           2.20                     31939                    0.22796                   1.44173         
           2.30                     36394                    0.21972                   1.41981         
           2.40                     52025                    0.21148                   1.41601         
           2.50                     55927                    0.20751                   1.39660         
           2.60                     56158                    0.20318                   1.39757         
           2.70                     55179                    0.20320                   1.41264         
           2.80                     55690                    0.19859                   1.42040         
           2.90                     55109                    0.19741                   1.43754         
           3.00                     56422                    0.18762                   1.43758         
           3.10                     57379                    0.18022                   1.43553         
           3.20                     58172                    0.17504                   1.43573         
           3.30                     58619                    0.17637                   1.43417         
           3.40                     59009                    0.17536                   1.43385         
           3.50                     59466                    0.17168                   1.43002         
           3.60                     59836                    0.17161                   1.42823         
           3.70                     60130                    0.17235                   1.42795         
           3.80                     60440                    0.17165                   1.42752         
           3.90                     60478                    0.17401                   1.43095         
           4.00                     60520                    0.17738                   1.43170         
           4.10                     60673                    0.17657                   1.43479         
           4.20                     60771                    0.17975                   1.43479         
           4.30                     61166                    0.17991                   1.43560         
           4.40                     61478                    0.17853                   1.44081         
           4.50                     61903                    0.17791                   1.44452         
           4.60                     62270                    0.17474                   1.44180         
           4.70                     62270                    0.17670                   1.44137         
           4.80                     62526                    0.17596                   1.44291         
           4.90                     62788                    0.17404                   1.44169         
           5.00                     63277                    0.17127                   1.43763         
           5.10                     63817                    0.16926                   1.43176         
           5.20                     63931                    0.17037                   1.43531         
           5.30                     63760                    0.17287                   1.44219         
           5.40                     63832                    0.17186                   1.44744         
           5.50                     64016                    0.17209                   1.44580         
           5.60                     64306                    0.17179                   1.44528         
           5.70                     64335                    0.17105                   1.44836         
           5.80                     64443                    0.17298                   1.45211         
           5.90                     64761                    0.17154                   1.45342         
           6.00                     64864                    0.17465                   1.45706         
           6.10                     65038                    0.17361                   1.45926         
           6.20                     65383                    0.17257                   1.46010         
           6.30                     65743                    0.16951                   1.46069         
           6.40                     66192                    0.17017                   1.45884         
           6.50                     66464                    0.17209                   1.46159         
           6.60                     66950                    0.17305                   1.46200         
           6.70                     67406                    0.16963                   1.45998         
           6.80                     67875                    0.16470                   1.46143         
           6.90                     68466                    0.16510                   1.46055         
           7.00                     68636                    0.16417                   1.46028         
           7.10                     68850                    0.16922                   1.45766         
           7.20                     69066                    0.17135                   1.45890         
           7.30                     69555                    0.17226                   1.45674         
           7.40                     69941                    0.16875                   1.45416         
           7.50                     70047                    0.17117                   1.45701         
           7.60                     70476                    0.17070                   1.45449         
           7.70                     70853                    0.17071                   1.45763         
           7.80                     71325                    0.17144                   1.45969         
           7.90                     72004                    0.16583                   1.45992         
           8.00                     72435                    0.16700                   1.46537         
           8.10                     72874                    0.16439                   1.46900         
           8.20                     73241                    0.16316                   1.47199         
           8.30                     73636                    0.15892                   1.47429         
           8.40                     73735                    0.16313                   1.47576         
           8.50                     73965                    0.15986                   1.47513         
           8.60                     74195                    0.15923                   1.47551         
           8.70                     74592                    0.15793                   1.47243         
           8.80                     74797                    0.15960                   1.47131         
           8.90                     75116                    0.16248                   1.46953         
           9.00                     75425                    0.16081                   1.46990         
           9.10                     75898                    0.15948                   1.46833         
           9.20                     76407                    0.15915                   1.46703         
           9.30                     76791                    0.16028                   1.46595         
           9.40                     77153                    0.15923                   1.46713         
           9.50                     77168                    0.15933                   1.47637         
           9.60                     77737                    0.15609                   1.47943         
           9.70                     78021                    0.15724                   1.47913         
           9.80                     78492                    0.15563                   1.47782         
           9.90                     78767                    0.15663                   1.47713         
          10.00                     79139                    0.15524                   1.47438         
          10.10                     79573                    0.15157                   1.47474         
          10.20                     80023                    0.15201                   1.47083         
          10.30                     80221                    0.15412                   1.46880         
          10.40                     80528                    0.15422                   1.46693         
          10.50                     80730                    0.15335                   1.46655         
          10.60                     80860                    0.15591                   1.46694         
          10.70                     81113                    0.15507                   1.46899         
          10.80                     81530                    0.15267                   1.47127         
          10.90                     81734                    0.15577                   1.47148         
          11.00                     82101                    0.15574                   1.47116         
          11.10                     82214                    0.15438                   1.47332         
          11.20                     82242                    0.15835                   1.47479         
          11.30                     82484                    0.15813                   1.47492         
          11.40                     82959                    0.15490                   1.47301         
          11.50                     83369                    0.15781                   1.47032         
          11.60                     83700                    0.16144                   1.47093         
          11.70                     84108                    0.16226                   1.47362         
          11.80                     84858                    0.15932                   1.47642         
          11.90                     85495                    0.15577                   1.47842         
          12.00                     86168                    0.15302                   1.47574         
          12.10                     86776                    0.14944                   1.47404         
          12.20                     87252                    0.14641                   1.47319         
          12.30                     87526                    0.14282                   1.47037         
          12.40                     87609                    0.14226                   1.47066         
          12.50                     87494                    0.14535                   1.47388         
          12.60                     87643                    0.14163                   1.47613         
          12.70                     87807                    0.14056                   1.47916         
          12.80                     87875                    0.13966                   1.48098         
          12.90                     87904                    0.13975                   1.48008         
          13.00                     87761                    0.14343                   1.48073         
          13.10                     87703                    0.14239                   1.48084         
          13.20                     87976                    0.13866                   1.47793         
          13.30                     88186                    0.13831                   1.47424         
          13.40                     88307                    0.14059                   1.47313         
          13.50                     88254                    0.13709                   1.47530         
          13.60                     88105                    0.13995                   1.47731         
          13.70                     88181                    0.13775                   1.47907         
          13.80                     88263                    0.13609                   1.47964         
          13.90                     88426                    0.13782                   1.47904         
          14.00                     88441                    0.13631                   1.47838         
          14.10                     88464                    0.13629                   1.47374         
          14.20                     88456                    0.13565                   1.46725         
