           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     82177                    0.56615                   0.62225         
           0.20                     73832                    0.55498                   0.63307         
           0.30                     75736                    0.55453                   0.64066         
           0.40                     19220                    0.54794                   0.64107         
           0.50                     63933                    0.53869                   0.66415         
           0.60                     37249                    0.53210                   0.67535         
           0.70                     59504                    0.53060                   0.69515         
           0.80                     21700                    0.52236                   0.73155         
           0.90                     12529                    0.50948                   0.70932         
           1.00                     11552                    0.49468                   0.76346         
           1.10                      6628                    0.47895                   0.76978         
           1.20                      5202                    0.45955                   1.22198         
           1.30                      5851                    0.43340                   1.26860         
           1.40                      8391                    0.40213                   1.21137         
           1.50                      9191                    0.37071                   1.25090         
           1.60                      9899                    0.34212                   1.26956         
           1.70                     14847                    0.31072                   1.31946         
           1.80                     15967                    0.28541                   1.33878         
           1.90                     16772                    0.26082                   1.35795         
           2.00                     17401                    0.24194                   1.37170         
           2.10                     18087                    0.22641                   1.37631         
           2.20                     25459                    0.21288                   1.34829         
           2.30                     19014                    0.20751                   1.37951         
           2.40                     23485                    0.20224                   1.30426         
           2.50                     23431                    0.20034                   1.30512         
           2.60                     26845                    0.20289                   1.33126         
           2.70                     26885                    0.20361                   1.32598         
           2.80                     26885                    0.20471                   1.32238         
           2.90                     26984                    0.20505                   1.32466         
           3.00                     27018                    0.20290                   1.32347         
           3.10                     26978                    0.20680                   1.32736         
           3.20                     27142                    0.20930                   1.33094         
           3.30                     27199                    0.21078                   1.33524         
           3.40                     27304                    0.21327                   1.34338         
           3.50                     27591                    0.21192                   1.34676         
           3.60                     27907                    0.20740                   1.34398         
           3.70                     28000                    0.20903                   1.34623         
           3.80                     28125                    0.20733                   1.35170         
           3.90                     28565                    0.20648                   1.34815         
           4.00                     28739                    0.20547                   1.34905         
           4.10                     28958                    0.20323                   1.34879         
           4.20                     29136                    0.20406                   1.34699         
           4.30                     29297                    0.20510                   1.34396         
           4.40                     29348                    0.20520                   1.34178         
           4.50                     29486                    0.20592                   1.34400         
           4.60                     29493                    0.20558                   1.34931         
           4.70                     29578                    0.20534                   1.35220         
           4.80                     29799                    0.20340                   1.34925         
           4.90                     29943                    0.20308                   1.34695         
           5.00                     29846                    0.20255                   1.35427         
           5.10                     29996                    0.20084                   1.35383         
           5.20                     30229                    0.20202                   1.34717         
           5.30                     30147                    0.20102                   1.34815         
           5.40                     57702                    0.19949                   1.35235         
           5.50                     30344                    0.19841                   1.35372         
           5.60                     30455                    0.19331                   1.35443         
           5.70                     28509                    0.19874                   1.35947         
           5.80                     28780                    0.19619                   1.35853         
           5.90                     29021                    0.19889                   1.36181         
           6.00                     29247                    0.20144                   1.36548         
           6.10                     29734                    0.20078                   1.36292         
           6.20                     30066                    0.20047                   1.36236         
           6.30                     30383                    0.19841                   1.36744         
           6.40                     30526                    0.19554                   1.36976         
           6.50                     30701                    0.18954                   1.37327         
           6.60                     31025                    0.18710                   1.37730         
           6.70                     31336                    0.18220                   1.37293         
           6.80                     31439                    0.18506                   1.37155         
           6.90                     31608                    0.18424                   1.37150         
           7.00                     31797                    0.18212                   1.36967         
           7.10                     31981                    0.18264                   1.36396         
           7.20                     32036                    0.18454                   1.36404         
           7.30                     32038                    0.18492                   1.36432         
           7.40                     32109                    0.18555                   1.36550         
           7.50                     32027                    0.18915                   1.36299         
           7.60                     32064                    0.19068                   1.36405         
           7.70                     32155                    0.18926                   1.36626         
           7.80                     32320                    0.18792                   1.36543         
           7.90                     32220                    0.19275                   1.36923         
           8.00                     32434                    0.19129                   1.36909         
           8.10                     32413                    0.19565                   1.37042         
           8.20                     32623                    0.19441                   1.37443         
           8.30                     33032                    0.19272                   1.38044         
           8.40                     33296                    0.18985                   1.38310         
           8.50                     33661                    0.18791                   1.37803         
           8.60                     33881                    0.18856                   1.37260         
           8.70                     34146                    0.18567                   1.36860         
           8.80                     34228                    0.18818                   1.37377         
           8.90                     34332                    0.18902                   1.38021         
           9.00                     34571                    0.18680                   1.37750         
           9.10                     34752                    0.18501                   1.37671         
           9.20                     34914                    0.18575                   1.38141         
           9.30                     35100                    0.18674                   1.37866         
           9.40                     35317                    0.18584                   1.37581         
           9.50                     35390                    0.18903                   1.37517         
           9.60                     35353                    0.18736                   1.37644         
           9.70                     35200                    0.18894                   1.37825         
           9.80                     35201                    0.18736                   1.38228         
           9.90                     35229                    0.18812                   1.38303         
          10.00                     35345                    0.18726                   1.38322         
          10.10                     35325                    0.19012                   1.39012         
          10.20                     35532                    0.18831                   1.38686         
