           tauB                     NinLC                      phiL          
           0.00                     18972                    0.52852                   1.56133         
           0.10                     19666                    0.51454                   1.62289         
           0.20                     20709                    0.50724                   1.63504         
           0.30                     21445                    0.50429                   1.64224         
           0.40                     21938                    0.50086                   1.66033         
           0.50                     23035                    0.50131                   1.64605         
           0.60                     23560                    0.49780                   1.66718         
           0.70                     23871                    0.49466                   1.69505         
           0.80                     24389                    0.49231                   1.70426         
           0.90                     25260                    0.49014                   1.69344         
           1.00                     25524                    0.48791                   1.71339         
           1.10                     26130                    0.48586                   1.70612         
           1.20                     26269                    0.48575                   1.71749         
           1.30                     27318                    0.48172                   1.69146         
           1.40                     27297                    0.48126                   1.71174         
           1.50                     28846                    0.47770                   1.67148         
           1.60                     29072                    0.47684                   1.68398         
           1.70                     28406                    0.47476                   1.74030         
           1.80                     29303                    0.47229                   1.72676         
           1.90                     29766                    0.47003                   1.72311         
           2.00                     30149                    0.46775                   1.72673         
           2.10                     30991                    0.46651                   1.71648         
           2.20                     31867                    0.46450                   1.70677         
           2.30                     32730                    0.46134                   1.69835         
           2.40                     31908                    0.45873                   1.75143         
           2.50                     32867                    0.45851                   1.73755         
           2.60                     32193                    0.45622                   1.77859         
           2.70                     32859                    0.45414                   1.77025         
           2.80                     34343                    0.45258                   1.72919         
           2.90                     34128                    0.44899                   1.75137         
           3.00                     34502                    0.44910                   1.75242         
           3.10                     34468                    0.44797                   1.76338         
           3.20                     35305                    0.44434                   1.75225         
           3.30                     35538                    0.44140                   1.75697         
           3.40                     36362                    0.43799                   1.74117         
           3.50                     36095                    0.43819                   1.76019         
           3.60                     37431                    0.43711                   1.71842         
           3.70                     37596                    0.43596                   1.71482         
           3.80                     36957                    0.43724                   1.74235         
           3.90                     37000                    0.43582                   1.75029         
           4.00                     37823                    0.43465                   1.73342         
           4.10                     38020                    0.43386                   1.73157         
           4.20                     38379                    0.43471                   1.72800         
           4.30                     37896                    0.43341                   1.74766         
           4.40                     37605                    0.43269                   1.76078         
           4.50                     38428                    0.43129                   1.73979         
           4.60                     38645                    0.43027                   1.74190         
           4.70                     38732                    0.43049                   1.74390         
           4.80                     38688                    0.42846                   1.75080         
           4.90                     38624                    0.42798                   1.75500         
           5.00                     38420                    0.42940                   1.76403         
           5.10                     38682                    0.42738                   1.75590         
           5.20                     38648                    0.42654                   1.76263         
           5.30                     39673                    0.42541                   1.73611         
           5.40                     39025                    0.42476                   1.76157         
           5.50                     39520                    0.42507                   1.75008         
           5.60                     39725                    0.42451                   1.74908         
           5.70                     39677                    0.42296                   1.74893         
           5.80                     40104                    0.42179                   1.73558         
           5.90                     40339                    0.42279                   1.72748         
           6.00                     39796                    0.42316                   1.74276         
           6.10                     40447                    0.42185                   1.72027         
           6.20                     40692                    0.42319                   1.71155         
           6.30                     39824                    0.42540                   1.74055         
           6.40                     39644                    0.42401                   1.75391         
           6.50                     39892                    0.42334                   1.75401         
           6.60                     39329                    0.42305                   1.77475         
           6.70                     40038                    0.42279                   1.75246         
           6.80                     39591                    0.42298                   1.76979         
           6.90                     39612                    0.42116                   1.77263         
           7.00                     39503                    0.42309                   1.77714         
           7.10                     39695                    0.42142                   1.77453         
           7.20                     39754                    0.42044                   1.77569         
           7.30                     39799                    0.42094                   1.77499         
           7.40                     39969                    0.42062                   1.76916         
           7.50                     40682                    0.42062                   1.75452         
           7.60                     39908                    0.41896                   1.77883         
           7.70                     39897                    0.42050                   1.77965         
           7.80                     40678                    0.42051                   1.75705         
           7.90                     40302                    0.42039                   1.76811         
           8.00                     40078                    0.41973                   1.76856         
           8.10                     39844                    0.42059                   1.77001         
           8.20                     40418                    0.42070                   1.74990         
           8.30                     39784                    0.42169                   1.76895         
           8.40                     40126                    0.42127                   1.75803         
           8.50                     39835                    0.42251                   1.76817         
           8.60                     39569                    0.42212                   1.77074         
           8.70                     39930                    0.42343                   1.75776         
           8.80                     40318                    0.42072                   1.74456         
           8.90                     39646                    0.42215                   1.76705         
           9.00                     39673                    0.42079                   1.77211         
