           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     89902                    0.57289                   0.61083         
           0.20                     88659                    0.56935                   0.61497         
           0.30                     88080                    0.56440                   0.61702         
           0.40                     87771                    0.56268                   0.61781         
           0.50                     87634                    0.56117                   0.61871         
           0.60                     87501                    0.56173                   0.62044         
           0.70                     86402                    0.56061                   0.62017         
           0.80                     86303                    0.56125                   0.62067         
           0.90                     86714                    0.55939                   0.62163         
           1.00                     86026                    0.55893                   0.62163         
           1.10                     86349                    0.55900                   0.62194         
           1.20                     86752                    0.56119                   0.62029         
           1.30                     85826                    0.56053                   0.62143         
           1.40                     87538                    0.55952                   0.61996         
           1.50                     87554                    0.55883                   0.61992         
           1.60                     88456                    0.56007                   0.61836         
           1.70                     87469                    0.56062                   0.62042         
           1.80                     88287                    0.56020                   0.61977         
           1.90                     86489                    0.56140                   0.62092         
           2.00                     87187                    0.55663                   0.62136         
           2.10                     87330                    0.55917                   0.62094         
           2.20                     85340                    0.55587                   0.62367         
           2.30                     86308                    0.55966                   0.62202         
           2.40                     86026                    0.55699                   0.62314         
           2.50                     86871                    0.55567                   0.62304         
           2.60                     87466                    0.55798                   0.62041         
           2.70                     87854                    0.56304                   0.61920         
           2.80                     87588                    0.56130                   0.62070         
           2.90                     86710                    0.55905                   0.62146         
           3.00                     85437                    0.55786                   0.62273         
           3.10                     87269                    0.55938                   0.62049         
           3.20                     86000                    0.56000                   0.62059         
           3.30                     87114                    0.55861                   0.62081         
           3.40                     86412                    0.55676                   0.62350         
           3.50                     85554                    0.55504                   0.62414         
           3.60                     82274                    0.55541                   0.62248         
           3.70                     85581                    0.55841                   0.62193         
           3.80                     86995                    0.56142                   0.62043         
           3.90                     87188                    0.55846                   0.62090         
           4.00                     87416                    0.55651                   0.62153         
           4.10                     85357                    0.55745                   0.62369         
           4.20                     83710                    0.55447                   0.62536         
           4.30                     86422                    0.55526                   0.62395         
           4.40                     83664                    0.55155                   0.62741         
           4.50                     86219                    0.56055                   0.62177         
           4.60                     86126                    0.55470                   0.62327         
           4.70                     87632                    0.55638                   0.62218         
           4.80                     85355                    0.55559                   0.62441         
           4.90                     86491                    0.55753                   0.62270         
           5.00                     87262                    0.55702                   0.62169         
           5.10                     86185                    0.55778                   0.62227         
           5.20                     86710                    0.55876                   0.62191         
           5.30                     86831                    0.56047                   0.62057         
           5.40                     86942                    0.55635                   0.62246         
           5.50                     86878                    0.55741                   0.62181         
           5.60                     88334                    0.56019                   0.61939         
           5.70                     86746                    0.55958                   0.62134         
           5.80                     85473                    0.55538                   0.62382         
           5.90                     87239                    0.55961                   0.62104         
           6.00                     88203                    0.55820                   0.62002         
           6.10                     85520                    0.55789                   0.62335         
           6.20                     88240                    0.56187                   0.61874         
           6.30                     85504                    0.55804                   0.62127         
           6.40                     88092                    0.55865                   0.61993         
           6.50                     87206                    0.55987                   0.62013         
           6.60                     87140                    0.55612                   0.62100         
           6.70                     87195                    0.55759                   0.62181         
           6.80                     87913                    0.56053                   0.61937         
           6.90                     86237                    0.56104                   0.62186         
           7.00                     87262                    0.55730                   0.62177         
           7.10                     85957                    0.55642                   0.62372         
           7.20                     87229                    0.55888                   0.62060         
           7.30                     84213                    0.56110                   0.62100         
           7.40                     88198                    0.56032                   0.61936         
           7.50                     87477                    0.55867                   0.62061         
           7.60                     87391                    0.55452                   0.62238         
           7.70                     85919                    0.55564                   0.62404         
           7.80                     85104                    0.55470                   0.62513         
           7.90                     84875                    0.55108                   0.62602         
           8.00                     86327                    0.55569                   0.62346         
           8.10                     86584                    0.55861                   0.62217         
           8.20                     85764                    0.55562                   0.62384         
           8.30                     86365                    0.55355                   0.62392         
           8.40                     87234                    0.55365                   0.62311         
           8.50                     87134                    0.55402                   0.62187         
           8.60                     85996                    0.55446                   0.62333         
           8.70                     85810                    0.55860                   0.62253         
           8.80                     86591                    0.55820                   0.62269         
           8.90                     87847                    0.55545                   0.62177         
           9.00                     85852                    0.55343                   0.62509         
           9.10                     87627                    0.55740                   0.62140         
           9.20                     87138                    0.55757                   0.62237         
           9.30                     86963                    0.56084                   0.62004         
           9.40                     87669                    0.56235                   0.61938         
           9.50                     87441                    0.55817                   0.62103         
           9.60                     87458                    0.56120                   0.61969         
           9.70                     89270                    0.56042                   0.61775         
           9.80                     87256                    0.56178                   0.61944         
           9.90                     88222                    0.56624                   0.61749         
          10.00                     87378                    0.55671                   0.62079         
          10.10                     86155                    0.55963                   0.62190         
          10.20                     86810                    0.56025                   0.61971         
          10.30                     87813                    0.56022                   0.61928         
          10.40                     85605                    0.56143                   0.62008         
          10.50                     87212                    0.56091                   0.62023         
          10.60                     85678                    0.55750                   0.62162         
          10.70                     87750                    0.55856                   0.61996         
          10.80                     87185                    0.56120                   0.61949         
          10.90                     87614                    0.55917                   0.61928         
          11.00                     86436                    0.56074                   0.62131         
          11.10                     87048                    0.55748                   0.62231         
          11.20                     87797                    0.55739                   0.62107         
          11.30                     85742                    0.55571                   0.62376         
          11.40                     86870                    0.56270                   0.62003         
          11.50                     88184                    0.56048                   0.61909         
          11.60                     87587                    0.56323                   0.61862         
          11.70                     86256                    0.56144                   0.62095         
          11.80                     85902                    0.56036                   0.62125         
          11.90                     85971                    0.55721                   0.62338         
          12.00                     87022                    0.55490                   0.62252         
          12.10                     86892                    0.55652                   0.62241         
          12.20                     86846                    0.55802                   0.62011         
          12.30                     85508                    0.55606                   0.62231         
          12.40                     86064                    0.55617                   0.62367         
          12.50                     87731                    0.55644                   0.62202         
          12.60                     86616                    0.55973                   0.62095         
          12.70                     86525                    0.56057                   0.62028         
          12.80                     87534                    0.56239                   0.61921         
          12.90                     83873                    0.55716                   0.62369         
          13.00                     87170                    0.55822                   0.62100         
          13.10                     86077                    0.55904                   0.62326         
          13.20                     86631                    0.55522                   0.62337         
          13.30                     86452                    0.55481                   0.62294         
          13.40                     86182                    0.56077                   0.62243         
          13.50                     87109                    0.55681                   0.62162         
          13.60                     87084                    0.56147                   0.61987         
          13.70                     86263                    0.56147                   0.62104         
          13.80                     86932                    0.55802                   0.62155         
          13.90                     85943                    0.56190                   0.62204         
          14.00                     85707                    0.55917                   0.62203         
          14.10                     87733                    0.55963                   0.62130         
          14.20                     87936                    0.55756                   0.62052         
          14.30                     86628                    0.55932                   0.62133         
          14.40                     86371                    0.55857                   0.62215         
          14.50                     86197                    0.55653                   0.62237         
          14.60                     82504                    0.55927                   0.62309         
          14.70                     87017                    0.55756                   0.62073         
          14.80                     86801                    0.55938                   0.62097         
          14.90                     87755                    0.56176                   0.61913         
          15.00                     87598                    0.56146                   0.61895         
          15.10                     85446                    0.55983                   0.62125         
          15.20                     86763                    0.56162                   0.62015         
          15.30                     88250                    0.55671                   0.62073         
          15.40                     87649                    0.55834                   0.62133         
          15.50                     86954                    0.55784                   0.62090         
          15.60                     85847                    0.55896                   0.62169         
          15.70                     87124                    0.55491                   0.62245         
          15.80                     87221                    0.55680                   0.62213         
          15.90                     85594                    0.55671                   0.62403         
          16.00                     86166                    0.55526                   0.62362         
          16.10                     87184                    0.55650                   0.62231         
          16.20                     87233                    0.55658                   0.62290         
          16.30                     86413                    0.55498                   0.62354         
          16.40                     85368                    0.55474                   0.62370         
          16.50                     87452                    0.55807                   0.62126         
          16.60                     87452                    0.56064                   0.61945         
          16.70                     86175                    0.55803                   0.62226         
          16.80                     86087                    0.55772                   0.62267         
          16.90                     85540                    0.55459                   0.62491         
          17.00                     86140                    0.55002                   0.62641         
