           tauB                     NinLC                      phiL          
           0.00                     22444                    0.50926                   1.73177         
           0.10                     23648                    0.48899                   1.92007         
           0.20                     25443                    0.47508                   1.99157         
           0.30                     27243                    0.46835                   2.03107         
           0.40                     28979                    0.45800                   2.05848         
           0.50                     30812                    0.45004                   2.07050         
           0.60                     32744                    0.44086                   2.09424         
           0.70                     34583                    0.43261                   2.10853         
           0.80                     36647                    0.42299                   2.10829         
           0.90                     38594                    0.41166                   2.12043         
           1.00                     40548                    0.40330                   2.13078         
           1.10                     42521                    0.39310                   2.12987         
           1.20                     44234                    0.38507                   2.12816         
           1.30                     46152                    0.37560                   2.12606         
           1.40                     48163                    0.36559                   2.11913         
           1.50                     49859                    0.35732                   2.11206         
           1.60                     51567                    0.34721                   2.11194         
           1.70                     53349                    0.33833                   2.11535         
           1.80                     55071                    0.32866                   2.11362         
           1.90                     56863                    0.31812                   2.10751         
           2.00                     58499                    0.30950                   2.10428         
           2.10                     59970                    0.30079                   2.10223         
           2.20                     61527                    0.29175                   2.09302         
           2.30                     62932                    0.28333                   2.09599         
           2.40                     64289                    0.27610                   2.09393         
           2.50                     65612                    0.26830                   2.08904         
           2.60                     66784                    0.26047                   2.08193         
           2.70                     68003                    0.25343                   2.07173         
           2.80                     68939                    0.24817                   2.06083         
           2.90                     69798                    0.24315                   2.05421         
           3.00                     70697                    0.23626                   2.04900         
           3.10                     71566                    0.23163                   2.04026         
           3.20                     72337                    0.22682                   2.03326         
           3.30                     72895                    0.22280                   2.02418         
           3.40                     73472                    0.22000                   2.01771         
           3.50                     74006                    0.21699                   2.01458         
           3.60                     74538                    0.21271                   2.00567         
           3.70                     74731                    0.21271                   2.00708         
           3.80                     74948                    0.21092                   2.00795         
           3.90                     75308                    0.20765                   2.00961         
           4.00                     75617                    0.20695                   2.01184         
           4.10                     75768                    0.20671                   2.01048         
           4.20                     75650                    0.20718                   2.01460         
           4.30                     75532                    0.20806                   2.02163         
           4.40                     75570                    0.20815                   2.02359         
           4.50                     75668                    0.20608                   2.02488         
           4.60                     75680                    0.20724                   2.02645         
           4.70                     75891                    0.20447                   2.02684         
           4.80                     76153                    0.20274                   2.02493         
           4.90                     76111                    0.20485                   2.01975         
           5.00                     76107                    0.20494                   2.02040         
           5.10                     76069                    0.20444                   2.02003         
           5.20                     76274                    0.20212                   2.01252         
           5.30                     76204                    0.20358                   2.01092         
           5.40                     76321                    0.20346                   2.00723         
           5.50                     76257                    0.20352                   2.00896         
           5.60                     76121                    0.20348                   2.00983         
           5.70                     75991                    0.20546                   2.01224         
           5.80                     75505                    0.20833                   2.01680         
           5.90                     75399                    0.20864                   2.01902         
           6.00                     75525                    0.20696                   2.01642         
           6.10                     75530                    0.20759                   2.01210         
           6.20                     75595                    0.20593                   2.00664         
           6.30                     75438                    0.20824                   2.00863         
           6.40                     75605                    0.20762                   2.00536         
           6.50                     75719                    0.20673                   2.00309         
           6.60                     75553                    0.20774                   2.00560         
           6.70                     75458                    0.20902                   2.00859         
           6.80                     75434                    0.20840                   2.00967         
           6.90                     75011                    0.21027                   2.01520         
           7.00                     74830                    0.21333                   2.01836         
           7.10                     74838                    0.21179                   2.01941         
           7.20                     75043                    0.20973                   2.01628         
           7.30                     75042                    0.20945                   2.01729         
           7.40                     74887                    0.21204                   2.02396         
           7.50                     74800                    0.21192                   2.02681         
           7.60                     74832                    0.21088                   2.02608         
           7.70                     74811                    0.21225                   2.03165         
           7.80                     75243                    0.20905                   2.03047         
           7.90                     75473                    0.20808                   2.02580         
           8.00                     75789                    0.20545                   2.02369         
           8.10                     75678                    0.20573                   2.02331         
           8.20                     75776                    0.20592                   2.02342         
           8.30                     75866                    0.20473                   2.02004         
           8.40                     75893                    0.20525                   2.01352         
           8.50                     75902                    0.20539                   2.01253         
           8.60                     75760                    0.20632                   2.01506         
           8.70                     75796                    0.20650                   2.01614         
           8.80                     75820                    0.20487                   2.01586         
           8.90                     75910                    0.20456                   2.01742         
           9.00                     76123                    0.20320                   2.01409         
           9.10                     76114                    0.20388                   2.01812         
           9.20                     76358                    0.20224                   2.01954         
           9.30                     76465                    0.20091                   2.01710         
           9.40                     76290                    0.20281                   2.01985         
           9.50                     76191                    0.20419                   2.01783         
           9.60                     76213                    0.20409                   2.01602         
           9.70                     76112                    0.20421                   2.01955         
           9.80                     76055                    0.20400                   2.01951         
           9.90                     76263                    0.20294                   2.00996         
          10.00                     76153                    0.20419                   2.00648         
          10.10                     76131                    0.20406                   2.00464         
          10.20                     76005                    0.20541                   2.00628         
          10.30                     76200                    0.20377                   2.00115         
          10.40                     76088                    0.20560                   2.00100         
          10.50                     76011                    0.20532                   2.00317         
          10.60                     75771                    0.20589                   2.00505         
          10.70                     75647                    0.20640                   2.00871         
          10.80                     75650                    0.20643                   2.01085         
