           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     91976                    0.58988                   0.60420         
           0.20                     89809                    0.57353                   0.61128         
           0.30                     87958                    0.56224                   0.61840         
           0.40                     88633                    0.55406                   0.62218         
           0.50                     87503                    0.54769                   0.62628         
           0.60                     86755                    0.54436                   0.62963         
           0.70                     85710                    0.54036                   0.63220         
           0.80                     83911                    0.53867                   0.63417         
           0.90                     84504                    0.53352                   0.63967         
           1.00                     84638                    0.52868                   0.64331         
           1.10                     85021                    0.52574                   0.64506         
           1.20                     80919                    0.52519                   0.65152         
           1.30                     84503                    0.52217                   0.65040         
           1.40                     81267                    0.51778                   0.65785         
           1.50                     80701                    0.51540                   0.66156         
           1.60                     78542                    0.51185                   0.66613         
           1.70                     80847                    0.51020                   0.66811         
           1.80                     79177                    0.50788                   0.67007         
           1.90                     76980                    0.50430                   0.67410         
           2.00                     77931                    0.50203                   0.67877         
           2.10                     78396                    0.50130                   0.68204         
           2.20                     76982                    0.49906                   0.68590         
           2.30                     73810                    0.49502                   0.68723         
           2.40                     77540                    0.49280                   0.69499         
           2.50                     55153                    0.49144                   0.68666         
           2.60                     75328                    0.48784                   0.70227         
           2.70                     57857                    0.48763                   0.70652         
           2.80                     53852                    0.48057                   0.71391         
           2.90                     49726                    0.47965                   0.71955         
           3.00                     44787                    0.47855                   0.71800         
           3.10                     38068                    0.47544                   0.72902         
           3.20                     34148                    0.47060                   0.73893         
           3.30                     41304                    0.46722                   0.72808         
           3.40                     58241                    0.46783                   0.74547         
           3.50                     29713                    0.46645                   0.71974         
           3.60                     19436                    0.46505                   0.71517         
           3.70                     20437                    0.46046                   0.77382         
           3.80                      7727                    0.45508                   0.66882         
           3.90                     23463                    0.44883                   0.78607         
           4.00                     19451                    0.44504                   0.76145         
           4.10                     12349                    0.44077                   0.81760         
           4.20                     17113                    0.43930                   0.78241         
           4.30                     10572                    0.43966                   0.81683         
           4.40                     11139                    0.43558                   0.80576         
           4.50                     14678                    0.43288                   0.77640         
           4.60                     10144                    0.42953                   0.83755         
           4.70                     10188                    0.42546                   0.84415         
           4.80                      7121                    0.42273                   0.87422         
           4.90                      8966                    0.41977                   0.91146         
           5.00                     10831                    0.41600                   0.88973         
           5.10                     12048                    0.41292                   0.83289         
           5.20                      5818                    0.40996                   0.88834         
           5.30                     10196                    0.41043                   0.85405         
           5.40                      7780                    0.40569                   0.91145         
           5.50                     11394                    0.40215                   0.91690         
           5.60                      9518                    0.40098                   0.92690         
           5.70                      9922                    0.40058                   0.89814         
           5.80                     11448                    0.39843                   0.92176         
           5.90                      9682                    0.39501                   0.93443         
           6.00                      9526                    0.39217                   0.94536         
           6.10                      9584                    0.39096                   0.94376         
           6.20                      9795                    0.38776                   0.93321         
           6.30                      7772                    0.38553                   0.91088         
           6.40                     12427                    0.38317                   0.88803         
           6.50                     12311                    0.38019                   0.92310         
           6.60                     10407                    0.37950                   0.90771         
           6.70                      9799                    0.37754                   0.94923         
           6.80                     10440                    0.37620                   0.95425         
           6.90                      6568                    0.37209                   0.97282         
           7.00                     10314                    0.37224                   0.92062         
           7.10                      9197                    0.37343                   0.92763         
           7.20                     13488                    0.37509                   0.93957         
           7.30                     10335                    0.37113                   0.92101         
           7.40                      8888                    0.37114                   0.94692         
           7.50                      8883                    0.36975                   0.95145         
           7.60                     12564                    0.36717                   0.93877         
           7.70                     12701                    0.36653                   0.94020         
           7.80                     12601                    0.36441                   0.94817         
           7.90                     12668                    0.36170                   0.95121         
           8.00                     10152                    0.36132                   0.93682         
           8.10                     10878                    0.35965                   0.93476         
           8.20                     14177                    0.36072                   0.94781         
           8.30                      8673                    0.35955                   0.95292         
