           tauB                     NinLC                      phiL          
           0.00                     10544                    0.59517                   0.60619         
           0.10                     91571                    0.58365                   0.60681         
           0.20                     90183                    0.56919                   0.61346         
           0.30                     88437                    0.56068                   0.61705         
           0.40                     88512                    0.55881                   0.61814         
           0.50                     88742                    0.55600                   0.61934         
           0.60                     88030                    0.55351                   0.62192         
           0.70                     88881                    0.55654                   0.62014         
           0.80                     87377                    0.55642                   0.62161         
           0.90                     88397                    0.55866                   0.62098         
           1.00                     89077                    0.55436                   0.62071         
           1.10                     88958                    0.55644                   0.62076         
           1.20                     87319                    0.55429                   0.62323         
           1.30                     87903                    0.55504                   0.62195         
           1.40                     87750                    0.55375                   0.62326         
           1.50                     87557                    0.54819                   0.62442         
           1.60                     85739                    0.55248                   0.62394         
           1.70                     87130                    0.55171                   0.62529         
           1.80                     85812                    0.54944                   0.62732         
           1.90                     88011                    0.54912                   0.62561         
           2.00                     85652                    0.54715                   0.62933         
           2.10                     85650                    0.54280                   0.63096         
           2.20                     85785                    0.54303                   0.63094         
           2.30                     86108                    0.53964                   0.63171         
           2.40                     86856                    0.54467                   0.63062         
           2.50                     87113                    0.54339                   0.62923         
           2.60                     86909                    0.54504                   0.62868         
           2.70                     86607                    0.54641                   0.62849         
           2.80                     85512                    0.54719                   0.62876         
           2.90                     87144                    0.54533                   0.62769         
           3.00                     89076                    0.54795                   0.62519         
           3.10                     87502                    0.55076                   0.62605         
           3.20                     88149                    0.55235                   0.62529         
           3.30                     87210                    0.54456                   0.62807         
           3.40                     86219                    0.54617                   0.62891         
           3.50                     87687                    0.54854                   0.62749         
           3.60                     87350                    0.54646                   0.62813         
           3.70                     86905                    0.54839                   0.62832         
           3.80                     86228                    0.54569                   0.62915         
           3.90                     87259                    0.54393                   0.62802         
           4.00                     88501                    0.54776                   0.62568         
           4.10                     86934                    0.54946                   0.62661         
           4.20                     87460                    0.54835                   0.62633         
           4.30                     87347                    0.54943                   0.62634         
           4.40                     87500                    0.54927                   0.62653         
           4.50                     88172                    0.54702                   0.62570         
           4.60                     87437                    0.54676                   0.62707         
           4.70                     86560                    0.54623                   0.62761         
           4.80                     87949                    0.54811                   0.62660         
           4.90                     87161                    0.54713                   0.62829         
           5.00                     86563                    0.54372                   0.63013         
           5.10                     87930                    0.54504                   0.62920         
           5.20                     88058                    0.54176                   0.62853         
           5.30                     86360                    0.54784                   0.62917         
           5.40                     86775                    0.54735                   0.62838         
           5.50                     86228                    0.54816                   0.62811         
           5.60                     87441                    0.54832                   0.62729         
           5.70                     86442                    0.54467                   0.62953         
           5.80                     86611                    0.54478                   0.63024         
           5.90                     85403                    0.54468                   0.63130         
           6.00                     86818                    0.54361                   0.63019         
           6.10                     86476                    0.54504                   0.63100         
           6.20                     85290                    0.54542                   0.63251         
           6.30                     86634                    0.54452                   0.62990         
           6.40                     87108                    0.55085                   0.62729         
           6.50                     86649                    0.55374                   0.62627         
           6.60                     88159                    0.54857                   0.62532         
           6.70                     85847                    0.54486                   0.62897         
           6.80                     87321                    0.54580                   0.62906         
           6.90                     86856                    0.54613                   0.62981         
           7.00                     85918                    0.54661                   0.63109         
           7.10                     87345                    0.54650                   0.62916         
           7.20                     86931                    0.54265                   0.63095         
