           tauB                     NinLC                      phiL          
           0.00                     21310                    0.51670                   1.63731         
           0.10                     21797                    0.50052                   1.78382         
           0.20                     23086                    0.49016                   1.82867         
           0.30                     24274                    0.48339                   1.85721         
           0.40                     25483                    0.47433                   1.87355         
           0.50                     26715                    0.46734                   1.88560         
           0.60                     27941                    0.46145                   1.89188         
           0.70                     29115                    0.45662                   1.89651         
           0.80                     30216                    0.45040                   1.90649         
           0.90                     31459                    0.44584                   1.90648         
           1.00                     32604                    0.44154                   1.91299         
           1.10                     33906                    0.43482                   1.91456         
           1.20                     35170                    0.42906                   1.91730         
           1.30                     36271                    0.42460                   1.92187         
           1.40                     37667                    0.41864                   1.92138         
           1.50                     39029                    0.41125                   1.92148         
           1.60                     40227                    0.40822                   1.92987         
           1.70                     41607                    0.40018                   1.93428         
           1.80                     42853                    0.39567                   1.93467         
           1.90                     44176                    0.39121                   1.93617         
           2.00                     45334                    0.38567                   1.94042         
           2.10                     46788                    0.37649                   1.93943         
           2.20                     48046                    0.37122                   1.93788         
           2.30                     49347                    0.36423                   1.93448         
           2.40                     50551                    0.35680                   1.93175         
           2.50                     51783                    0.35077                   1.93466         
           2.60                     53119                    0.34324                   1.93433         
           2.70                     54250                    0.33824                   1.93416         
           2.80                     55491                    0.33149                   1.93469         
           2.90                     56702                    0.32414                   1.93610         
           3.00                     57775                    0.31929                   1.93540         
           3.10                     58913                    0.31218                   1.92796         
           3.20                     59967                    0.30658                   1.92250         
           3.30                     60958                    0.30080                   1.91778         
           3.40                     61969                    0.29451                   1.91276         
           3.50                     62941                    0.29029                   1.91243         
           3.60                     64000                    0.28307                   1.90713         
           3.70                     64849                    0.27757                   1.90479         
           3.80                     65674                    0.27300                   1.90243         
           3.90                     66492                    0.26880                   1.89897         
           4.00                     67259                    0.26363                   1.89785         
           4.10                     67847                    0.25978                   1.90051         
           4.20                     68614                    0.25493                   1.89979         
           4.30                     69353                    0.24998                   1.90269         
           4.40                     70088                    0.24480                   1.90407         
           4.50                     70598                    0.24165                   1.90753         
           4.60                     71152                    0.23835                   1.90801         
           4.70                     71784                    0.23416                   1.90356         
           4.80                     72209                    0.23176                   1.90276         
           4.90                     72806                    0.22805                   1.90041         
           5.00                     73110                    0.22622                   1.90022         
           5.10                     73450                    0.22348                   1.89686         
           5.20                     73687                    0.22233                   1.89400         
           5.30                     74048                    0.22086                   1.89206         
           5.40                     74340                    0.21867                   1.89050         
           5.50                     74693                    0.21560                   1.88741         
           5.60                     74900                    0.21409                   1.88668         
           5.70                     75091                    0.21322                   1.88453         
           5.80                     75122                    0.21371                   1.88569         
           5.90                     75324                    0.21150                   1.88002         
           6.00                     75336                    0.21317                   1.87676         
           6.10                     75493                    0.21109                   1.87345         
           6.20                     75581                    0.21149                   1.87122         
           6.30                     75422                    0.21285                   1.87013         
           6.40                     75421                    0.21248                   1.87030         
           6.50                     75440                    0.21237                   1.87114         
           6.60                     75587                    0.21102                   1.87069         
           6.70                     75636                    0.21045                   1.87260         
           6.80                     75551                    0.21105                   1.87381         
           6.90                     75632                    0.21258                   1.87653         
           7.00                     75940                    0.20733                   1.87393         
           7.10                     75966                    0.20881                   1.87655         
           7.20                     75907                    0.20967                   1.87829         
           7.30                     75925                    0.20988                   1.87500         
           7.40                     75832                    0.21021                   1.87265         
           7.50                     75901                    0.20933                   1.86994         
           7.60                     75804                    0.20956                   1.86711         
           7.70                     75473                    0.21350                   1.87260         
           7.80                     75616                    0.21096                   1.87411         
           7.90                     75633                    0.21139                   1.87389         
           8.00                     75570                    0.21209                   1.87792         
           8.10                     75595                    0.21095                   1.87571         
           8.20                     75595                    0.21227                   1.87430         
           8.30                     75541                    0.21198                   1.87204         
           8.40                     75616                    0.21170                   1.86800         
           8.50                     75584                    0.21156                   1.86584         
           8.60                     75341                    0.21457                   1.86886         
           8.70                     75165                    0.21479                   1.87550         
           8.80                     75189                    0.21339                   1.87495         
           8.90                     75282                    0.21361                   1.87386         
           9.00                     75470                    0.21176                   1.87342         
           9.10                     75569                    0.21073                   1.87690         
           9.20                     75685                    0.21034                   1.87358         
           9.30                     75723                    0.21062                   1.87150         
           9.40                     75736                    0.21085                   1.87215         
           9.50                     75685                    0.21165                   1.87419         
           9.60                     75611                    0.21168                   1.87521         
           9.70                     75408                    0.21307                   1.87676         
           9.80                     75416                    0.21319                   1.87528         
           9.90                     75217                    0.21415                   1.87700         
          10.00                     75019                    0.21516                   1.88149         
          10.10                     74953                    0.21573                   1.88644         
          10.20                     75097                    0.21449                   1.88802         
          10.30                     75156                    0.21397                   1.88653         
          10.40                     75338                    0.21389                   1.88198         
          10.50                     75359                    0.21299                   1.88176         
          10.60                     75483                    0.21158                   1.87814         
          10.70                     75587                    0.21246                   1.87190         
          10.80                     75363                    0.21317                   1.87116         
          10.90                     75341                    0.21442                   1.86934         
          11.00                     75185                    0.21409                   1.87458         
          11.10                     75290                    0.21382                   1.87683         
          11.20                     75452                    0.21218                   1.87682         
          11.30                     75602                    0.21041                   1.87522         
          11.40                     75486                    0.21303                   1.87943         
          11.50                     75570                    0.21129                   1.88019         
          11.60                     75626                    0.21115                   1.88467         
          11.70                     75732                    0.21130                   1.88259         
          11.80                     75784                    0.20985                   1.88274         
          11.90                     75951                    0.20802                   1.88311         
          12.00                     75994                    0.20767                   1.88321         
          12.10                     76131                    0.20685                   1.88203         
          12.20                     76140                    0.20774                   1.88263         
          12.30                     75996                    0.20943                   1.88222         
          12.40                     75966                    0.20947                   1.87680         
          12.50                     76200                    0.20671                   1.87319         
          12.60                     76252                    0.20754                   1.87369         
          12.70                     76334                    0.20578                   1.87200         
          12.80                     76231                    0.20730                   1.87309         
          12.90                     76065                    0.20801                   1.87486         
          13.00                     76122                    0.20867                   1.87858         
          13.10                     76072                    0.20803                   1.88408         
          13.20                     76038                    0.20778                   1.88546         
          13.30                     76080                    0.20675                   1.88283         
          13.40                     76036                    0.20770                   1.88269         
          13.50                     75865                    0.20926                   1.88107         
          13.60                     75727                    0.21156                   1.87866         
          13.70                     75676                    0.21128                   1.87734         
          13.80                     75728                    0.21086                   1.87369         
          13.90                     75864                    0.20940                   1.86909         
          14.00                     75759                    0.21029                   1.86596         
          14.10                     75798                    0.21032                   1.86636         
          14.20                     75933                    0.20918                   1.86556         
          14.30                     75819                    0.21028                   1.86997         
          14.40                     75893                    0.21002                   1.87087         
          14.50                     75846                    0.21064                   1.87252         
          14.60                     75979                    0.20878                   1.87192         
          14.70                     76173                    0.20720                   1.87124         
          14.80                     76045                    0.20891                   1.87183         
          14.90                     76026                    0.20878                   1.87391         
          15.00                     76095                    0.20808                   1.87412         
          15.10                     76111                    0.20852                   1.87667         
          15.20                     76105                    0.20902                   1.87668         
          15.30                     76187                    0.20700                   1.87455         
          15.40                     76356                    0.20640                   1.86898         
          15.50                     76444                    0.20564                   1.86398         
          15.60                     76163                    0.20931                   1.86611         
          15.70                     76130                    0.20952                   1.86518         
          15.80                     76073                    0.20966                   1.86742         
          15.90                     76024                    0.20873                   1.86692         
          16.00                     75506                    0.21385                   1.87523         
          16.10                     75215                    0.21388                   1.88200         
          16.20                     75206                    0.21371                   1.88483         
          16.30                     75319                    0.21195                   1.88315         
          16.40                     75148                    0.21346                   1.88748         
          16.50                     75119                    0.21405                   1.88851         
          16.60                     75168                    0.21278                   1.88845         
          16.70                     75217                    0.21395                   1.88852         
          16.80                     75228                    0.21396                   1.89060         
          16.90                     75373                    0.21299                   1.89086         
          17.00                     75661                    0.21048                   1.88744         
          17.10                     75829                    0.20839                   1.88539         
          17.20                     75846                    0.20815                   1.88382         
          17.30                     75796                    0.20939                   1.88034         
          17.40                     75738                    0.20988                   1.87534         
          17.50                     75572                    0.21231                   1.87792         
          17.60                     75534                    0.21138                   1.87972         
          17.70                     75460                    0.21244                   1.88093         
          17.80                     75750                    0.20936                   1.87734         
          17.90                     75737                    0.21005                   1.87854         
          18.00                     75734                    0.21061                   1.87849         
          18.10                     75944                    0.20858                   1.88023         
          18.20                     75772                    0.21077                   1.88268         
          18.30                     75613                    0.21138                   1.88451         
          18.40                     75420                    0.21316                   1.88783         
          18.50                     75542                    0.21081                   1.88806         
          18.60                     75625                    0.21077                   1.89135         
          18.70                     75787                    0.20972                   1.88950         
          18.80                     75888                    0.20881                   1.88594         
          18.90                     76022                    0.20784                   1.88188         
          19.00                     75961                    0.20852                   1.88157         
          19.10                     75946                    0.20864                   1.88378         
          19.20                     76010                    0.20759                   1.88535         
          19.30                     76044                    0.20769                   1.88629         
          19.40                     75996                    0.20755                   1.88981         
          19.50                     76143                    0.20678                   1.88747         
          19.60                     76035                    0.20907                   1.88561         
          19.70                     76025                    0.20809                   1.88312         
          19.80                     76033                    0.20848                   1.88060         
          19.90                     75970                    0.20926                   1.88103         
          20.00                     76049                    0.20886                   1.87872         
          20.10                     76135                    0.20760                   1.87617         
          20.20                     75976                    0.20850                   1.87908         
          20.30                     76001                    0.20849                   1.88108         
          20.40                     76057                    0.20792                   1.88118         
          20.50                     76015                    0.20920                   1.87821         
          20.60                     76107                    0.20859                   1.87111         
          20.70                     75934                    0.21034                   1.87149         
          20.80                     75772                    0.21150                   1.87539         
          20.90                     75752                    0.21118                   1.87748         
          21.00                     75951                    0.20878                   1.87417         
          21.10                     76033                    0.20915                   1.87477         
          21.20                     75994                    0.20873                   1.87591         
          21.30                     76034                    0.20895                   1.87784         
          21.40                     75949                    0.20867                   1.87876         
          21.50                     75873                    0.20980                   1.88171         
          21.60                     75988                    0.20922                   1.87686         
          21.70                     76239                    0.20708                   1.87148         
          21.80                     76229                    0.20868                   1.86808         
          21.90                     76246                    0.20822                   1.86623         
