           tauB                     NinLC                      phiL          
           0.00                     18721                    0.52903                   1.57254         
           0.10                     19039                    0.51626                   1.65711         
           0.20                     20131                    0.50763                   1.66620         
           0.30                     20911                    0.50295                   1.68098         
           0.40                     21480                    0.49879                   1.70449         
           0.50                     22203                    0.49591                   1.71780         
           0.60                     22727                    0.49236                   1.73947         
           0.70                     23215                    0.49001                   1.75823         
           0.80                     23755                    0.48644                   1.77117         
           0.90                     24437                    0.48428                   1.77199         
           1.00                     25037                    0.48152                   1.77253         
           1.10                     25468                    0.48094                   1.77601         
           1.20                     26032                    0.47833                   1.77092         
           1.30                     26629                    0.47606                   1.76997         
           1.40                     27345                    0.47284                   1.76794         
           1.50                     28056                    0.47063                   1.77049         
           1.60                     28617                    0.46674                   1.78142         
           1.70                     29146                    0.46436                   1.78577         
           1.80                     30018                    0.46214                   1.77580         
           1.90                     30437                    0.45891                   1.78499         
           2.00                     31121                    0.45738                   1.78216         
           2.10                     31540                    0.45414                   1.78952         
           2.20                     32143                    0.45019                   1.79329         
           2.30                     32899                    0.44833                   1.78885         
           2.40                     33517                    0.44414                   1.79058         
           2.50                     34141                    0.44115                   1.78505         
           2.60                     34523                    0.44049                   1.78622         
           2.70                     35083                    0.43963                   1.78410         
           2.80                     35665                    0.43593                   1.77953         
           2.90                     36065                    0.43367                   1.78497         
           3.00                     36681                    0.43301                   1.78246         
           3.10                     37291                    0.42973                   1.77919         
           3.20                     37688                    0.42831                   1.77728         
           3.30                     38159                    0.42656                   1.77150         
           3.40                     38622                    0.42371                   1.77405         
           3.50                     39178                    0.42090                   1.77714         
           3.60                     39687                    0.41901                   1.78118         
           3.70                     40145                    0.41434                   1.78404         
           3.80                     40500                    0.41356                   1.78808         
           3.90                     40975                    0.41221                   1.78661         
           4.00                     41212                    0.41053                   1.79186         
           4.10                     41741                    0.40843                   1.78830         
           4.20                     42109                    0.40539                   1.78542         
           4.30                     42564                    0.40536                   1.78336         
           4.40                     42768                    0.40353                   1.78569         
           4.50                     43137                    0.40175                   1.78506         
           4.60                     43432                    0.39998                   1.78219         
           4.70                     43795                    0.39913                   1.78205         
           4.80                     43979                    0.39758                   1.78817         
           4.90                     44292                    0.39548                   1.79217         
           5.00                     44874                    0.39307                   1.78525         
           5.10                     45179                    0.39145                   1.78703         
           5.20                     45296                    0.39063                   1.79437         
           5.30                     45755                    0.38940                   1.79101         
           5.40                     46131                    0.38743                   1.78753         
           5.50                     46499                    0.38569                   1.78024         
           5.60                     46837                    0.38320                   1.77524         
           5.70                     47150                    0.38275                   1.76634         
           5.80                     47298                    0.38123                   1.76636         
           5.90                     47489                    0.38058                   1.76729         
           6.00                     47692                    0.37855                   1.76983         
           6.10                     47851                    0.37734                   1.77122         
           6.20                     48149                    0.37683                   1.76824         
           6.30                     48443                    0.37644                   1.76775         
           6.40                     48606                    0.37355                   1.76616         
           6.50                     48982                    0.37140                   1.76359         
           6.60                     49456                    0.37029                   1.76343         
           6.70                     49568                    0.37000                   1.77140         
           6.80                     49769                    0.36875                   1.77360         
           6.90                     49776                    0.36754                   1.77967         
           7.00                     50021                    0.36786                   1.77868         
           7.10                     50293                    0.36681                   1.77393         
           7.20                     50361                    0.36524                   1.77465         
           7.30                     50524                    0.36488                   1.77183         
           7.40                     50677                    0.36382                   1.76641         
           7.50                     50697                    0.36378                   1.76495         
           7.60                     50695                    0.36305                   1.76765         
           7.70                     50745                    0.36391                   1.76668         
           7.80                     50584                    0.36467                   1.77315         
           7.90                     50649                    0.36499                   1.77530         
           8.00                     50553                    0.36382                   1.78351         
