           rCoM                     NinBin                    phiLoc                    align                      pInt                     pSwim          
         1.124942                    1401                  3832.752145                -50.959732                1551274.1                   -550.3         
         2.249884                    4123                  11275.842294               -46.083266                4592200.6                   1604.0         
         3.374826                    6887                  18832.605659               -76.562315                7744031.7                   -24.9          
         4.499768                    9752                  26660.641309               135.968317                10977428.0                  2100.6         
         5.624710                   12485                  34120.215335              -148.451561                14072857.2                 -2105.3         
         6.749652                   15154                  41399.785262               -49.902463                17111508.9                  -758.4         
         7.874594                   17988                  49125.280352               27.072544                 20209028.0                  -799.2         
         8.999536                   20767                  56698.359591               256.282862                23246744.5                 -3536.3         
        10.124478                   23503                  64151.110487               402.688776                26223575.4                  952.3          
        11.249420                   26210                  71526.383809               319.477062                29180966.6                 -1335.2         
        12.374362                   28935                  78950.443199               482.431678                32019101.1                 -6331.7         
        13.499304                   31712                  86510.115503               278.957371                34930463.6                  666.0          
        14.624246                   34455                  93968.950597               151.220013                37834889.8                  7237.8         
        15.749188                   37200                 101438.865634               216.218422                40841474.8                  3434.7         
        16.874130                   39861                 108672.494318               -26.646472                43670789.6                 -1057.3         
        17.999072                   42819                 116716.095037              -227.793660                47132819.9                 13817.3         
        19.124014                   45481                 123954.608321              -153.148160                50258543.0                  1061.4         
        20.248956                   48208                 131368.855058               19.145210                 53285823.5                  4026.8         
        21.373898                   51028                 139042.261174               297.568554                56402069.2                  7600.9         
        22.498840                   53816                 146629.924539               401.336039                59362133.2                  5792.6         
        23.623782                   56524                 153997.377901              -166.370864                62274869.7                 10168.3         
        24.748724                   59235                 161372.911461               313.717241                65324952.7                 14797.9         
        25.873666                   61978                 168836.766171               386.373584                68221749.2                  645.9          
        26.998608                   64745                 176358.453016               -76.454242                71162979.3                  5682.0         
        28.123550                   67440                 183679.337698               102.306717                74078145.4                  -12.7          
        29.248492                   70130                 190972.684412               -22.843517                76927612.0                  4220.0         
        30.373434                   72992                 198742.492908               191.452949                80043772.9                 -15138.3        
        31.498376                   75862                 206526.914033               176.155719                83118980.6                 -1733.8         
        32.623318                   78346                 213254.482146               -7.743059                 85823791.6                 -7756.4         
        33.748260                   81264                 221163.212392               -18.962821                89009542.8                 10718.4         
        34.873202                   84135                 228939.273243               226.446967                92066715.8                 18763.2         
        35.998144                   86548                 235463.379702               376.192376                94645295.0                 12488.5         
        37.123086                   89274                 242833.534659               304.287287                97484328.7                 19065.8         
        38.248028                   92300                 251024.698798              -203.059955               100753602.4                 -12878.9        
        39.372970                   94947                 258167.648940               189.481641               103605487.2                 16045.8         
        40.497912                   97717                 265645.795179               740.854657               106613508.3                 -9252.8         
        41.622854                   100269                272514.718559               215.087128               109086063.2                  6390.4         
        42.747796                   103032                279966.794225               708.098693               111806943.8                 10625.5         
        43.872738                   105854                287566.128754               137.172388               114823123.3                 -21735.8        
        44.997680                   108436                294504.782166               691.207439               117618035.7                 -25768.2        
        46.122622                   111219                301977.399083               46.829887                120587786.9                 -36384.3        
        47.247564                   113992                309412.837922               369.378572               123470211.3                 -13023.4        
        48.372506                   116661                316535.233596               458.398390               126112508.9                  8042.3         
