 Timestep        gasArea              gasTrace             gasPress             bulkArea            bulkTrace            bulkPress           SurfaceTense            Length               NDense       
  0.000         13089.988            107076.517             8.180                0.000                0.000                0.000                0.000                 0.0                   7          
  0.100         13089.988           2519146.321            192.448               0.000                0.000                0.000                0.000                 0.0                  2012        
  0.200         13089.988           2467233.086            188.482               0.000                0.000                0.000                0.000                 0.0                  1818        
  0.300         13089.988           2840557.293            217.002               0.000                0.000                0.000                0.000                 0.0                  1273        
  0.400         13089.988           3203881.569            244.758               0.000                0.000                0.000                0.000                 0.0                  2018        
  0.500         13089.988           3375572.084            257.874               0.000                0.000                0.000                0.000                 0.0                  1350        
  0.600         13089.988           3362562.814            256.881               0.000                0.000                0.000                0.000                 0.0                  2262        
  0.700         13089.988           3696182.732            282.367               0.000                0.000                0.000                0.000                 0.0                  2261        
  0.800         13089.988           4346376.618            332.038               0.000                0.000                0.000                0.000                 0.0                  2177        
  0.900         13089.988           5375862.926            410.685               0.000                0.000                0.000                0.000                 0.0                  3132        
  1.000         13089.988           7791975.495            595.262               0.000                0.000                0.000                0.000                 0.0                  3967        
  1.100         13089.988           11606163.651           886.644               0.000                0.000                0.000                0.000                 0.0                  4512        
  1.200          9363.557            488785.287             52.201              2593.360           15220149.750           5868.892           1673624.257             287.7                 5634        
  1.300          8929.833            297545.746             33.320              2966.773           17925352.289           6042.037           1803747.852             300.2                 6473        
  1.400          8585.934            173619.822             20.221              3356.868           20486928.701           6102.989           1612372.389             265.1                 7197        
  1.500          8510.225            151121.152             17.758              3480.056           20868572.865           5996.620           1523875.043             254.9                 7406        
  1.600          8258.716            113391.938             13.730              3618.642           22024697.084           6086.454           1774808.445             292.3                 7766        
  1.700          8143.228            91889.981              11.284              3762.361           22800967.383           6060.281           1713056.358             283.2                 8046        
  1.800          8066.235            75202.458              9.323               3862.451           23047103.341           5966.963           1612948.130             270.7                 8224        
  1.900          8011.057            72552.598              9.057               3898.381           22547119.542           5783.714           1550325.194             268.5                 8257        
  2.000          7923.799            58336.691              7.362               3983.073           22164469.404           5564.666           1491972.272             268.5                 8383        
  2.100          7893.002            58898.933              7.462               3999.754           21525251.395           5381.643           1479336.041             275.3                 8386        
  2.200          7976.411            66718.354              8.364               3979.223           21790995.613           5476.194           1381236.530             252.6                 8336        
  2.300          7910.967            63192.239              7.988               4044.667           20922108.513           5172.765           1339785.581             259.4                 8426        
  2.400          7810.877            48269.635              6.180               4126.792           20790752.384           5037.994           1310993.977             260.5                 8565        
  2.500          7849.373            57415.321              7.315               4085.729           20261397.618           4959.065           1318180.515             266.2                 8459        
  2.600          7836.541            56177.903              7.169               4075.463           20147294.061           4943.559           1381194.041             279.8                 8457        
  2.700          7798.045            65938.749              8.456               4048.516           19588281.258           4838.385           1406119.321             291.1                 8336        
  2.800          7975.128            75975.567              9.527               3935.594           19242471.796           4889.344           1321142.634             270.7                 8150        
  2.900          7912.251            74184.194              9.376               3963.825           19090276.737           4816.126           1301360.639             270.7                 8207        
  3.000          7952.030            80729.071              10.152              3903.514           19980304.113           5118.543           1475613.375             288.9                 8149        
  3.100          8000.792            82363.661              10.294              3889.399           20103806.060           5168.873           1472579.741             285.5                 8183        
  3.200          7916.100            73081.827              9.232               4003.604           20226297.288           5052.023           1365265.395             270.7                 8300        
  3.300          7904.551            72456.550              9.166               3945.860           20105934.672           5095.451           1434657.597             282.1                 8262        
  3.400          7982.827            76357.725              9.565               3949.709           20226700.600           5121.061           1325963.934             259.4                 8234        
  3.500          8002.075            65884.884              8.233               3930.461           20986118.916           5339.353           1437287.401             269.6                 8251        
  3.600          7930.215            63597.482              8.020               3983.073           21197951.378           5322.010           1438688.922             270.7                 8308        
  3.700          7925.083            67442.872              8.510               3939.444           20450660.727           5191.256           1497091.578             288.9                 8253        
  3.800          7962.296            74476.982              9.354               3931.744           20504538.367           5215.125           1462463.452             280.9                 8237        
  3.900          7958.446            75664.013              9.507               3924.045           20456546.087           5213.127           1438280.639             276.4                 8173        
  4.000          8055.970            82679.141              10.263              3832.937           20820066.508           5431.883           1510818.872             278.7                 8093        
  4.100          7931.499            63671.176              8.028               3909.930           20554164.507           5256.914           1504305.132             286.6                 8249        
  4.200          7868.622            62503.531              7.943               3989.489           20120662.914           5043.419           1431734.450             284.3                 8256        
  4.300          8031.589            82394.241              10.259              3871.434           19703724.729           5089.516           1392399.486             274.1                 8017        
  4.400          8183.007            110906.690             13.553              3750.812           20284668.820           5408.074           1466602.194             271.9                 7882        
  4.500          8064.952            93020.105              11.534              3812.406           21103937.297           5535.595           1564396.213             283.2                 8042        
  4.600          8085.483            84081.788              10.399              3843.203           22115313.924           5754.396           1535587.186             267.3                 8126        
  4.700          8038.005            64375.240              8.009               3904.797           22235218.162           5694.334           1468638.081             258.3                 8240        
  4.800          8008.491            64818.804              8.094               3966.391           21898348.568           5520.976           1405107.259             254.9                 8326        
  4.900          7953.313            56946.263              7.160               4002.321           21581520.545           5392.252           1409137.363             261.7                 8378        
  5.000          8031.589            71116.387              8.855               3957.408           21271614.545           5375.137           1331269.342             248.1                 8260        
  5.100          7923.799            65133.698              8.220               3993.338           21617114.243           5413.294           1469471.420             271.9                 8364        
  5.200          7945.614            59216.989              7.453               3985.639           21361453.914           5359.606           1388392.489             259.4                 8371        
