 Timestep        gasArea              gasTrace             gasPress             bulkArea            bulkTrace            bulkPress           SurfaceTense            Length               NDense       
  0.000         13089.988            107076.517             8.180                0.000                0.000                0.000                0.000                 0.0                   7          
  0.100         13089.988           1829901.532            139.794               0.000                0.000                0.000                0.000                 0.0                  1253        
  0.200         13089.988           1890051.028            144.389               0.000                0.000                0.000                0.000                 0.0                  2114        
  0.300         13089.988           1945666.320            148.638               0.000                0.000                0.000                0.000                 0.0                  3175        
  0.400         13089.988           1905405.463            145.562               0.000                0.000                0.000                0.000                 0.0                  1575        
  0.500         13089.988           1932945.390            147.666               0.000                0.000                0.000                0.000                 0.0                  3630        
  0.600         13089.988           1839028.904            140.491               0.000                0.000                0.000                0.000                 0.0                  2252        
  0.700         13089.988           1854100.728            141.643               0.000                0.000                0.000                0.000                 0.0                  3227        
  0.800         13089.988           1864589.572            142.444               0.000                0.000                0.000                0.000                 0.0                  1640        
  0.900         13089.988           1767852.729            135.054               0.000                0.000                0.000                0.000                 0.0                  729         
  1.000         13089.988           1859055.528            142.021               0.000                0.000                0.000                0.000                 0.0                  2609        
  1.100         13089.988           1891189.722            144.476               0.000                0.000                0.000                0.000                 0.0                  1333        
  1.200         13089.988           1891952.813            144.534               0.000                0.000                0.000                0.000                 0.0                  1219        
  1.300         13089.988           1892089.012            144.545               0.000                0.000                0.000                0.000                 0.0                  1183        
  1.400         13089.988           1812544.546            138.468               0.000                0.000                0.000                0.000                 0.0                  1254        
  1.500         13089.988           1918203.298            146.540               0.000                0.000                0.000                0.000                 0.0                  1528        
  1.600         13089.988           1858083.832            141.947               0.000                0.000                0.000                0.000                 0.0                  1379        
  1.700         13089.988           1848780.770            141.236               0.000                0.000                0.000                0.000                 0.0                  1971        
  1.800         13089.988           1873012.617            143.087               0.000                0.000                0.000                0.000                 0.0                  3440        
  1.900         13089.988           1825121.220            139.429               0.000                0.000                0.000                0.000                 0.0                  2722        
  2.000         13089.988           1945786.480            148.647               0.000                0.000                0.000                0.000                 0.0                  2500        
  2.100         13089.988           1886912.060            144.149               0.000                0.000                0.000                0.000                 0.0                  2165        
  2.200         13089.988           1846334.672            141.049               0.000                0.000                0.000                0.000                 0.0                  3474        
  2.300         13089.988           1884368.952            143.955               0.000                0.000                0.000                0.000                 0.0                  4993        
  2.400         13089.988           1859547.839            142.059               0.000                0.000                0.000                0.000                 0.0                  1411        
  2.500         13089.988           1904305.515            145.478               0.000                0.000                0.000                0.000                 0.0                  1833        
  2.600         13089.988           1859143.192            142.028               0.000                0.000                0.000                0.000                 0.0                  1238        
  2.700         13089.988           1841414.463            140.673               0.000                0.000                0.000                0.000                 0.0                  1413        
  2.800         13089.988           1838204.513            140.428               0.000                0.000                0.000                0.000                 0.0                  3348        
  2.900         13089.988           1829327.561            139.750               0.000                0.000                0.000                0.000                 0.0                  2408        
  3.000         13089.988           1879157.556            143.557               0.000                0.000                0.000                0.000                 0.0                  2181        
  3.100         13089.988           1787730.441            136.572               0.000                0.000                0.000                0.000                 0.0                  1292        
  3.200         13089.988           1908253.952            145.780               0.000                0.000                0.000                0.000                 0.0                  2055        
  3.300         13089.988           1769464.380            135.177               0.000                0.000                0.000                0.000                 0.0                  1426        
  3.400         13089.988           1845545.983            140.989               0.000                0.000                0.000                0.000                 0.0                  3218        
  3.500         13089.988           1855420.805            141.744               0.000                0.000                0.000                0.000                 0.0                  1454        
  3.600         13089.988           1858641.474            141.990               0.000                0.000                0.000                0.000                 0.0                  2034        
  3.700         13089.988           1841536.819            140.683               0.000                0.000                0.000                0.000                 0.0                  1767        
  3.800         13089.988           1823509.429            139.306               0.000                0.000                0.000                0.000                 0.0                  1646        
  3.900         13089.988           1817760.248            138.866               0.000                0.000                0.000                0.000                 0.0                  1848        
  4.000         13089.988           1860015.500            142.095               0.000                0.000                0.000                0.000                 0.0                  1286        
  4.100         13089.988           1844176.401            140.884               0.000                0.000                0.000                0.000                 0.0                  2836        
  4.200         13089.988           1891277.438            144.483               0.000                0.000                0.000                0.000                 0.0                  1684        
  4.300         13089.988           1856723.927            141.843               0.000                0.000                0.000                0.000                 0.0                  1225        
  4.400         13089.988           1823691.395            139.320               0.000                0.000                0.000                0.000                 0.0                  1360        
  4.500         13089.988           1808277.001            138.142               0.000                0.000                0.000                0.000                 0.0                  1006        
  4.600         13089.988           1858189.240            141.955               0.000                0.000                0.000                0.000                 0.0                  1642        
  4.700         13089.988           1871899.202            143.002               0.000                0.000                0.000                0.000                 0.0                  2539        
  4.800         13089.988           1877474.720            143.428               0.000                0.000                0.000                0.000                 0.0                  3778        
  4.900         13089.988           1836698.152            140.313               0.000                0.000                0.000                0.000                 0.0                  1426        
  5.000         13089.988           1815917.830            138.726               0.000                0.000                0.000                0.000                 0.0                  1361        
  5.100         13089.988           1917672.958            146.499               0.000                0.000                0.000                0.000                 0.0                  2330        
  5.200         13089.988           1851066.633            141.411               0.000                0.000                0.000                0.000                 0.0                  3894        
  5.300         13089.988           1900658.649            145.199               0.000                0.000                0.000                0.000                 0.0                  1336        
  5.400         13089.988           1837043.348            140.340               0.000                0.000                0.000                0.000                 0.0                  2000        
  5.500         13089.988           1882819.586            143.837               0.000                0.000                0.000                0.000                 0.0                  2123        
  5.600         13089.988           1932706.381            147.648               0.000                0.000                0.000                0.000                 0.0                  1526        
  5.700         13089.988           1890264.214            144.405               0.000                0.000                0.000                0.000                 0.0                  2094        
  5.800         13089.988           1891334.177            144.487               0.000                0.000                0.000                0.000                 0.0                  830         
  5.900         13089.988           1833052.283            140.035               0.000                0.000                0.000                0.000                 0.0                  1782        
  6.000         13089.988           1814097.099            138.587               0.000                0.000                0.000                0.000                 0.0                  1595        
  6.100         13089.988           1841719.298            140.697               0.000                0.000                0.000                0.000                 0.0                  2576        
  6.200         13089.988           1871564.258            142.977               0.000                0.000                0.000                0.000                 0.0                  991         
  6.300         13089.988           1866035.746            142.554               0.000                0.000                0.000                0.000                 0.0                  1769        
  6.400         13089.988           1861136.750            142.180               0.000                0.000                0.000                0.000                 0.0                  2662        
  6.500         13089.988           1860007.863            142.094               0.000                0.000                0.000                0.000                 0.0                  1523        
  6.600         13089.988           1951732.504            149.101               0.000                0.000                0.000                0.000                 0.0                  1645        
  6.700         13089.988           1851032.124            141.408               0.000                0.000                0.000                0.000                 0.0                  2742        
  6.800         13089.988           1855852.831            141.777               0.000                0.000                0.000                0.000                 0.0                  2032        
  6.900         13089.988           1885337.573            144.029               0.000                0.000                0.000                0.000                 0.0                  2021        
  7.000         13089.988           1822803.551            139.252               0.000                0.000                0.000                0.000                 0.0                  1500        
  7.100         13089.988           1807741.989            138.101               0.000                0.000                0.000                0.000                 0.0                  927         
  7.200         13089.988           1806882.575            138.035               0.000                0.000                0.000                0.000                 0.0                  1310        
  7.300         13089.988           1882360.178            143.802               0.000                0.000                0.000                0.000                 0.0                  3172        
  7.400         13089.988           1840058.544            140.570               0.000                0.000                0.000                0.000                 0.0                  1812        
  7.500         13089.988           1841867.350            140.708               0.000                0.000                0.000                0.000                 0.0                  1605        
  7.600         13089.988           1874583.683            143.207               0.000                0.000                0.000                0.000                 0.0                  2174        
  7.700         13089.988           1841561.476            140.685               0.000                0.000                0.000                0.000                 0.0                  1723        
  7.800         13089.988           1829812.573            139.787               0.000                0.000                0.000                0.000                 0.0                  2181        
  7.900         13089.988           1825686.898            139.472               0.000                0.000                0.000                0.000                 0.0                  1297        
  8.000         13089.988           1898996.757            145.072               0.000                0.000                0.000                0.000                 0.0                  2931        
  8.100         13089.988           1885805.552            144.065               0.000                0.000                0.000                0.000                 0.0                  1222        
  8.200         13089.988           1843941.407            140.867               0.000                0.000                0.000                0.000                 0.0                  938         
  8.300         13089.988           1820282.734            139.059               0.000                0.000                0.000                0.000                 0.0                  1088        
  8.400         13089.988           1788585.088            136.638               0.000                0.000                0.000                0.000                 0.0                  1364        
  8.500         13089.988           1895302.283            144.790               0.000                0.000                0.000                0.000                 0.0                  1764        
  8.600         13089.988           1815519.617            138.695               0.000                0.000                0.000                0.000                 0.0                  1103        
  8.700         13089.988           1884631.633            143.975               0.000                0.000                0.000                0.000                 0.0                  2116        
  8.800         13089.988           1886623.454            144.127               0.000                0.000                0.000                0.000                 0.0                  1615        
  8.900         13089.988           1910908.407            145.982               0.000                0.000                0.000                0.000                 0.0                  1144        
  9.000         13089.988           1891463.951            144.497               0.000                0.000                0.000                0.000                 0.0                  1329        
  9.100         13089.988           1853118.438            141.568               0.000                0.000                0.000                0.000                 0.0                  1672        
  9.200         13089.988           1850814.067            141.392               0.000                0.000                0.000                0.000                 0.0                  2395        
  9.300         13089.988           1867951.192            142.701               0.000                0.000                0.000                0.000                 0.0                  1355        
  9.400         13089.988           1930426.658            147.474               0.000                0.000                0.000                0.000                 0.0                  2708        
  9.500         13089.988           1857685.329            141.916               0.000                0.000                0.000                0.000                 0.0                  2448        
  9.600         13089.988           1811594.486            138.395               0.000                0.000                0.000                0.000                 0.0                  1358        
  9.700         13089.988           1864500.019            142.437               0.000                0.000                0.000                0.000                 0.0                  1012        
  9.800         13089.988           1830702.871            139.855               0.000                0.000                0.000                0.000                 0.0                  2575        
  9.900         13089.988           1901041.722            145.229               0.000                0.000                0.000                0.000                 0.0                  2327        
  10.000        13089.988           1851461.185            141.441               0.000                0.000                0.000                0.000                 0.0                  1882        
  10.100        13089.988           1851312.427            141.430               0.000                0.000                0.000                0.000                 0.0                  2175        
  10.200        13089.988           1846405.720            141.055               0.000                0.000                0.000                0.000                 0.0                  2006        
  10.300        13089.988           1860035.862            142.096               0.000                0.000                0.000                0.000                 0.0                  2058        
  10.400        13089.988           1858178.270            141.954               0.000                0.000                0.000                0.000                 0.0                  4311        
  10.500        13089.988           1798602.123            137.403               0.000                0.000                0.000                0.000                 0.0                  3177        
  10.600        13089.988           1849045.628            141.256               0.000                0.000                0.000                0.000                 0.0                  2007        
  10.700        13089.988           1847553.096            141.142               0.000                0.000                0.000                0.000                 0.0                  1294        
  10.800        13089.988           1872955.378            143.083               0.000                0.000                0.000                0.000                 0.0                  3424        
  10.900        13089.988           1814818.237            138.642               0.000                0.000                0.000                0.000                 0.0                  2056        
  11.000        13089.988           1812329.820            138.452               0.000                0.000                0.000                0.000                 0.0                  1873        
  11.100        13089.988           1830787.747            139.862               0.000                0.000                0.000                0.000                 0.0                  1281        
  11.200        13089.988           1892150.129            144.549               0.000                0.000                0.000                0.000                 0.0                  1657        
  11.300        13089.988           1866117.920            142.561               0.000                0.000                0.000                0.000                 0.0                  1535        
  11.400        13089.988           1868182.033            142.718               0.000                0.000                0.000                0.000                 0.0                  2468        
  11.500        13089.988           1870429.384            142.890               0.000                0.000                0.000                0.000                 0.0                  819         
  11.600        13089.988           1834460.881            140.142               0.000                0.000                0.000                0.000                 0.0                  3118        
  11.700        13089.988           1779716.409            135.960               0.000                0.000                0.000                0.000                 0.0                  1185        
  11.800        13089.988           1895947.004            144.839               0.000                0.000                0.000                0.000                 0.0                  1443        
  11.900        13089.988           1871831.735            142.997               0.000                0.000                0.000                0.000                 0.0                  2043        
  12.000        13089.988           1813881.732            138.570               0.000                0.000                0.000                0.000                 0.0                  2723        
  12.100        13089.988           1851308.811            141.429               0.000                0.000                0.000                0.000                 0.0                  3223        
  12.200        13089.988           1833864.356            140.097               0.000                0.000                0.000                0.000                 0.0                  1598        
  12.300        13089.988           1883083.484            143.857               0.000                0.000                0.000                0.000                 0.0                  1245        
  12.400        13089.988           1797016.741            137.282               0.000                0.000                0.000                0.000                 0.0                  2893        
  12.500        13089.988           1819603.981            139.007               0.000                0.000                0.000                0.000                 0.0                  1701        
  12.600        13089.988           1784170.886            136.300               0.000                0.000                0.000                0.000                 0.0                  1640        
  12.700        13089.988           1786851.092            136.505               0.000                0.000                0.000                0.000                 0.0                  2345        
  12.800        13089.988           1874917.361            143.233               0.000                0.000                0.000                0.000                 0.0                  713         
  12.900        13089.988           1812067.344            138.432               0.000                0.000                0.000                0.000                 0.0                  2839        
  13.000        13089.988           1839381.607            140.518               0.000                0.000                0.000                0.000                 0.0                  4129        
  13.100        13089.988           1885486.301            144.040               0.000                0.000                0.000                0.000                 0.0                  2179        
  13.200        13089.988           1869437.448            142.814               0.000                0.000                0.000                0.000                 0.0                  1729        
  13.300        13089.988           1913824.842            146.205               0.000                0.000                0.000                0.000                 0.0                  2106        
  13.400        13089.988           1885230.330            144.021               0.000                0.000                0.000                0.000                 0.0                  1558        
  13.500        13089.988           1868000.141            142.704               0.000                0.000                0.000                0.000                 0.0                  2382        
  13.600        13089.988           1819306.310            138.985               0.000                0.000                0.000                0.000                 0.0                  2121        
  13.700        13089.988           1882736.608            143.830               0.000                0.000                0.000                0.000                 0.0                  1935        
  13.800        13089.988           1874274.837            143.184               0.000                0.000                0.000                0.000                 0.0                  2821        
  13.900        13089.988           1917422.010            146.480               0.000                0.000                0.000                0.000                 0.0                  1250        
  14.000        13089.988           1872507.688            143.049               0.000                0.000                0.000                0.000                 0.0                  3234        
  14.100        13089.988           1903140.986            145.389               0.000                0.000                0.000                0.000                 0.0                  1503        
  14.200        13089.988           1828582.398            139.693               0.000                0.000                0.000                0.000                 0.0                  1299        
  14.300        13089.988           1858950.927            142.013               0.000                0.000                0.000                0.000                 0.0                  943         
  14.400        13089.988           1860429.207            142.126               0.000                0.000                0.000                0.000                 0.0                  1632        
  14.500        13089.988           1842206.789            140.734               0.000                0.000                0.000                0.000                 0.0                  2398        
  14.600        13089.988           1859192.938            142.032               0.000                0.000                0.000                0.000                 0.0                  2391        
  14.700        13089.988           1852065.174            141.487               0.000                0.000                0.000                0.000                 0.0                  2031        
  14.800        13089.988           1879836.647            143.609               0.000                0.000                0.000                0.000                 0.0                  3068        
  14.900        13089.988           1806158.091            137.980               0.000                0.000                0.000                0.000                 0.0                  1776        
  15.000        13089.988           1848420.789            141.209               0.000                0.000                0.000                0.000                 0.0                  1715        
  15.100        13089.988           1845125.957            140.957               0.000                0.000                0.000                0.000                 0.0                  2015        
  15.200        13089.988           1879119.405            143.554               0.000                0.000                0.000                0.000                 0.0                  2135        
  15.300        13089.988           1843760.908            140.853               0.000                0.000                0.000                0.000                 0.0                  2325        
  15.400        13089.988           1860843.306            142.158               0.000                0.000                0.000                0.000                 0.0                  2445        
  15.500        13089.988           1874873.891            143.230               0.000                0.000                0.000                0.000                 0.0                  2392        
  15.600        13089.988           1839493.249            140.527               0.000                0.000                0.000                0.000                 0.0                  1921        
  15.700        13089.988           1795703.886            137.181               0.000                0.000                0.000                0.000                 0.0                  2981        
  15.800        13089.988           1873644.906            143.136               0.000                0.000                0.000                0.000                 0.0                  2475        
  15.900        13089.988           1852234.178            141.500               0.000                0.000                0.000                0.000                 0.0                  4401        
  16.000        13089.988           1895109.439            144.775               0.000                0.000                0.000                0.000                 0.0                  2554        
  16.100        13089.988           1864028.110            142.401               0.000                0.000                0.000                0.000                 0.0                  1756        
  16.200        13089.988           1869586.504            142.826               0.000                0.000                0.000                0.000                 0.0                  1041        
  16.300        13089.988           1889113.344            144.317               0.000                0.000                0.000                0.000                 0.0                  2080        
