 Timestep        gasArea              gasTrace             gasPress             bulkArea            bulkTrace            bulkPress           SurfaceTense            Length               NDense       
  0.000         13089.988            112709.675             8.610                0.000                0.000                0.000                0.000                 0.0                   8          
  0.100         13089.988           2469119.361            188.627               0.000                0.000                0.000                0.000                 0.0                  919         
  0.200         13089.988           2597592.144            198.441               0.000                0.000                0.000                0.000                 0.0                  1186        
  0.300         13089.988           2491309.137            190.322               0.000                0.000                0.000                0.000                 0.0                  1412        
  0.400         13089.988           2418401.332            184.752               0.000                0.000                0.000                0.000                 0.0                  1740        
  0.500         13089.988           2494374.932            190.556               0.000                0.000                0.000                0.000                 0.0                  1107        
  0.600         13089.988           2596710.651            198.374               0.000                0.000                0.000                0.000                 0.0                  1589        
  0.700         13089.988           2592572.345            198.058               0.000                0.000                0.000                0.000                 0.0                  1728        
  0.800         13089.988           2615972.124            199.845               0.000                0.000                0.000                0.000                 0.0                  2009        
  0.900         13089.988           2654000.960            202.750               0.000                0.000                0.000                0.000                 0.0                  2294        
  1.000         13089.988           2598512.301            198.511               0.000                0.000                0.000                0.000                 0.0                  3525        
  1.100         13089.988           2474533.145            189.040               0.000                0.000                0.000                0.000                 0.0                  1468        
  1.200         13089.988           2545840.729            194.488               0.000                0.000                0.000                0.000                 0.0                  1766        
  1.300         13089.988           2478983.637            189.380               0.000                0.000                0.000                0.000                 0.0                  1351        
  1.400         13089.988           2391500.668            182.697               0.000                0.000                0.000                0.000                 0.0                  1879        
  1.500         13089.988           2486839.981            189.980               0.000                0.000                0.000                0.000                 0.0                  1063        
  1.600         13089.988           2544463.824            194.382               0.000                0.000                0.000                0.000                 0.0                  1669        
  1.700         13089.988           2502318.021            191.163               0.000                0.000                0.000                0.000                 0.0                  1121        
  1.800         13089.988           2538381.292            193.918               0.000                0.000                0.000                0.000                 0.0                  972         
  1.900         13089.988           2599469.740            198.585               0.000                0.000                0.000                0.000                 0.0                  2321        
  2.000         13089.988           2671752.316            204.107               0.000                0.000                0.000                0.000                 0.0                  2136        
  2.100         13089.988           2534590.114            193.628               0.000                0.000                0.000                0.000                 0.0                  2171        
  2.200         13089.988           2486542.273            189.958               0.000                0.000                0.000                0.000                 0.0                  2271        
  2.300         13089.988           2557850.041            195.405               0.000                0.000                0.000                0.000                 0.0                  1304        
  2.400         13089.988           2455322.356            187.573               0.000                0.000                0.000                0.000                 0.0                  2487        
  2.500         13089.988           2525307.565            192.919               0.000                0.000                0.000                0.000                 0.0                  1153        
  2.600         13089.988           2417420.421            184.677               0.000                0.000                0.000                0.000                 0.0                  1595        
  2.700         13089.988           2488712.137            190.123               0.000                0.000                0.000                0.000                 0.0                  1370        
  2.800          5537.036            641480.947            115.853              809.703             471417.736            582.211             884347.390             1896.3                5443        
  2.900         13089.988           2471089.346            188.777               0.000                0.000                0.000                0.000                 0.0                  1908        
  3.000         13089.988           2509713.692            191.728               0.000                0.000                0.000                0.000                 0.0                  1918        
  3.100         13089.988           2505336.670            191.393               0.000                0.000                0.000                0.000                 0.0                  2453        
  3.200         13089.988           2486590.603            189.961               0.000                0.000                0.000                0.000                 0.0                  2148        
  3.300         13089.988           2580392.249            197.127               0.000                0.000                0.000                0.000                 0.0                  2427        
  3.400         13089.988           2509426.115            191.706               0.000                0.000                0.000                0.000                 0.0                  1994        
  3.500         13089.988           2564932.839            195.946               0.000                0.000                0.000                0.000                 0.0                  2571        
  3.600         13089.988           2570871.167            196.400               0.000                0.000                0.000                0.000                 0.0                  2736        
  3.700         13089.988           2546916.533            194.570               0.000                0.000                0.000                0.000                 0.0                  1737        
  3.800         13089.988           2559914.225            195.563               0.000                0.000                0.000                0.000                 0.0                  2726        
  3.900         13089.988           2507929.194            191.591               0.000                0.000                0.000                0.000                 0.0                  1072        
  4.000         13089.988           2603917.257            198.924               0.000                0.000                0.000                0.000                 0.0                  2100        
  4.100         13089.988           2577398.562            196.898               0.000                0.000                0.000                0.000                 0.0                  1411        
  4.200         13089.988           2545505.448            194.462               0.000                0.000                0.000                0.000                 0.0                  1787        
  4.300         13089.988           2554648.741            195.161               0.000                0.000                0.000                0.000                 0.0                  1393        
  4.400         13089.988           2532942.965            193.502               0.000                0.000                0.000                0.000                 0.0                  2164        
  4.500         13089.988           2424553.977            185.222               0.000                0.000                0.000                0.000                 0.0                  2052        
  4.600         13089.988           2684851.431            205.107               0.000                0.000                0.000                0.000                 0.0                  2322        
  4.700         13089.988           2560850.226            195.634               0.000                0.000                0.000                0.000                 0.0                  3594        
  4.800         13089.988           2497325.751            190.781               0.000                0.000                0.000                0.000                 0.0                  3654        
  4.900         13089.988           2598480.216            198.509               0.000                0.000                0.000                0.000                 0.0                  2082        
