 Timestep        gasArea              gasTrace             gasPress             bulkArea            bulkTrace            bulkPress           SurfaceTense            Length               NDense       
  0.000         13089.988            107076.517             8.180                0.000                0.000                0.000                0.000                 0.0                   7          
  0.100         13089.988           2325534.533            177.657               0.000                0.000                0.000                0.000                 0.0                  1434        
  0.200         13089.988           2339555.002            178.729               0.000                0.000                0.000                0.000                 0.0                  2217        
  0.300         13089.988           2430986.882            185.713               0.000                0.000                0.000                0.000                 0.0                  1829        
  0.400         13089.988           2645106.510            202.071               0.000                0.000                0.000                0.000                 0.0                  1694        
  0.500         13089.988           2920063.925            223.076               0.000                0.000                0.000                0.000                 0.0                  1783        
  0.600         13089.988           3330547.923            254.435               0.000                0.000                0.000                0.000                 0.0                  1826        
  0.700         13089.988           4458546.466            340.607               0.000                0.000                0.000                0.000                 0.0                  3172        
  0.800         13089.988           5522060.837            421.854               0.000                0.000                0.000                0.000                 0.0                  3240        
  0.900         13089.988           6911628.757            528.009               0.000                0.000                0.000                0.000                 0.0                  4126        
  1.000         13089.988           9082171.985            693.826               0.000                0.000                0.000                0.000                 0.0                  4477        
  1.100          9536.790            523741.054             54.918              2413.711           11040640.769           4574.135           1279827.557             283.2                 5186        
  1.200          9104.349            322488.984             35.421              2918.011           14115991.749           4837.538           1185871.092             246.9                 6085        
  1.300          8697.573            217830.046             25.045              3278.592           16923554.455           5161.836           1355801.292             263.9                 6872        
  1.400          8347.258            135561.781             16.240              3563.464           18585251.925           5215.501           1466524.175             282.1                 7490        
  1.500          8114.997            86444.309              10.652              3841.920           19222317.679           5003.310           1317758.993             263.9                 7940        
  1.600          7935.348            74552.329              9.395               3985.639           18788160.294           4713.964           1284355.281             273.0                 8173        
  1.700          7887.870            69489.293              8.810               4024.135           17810828.403           4426.001           1205900.730             273.0                 8192        
  1.800          7887.870            70266.981              8.908               4013.870           17818262.803           4439.173           1229543.945             277.5                 8199        
  1.900          7889.153            79584.489              10.088              4040.817           16726338.270           4139.346           1113261.581             269.6                 8182        
  2.000          7869.905            85121.339              10.816              4008.737           16574293.632           4134.543           1181839.920             286.6                 8142        
  2.100          7845.524            62621.078              7.982               4072.897           16984076.733           4170.024           1112670.814             267.3                 8246        
  2.200          7871.188            72412.062              9.200               4019.002           16938049.424           4214.491           1162342.648             276.4                 8225        
  2.300          7839.108            64272.422              8.199               4057.499           17353021.177           4276.778           1179835.400             276.4                 8248        
  2.400          7771.098            66770.857              8.592               4092.145           17184534.747           4199.395           1186821.786             283.2                 8343        
  2.500          7801.895            68136.534              8.733               4081.880           17091600.991           4187.189           1159658.562             277.5                 8283        
  2.600          7853.223            62678.314              7.981               4056.215           17532544.135           4322.390           1148516.905             266.2                 8267        
  2.700          7867.338            66530.399              8.457               4038.251           17756115.272           4396.982           1193103.538             271.9                 8259        
  2.800          7986.677            76947.991              9.635               3989.489           17495670.523           4385.442           1080594.963             246.9                 8101        
  2.900          7862.206            67874.398              8.633               3985.639           17684887.661           4437.152           1304307.982             294.5                 8217        
  3.000          7896.852            70382.488              8.913               4012.586           17577583.918           4380.612           1193481.182             273.0                 8188        
  3.100          7875.038            69121.015              8.777               3995.905           17548526.140           4391.628           1226314.530             279.8                 8156        
  3.200          7871.188            72095.259              9.159               4053.649           17660191.798           4356.616           1147464.951             263.9                 8225        
  3.300          7857.073            65575.155              8.346               4012.586           18369953.771           4578.083           1278605.071             279.8                 8263        
  3.400          7859.639            62545.833              7.958               4069.047           18567652.446           4563.145           1243573.612             273.0                 8307        
  3.500          7887.870            57127.540              7.242               4061.348           18017380.395           4436.305           1123849.384             253.7                 8293        
  3.600          7808.311            63769.467              8.167               4038.251           17730332.504           4390.597           1260947.549             287.7                 8353        
  3.700          7813.444            56386.483              7.217               4094.712           17237195.731           4209.624           1137743.334             270.7                 8309        
  3.800          7768.531            58517.595              7.533               4034.401           17117322.604           4242.841           1285784.287             303.6                 8249        
  3.900          7873.754            73982.433              9.396               4026.702           17209921.314           4273.950           1144906.992             268.5                 8158        
  4.000          7875.038            80445.618              10.215              3999.754           17414696.858           4353.942           1200606.092             276.4                 8161        
  4.100          7966.145            79298.229              9.954               3898.381           17690238.666           4537.842           1318187.097             291.1                 8026        
  4.200          8026.456            77292.205              9.630               3921.479           18295172.328           4665.376           1249930.605             268.5                 8079        
  4.300          7839.108            65050.119              8.298               4020.286           18221640.546           4532.424           1265843.232             279.8                 8288        
  4.400          7812.160            61073.225              7.818               4021.569           18377098.073           4569.634           1374572.641             301.3                 8303        
  4.500          7876.321            71424.445              9.068               3965.108           18461308.846           4655.941           1363354.600             293.4                 8219        
  4.600          7800.612            55156.507              7.071               4057.499           18306534.138           4511.778           1239998.408             275.3                 8349        
  4.700          7650.476            49278.006              6.441               4106.260           17454915.346           4250.806           1312573.348             309.3                 8426        
  4.800          7749.283            59810.797              7.718               4066.481           17369581.827           4271.404           1270249.859             297.9                 8325        
  4.900          7789.063            72155.782              9.264               4003.604           16998628.419           4245.832           1310162.245             309.3                 8223        
  5.000          7896.852            77756.708              9.847               3984.356           17220302.788           4321.979           1182104.114             274.1                 8117        
  5.100          7959.729            80849.488              10.157              3929.178           17330145.339           4410.629           1216290.433             276.4                 8089        
  5.200          7858.356            74774.159              9.515               3971.524           17673959.275           4450.171           1328003.671             299.1                 8135        
  5.300          7946.897            83679.561              10.530              3912.496           17481038.845           4468.001           1262341.460             283.2                 8060        
  5.400          8030.306            89182.741              11.106              3907.363           18061167.467           4622.341           1170074.677             253.7                 8052        
