 Timestep        gasArea              gasTrace             gasPress             bulkArea            bulkTrace            bulkPress           SurfaceTense            Length               NDense       
  0.000         13089.988            107076.517             8.180                0.000                0.000                0.000                0.000                 0.0                   7          
  0.100         13089.988           1273335.157             97.275               0.000                0.000                0.000                0.000                 0.0                  1241        
  0.200         13089.988           1352434.309            103.318               0.000                0.000                0.000                0.000                 0.0                  1957        
  0.300         13089.988           1324326.283            101.171               0.000                0.000                0.000                0.000                 0.0                  2293        
  0.400         13089.988           1344954.642            102.747               0.000                0.000                0.000                0.000                 0.0                  3611        
  0.500         13089.988           1332044.380            101.761               0.000                0.000                0.000                0.000                 0.0                  1269        
  0.600         13089.988           1370849.331            104.725               0.000                0.000                0.000                0.000                 0.0                  4397        
  0.700         13089.988           1354075.699            103.444               0.000                0.000                0.000                0.000                 0.0                  3964        
  0.800         13089.988           1367824.230            104.494               0.000                0.000                0.000                0.000                 0.0                  1882        
  0.900         13089.988           1264926.528             96.633               0.000                0.000                0.000                0.000                 0.0                  3093        
  1.000         13089.988           1309204.195            100.016               0.000                0.000                0.000                0.000                 0.0                  2978        
  1.100         13089.988           1338154.297            102.227               0.000                0.000                0.000                0.000                 0.0                  2860        
  1.200         13089.988           1330233.567            101.622               0.000                0.000                0.000                0.000                 0.0                  1944        
  1.300         13089.988           1347809.172            102.965               0.000                0.000                0.000                0.000                 0.0                  1734        
  1.400         13089.988           1342517.883            102.561               0.000                0.000                0.000                0.000                 0.0                  3146        
  1.500         13089.988           1308352.822             99.951               0.000                0.000                0.000                0.000                 0.0                  1384        
  1.600         13089.988           1326176.613            101.312               0.000                0.000                0.000                0.000                 0.0                  2533        
  1.700         13089.988           1323299.371            101.092               0.000                0.000                0.000                0.000                 0.0                  1763        
  1.800         13089.988           1326784.012            101.359               0.000                0.000                0.000                0.000                 0.0                  1842        
  1.900         13089.988           1302218.361             99.482               0.000                0.000                0.000                0.000                 0.0                  907         
  2.000         13089.988           1303902.499             99.611               0.000                0.000                0.000                0.000                 0.0                  4683        
  2.100         13089.988           1350213.616            103.149               0.000                0.000                0.000                0.000                 0.0                  4808        
  2.200         13089.988           1320029.772            100.843               0.000                0.000                0.000                0.000                 0.0                  3019        
  2.300         13089.988           1308377.442             99.953               0.000                0.000                0.000                0.000                 0.0                  4570        
  2.400         13089.988           1358490.360            103.781               0.000                0.000                0.000                0.000                 0.0                  1368        
  2.500         13089.988           1358437.249            103.777               0.000                0.000                0.000                0.000                 0.0                  2369        
  2.600          5959.210            391639.944             65.720              760.941             246051.973            323.352             479496.634             1861.2                5004        
  2.700         13089.988           1327175.151            101.389               0.000                0.000                0.000                0.000                 0.0                  1893        
  2.800         13089.988           1310303.816            100.100               0.000                0.000                0.000                0.000                 0.0                  3317        
  2.900         13089.988           1305722.572             99.750               0.000                0.000                0.000                0.000                 0.0                  1916        
  3.000         13089.988           1259769.768             96.239               0.000                0.000                0.000                0.000                 0.0                  2725        
  3.100         13089.988           1328090.083            101.458               0.000                0.000                0.000                0.000                 0.0                  1590        
  3.200         13089.988           1298236.443             99.178               0.000                0.000                0.000                0.000                 0.0                  2325        
  3.300         13089.988           1315110.936            100.467               0.000                0.000                0.000                0.000                 0.0                  2053        
  3.400         13089.988           1305165.290             99.707               0.000                0.000                0.000                0.000                 0.0                  2143        
  3.500         13089.988           1328826.601            101.515               0.000                0.000                0.000                0.000                 0.0                  2148        
  3.600         13089.988           1313228.305            100.323               0.000                0.000                0.000                0.000                 0.0                  1974        
  3.700         13089.988           1307674.081             99.899               0.000                0.000                0.000                0.000                 0.0                  3213        
  3.800         13089.988           1330100.277            101.612               0.000                0.000                0.000                0.000                 0.0                  3824        
  3.900         13089.988           1333347.620            101.860               0.000                0.000                0.000                0.000                 0.0                  2293        
  4.000         13089.988           1320891.560            100.909               0.000                0.000                0.000                0.000                 0.0                  2333        
  4.100         13089.988           1286873.309             98.310               0.000                0.000                0.000                0.000                 0.0                  2773        
  4.200         13089.988           1293136.430             98.788               0.000                0.000                0.000                0.000                 0.0                  2071        
  4.300         13089.988           1304016.515             99.619               0.000                0.000                0.000                0.000                 0.0                  1743        
  4.400         13089.988           1344665.268            102.725               0.000                0.000                0.000                0.000                 0.0                  2000        
  4.500         13089.988           1297363.766             99.111               0.000                0.000                0.000                0.000                 0.0                  1594        
  4.600         13089.988           1352145.286            103.296               0.000                0.000                0.000                0.000                 0.0                  2516        
  4.700         13089.988           1247237.902             95.282               0.000                0.000                0.000                0.000                 0.0                  1857        
  4.800         13089.988           1298364.144             99.188               0.000                0.000                0.000                0.000                 0.0                  2953        
  4.900         13089.988           1315380.424            100.488               0.000                0.000                0.000                0.000                 0.0                  1870        
  5.000         13089.988           1310767.295            100.135               0.000                0.000                0.000                0.000                 0.0                  3681        
  5.100         13089.988           1354326.642            103.463               0.000                0.000                0.000                0.000                 0.0                  2584        
  5.200         13089.988           1356385.544            103.620               0.000                0.000                0.000                0.000                 0.0                  3604        
  5.300         13089.988           1330466.247            101.640               0.000                0.000                0.000                0.000                 0.0                  2031        
  5.400         13089.988           1370308.338            104.684               0.000                0.000                0.000                0.000                 0.0                  3687        
  5.500         13089.988           1306585.897             99.816               0.000                0.000                0.000                0.000                 0.0                  1685        
  5.600         13089.988           1327573.005            101.419               0.000                0.000                0.000                0.000                 0.0                  2030        
  5.700         13089.988           1338594.909            102.261               0.000                0.000                0.000                0.000                 0.0                  3291        
  5.800         13089.988           1303959.807             99.615               0.000                0.000                0.000                0.000                 0.0                  1466        
  5.900         13089.988           1318061.878            100.692               0.000                0.000                0.000                0.000                 0.0                  2403        
  6.000         13089.988           1252674.833             95.697               0.000                0.000                0.000                0.000                 0.0                  1644        
  6.100         13089.988           1318688.527            100.740               0.000                0.000                0.000                0.000                 0.0                  3073        
  6.200         13089.988           1345128.185            102.760               0.000                0.000                0.000                0.000                 0.0                  2417        
  6.300         13089.988           1329363.198            101.556               0.000                0.000                0.000                0.000                 0.0                  3139        
  6.400         13089.988           1367993.170            104.507               0.000                0.000                0.000                0.000                 0.0                  2762        
  6.500         13089.988           1369921.127            104.654               0.000                0.000                0.000                0.000                 0.0                  1833        
  6.600         13089.988           1354083.105            103.444               0.000                0.000                0.000                0.000                 0.0                  3215        
  6.700         13089.988           1326387.261            101.328               0.000                0.000                0.000                0.000                 0.0                  3321        
  6.800         13089.988           1303031.779             99.544               0.000                0.000                0.000                0.000                 0.0                  2614        
  6.900         13089.988           1299755.899             99.294               0.000                0.000                0.000                0.000                 0.0                  2693        
  7.000         13089.988           1309067.321            100.005               0.000                0.000                0.000                0.000                 0.0                  1711        
  7.100         13089.988           1301538.788             99.430               0.000                0.000                0.000                0.000                 0.0                  2722        
  7.200         13089.988           1274665.065             97.377               0.000                0.000                0.000                0.000                 0.0                  2267        
  7.300         13089.988           1309571.781            100.044               0.000                0.000                0.000                0.000                 0.0                  1986        
  7.400         13089.988           1306132.388             99.781               0.000                0.000                0.000                0.000                 0.0                  1281        
  7.500         13089.988           1328757.484            101.509               0.000                0.000                0.000                0.000                 0.0                  3111        
  7.600         13089.988           1298536.306             99.201               0.000                0.000                0.000                0.000                 0.0                  2261        
  7.700         13089.988           1302680.444             99.517               0.000                0.000                0.000                0.000                 0.0                  1589        
  7.800         13089.988           1300839.038             99.377               0.000                0.000                0.000                0.000                 0.0                  1971        
  7.900         13089.988           1357142.288            103.678               0.000                0.000                0.000                0.000                 0.0                  1972        
  8.000         13089.988           1277441.426             97.589               0.000                0.000                0.000                0.000                 0.0                  1941        
  8.100         13089.988           1294738.971             98.911               0.000                0.000                0.000                0.000                 0.0                  1742        
  8.200         13089.988           1282462.278             97.973               0.000                0.000                0.000                0.000                 0.0                  4127        
  8.300         13089.988           1292774.343             98.761               0.000                0.000                0.000                0.000                 0.0                  1462        
  8.400         13089.988           1314767.677            100.441               0.000                0.000                0.000                0.000                 0.0                  2054        
  8.500         13089.988           1307126.938             99.857               0.000                0.000                0.000                0.000                 0.0                  2052        
  8.600         13089.988           1314510.832            100.421               0.000                0.000                0.000                0.000                 0.0                  4560        
  8.700         13089.988           1314906.221            100.451               0.000                0.000                0.000                0.000                 0.0                  3668        
  8.800         13089.988           1355041.617            103.517               0.000                0.000                0.000                0.000                 0.0                  2069        
  8.900         13089.988           1362442.637            104.083               0.000                0.000                0.000                0.000                 0.0                  3512        
  9.000         13089.988           1321785.258            100.977               0.000                0.000                0.000                0.000                 0.0                  3045        
  9.100         13089.988           1353690.082            103.414               0.000                0.000                0.000                0.000                 0.0                  1472        
  9.200         13089.988           1338636.231            102.264               0.000                0.000                0.000                0.000                 0.0                  3111        
  9.300         13089.988           1336908.431            102.132               0.000                0.000                0.000                0.000                 0.0                  2053        
  9.400         13089.988           1287484.588             98.356               0.000                0.000                0.000                0.000                 0.0                  1278        
  9.500         13089.988           1301949.212             99.461               0.000                0.000                0.000                0.000                 0.0                  2052        
  9.600         13089.988           1323817.737            101.132               0.000                0.000                0.000                0.000                 0.0                  1476        
  9.700         13089.988           1345660.162            102.801               0.000                0.000                0.000                0.000                 0.0                  1996        
  9.800         13089.988           1305148.227             99.706               0.000                0.000                0.000                0.000                 0.0                  1408        
  9.900         13089.988           1294365.150             98.882               0.000                0.000                0.000                0.000                 0.0                  4165        
  10.000        13089.988           1318310.092            100.711               0.000                0.000                0.000                0.000                 0.0                  4129        
