 Timestep        gasArea              gasTrace             gasPress             bulkArea            bulkTrace            bulkPress           SurfaceTense            Length               NDense       
  0.000         13089.988            107076.517             8.180                0.000                0.000                0.000                0.000                 0.0                   7          
  0.100         13089.988           2055076.666            156.996               0.000                0.000                0.000                0.000                 0.0                  2682        
  0.200         13089.988           1991278.702            152.122               0.000                0.000                0.000                0.000                 0.0                  2743        
  0.300         13089.988           2071555.235            158.255               0.000                0.000                0.000                0.000                 0.0                  1088        
  0.400         13089.988           2075050.599            158.522               0.000                0.000                0.000                0.000                 0.0                  2977        
  0.500         13089.988           2118630.166            161.851               0.000                0.000                0.000                0.000                 0.0                  2410        
  0.600         13089.988           2076158.974            158.607               0.000                0.000                0.000                0.000                 0.0                  2319        
  0.700         13089.988           2086460.936            159.394               0.000                0.000                0.000                0.000                 0.0                  4025        
  0.800          5909.165            609306.520            103.112              884.129             393177.809            444.706             595521.336             1743.4                5264        
  0.900          6264.614            630247.106            100.604              1027.848            488426.398            475.193             609761.178             1627.8                5151        
  1.000         13089.988           2132292.704            162.895               0.000                0.000                0.000                0.000                 0.0                  2784        
  1.100         13089.988           2054755.600            156.972               0.000                0.000                0.000                0.000                 0.0                  2829        
  1.200         13089.988           2262859.220            172.869               0.000                0.000                0.000                0.000                 0.0                  3507        
  1.300          5919.431            592032.943            100.015              1152.319            630585.861            547.232             757368.872             1693.5                5379        
  1.400         13089.988           2113337.509            161.447               0.000                0.000                0.000                0.000                 0.0                  1644        
  1.500         13089.988           2106076.680            160.892               0.000                0.000                0.000                0.000                 0.0                  3058        
  1.600         13089.988           2034565.720            155.429               0.000                0.000                0.000                0.000                 0.0                  2465        
  1.700         13089.988           2121793.526            162.093               0.000                0.000                0.000                0.000                 0.0                  3828        
  1.800         13089.988           2035027.483            155.464               0.000                0.000                0.000                0.000                 0.0                  1806        
  1.900         13089.988           2123419.202            162.217               0.000                0.000                0.000                0.000                 0.0                  3268        
  2.000         13089.988           1978668.601            151.159               0.000                0.000                0.000                0.000                 0.0                  1744        
  2.100         13089.988           2086408.566            159.390               0.000                0.000                0.000                0.000                 0.0                  1477        
  2.200         13089.988           2026015.931            154.776               0.000                0.000                0.000                0.000                 0.0                  1939        
  2.300         13089.988           2054978.560            156.989               0.000                0.000                0.000                0.000                 0.0                  2230        
  2.400         13089.988           2064298.442            157.701               0.000                0.000                0.000                0.000                 0.0                  2178        
  2.500         13089.988           2100457.624            160.463               0.000                0.000                0.000                0.000                 0.0                  4342        
  2.600         13089.988           2061826.823            157.512               0.000                0.000                0.000                0.000                 0.0                  2897        
  2.700         13089.988           2084770.468            159.265               0.000                0.000                0.000                0.000                 0.0                  2210        
  2.800         13089.988           2022286.629            154.491               0.000                0.000                0.000                0.000                 0.0                  1654        
  2.900         13089.988           2034588.735            155.431               0.000                0.000                0.000                0.000                 0.0                  1833        
  3.000         13089.988           2018711.848            154.218               0.000                0.000                0.000                0.000                 0.0                  2674        
  3.100         13089.988           2009772.404            153.535               0.000                0.000                0.000                0.000                 0.0                  4342        
  3.200         13089.988           2030991.844            155.156               0.000                0.000                0.000                0.000                 0.0                  3782        
  3.300         13089.988           2053583.646            156.882               0.000                0.000                0.000                0.000                 0.0                  3978        
  3.400         13089.988           2098011.731            160.276               0.000                0.000                0.000                0.000                 0.0                  4506        
  3.500         13089.988           2019822.566            154.303               0.000                0.000                0.000                0.000                 0.0                  4045        
  3.600         13089.988           1989487.107            151.985               0.000                0.000                0.000                0.000                 0.0                  1670        
  3.700         13089.988           2082408.781            159.084               0.000                0.000                0.000                0.000                 0.0                  2358        
  3.800         13089.988           1983398.997            151.520               0.000                0.000                0.000                0.000                 0.0                  2015        
  3.900         13089.988           2088717.654            159.566               0.000                0.000                0.000                0.000                 0.0                  2873        
  4.000         13089.988           2061553.629            157.491               0.000                0.000                0.000                0.000                 0.0                  3709        
  4.100         13089.988           2154385.117            164.583               0.000                0.000                0.000                0.000                 0.0                  1121        
  4.200         13089.988           2187597.463            167.120               0.000                0.000                0.000                0.000                 0.0                  1462        
  4.300         13089.988           2019833.956            154.304               0.000                0.000                0.000                0.000                 0.0                  2146        
  4.400         13089.988           2123047.085            162.189               0.000                0.000                0.000                0.000                 0.0                  3887        
  4.500         13089.988           2186427.945            167.031               0.000                0.000                0.000                0.000                 0.0                  2508        
  4.600         13089.988           2094064.007            159.974               0.000                0.000                0.000                0.000                 0.0                  2525        
  4.700         13089.988           2012158.856            153.717               0.000                0.000                0.000                0.000                 0.0                  1919        
  4.800         13089.988           2109636.451            161.164               0.000                0.000                0.000                0.000                 0.0                  3681        
  4.900         13089.988           2165738.103            165.450               0.000                0.000                0.000                0.000                 0.0                  2160        
  5.000         13089.988           2131206.975            162.812               0.000                0.000                0.000                0.000                 0.0                  1914        
  5.100         13089.988           2169886.568            165.767               0.000                0.000                0.000                0.000                 0.0                  2581        
  5.200         13089.988           2218477.125            169.479               0.000                0.000                0.000                0.000                 0.0                  3869        
  5.300         13089.988           2288012.525            174.791               0.000                0.000                0.000                0.000                 0.0                  2710        
  5.400         13089.988           2300716.289            175.762               0.000                0.000                0.000                0.000                 0.0                  2781        
  5.500         13089.988           2201822.903            168.207               0.000                0.000                0.000                0.000                 0.0                  4204        
  5.600         13089.988           2154302.821            164.576               0.000                0.000                0.000                0.000                 0.0                  2078        
  5.700         13089.988           2153192.745            164.492               0.000                0.000                0.000                0.000                 0.0                  1845        
  5.800         13089.988           2174672.642            166.133               0.000                0.000                0.000                0.000                 0.0                  2292        
