           rCoM                     NinBin                    phiLoc                    align                      pInt                     pSwim          
         1.124668                    666                    883.376689               6932.809822                 846899.3                  -5788.6         
         2.249336                    2008                  2663.935713              -12627.122412               2568744.1                  26175.9         
         3.374004                    3368                  4468.128321               -8649.565499               4356405.1                  20433.5         
         4.498672                    4676                  6202.304271               25329.509970               6009951.3                 -100338.5        
         5.623340                    6088                  8078.307159               26492.300896               7812938.7                 -131427.9        
         6.748008                    7319                  9708.843666               5197.391465                9341104.2                  -35475.7        
         7.872676                    8721                  11568.680599             -14917.307683               11097651.3                 113275.6        
         8.997344                   10075                  13363.754635              20791.059005               12885205.6                -181211.5        
        10.122012                   11334                  15033.409306              18856.977046               14490915.6                -180600.2        
        11.246680                   12782                  16949.946440              26672.867408               16290609.1                -283960.3        
        12.371348                   13998                  18561.043044             -65850.880033               17881801.1                 782862.7        
        13.496016                   15496                  20544.462998              13603.268189               19843193.7                -178184.8        
        14.620684                   16707                  22146.624941              46980.293623               21345580.1                -654169.7        
        15.745352                   18078                  23962.413863             -48950.029139               23115633.5                 741723.0        
        16.870020                   19467                  25802.566270              34291.373438               24865019.0                -566728.1        
        17.994688                   20714                  27453.077905              23056.829098               26415627.8                -397534.4        
        19.119356                   22105                  29294.390826              28672.099256               28149198.9                -527911.5        
        20.244024                   23442                  31065.827635              16876.445929               29809490.6                -328134.5        
        21.368692                   24749                  32798.449054              19833.195045               31416200.2                -413431.2        
        22.493360                   26130                  34631.541794             -15270.320834               33158460.1                 338265.4        
        23.618028                   27378                  36288.749492              -8155.052662               34673673.1                 197349.6        
        24.742696                   28800                  38179.536188             -53561.315827               36583320.6                1285639.8        
        25.867364                   30126                  39941.613790              3255.050621                38254808.2                 -99362.4        
        26.992032                   31391                  41631.016387              1666.170624                39903930.0                 -49050.1        
        28.116700                   32866                  43591.719230              25959.675890               41741039.0                -697909.5        
        29.241368                   34161                  45320.485978             -122195.803884              43563283.0                3527326.7        
        30.366036                   35531                  47144.876378             -93560.017252               45603982.8                2794163.2        
        31.490704                   36879                  48945.594711             -87495.126064               47474998.6                2694924.4        
        32.615372                   38286                  50825.677733              23444.377609               49351657.7                -749334.4        
        33.740040                   39550                  52511.490361              25111.248908               50910103.3                -833028.9        
        34.864708                   41019                  54474.237497             -40023.255136               52890614.1                1380214.6        
        35.989376                   42325                  56215.491748              -621.483405                54599487.0                 26059.5         
        37.114044                   43551                  57854.221471              52388.403753               56148189.8                -1907912.1       
        38.238712                   45050                  59852.930945             -55394.293970               58041862.9                2079877.1        
        39.363380                   46139                  61305.514335             -35807.192427               59553787.9                1381255.9        
        40.488048                   47847                  63577.677208              47566.644921               61759161.4                -1886500.6       
        41.612716                   48904                  64984.053546             -87610.086522               63196837.2                3599881.9        
        42.737384                   50359                  66920.934059             -16988.716821               65038420.1                 728285.9        
        43.862052                   51796                  68831.174269             -48941.197666               66936352.6                2117393.0        
        44.986720                   53011                  70444.624731             -34520.045963               68489380.5                1532552.6        
        46.111388                   54351                  72226.006979             -30047.748842               70265145.6                1378239.8        
        47.236056                   55733                  74057.940756              14968.474954               72125624.4                -718079.6        
        48.360724                   57096                  75870.680203              -8061.119568               73953373.8                 383684.2        
        49.485392                   58375                  77564.273726             -65703.019086               75583493.4                3236656.6        
        50.610060                   59778                  79422.036441              15082.168591               77452195.9                -781453.6        
        51.734728                   60990                  81027.926918              31409.290105               78881984.2                -1619978.2       
        52.859396                   62488                  83011.480161              87488.068131               80826283.4                -4595677.6       
        53.984064                   63818                  84768.856238              20198.471442               82453504.3                -1097030.3       
        55.108732                   65096                  86460.593660              13306.650224               84082768.4                -716655.9        
        56.233400                   66445                  88246.696328              55597.596083               85762040.7                -3122470.4       
        57.358068                   67591                  89757.789314              89274.721703               87157902.4                -5067756.2       
