           rCoM                     NinBin                    phiLoc                    align                      pInt                     pSwim          
         1.124942                    674                    899.026258               -1385.270480                897173.7                   1574.3         
         2.249884                    2034                  2712.507836               3570.846467                2704996.9                  -7161.2         
         3.374826                    3362                  4483.752265               4793.240175                4464364.3                  -11545.5        
         4.499768                    4752                  6334.829863               -4346.399818               6312595.4                  16505.2         
         5.624710                    6047                  8059.289958               11237.047792               8074663.7                  -55164.8        
         6.749652                    7473                  9956.635066               33995.015414               9925088.5                 -220498.4        
         7.874594                    8712                  11603.722455              39444.060397               11487459.2                -294792.7        
         8.999536                   10137                  13498.987048              6610.139905                13248837.2                 -54641.5        
        10.124478                   11412                  15192.405038              64882.863999               14788986.0                -620875.0        
        11.249420                   12793                  17026.335161              8287.974326                16453294.1                 -88555.2        
        12.374362                   14054                  18703.070310             -10155.434757               18109964.1                 121377.2        
        13.499304                   15507                  20630.690630             -20861.820640               19953738.7                 279626.9        
        14.624246                   16777                  22316.997364             -21190.874305               21636451.6                 296845.7        
        15.749188                   18124                  24107.278810              -2955.396225               23389424.5                 42563.5         
        16.874130                   19490                  25919.975208              17067.795788               25130945.6                -274004.2        
        17.999072                   20821                  27687.845922             -10325.614664               26895338.6                 187371.0        
        19.124014                   22205                  29528.751478             -28424.069919               28793101.3                 520956.7        
        20.248956                   23555                  31323.710181             -20673.642837               30524349.8                 386396.9        
        21.373898                   24810                  32997.572762              -5675.334704               32213273.2                 120612.6        
        22.498840                   26264                  34930.068247              27160.075739               34034061.3                -595288.6        
        23.623782                   27502                  36577.095273             -18692.052426               35652397.5                 427717.7        
        24.748724                   29022                  38603.354050             -14674.424561               37669130.1                 351721.3        
        25.873666                   30125                  40072.227146             -33610.045454               39114107.5                 858386.6        
        26.998608                   31676                  42134.459392             -23031.848647               41184532.4                 606661.3        
        28.123550                   32916                  43783.868382             -38478.345701               42803904.4                1064068.4        
        29.248492                   34357                  45698.954036              34114.119827               44683043.6                -989859.0        
        30.373434                   35595                  47348.337129              34496.307505               46292778.1                -1033759.3       
        31.498376                   36981                  49189.827954             -12923.283719               47962495.2                 406569.7        
        32.623318                   38424                  51111.817627              15487.652845               49892023.9                -489741.8        
        33.748260                   39554                  52610.058550              19307.819000               51267398.5                -664185.0        
        34.873202                   41099                  54672.266541             -15066.547956               53248813.9                 509343.4        
        35.998144                   42247                  56198.503463             -11038.132957               54795536.7                 380510.9        
        37.123086                   43771                  58227.661184             -41486.420078               56761098.7                1518247.1        
        38.248028                   45068                  59954.500251             -51613.651957               58559249.1                1943410.3        
        39.372970                   46378                  61696.411394              43961.544611               60274359.0                -1705436.9       
        40.497912                   47606                  63332.567596              11694.472314               61846839.1                -457589.7        
        41.622854                   49113                  65336.090995             -52187.516154               63912160.7                2147951.0        
        42.747796                   50487                  67165.000694              6431.407870                65763634.1                -268084.6        
        43.872738                   51810                  68922.348132              21804.846503               67477837.9                -942845.1        
        44.997680                   53204                  70783.510532             -97831.502418               69459114.7                4351499.9        
        46.122622                   54407                  72381.579640              23433.630043               71052735.4                -1053980.8       
        47.247564                   55919                  74396.963278              28550.189679               72945852.8                -1311388.0       
        48.372506                   57156                  76042.731748              27257.860917               74538236.7                -1307756.7       
        49.497448                   58372                  77664.299011              78109.509032               75872632.8                -3847808.1       
        50.622390                   59879                  79673.130885              22510.612378               77802885.0                -1138630.6       
        51.747332                   61110                  81317.153442             -47189.163335               79469941.2                2442180.5        
        52.872274                   62641                  83358.819388             -195538.012048              81620565.4                10215644.0       
        53.997216                   63875                  85007.229104             -38817.377116               83389313.1                2070545.2        
        55.122158                   65225                  86807.393660               607.279001                85250071.8                 -19468.7        
